attribute,gpkg,postgis,notes
SAMPLE_F3_rcid,231,231.0,Feature 3 - rcid - VALUES DIFFER!
SAMPLE_F3_recdat,None,None,Feature 3 - recdat
SAMPLE_F3_recind,None,None,Feature 3 - recind
SAMPLE_F3_rver,1,1.0,Feature 3 - rver - VALUES DIFFER!
SAMPLE_F3_sordat,None,None,Feature 3 - sordat
SAMPLE_F3_sorind,None,None,Feature 3 - sorind
SAMPLE_FEATURE_4_SEPARATOR,--- FEATURE 4 ---,--- FEATURE 4 ---,Feature 4 sample
SAMPLE_F4_agen,550,550.0,Feature 4 - agen - VALUES DIFFER!
SAMPLE_F4_catcov,2,2,Feature 4 - catcov
SAMPLE_F4_dsid_dsnm,US1EEZ1M,US1EEZ1M,Feature 4 - dsid_dsnm
SAMPLE_F4_dsid_edtn,9,9,Feature 4 - dsid_edtn
SAMPLE_F4_dsid_updn,0,0,Feature 4 - dsid_updn
SAMPLE_F4_ffpt_rind,None,None,Feature 4 - ffpt_rind
SAMPLE_F4_fidn,-503900136,-503900136.0,Feature 4 - fidn - VALUES DIFFER!
SAMPLE_F4_fids,7398,7398.0,Feature 4 - fids - VALUES DIFFER!
SAMPLE_F4_geometry,"POLYGON ((173.227561 24.7610433, 173.227561 8.9536...","POLYGON ((173.227561 24.7610433, 173.227561 8.9536...",Feature 4 - geometry
SAMPLE_F4_grup,2,2.0,Feature 4 - grup - VALUES DIFFER!
SAMPLE_F4_inform,None,None,Feature 4 - inform
SAMPLE_F4_lnam,0226E1F718181CE6,0226E1F718181CE6,Feature 4 - lnam
SAMPLE_F4_lnam_refs,None,None,Feature 4 - lnam_refs
SAMPLE_F4_ninfom,None,None,Feature 4 - ninfom
SAMPLE_F4_objl,302,302.0,Feature 4 - objl - VALUES DIFFER!
SAMPLE_F4_prim,3,3.0,Feature 4 - prim - VALUES DIFFER!
SAMPLE_F4_rcid,232,232.0,Feature 4 - rcid - VALUES DIFFER!
SAMPLE_F4_recdat,None,None,Feature 4 - recdat
SAMPLE_F4_recind,None,None,Feature 4 - recind
SAMPLE_F4_rver,1,1.0,Feature 4 - rver - VALUES DIFFER!
SAMPLE_F4_sordat,None,None,Feature 4 - sordat
SAMPLE_F4_sorind,None,None,Feature 4 - sorind
SAMPLE_FEATURE_5_SEPARATOR,--- FEATURE 5 ---,--- FEATURE 5 ---,Feature 5 sample
SAMPLE_F5_agen,550,550.0,Feature 5 - agen - VALUES DIFFER!
SAMPLE_F5_catcov,1,1,Feature 5 - catcov
SAMPLE_F5_dsid_dsnm,US2WC12M,US2WC12M,Feature 5 - dsid_dsnm
SAMPLE_F5_dsid_edtn,27,27,Feature 5 - dsid_edtn
SAMPLE_F5_dsid_updn,8,8,Feature 5 - dsid_updn
SAMPLE_F5_ffpt_rind,None,None,Feature 5 - ffpt_rind
SAMPLE_F5_fidn,-1962263016,-1962263016.0,Feature 5 - fidn - VALUES DIFFER!
SAMPLE_F5_fids,7300,7300.0,Feature 5 - fids - VALUES DIFFER!
SAMPLE_F5_geometry,"POLYGON ((-132.8659927 37.4555556, -131.2469904 37...","POLYGON ((-132.8659927 37.4555556, -131.2469904 37...",Feature 5 - geometry
SAMPLE_F5_grup,2,2.0,Feature 5 - grup - VALUES DIFFER!
SAMPLE_F5_inform,None,None,Feature 5 - inform
SAMPLE_F5_lnam,02268B0A3E181C84,02268B0A3E181C84,Feature 5 - lnam
SAMPLE_F5_lnam_refs,None,None,Feature 5 - lnam_refs
SAMPLE_F5_ninfom,None,None,Feature 5 - ninfom
SAMPLE_F5_objl,302,302.0,Feature 5 - objl - VALUES DIFFER!
SAMPLE_F5_prim,3,3.0,Feature 5 - prim - VALUES DIFFER!
SAMPLE_F5_rcid,390,390.0,Feature 5 - rcid - VALUES DIFFER!
SAMPLE_F5_recdat,None,None,Feature 5 - recdat
SAMPLE_F5_recind,None,None,Feature 5 - recind
SAMPLE_F5_rver,4,4.0,Feature 5 - rver - VALUES DIFFER!
SAMPLE_F5_sordat,None,None,Feature 5 - sordat
SAMPLE_F5_sorind,None,None,Feature 5 - sorind
SAMPLE_FEATURE_6_SEPARATOR,--- FEATURE 6 ---,--- FEATURE 6 ---,Feature 6 sample
SAMPLE_F6_agen,550,550.0,Feature 6 - agen - VALUES DIFFER!
SAMPLE_F6_catcov,2,2,Feature 6 - catcov
SAMPLE_F6_dsid_dsnm,US2WC12M,US2WC12M,Feature 6 - dsid_dsnm
SAMPLE_F6_dsid_edtn,27,27,Feature 6 - dsid_edtn
SAMPLE_F6_dsid_updn,8,8,Feature 6 - dsid_updn
SAMPLE_F6_ffpt_rind,None,None,Feature 6 - ffpt_rind
SAMPLE_F6_fidn,-1962263015,-1962263015.0,Feature 6 - fidn - VALUES DIFFER!
SAMPLE_F6_fids,7300,7300.0,Feature 6 - fids - VALUES DIFFER!
SAMPLE_F6_geometry,"POLYGON ((-127.9337647 48.1418693, -127.9337647 37...","POLYGON ((-127.9337647 48.1418693, -127.9337647 37...",Feature 6 - geometry
SAMPLE_F6_grup,2,2.0,Feature 6 - grup - VALUES DIFFER!
SAMPLE_F6_inform,None,None,Feature 6 - inform
SAMPLE_F6_lnam,02268B0A3E191C84,02268B0A3E191C84,Feature 6 - lnam
SAMPLE_F6_lnam_refs,None,None,Feature 6 - lnam_refs
SAMPLE_F6_ninfom,None,None,Feature 6 - ninfom
SAMPLE_F6_objl,302,302.0,Feature 6 - objl - VALUES DIFFER!
SAMPLE_F6_prim,3,3.0,Feature 6 - prim - VALUES DIFFER!
SAMPLE_F6_rcid,391,391.0,Feature 6 - rcid - VALUES DIFFER!
SAMPLE_F6_recdat,None,None,Feature 6 - recdat
SAMPLE_F6_recind,None,None,Feature 6 - recind
SAMPLE_F6_rver,4,4.0,Feature 6 - rver - VALUES DIFFER!
SAMPLE_F6_sordat,None,None,Feature 6 - sordat
SAMPLE_F6_sorind,None,None,Feature 6 - sorind
SAMPLE_FEATURE_7_SEPARATOR,--- FEATURE 7 ---,--- FEATURE 7 ---,Feature 7 sample
SAMPLE_F7_agen,550,550.0,Feature 7 - agen - VALUES DIFFER!
SAMPLE_F7_catcov,1,1,Feature 7 - catcov
SAMPLE_F7_dsid_dsnm,US1PO02M,US1PO02M,Feature 7 - dsid_dsnm
SAMPLE_F7_dsid_edtn,21,21,Feature 7 - dsid_edtn
SAMPLE_F7_dsid_updn,1,1,Feature 7 - dsid_updn
SAMPLE_F7_ffpt_rind,None,None,Feature 7 - ffpt_rind
SAMPLE_F7_fidn,982237471,982237471.0,Feature 7 - fidn - VALUES DIFFER!
SAMPLE_F7_fids,134,134.0,Feature 7 - fids - VALUES DIFFER!
SAMPLE_F7_geometry,"POLYGON ((-154 15.9745363, -154 15, -144.054739 15...","POLYGON ((-154 15.9745363, -154 15, -144.054739 15...",Feature 7 - geometry
SAMPLE_F7_grup,2,2.0,Feature 7 - grup - VALUES DIFFER!
SAMPLE_F7_inform,None,None,Feature 7 - inform
SAMPLE_F7_lnam,02263A8BC11F0086,02263A8BC11F0086,Feature 7 - lnam
SAMPLE_F7_lnam_refs,None,None,Feature 7 - lnam_refs
SAMPLE_F7_ninfom,None,None,Feature 7 - ninfom
SAMPLE_F7_objl,302,302.0,Feature 7 - objl - VALUES DIFFER!
SAMPLE_F7_prim,3,3.0,Feature 7 - prim - VALUES DIFFER!
SAMPLE_F7_rcid,236,236.0,Feature 7 - rcid - VALUES DIFFER!
SAMPLE_F7_recdat,None,None,Feature 7 - recdat
SAMPLE_F7_recind,None,None,Feature 7 - recind
SAMPLE_F7_rver,1,1.0,Feature 7 - rver - VALUES DIFFER!
SAMPLE_F7_sordat,None,None,Feature 7 - sordat
SAMPLE_F7_sorind,None,None,Feature 7 - sorind
SAMPLE_FEATURE_8_SEPARATOR,--- FEATURE 8 ---,--- FEATURE 8 ---,Feature 8 sample
SAMPLE_F8_agen,550,550.0,Feature 8 - agen - VALUES DIFFER!
SAMPLE_F8_catcov,1,1,Feature 8 - catcov
SAMPLE_F8_dsid_dsnm,US1PO02M,US1PO02M,Feature 8 - dsid_dsnm
SAMPLE_F8_dsid_edtn,21,21,Feature 8 - dsid_edtn
SAMPLE_F8_dsid_updn,1,1,Feature 8 - dsid_updn
SAMPLE_F8_ffpt_rind,None,None,Feature 8 - ffpt_rind
SAMPLE_F8_fidn,982237472,982237472.0,Feature 8 - fidn - VALUES DIFFER!
SAMPLE_F8_fids,134,134.0,Feature 8 - fids - VALUES DIFFER!
SAMPLE_F8_geometry,"POLYGON ((-158.2717729 61.25, -157.6668 61.25, -15...","POLYGON ((-158.2717729 61.25, -157.6668 61.25, -15...",Feature 8 - geometry
SAMPLE_F8_grup,2,2.0,Feature 8 - grup - VALUES DIFFER!
SAMPLE_F8_inform,None,None,Feature 8 - inform
SAMPLE_F8_lnam,02263A8BC1200086,02263A8BC1200086,Feature 8 - lnam
SAMPLE_F8_lnam_refs,None,None,Feature 8 - lnam_refs
SAMPLE_F8_ninfom,None,None,Feature 8 - ninfom
SAMPLE_F8_objl,302,302.0,Feature 8 - objl - VALUES DIFFER!
SAMPLE_F8_prim,3,3.0,Feature 8 - prim - VALUES DIFFER!
SAMPLE_F8_rcid,237,237.0,Feature 8 - rcid - VALUES DIFFER!
SAMPLE_F8_recdat,None,None,Feature 8 - recdat
SAMPLE_F8_recind,None,None,Feature 8 - recind
SAMPLE_F8_rver,1,1.0,Feature 8 - rver - VALUES DIFFER!
SAMPLE_F8_sordat,None,None,Feature 8 - sordat
SAMPLE_F8_sorind,None,None,Feature 8 - sorind
SAMPLE_FEATURE_9_SEPARATOR,--- FEATURE 9 ---,--- FEATURE 9 ---,Feature 9 sample
SAMPLE_F9_agen,550,550.0,Feature 9 - agen - VALUES DIFFER!
SAMPLE_F9_catcov,2,2,Feature 9 - catcov
SAMPLE_F9_dsid_dsnm,US1PO02M,US1PO02M,Feature 9 - dsid_dsnm
SAMPLE_F9_dsid_edtn,21,21,Feature 9 - dsid_edtn
SAMPLE_F9_dsid_updn,1,1,Feature 9 - dsid_updn
SAMPLE_F9_ffpt_rind,None,None,Feature 9 - ffpt_rind
SAMPLE_F9_fidn,982237473,982237473.0,Feature 9 - fidn - VALUES DIFFER!
SAMPLE_F9_fids,134,134.0,Feature 9 - fids - VALUES DIFFER!
SAMPLE_F9_geometry,"POLYGON ((-113.5555229 67.8010989, -113.5555229 11...","POLYGON ((-113.5555229 67.8010989, -113.5555229 11...",Feature 9 - geometry
SAMPLE_F9_grup,2,2.0,Feature 9 - grup - VALUES DIFFER!
SAMPLE_F9_inform,None,None,Feature 9 - inform
SAMPLE_F9_lnam,02263A8BC1210086,02263A8BC1210086,Feature 9 - lnam
SAMPLE_F9_lnam_refs,None,None,Feature 9 - lnam_refs
SAMPLE_F9_ninfom,None,None,Feature 9 - ninfom
SAMPLE_F9_objl,302,302.0,Feature 9 - objl - VALUES DIFFER!
SAMPLE_F9_prim,3,3.0,Feature 9 - prim - VALUES DIFFER!
SAMPLE_F9_rcid,238,238.0,Feature 9 - rcid - VALUES DIFFER!
SAMPLE_F9_recdat,None,None,Feature 9 - recdat
SAMPLE_F9_recind,None,None,Feature 9 - recind
SAMPLE_F9_rver,1,1.0,Feature 9 - rver - VALUES DIFFER!
SAMPLE_F9_sordat,None,None,Feature 9 - sordat
SAMPLE_F9_sorind,None,None,Feature 9 - sorind
SAMPLE_FEATURE_10_SEPARATOR,--- FEATURE 10 ---,--- FEATURE 10 ---,Feature 10 sample
SAMPLE_F10_agen,550,550.0,Feature 10 - agen - VALUES DIFFER!
SAMPLE_F10_catcov,1,1,Feature 10 - catcov
SAMPLE_F10_dsid_dsnm,US4CA60M,US4CA60M,Feature 10 - dsid_dsnm
SAMPLE_F10_dsid_edtn,37,37,Feature 10 - dsid_edtn
SAMPLE_F10_dsid_updn,6,6,Feature 10 - dsid_updn
SAMPLE_F10_ffpt_rind,None,None,Feature 10 - ffpt_rind
SAMPLE_F10_fidn,-84254295,-84254295.0,Feature 10 - fidn - VALUES DIFFER!
SAMPLE_F10_fids,7398,7398.0,Feature 10 - fids - VALUES DIFFER!
SAMPLE_F10_geometry,"POLYGON ((-118.625892 33.3238193, -118.625892 33.2...","POLYGON ((-118.625892 33.3238193, -118.625892 33.2...",Feature 10 - geometry
SAMPLE_F10_grup,2,2.0,Feature 10 - grup - VALUES DIFFER!
SAMPLE_F10_inform,None,None,Feature 10 - inform
SAMPLE_F10_lnam,0226FAFA61A91CE6,0226FAFA61A91CE6,Feature 10 - lnam
SAMPLE_F10_lnam_refs,None,None,Feature 10 - lnam_refs
SAMPLE_F10_ninfom,None,None,Feature 10 - ninfom
SAMPLE_F10_objl,302,302.0,Feature 10 - objl - VALUES DIFFER!
SAMPLE_F10_prim,3,3.0,Feature 10 - prim - VALUES DIFFER!
SAMPLE_F10_rcid,3709,3709.0,Feature 10 - rcid - VALUES DIFFER!
SAMPLE_F10_recdat,None,None,Feature 10 - recdat
SAMPLE_F10_recind,None,None,Feature 10 - recind
SAMPLE_F10_rver,1,1.0,Feature 10 - rver - VALUES DIFFER!
SAMPLE_F10_sordat,None,None,Feature 10 - sordat
SAMPLE_F10_sorind,None,None,Feature 10 - sorind
