attribute,spatialite,postgis,notes
SAMPLE_F9_elevat,nan,None,Feature 9 - elevat
SAMPLE_F9_fidn,21162135,21162135.0,Feature 9 - fidn - VALUES DIFFER!
SAMPLE_F9_fids,50,50.0,Feature 9 - fids - VALUES DIFFER!
SAMPLE_F9_geometry,LineString(3),LineString(3),Feature 9 - geometry
SAMPLE_F9_grup,2,2.0,Feature 9 - grup - VALUES DIFFER!
SAMPLE_F9_inform,None,None,Feature 9 - inform
SAMPLE_F9_lnam,02260142E8970032,02260142E8970032,Feature 9 - lnam
SAMPLE_F9_ninfom,None,None,Feature 9 - ninfom
SAMPLE_F9_nobjnm,None,None,Feature 9 - nobjnm
SAMPLE_F9_ntxtds,None,None,Feature 9 - ntxtds
SAMPLE_F9_objl,126,126.0,Feature 9 - objl - VALUES DIFFER!
SAMPLE_F9_objnam,None,None,Feature 9 - objnam
SAMPLE_F9_prim,2,2.0,Feature 9 - prim - VALUES DIFFER!
SAMPLE_F9_rcid,4413,4413.0,Feature 9 - rcid - VALUES DIFFER!
SAMPLE_F9_recdat,None,None,Feature 9 - recdat
SAMPLE_F9_recind,None,None,Feature 9 - recind
SAMPLE_F9_rver,1,1.0,Feature 9 - rver - VALUES DIFFER!
SAMPLE_F9_scamax,nan,None,Feature 9 - scamax
SAMPLE_F9_scamin,2999999,2999999,Feature 9 - scamin
SAMPLE_F9_sordat,201308,201308,Feature 9 - sordat
SAMPLE_F9_sorind,"US,US,graph,Chart 411","US,US,graph,Chart 411",Feature 9 - sorind
SAMPLE_F9_txtdsc,None,None,Feature 9 - txtdsc
SAMPLE_F9_veracc,nan,None,Feature 9 - veracc
SAMPLE_F9_verdat,nan,None,Feature 9 - verdat
SAMPLE_FEATURE_10_SEPARATOR,--- FEATURE 10 ---,--- FEATURE 10 ---,Feature 10 sample
SAMPLE_F10_agen,550,550.0,Feature 10 - agen - VALUES DIFFER!
SAMPLE_F10_catslo,6,6,Feature 10 - catslo
SAMPLE_F10_conrad,nan,None,Feature 10 - conrad
SAMPLE_F10_convis,nan,None,Feature 10 - convis
SAMPLE_F10_dsid_dsnm,US1GC09M,US1GC09M,Feature 10 - dsid_dsnm
SAMPLE_F10_dsid_edtn,65,65,Feature 10 - dsid_edtn
SAMPLE_F10_dsid_updn,5,5,Feature 10 - dsid_updn
SAMPLE_F10_elevat,nan,None,Feature 10 - elevat
SAMPLE_F10_fidn,21162136,21162136.0,Feature 10 - fidn - VALUES DIFFER!
SAMPLE_F10_fids,50,50.0,Feature 10 - fids - VALUES DIFFER!
SAMPLE_F10_geometry,LineString(2),LineString(2),Feature 10 - geometry
SAMPLE_F10_grup,2,2.0,Feature 10 - grup - VALUES DIFFER!
SAMPLE_F10_inform,None,None,Feature 10 - inform
SAMPLE_F10_lnam,02260142E8980032,02260142E8980032,Feature 10 - lnam
SAMPLE_F10_ninfom,None,None,Feature 10 - ninfom
SAMPLE_F10_nobjnm,None,None,Feature 10 - nobjnm
SAMPLE_F10_ntxtds,None,None,Feature 10 - ntxtds
SAMPLE_F10_objl,126,126.0,Feature 10 - objl - VALUES DIFFER!
SAMPLE_F10_objnam,None,None,Feature 10 - objnam
SAMPLE_F10_prim,2,2.0,Feature 10 - prim - VALUES DIFFER!
SAMPLE_F10_rcid,4414,4414.0,Feature 10 - rcid - VALUES DIFFER!
SAMPLE_F10_recdat,None,None,Feature 10 - recdat
SAMPLE_F10_recind,None,None,Feature 10 - recind
SAMPLE_F10_rver,1,1.0,Feature 10 - rver - VALUES DIFFER!
SAMPLE_F10_scamax,nan,None,Feature 10 - scamax
SAMPLE_F10_scamin,2999999,2999999,Feature 10 - scamin
SAMPLE_F10_sordat,201308,201308,Feature 10 - sordat
SAMPLE_F10_sorind,"US,US,graph,Chart 411","US,US,graph,Chart 411",Feature 10 - sorind
SAMPLE_F10_txtdsc,None,None,Feature 10 - txtdsc
SAMPLE_F10_veracc,nan,None,Feature 10 - veracc
SAMPLE_F10_verdat,nan,None,Feature 10 - verdat
