layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
lndmrk,42,34,34,0,8,0,False,"functn, natcon, colpat, lnam_refs, catlmk, ffpt_rind, colour, status"
m_nsys,27,25,25,0,2,0,False,"lnam_refs, ffpt_rind"
bcnspp,47,40,40,0,7,0,False,"natcon, colpat, lnam_refs, catspm, ffpt_rind, colour, status"
wrecks,41,36,36,0,5,0,False,"lnam_refs, ffpt_rind, status, tecsou, quasou"
connectednode,10,10,10,0,0,0,True,
seaare,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
soundg,34,29,29,0,5,0,False,"lnam_refs, ffpt_rind, status, tecsou, quasou"
rectrc,41,36,36,0,5,0,False,"lnam_refs, ffpt_rind, status, tecsou, quasou"
obstrn,44,35,35,0,9,0,False,"natcon, natqua, lnam_refs, natsur, ffpt_rind, prodct, status, tecsou, quasou"
sbdare,31,26,26,0,5,0,False,"natqua, lnam_refs, natsur, ffpt_rind, colour"
pilbop,36,33,33,0,3,0,False,"lnam_refs, ffpt_rind, status"
tsezne,29,26,26,0,3,0,False,"lnam_refs, ffpt_rind, status"
conzne,29,26,26,0,3,0,False,"lnam_refs, ffpt_rind, status"
depcnt,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
depare,30,27,27,0,3,0,False,"lnam_refs, ffpt_rind, quasou"
siltnk,43,36,36,0,7,0,False,"natcon, colpat, lnam_refs, ffpt_rind, colour, prodct, status"
fogsig,39,36,36,0,3,0,False,"lnam_refs, ffpt_rind, status"
admare,30,28,28,0,2,0,False,"lnam_refs, ffpt_rind"
cblohd,39,36,36,0,3,0,False,"lnam_refs, ffpt_rind, status"
isolatednode,10,10,10,0,0,0,True,
tsslpt,31,27,27,0,4,0,False,"lnam_refs, ffpt_rind, restrn, status"
unsare,25,23,23,0,2,0,False,"lnam_refs, ffpt_rind"
resare,34,29,29,0,5,0,False,"lnam_refs, restrn, catrea, ffpt_rind, status"
cblsub,36,33,33,0,3,0,False,"lnam_refs, ffpt_rind, status"
wattur,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
lndrgn,31,26,26,0,5,0,False,"natqua, lnam_refs, natsur, ffpt_rind, catlnd"
canals,35,32,32,0,3,0,False,"lnam_refs, ffpt_rind, status"
lndare,29,26,26,0,3,0,False,"lnam_refs, ffpt_rind, status"
boysaw,41,35,35,0,6,0,False,"natcon, colpat, lnam_refs, ffpt_rind, colour, status"
rdocal,35,32,32,0,3,0,False,"lnam_refs, ffpt_rind, status"
bridge,44,38,38,0,6,0,False,"catbrg, natcon, colpat, lnam_refs, ffpt_rind, colour"
fairwy,37,32,32,0,5,0,False,"lnam_refs, restrn, ffpt_rind, status, quasou"
ctnare,29,27,27,0,2,0,False,"lnam_refs, ffpt_rind"
morfac,46,40,40,0,6,0,False,"natcon, colpat, lnam_refs, ffpt_rind, colour, status"
daymar,42,35,35,0,7,0,False,"natcon, colpat, lnam_refs, catspm, ffpt_rind, colour, status"
ofsplf,43,35,35,0,8,0,False,"natcon, colpat, lnam_refs, catofp, ffpt_rind, colour, prodct, status"
prcare,29,25,25,0,4,0,False,"lnam_refs, ffpt_rind, restrn, status"
coalne,35,32,32,0,3,0,False,"lnam_refs, ffpt_rind, colour"
pipare,34,28,28,0,6,0,False,"lnam_refs, restrn, ffpt_rind, prodct, status, catpip"
achare,34,29,29,0,5,0,False,"lnam_refs, catach, restrn, ffpt_rind, status"
slotop,37,31,31,0,6,0,False,"natcon, natqua, lnam_refs, natsur, ffpt_rind, colour"
