attribute,gpkg,postgis,notes
PROP_COMPLETENESS_rver,678/678 (100.0%),678/678 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_scamax,0/678 (0.0%),0/678 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_scamin,35/678 (5.2%),35/678 (5.2%),Values Match (5.2%)
PROP_COMPLETENESS_sordat,678/678 (100.0%),678/678 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sorind,678/678 (100.0%),678/678 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_souacc,0/678 (0.0%),0/678 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_status,1/678 (0.1%),1/678 (0.1%),Values Match (0.1%)
PROP_COMPLETENESS_tecsou,0/678 (0.0%),0/678 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_txtdsc,0/678 (0.0%),0/678 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_valsou,39/678 (5.8%),39/678 (5.8%),Values Match (5.8%)
PROP_COMPLETENESS_verdat,0/678 (0.0%),0/678 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_watlev,678/678 (100.0%),678/678 (100.0%),Values Match (100.0%)
