attribute,spatialite,postgis,notes
SAMPLE_F7_colpat,2,2,Feature 7 - colpat
SAMPLE_F7_conrad,nan,None,Feature 7 - conrad - VALUES DIFFER!
SAMPLE_F7_datend,None,None,Feature 7 - datend
SAMPLE_F7_datsta,None,None,Feature 7 - datsta
SAMPLE_F7_dsid_dsnm,US1GC09M,US1GC09M,Feature 7 - dsid_dsnm
SAMPLE_F7_dsid_edtn,65,65,Feature 7 - dsid_edtn
SAMPLE_F7_dsid_updn,5,5,Feature 7 - dsid_updn
SAMPLE_F7_fidn,891731762,891731762.0,Feature 7 - fidn - VALUES DIFFER!
SAMPLE_F7_fids,9,9.0,Feature 7 - fids - VALUES DIFFER!
SAMPLE_F7_grup,2,2.0,Feature 7 - grup - VALUES DIFFER!
SAMPLE_F7_inform,Automatic Identification System (AIS) aid to navigation,Automatic Identification System (AIS) aid to navigation,Feature 7 - inform
SAMPLE_F7_lnam,02263526BF320009,02263526BF320009,Feature 7 - lnam
SAMPLE_F7_marsys,nan,nan,Feature 7 - marsys
SAMPLE_F7_natcon,None,None,Feature 7 - natcon
SAMPLE_F7_ninfom,None,None,Feature 7 - ninfom
SAMPLE_F7_nobjnm,None,None,Feature 7 - nobjnm
SAMPLE_F7_ntxtds,None,None,Feature 7 - ntxtds
SAMPLE_F7_objl,18,18.0,Feature 7 - objl - VALUES DIFFER!
SAMPLE_F7_objnam,Lake Worth Lighted Buoy LW,Lake Worth Lighted Buoy LW,Feature 7 - objnam
SAMPLE_F7_perend,None,None,Feature 7 - perend
SAMPLE_F7_persta,None,None,Feature 7 - persta
SAMPLE_F7_picrep,None,None,Feature 7 - picrep
SAMPLE_F7_prim,1,1.0,Feature 7 - prim - VALUES DIFFER!
SAMPLE_F7_rcid,89,89.0,Feature 7 - rcid - VALUES DIFFER!
SAMPLE_F7_recdat,None,None,Feature 7 - recdat
SAMPLE_F7_recind,None,None,Feature 7 - recind
SAMPLE_F7_rver,1,1.0,Feature 7 - rver - VALUES DIFFER!
SAMPLE_F7_scamax,nan,None,Feature 7 - scamax - VALUES DIFFER!
SAMPLE_F7_scamin,9999999,9999999,Feature 7 - scamin
SAMPLE_F7_sordat,20150224,20150224,Feature 7 - sordat
SAMPLE_F7_sorind,"US,US,reprt,7thCGD,LNM 08/15","US,US,reprt,7thCGD,LNM 08/15",Feature 7 - sorind
SAMPLE_F7_status,1,1,Feature 7 - status
SAMPLE_F7_txtdsc,None,None,Feature 7 - txtdsc
SAMPLE_F7_veracc,nan,None,Feature 7 - veracc - VALUES DIFFER!
SAMPLE_F7_verlen,nan,None,Feature 7 - verlen - VALUES DIFFER!
SAMPLE_FEATURE_8_SEPARATOR,--- FEATURE 8 ---,--- FEATURE 8 ---,Feature 8 sample
SAMPLE_F8_agen,550,550.0,Feature 8 - agen - VALUES DIFFER!
SAMPLE_F8_boyshp,4,4,Feature 8 - boyshp
SAMPLE_F8_colour,"3,1","3,1",Feature 8 - colour
SAMPLE_F8_colpat,2,2,Feature 8 - colpat
SAMPLE_F8_conrad,nan,None,Feature 8 - conrad - VALUES DIFFER!
SAMPLE_F8_datend,None,None,Feature 8 - datend
SAMPLE_F8_datsta,None,None,Feature 8 - datsta
SAMPLE_F8_dsid_dsnm,US1GC09M,US1GC09M,Feature 8 - dsid_dsnm
SAMPLE_F8_dsid_edtn,65,65,Feature 8 - dsid_edtn
SAMPLE_F8_dsid_updn,5,5,Feature 8 - dsid_updn
SAMPLE_F8_fidn,433353333,433353333.0,Feature 8 - fidn - VALUES DIFFER!
SAMPLE_F8_fids,3969,3969.0,Feature 8 - fids - VALUES DIFFER!
SAMPLE_F8_grup,2,2.0,Feature 8 - grup - VALUES DIFFER!
SAMPLE_F8_inform,Automatic identification system (AIS) aid to navigation; MMSI 993672004,Automatic identification system (AIS) aid to navigation; MMSI 993672004,Feature 8 - inform
SAMPLE_F8_lnam,022619D472750F81,022619D472750F81,Feature 8 - lnam
SAMPLE_F8_marsys,nan,nan,Feature 8 - marsys
SAMPLE_F8_natcon,None,None,Feature 8 - natcon
SAMPLE_F8_ninfom,None,None,Feature 8 - ninfom
SAMPLE_F8_nobjnm,None,None,Feature 8 - nobjnm
SAMPLE_F8_ntxtds,None,None,Feature 8 - ntxtds
SAMPLE_F8_objl,18,18.0,Feature 8 - objl - VALUES DIFFER!
SAMPLE_F8_objnam,Port Everglades Lighted Buoy PE,Port Everglades Lighted Buoy PE,Feature 8 - objnam
SAMPLE_F8_perend,None,None,Feature 8 - perend
SAMPLE_F8_persta,None,None,Feature 8 - persta
SAMPLE_F8_picrep,None,None,Feature 8 - picrep
SAMPLE_F8_prim,1,1.0,Feature 8 - prim - VALUES DIFFER!
SAMPLE_F8_rcid,90,90.0,Feature 8 - rcid - VALUES DIFFER!
SAMPLE_F8_recdat,None,None,Feature 8 - recdat
SAMPLE_F8_recind,None,None,Feature 8 - recind
SAMPLE_F8_rver,1,1.0,Feature 8 - rver - VALUES DIFFER!
SAMPLE_F8_scamax,nan,None,Feature 8 - scamax - VALUES DIFFER!
