attribute,gpkg,postgis,notes
COLUMN_wkb_geometry,MISSING,PRESENT,Column presence comparison
SEPARATOR_PROPERTY_COMPLETENESS,---,---,Property completeness analysis (non-empty / total)
PROP_COMPLETENESS_agen,5/5 (100.0%),5/5 (100.0%),Property completeness comparison
PROP_COMPLETENESS_cattrk,5/5 (100.0%),5/5 (100.0%),Property completeness comparison
PROP_COMPLETENESS_datend,0/5 (0.0%),0/5 (0.0%),Property completeness comparison
PROP_COMPLETENESS_datsta,0/5 (0.0%),0/5 (0.0%),Property completeness comparison
PROP_COMPLETENESS_drval1,0/5 (0.0%),0/5 (0.0%),Property completeness comparison
PROP_COMPLETENESS_drval2,0/5 (0.0%),0/5 (0.0%),Property completeness comparison
PROP_COMPLETENESS_dsid_dsnm,5/5 (100.0%),5/5 (100.0%),Property completeness comparison
PROP_COMPLETENESS_dsid_edtn,5/5 (100.0%),5/5 (100.0%),Property completeness comparison
PROP_COMPLETENESS_dsid_updn,5/5 (100.0%),5/5 (100.0%),Property completeness comparison
PROP_COMPLETENESS_ffpt_rind,0/5 (0.0%),0/5 (0.0%),Property completeness comparison
PROP_COMPLETENESS_fidn,5/5 (100.0%),5/5 (100.0%),Property completeness comparison
PROP_COMPLETENESS_fids,5/5 (100.0%),5/5 (100.0%),Property completeness comparison
PROP_COMPLETENESS_grup,5/5 (100.0%),5/5 (100.0%),Property completeness comparison
PROP_COMPLETENESS_inform,4/5 (80.0%),4/5 (80.0%),Property completeness comparison
PROP_COMPLETENESS_lnam,5/5 (100.0%),5/5 (100.0%),Property completeness comparison
PROP_COMPLETENESS_lnam_refs,0/5 (0.0%),0/5 (0.0%),Property completeness comparison
PROP_COMPLETENESS_ninfom,0/5 (0.0%),0/5 (0.0%),Property completeness comparison
PROP_COMPLETENESS_nobjnm,0/5 (0.0%),0/5 (0.0%),Property completeness comparison
PROP_COMPLETENESS_ntxtds,0/5 (0.0%),0/5 (0.0%),Property completeness comparison
PROP_COMPLETENESS_objl,5/5 (100.0%),5/5 (100.0%),Property completeness comparison
PROP_COMPLETENESS_objnam,0/5 (0.0%),0/5 (0.0%),Property completeness comparison
PROP_COMPLETENESS_ogc_fid,5/5 (100.0%),5/5 (100.0%),Property completeness comparison
PROP_COMPLETENESS_orient,5/5 (100.0%),5/5 (100.0%),Property completeness comparison
PROP_COMPLETENESS_perend,0/5 (0.0%),0/5 (0.0%),Property completeness comparison
PROP_COMPLETENESS_persta,0/5 (0.0%),0/5 (0.0%),Property completeness comparison
PROP_COMPLETENESS_prim,5/5 (100.0%),5/5 (100.0%),Property completeness comparison
PROP_COMPLETENESS_quasou,0/5 (0.0%),0/5 (0.0%),Property completeness comparison
PROP_COMPLETENESS_rcid,5/5 (100.0%),5/5 (100.0%),Property completeness comparison
PROP_COMPLETENESS_recdat,0/5 (0.0%),0/5 (0.0%),Property completeness comparison
PROP_COMPLETENESS_recind,0/5 (0.0%),0/5 (0.0%),Property completeness comparison
PROP_COMPLETENESS_rver,5/5 (100.0%),5/5 (100.0%),Property completeness comparison
PROP_COMPLETENESS_scamax,0/5 (0.0%),0/5 (0.0%),Property completeness comparison
PROP_COMPLETENESS_scamin,5/5 (100.0%),5/5 (100.0%),Property completeness comparison
PROP_COMPLETENESS_sordat,5/5 (100.0%),5/5 (100.0%),Property completeness comparison
PROP_COMPLETENESS_sorind,5/5 (100.0%),5/5 (100.0%),Property completeness comparison
PROP_COMPLETENESS_souacc,0/5 (0.0%),0/5 (0.0%),Property completeness comparison
PROP_COMPLETENESS_status,0/5 (0.0%),0/5 (0.0%),Property completeness comparison
PROP_COMPLETENESS_tecsou,0/5 (0.0%),0/5 (0.0%),Property completeness comparison
PROP_COMPLETENESS_trafic,5/5 (100.0%),5/5 (100.0%),Property completeness comparison
PROP_COMPLETENESS_txtdsc,4/5 (80.0%),4/5 (80.0%),Property completeness comparison
PROP_COMPLETENESS_verdat,0/5 (0.0%),0/5 (0.0%),Property completeness comparison
