layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
wrecks,41,36,36,0,5,0,False,"lnam_refs, tecsou, quasou, status, ffpt_rind"
boyspp,42,35,35,0,7,0,False,"colpat, lnam_refs, natcon, status, ffpt_rind, colour, catspm"
isolatednode,10,10,10,0,0,0,True,
edge,22,22,22,0,0,0,True,
boysaw,41,35,35,0,6,0,False,"colpat, lnam_refs, natcon, status, ffpt_rind, colour"
depare,30,27,27,0,3,0,False,"lnam_refs, ffpt_rind, quasou"
soundg,34,29,29,0,5,0,False,"lnam_refs, tecsou, quasou, status, ffpt_rind"
marcul,42,37,37,0,5,0,False,"restrn, lnam_refs, quasou, status, ffpt_rind"
tesare,27,24,24,0,3,0,False,"lnam_refs, ffpt_rind, restrn"
pipsol,39,34,34,0,5,0,False,"lnam_refs, catpip, prodct, status, ffpt_rind"
wattur,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
wedklp,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
cblsub,36,33,33,0,3,0,False,"lnam_refs, ffpt_rind, status"
airare,32,28,28,0,4,0,False,"lnam_refs, ffpt_rind, status, catair"
pilpnt,38,34,34,0,4,0,False,"lnam_refs, ffpt_rind, colour, colpat"
ponton,38,34,34,0,4,0,False,"lnam_refs, ffpt_rind, status, natcon"
boylat,42,36,36,0,6,0,False,"colpat, lnam_refs, natcon, status, ffpt_rind, colour"
ofsplf,43,35,35,0,8,0,False,"colpat, catofp, lnam_refs, natcon, prodct, status, ffpt_rind, colour"
seaare,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
magvar,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
m_nsys,27,25,25,0,2,0,False,"lnam_refs, ffpt_rind"
topmar,39,34,34,0,5,0,False,"colpat, lnam_refs, status, ffpt_rind, colour"
exezne,26,24,24,0,2,0,False,"lnam_refs, ffpt_rind"
m_qual,33,30,30,0,3,0,False,"lnam_refs, ffpt_rind, tecsou"
morfac,46,40,40,0,6,0,False,"colpat, lnam_refs, natcon, status, ffpt_rind, colour"
conzne,29,26,26,0,3,0,False,"lnam_refs, ffpt_rind, status"
rtpbcn,39,36,36,0,3,0,False,"lnam_refs, ffpt_rind, status"
slogrd,34,28,28,0,6,0,False,"natsur, lnam_refs, natcon, ffpt_rind, colour, natqua"
tssbnd,29,26,26,0,3,0,False,"lnam_refs, ffpt_rind, status"
buaare,34,32,32,0,2,0,False,"lnam_refs, ffpt_rind"
fogsig,39,36,36,0,3,0,False,"lnam_refs, ffpt_rind, status"
rdosta,38,34,34,0,4,0,False,"lnam_refs, ffpt_rind, status, catros"
canals,35,32,32,0,3,0,False,"lnam_refs, ffpt_rind, status"
bridge,44,38,38,0,6,0,False,"colpat, lnam_refs, natcon, catbrg, ffpt_rind, colour"
pilbop,36,33,33,0,3,0,False,"lnam_refs, ffpt_rind, status"
siltnk,43,36,36,0,7,0,False,"colpat, lnam_refs, natcon, prodct, status, ffpt_rind, colour"
sbdare,31,26,26,0,5,0,False,"natsur, lnam_refs, ffpt_rind, colour, natqua"
rivers,28,25,25,0,3,0,False,"lnam_refs, ffpt_rind, status"
admare,30,28,28,0,2,0,False,"lnam_refs, ffpt_rind"
achare,34,29,29,0,5,0,False,"restrn, lnam_refs, catach, status, ffpt_rind"
damcon,40,35,35,0,5,0,False,"colpat, lnam_refs, natcon, ffpt_rind, colour"
daymar,42,35,35,0,7,0,False,"colpat, lnam_refs, natcon, status, ffpt_rind, colour, catspm"
tsezne,29,26,26,0,3,0,False,"lnam_refs, ffpt_rind, status"
dmpgrd,30,25,25,0,5,0,False,"restrn, lnam_refs, catdpg, status, ffpt_rind"
cblare,32,28,28,0,4,0,False,"lnam_refs, ffpt_rind, status, restrn"
resare,34,29,29,0,5,0,False,"restrn, catrea, lnam_refs, status, ffpt_rind"
cgusta,32,29,29,0,3,0,False,"lnam_refs, ffpt_rind, status"
m_covr,22,20,20,0,2,0,False,"lnam_refs, ffpt_rind"
slotop,37,31,31,0,6,0,False,"natsur, lnam_refs, natcon, ffpt_rind, colour, natqua"
ctsare,32,29,29,0,3,0,False,"lnam_refs, ffpt_rind, status"
hrbfac,35,30,30,0,5,0,False,"cathaf, lnam_refs, natcon, status, ffpt_rind"
rectrc,41,36,36,0,5,0,False,"lnam_refs, tecsou, quasou, status, ffpt_rind"
unsare,25,23,23,0,2,0,False,"lnam_refs, ffpt_rind"
rdocal,35,32,32,0,3,0,False,"lnam_refs, ffpt_rind, status"
curent,31,29,29,0,2,0,False,"lnam_refs, ffpt_rind"
