layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
pilpnt,43,34,34,0,9,0,False,"ffpt_rind, name_rcnm, usag, name_rcid, ornt, colpat, colour, lnam_refs, mask"
buaare,39,32,32,0,7,0,False,"ffpt_rind, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
wedklp,33,26,26,0,7,0,False,"ffpt_rind, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
wattur,33,26,26,0,7,0,False,"ffpt_rind, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
prcare,34,25,25,0,9,0,False,"ffpt_rind, status, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask, restrn"
daymar,47,35,35,0,12,0,False,"ffpt_rind, status, name_rcnm, usag, catspm, name_rcid, ornt, colpat, colour, lnam_refs, mask, natcon"
topmar,44,34,34,0,10,0,False,"ffpt_rind, status, name_rcnm, usag, name_rcid, colpat, ornt, lnam_refs, mask, colour"
coalne,40,32,32,0,8,0,False,"ffpt_rind, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask, colour"
tsslpt,36,27,27,0,9,0,False,"ffpt_rind, status, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask, restrn"
feryrt,38,30,30,0,8,0,False,"ffpt_rind, status, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
marcul,47,37,37,0,10,0,False,"ffpt_rind, status, quasou, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask, restrn"
bcnlat,52,41,41,0,11,0,False,"ffpt_rind, status, name_rcnm, natcon, usag, name_rcid, colpat, ornt, lnam_refs, mask, colour"
edge,22,22,22,0,0,0,True,
cblsub,41,33,33,0,8,0,False,"ffpt_rind, status, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
pipare,39,28,28,0,11,0,False,"ffpt_rind, status, restrn, name_rcnm, usag, catpip, name_rcid, ornt, lnam_refs, mask, prodct"
hrbfac,40,30,30,0,10,0,False,"ffpt_rind, status, cathaf, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask, natcon"
siltnk,48,36,36,0,12,0,False,"ffpt_rind, status, name_rcnm, natcon, usag, name_rcid, colpat, ornt, lnam_refs, mask, colour, prodct"
m_qual,38,30,30,0,8,0,False,"ffpt_rind, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask, tecsou"
cblohd,44,36,36,0,8,0,False,"ffpt_rind, status, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
conzne,34,26,26,0,8,0,False,"ffpt_rind, status, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
dmpgrd,35,25,25,0,10,0,False,"ffpt_rind, status, restrn, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask, catdpg"
achare,39,29,29,0,10,0,False,"ffpt_rind, status, name_rcnm, usag, catach, name_rcid, ornt, lnam_refs, mask, restrn"
pipsol,44,34,34,0,10,0,False,"ffpt_rind, status, name_rcnm, usag, catpip, name_rcid, ornt, lnam_refs, mask, prodct"
seaare,33,26,26,0,7,0,False,"ffpt_rind, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
connectednode,10,10,10,0,0,0,True,
lndelv,36,29,29,0,7,0,False,"ffpt_rind, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
navlne,37,29,29,0,8,0,False,"ffpt_rind, status, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
rdosta,43,34,34,0,9,0,False,"catros, ffpt_rind, status, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
rtpbcn,44,36,36,0,8,0,False,"ffpt_rind, status, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
ctnare,34,27,27,0,7,0,False,"ffpt_rind, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
ofsplf,48,35,35,0,13,0,False,"ffpt_rind, status, catofp, name_rcnm, natcon, usag, name_rcid, colpat, ornt, lnam_refs, mask, colour, prodct"
boyspp,47,35,35,0,12,0,False,"ffpt_rind, status, name_rcnm, usag, catspm, name_rcid, ornt, colpat, colour, lnam_refs, mask, natcon"
canals,40,32,32,0,8,0,False,"ffpt_rind, status, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
ponton,43,34,34,0,9,0,False,"ffpt_rind, status, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask, natcon"
airare,37,28,28,0,9,0,False,"ffpt_rind, status, catair, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
lakare,35,28,28,0,7,0,False,"ffpt_rind, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
boylat,47,36,36,0,11,0,False,"ffpt_rind, status, name_rcnm, usag, name_rcid, ornt, colpat, colour, lnam_refs, mask, natcon"
bridge,49,38,38,0,11,0,False,"ffpt_rind, catbrg, name_rcnm, natcon, usag, name_rcid, colpat, ornt, lnam_refs, mask, colour"
damcon,45,35,35,0,10,0,False,"ffpt_rind, name_rcnm, natcon, usag, name_rcid, colpat, ornt, lnam_refs, mask, colour"
lndrgn,36,26,26,0,10,0,False,"ffpt_rind, catlnd, name_rcnm, natqua, natsur, usag, name_rcid, ornt, lnam_refs, mask"
slotop,42,31,31,0,11,0,False,"ffpt_rind, name_rcnm, natqua, natsur, usag, name_rcid, ornt, colour, lnam_refs, mask, natcon"
sbdare,36,26,26,0,10,0,False,"ffpt_rind, name_rcnm, natqua, natsur, usag, name_rcid, ornt, lnam_refs, mask, colour"
morfac,51,40,40,0,11,0,False,"ffpt_rind, status, name_rcnm, natcon, usag, name_rcid, colpat, ornt, lnam_refs, mask, colour"
fairwy,42,32,32,0,10,0,False,"ffpt_rind, status, quasou, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask, restrn"
rivers,33,25,25,0,8,0,False,"ffpt_rind, status, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
depare,35,27,27,0,8,0,False,"ffpt_rind, quasou, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
curent,36,29,29,0,7,0,False,"ffpt_rind, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
soundg,39,29,29,0,10,0,False,"ffpt_rind, status, quasou, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask, tecsou"
tsezne,34,26,26,0,8,0,False,"ffpt_rind, status, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
tssbnd,34,26,26,0,8,0,False,"ffpt_rind, status, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
uwtroc,42,30,30,0,12,0,False,"ffpt_rind, status, quasou, name_rcnm, natqua, natsur, usag, name_rcid, ornt, lnam_refs, mask, tecsou"
lndare,34,26,26,0,8,0,False,"ffpt_rind, status, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
cblare,37,28,28,0,9,0,False,"ffpt_rind, status, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask, restrn"
tesare,32,24,24,0,8,0,False,"ffpt_rind, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask, restrn"
depcnt,33,26,26,0,7,0,False,"ffpt_rind, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
bcnspp,52,40,40,0,12,0,False,"ffpt_rind, status, name_rcnm, natcon, usag, catspm, name_rcid, colpat, ornt, lnam_refs, mask, colour"
magvar,33,26,26,0,7,0,False,"ffpt_rind, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
splare,36,27,27,0,9,0,False,"ffpt_rind, status, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask, restrn"
m_covr,27,20,20,0,7,0,False,"ffpt_rind, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
lndmrk,47,34,34,0,13,0,False,"catlmk, ffpt_rind, status, name_rcnm, natcon, usag, name_rcid, colpat, ornt, lnam_refs, functn, mask, colour"
mipare,39,29,29,0,10,0,False,"ffpt_rind, status, restrn, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask, catmpa"
face,10,10,10,0,0,0,True,
unsare,30,23,23,0,7,0,False,"ffpt_rind, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
cgusta,37,29,29,0,8,0,False,"ffpt_rind, status, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
obstrn,49,35,35,0,14,0,False,"ffpt_rind, status, quasou, name_rcnm, natqua, natsur, usag, name_rcid, ornt, lnam_refs, mask, tecsou, natcon, prodct"
slcons,51,40,40,0,11,0,False,"ffpt_rind, status, name_rcnm, natcon, usag, name_rcid, colpat, ornt, lnam_refs, mask, colour"
wrecks,46,36,36,0,10,0,False,"ffpt_rind, status, quasou, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask, tecsou"
ctsare,37,29,29,0,8,0,False,"ffpt_rind, status, name_rcnm, usag, name_rcid, ornt, lnam_refs, mask"
