attribute,gpkg,postgis,notes
SAMPLE_F2_recind,None,None,Feature 2 - recind
SAMPLE_F2_restrn,None,None,Feature 2 - restrn
SAMPLE_F2_rver,1,1.0,Feature 2 - rver - VALUES DIFFER!
SAMPLE_F2_scamax,nan,None,Feature 2 - scamax - VALUES DIFFER!
SAMPLE_F2_scamin,349999,349999,Feature 2 - scamin
SAMPLE_F2_sordat,201305,201305,Feature 2 - sordat
SAMPLE_F2_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 2 - sorind
SAMPLE_F2_status,"[ ""4"" ]",['4'],Feature 2 - status - VALUES DIFFER!
SAMPLE_F2_txtdsc,None,None,Feature 2 - txtdsc
SAMPLE_F2_usag,[ 1 ],[1],Feature 2 - usag - VALUES DIFFER!
SAMPLE_FEATURE_3_SEPARATOR,--- FEATURE 3 ---,--- FEATURE 3 ---,Feature 3 sample
SAMPLE_F3_agen,550,550.0,Feature 3 - agen - VALUES DIFFER!
SAMPLE_F3_catdpg,"[ ""5"" ]",['5'],Feature 3 - catdpg - VALUES DIFFER!
SAMPLE_F3_dsid_dsnm,US3CA52M,US3CA52M,Feature 3 - dsid_dsnm
SAMPLE_F3_dsid_edtn,31,31,Feature 3 - dsid_edtn
SAMPLE_F3_dsid_updn,0,0,Feature 3 - dsid_updn
SAMPLE_F3_ffpt_rind,None,None,Feature 3 - ffpt_rind
SAMPLE_F3_fidn,133674542,133674542.0,Feature 3 - fidn - VALUES DIFFER!
SAMPLE_F3_fids,1764,1764.0,Feature 3 - fids - VALUES DIFFER!
SAMPLE_F3_grup,2,2.0,Feature 3 - grup - VALUES DIFFER!
SAMPLE_F3_inform,Depths from survey of 1933,Depths from survey of 1933,Feature 3 - inform
SAMPLE_F3_lnam,022607F7B62E06E4,022607F7B62E06E4,Feature 3 - lnam
SAMPLE_F3_lnam_refs,None,None,Feature 3 - lnam_refs
SAMPLE_F3_mask,[ 2 ],[2],Feature 3 - mask - VALUES DIFFER!
SAMPLE_F3_name_rcid,[ 859 ],[859],Feature 3 - name_rcid - VALUES DIFFER!
SAMPLE_F3_name_rcnm,[ 130 ],[130],Feature 3 - name_rcnm - VALUES DIFFER!
SAMPLE_F3_ninfom,None,None,Feature 3 - ninfom
SAMPLE_F3_nobjnm,None,None,Feature 3 - nobjnm
SAMPLE_F3_ntxtds,None,None,Feature 3 - ntxtds
SAMPLE_F3_objl,48,48.0,Feature 3 - objl - VALUES DIFFER!
SAMPLE_F3_objnam,None,None,Feature 3 - objnam
SAMPLE_F3_ornt,[ 1 ],[1],Feature 3 - ornt - VALUES DIFFER!
SAMPLE_F3_prim,3,3.0,Feature 3 - prim - VALUES DIFFER!
SAMPLE_F3_rcid,1703,1703.0,Feature 3 - rcid - VALUES DIFFER!
SAMPLE_F3_recdat,None,None,Feature 3 - recdat
SAMPLE_F3_recind,None,None,Feature 3 - recind
SAMPLE_F3_restrn,None,None,Feature 3 - restrn
SAMPLE_F3_rver,1,1.0,Feature 3 - rver - VALUES DIFFER!
SAMPLE_F3_scamax,nan,None,Feature 3 - scamax - VALUES DIFFER!
SAMPLE_F3_scamin,349999,349999,Feature 3 - scamin
SAMPLE_F3_sordat,1933,1933,Feature 3 - sordat
SAMPLE_F3_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 3 - sorind
SAMPLE_F3_status,None,None,Feature 3 - status
SAMPLE_F3_txtdsc,US3CA52H.TXT,US3CA52H.TXT,Feature 3 - txtdsc
SAMPLE_F3_usag,[ 1 ],[1],Feature 3 - usag - VALUES DIFFER!
SAMPLE_FEATURE_4_SEPARATOR,--- FEATURE 4 ---,--- FEATURE 4 ---,Feature 4 sample
SAMPLE_F4_agen,550,550.0,Feature 4 - agen - VALUES DIFFER!
SAMPLE_F4_catdpg,"[ ""5"" ]",['5'],Feature 4 - catdpg - VALUES DIFFER!
SAMPLE_F4_dsid_dsnm,US4CA60M,US4CA60M,Feature 4 - dsid_dsnm
SAMPLE_F4_dsid_edtn,37,37,Feature 4 - dsid_edtn
SAMPLE_F4_dsid_updn,6,6,Feature 4 - dsid_updn
SAMPLE_F4_ffpt_rind,None,None,Feature 4 - ffpt_rind
SAMPLE_F4_fidn,274900358,274900358.0,Feature 4 - fidn - VALUES DIFFER!
SAMPLE_F4_fids,4121,4121.0,Feature 4 - fids - VALUES DIFFER!
SAMPLE_F4_grup,2,2.0,Feature 4 - grup - VALUES DIFFER!
SAMPLE_F4_inform,"40 CFR 228, Depths from survey of 1934-1935","40 CFR 228, Depths from survey of 1934-1935",Feature 4 - inform
SAMPLE_F4_lnam,02261062A5861019,02261062A5861019,Feature 4 - lnam
SAMPLE_F4_lnam_refs,None,None,Feature 4 - lnam_refs
SAMPLE_F4_mask,"[ 2, 2 ]","[2, 2]",Feature 4 - mask - VALUES DIFFER!
SAMPLE_F4_name_rcid,"[ 2025, 2026 ]","[2025, 2026]",Feature 4 - name_rcid - VALUES DIFFER!
SAMPLE_F4_name_rcnm,"[ 130, 130 ]","[130, 130]",Feature 4 - name_rcnm - VALUES DIFFER!
SAMPLE_F4_ninfom,None,None,Feature 4 - ninfom
SAMPLE_F4_nobjnm,None,None,Feature 4 - nobjnm
SAMPLE_F4_ntxtds,None,None,Feature 4 - ntxtds
SAMPLE_F4_objl,48,48.0,Feature 4 - objl - VALUES DIFFER!
SAMPLE_F4_objnam,Formerly LA-3,Formerly LA-3,Feature 4 - objnam
SAMPLE_F4_ornt,"[ 2, 1 ]","[2, 1]",Feature 4 - ornt - VALUES DIFFER!
SAMPLE_F4_prim,3,3.0,Feature 4 - prim - VALUES DIFFER!
SAMPLE_F4_rcid,3254,3254.0,Feature 4 - rcid - VALUES DIFFER!
SAMPLE_F4_recdat,None,None,Feature 4 - recdat
SAMPLE_F4_recind,None,None,Feature 4 - recind
SAMPLE_F4_restrn,None,None,Feature 4 - restrn
SAMPLE_F4_rver,1,1.0,Feature 4 - rver - VALUES DIFFER!
SAMPLE_F4_scamax,nan,None,Feature 4 - scamax - VALUES DIFFER!
SAMPLE_F4_scamin,119999,119999,Feature 4 - scamin
SAMPLE_F4_sordat,20050912,20050912,Feature 4 - sordat
SAMPLE_F4_sorind,"US,US,reprt,L-52/08","US,US,reprt,L-52/08",Feature 4 - sorind
SAMPLE_F4_status,"[ ""4"" ]",['4'],Feature 4 - status - VALUES DIFFER!
SAMPLE_F4_txtdsc,None,None,Feature 4 - txtdsc
SAMPLE_F4_usag,"[ 1, 1 ]","[1, 1]",Feature 4 - usag - VALUES DIFFER!
SAMPLE_FEATURE_5_SEPARATOR,--- FEATURE 5 ---,--- FEATURE 5 ---,Feature 5 sample
SAMPLE_F5_agen,550,550.0,Feature 5 - agen - VALUES DIFFER!
SAMPLE_F5_catdpg,"[ ""5"" ]",['5'],Feature 5 - catdpg - VALUES DIFFER!
SAMPLE_F5_dsid_dsnm,US4CA60M,US4CA60M,Feature 5 - dsid_dsnm
SAMPLE_F5_dsid_edtn,37,37,Feature 5 - dsid_edtn
SAMPLE_F5_dsid_updn,6,6,Feature 5 - dsid_updn
SAMPLE_F5_ffpt_rind,None,None,Feature 5 - ffpt_rind
SAMPLE_F5_fidn,433341708,433341708.0,Feature 5 - fidn - VALUES DIFFER!
SAMPLE_F5_fids,4200,4200.0,Feature 5 - fids - VALUES DIFFER!
SAMPLE_F5_grup,2,2.0,Feature 5 - grup - VALUES DIFFER!
SAMPLE_F5_inform,Disposal Area (dredged material) Depths from survey of 1935,Disposal Area (dredged material) Depths from survey of 1935,Feature 5 - inform
SAMPLE_F5_lnam,022619D4450C1068,022619D4450C1068,Feature 5 - lnam
SAMPLE_F5_lnam_refs,None,None,Feature 5 - lnam_refs
SAMPLE_F5_mask,[ 2 ],[2],Feature 5 - mask - VALUES DIFFER!
SAMPLE_F5_name_rcid,[ 2068 ],[2068],Feature 5 - name_rcid - VALUES DIFFER!
SAMPLE_F5_name_rcnm,[ 130 ],[130],Feature 5 - name_rcnm - VALUES DIFFER!
SAMPLE_F5_ninfom,None,None,Feature 5 - ninfom
SAMPLE_F5_nobjnm,None,None,Feature 5 - nobjnm
SAMPLE_F5_ntxtds,None,None,Feature 5 - ntxtds
SAMPLE_F5_objl,48,48.0,Feature 5 - objl - VALUES DIFFER!
SAMPLE_F5_objnam,LA-3,LA-3,Feature 5 - objnam
SAMPLE_F5_ornt,[ 1 ],[1],Feature 5 - ornt - VALUES DIFFER!
SAMPLE_F5_prim,3,3.0,Feature 5 - prim - VALUES DIFFER!
SAMPLE_F5_rcid,3255,3255.0,Feature 5 - rcid - VALUES DIFFER!
SAMPLE_F5_recdat,None,None,Feature 5 - recdat
SAMPLE_F5_recind,None,None,Feature 5 - recind
SAMPLE_F5_restrn,None,None,Feature 5 - restrn
SAMPLE_F5_rver,1,1.0,Feature 5 - rver - VALUES DIFFER!
SAMPLE_F5_scamax,nan,None,Feature 5 - scamax - VALUES DIFFER!
SAMPLE_F5_scamin,119999,119999,Feature 5 - scamin
SAMPLE_F5_sordat,20170515,20170515,Feature 5 - sordat
SAMPLE_F5_sorind,"US,US,reprt,L-1021-2017","US,US,reprt,L-1021-2017",Feature 5 - sorind
SAMPLE_F5_status,None,None,Feature 5 - status
SAMPLE_F5_txtdsc,US4CA60E.TXT,US4CA60E.TXT,Feature 5 - txtdsc
SAMPLE_F5_usag,[ 1 ],[1],Feature 5 - usag - VALUES DIFFER!
SAMPLE_FEATURE_6_SEPARATOR,--- FEATURE 6 ---,--- FEATURE 6 ---,Feature 6 sample
SAMPLE_F6_agen,550,550.0,Feature 6 - agen - VALUES DIFFER!
SAMPLE_F6_catdpg,"[ ""5"" ]",['5'],Feature 6 - catdpg - VALUES DIFFER!
SAMPLE_F6_dsid_dsnm,US4CA60M,US4CA60M,Feature 6 - dsid_dsnm
SAMPLE_F6_dsid_edtn,37,37,Feature 6 - dsid_edtn
SAMPLE_F6_dsid_updn,6,6,Feature 6 - dsid_updn
SAMPLE_F6_ffpt_rind,None,None,Feature 6 - ffpt_rind
SAMPLE_F6_fidn,274900353,274900353.0,Feature 6 - fidn - VALUES DIFFER!
SAMPLE_F6_fids,4121,4121.0,Feature 6 - fids - VALUES DIFFER!
SAMPLE_F6_grup,2,2.0,Feature 6 - grup - VALUES DIFFER!
SAMPLE_F6_inform,Depths from survey of 2012,Depths from survey of 2012,Feature 6 - inform
SAMPLE_F6_lnam,02261062A5811019,02261062A5811019,Feature 6 - lnam
SAMPLE_F6_lnam_refs,None,None,Feature 6 - lnam_refs
SAMPLE_F6_mask,"[ 2, 2 ]","[2, 2]",Feature 6 - mask - VALUES DIFFER!
SAMPLE_F6_name_rcid,"[ 1955, 1956 ]","[1955, 1956]",Feature 6 - name_rcid - VALUES DIFFER!
SAMPLE_F6_name_rcnm,"[ 130, 130 ]","[130, 130]",Feature 6 - name_rcnm - VALUES DIFFER!
SAMPLE_F6_ninfom,None,None,Feature 6 - ninfom
SAMPLE_F6_nobjnm,None,None,Feature 6 - nobjnm
SAMPLE_F6_ntxtds,None,None,Feature 6 - ntxtds
SAMPLE_F6_objl,48,48.0,Feature 6 - objl - VALUES DIFFER!
SAMPLE_F6_objnam,None,None,Feature 6 - objnam
SAMPLE_F6_ornt,"[ 2, 1 ]","[2, 1]",Feature 6 - ornt - VALUES DIFFER!
SAMPLE_F6_prim,3,3.0,Feature 6 - prim - VALUES DIFFER!
SAMPLE_F6_rcid,3256,3256.0,Feature 6 - rcid - VALUES DIFFER!
SAMPLE_F6_recdat,None,None,Feature 6 - recdat
SAMPLE_F6_recind,None,None,Feature 6 - recind
SAMPLE_F6_restrn,None,None,Feature 6 - restrn
SAMPLE_F6_rver,1,1.0,Feature 6 - rver - VALUES DIFFER!
SAMPLE_F6_scamax,nan,None,Feature 6 - scamax - VALUES DIFFER!
SAMPLE_F6_scamin,119999,119999,Feature 6 - scamin
SAMPLE_F6_sordat,2012,2012,Feature 6 - sordat
SAMPLE_F6_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 6 - sorind
SAMPLE_F6_status,None,None,Feature 6 - status
SAMPLE_F6_txtdsc,US4CA60E.TXT,US4CA60E.TXT,Feature 6 - txtdsc
SAMPLE_F6_usag,"[ 1, 1 ]","[1, 1]",Feature 6 - usag - VALUES DIFFER!
SAMPLE_FEATURE_7_SEPARATOR,--- FEATURE 7 ---,--- FEATURE 7 ---,Feature 7 sample
SAMPLE_F7_agen,550,550.0,Feature 7 - agen - VALUES DIFFER!
SAMPLE_F7_catdpg,"[ ""5"" ]",['5'],Feature 7 - catdpg - VALUES DIFFER!
SAMPLE_F7_dsid_dsnm,US4CA60M,US4CA60M,Feature 7 - dsid_dsnm
SAMPLE_F7_dsid_edtn,37,37,Feature 7 - dsid_edtn
SAMPLE_F7_dsid_updn,6,6,Feature 7 - dsid_updn
SAMPLE_F7_ffpt_rind,None,None,Feature 7 - ffpt_rind
SAMPLE_F7_fidn,275117650,275117650.0,Feature 7 - fidn - VALUES DIFFER!
SAMPLE_F7_fids,4122,4122.0,Feature 7 - fids - VALUES DIFFER!
SAMPLE_F7_grup,2,2.0,Feature 7 - grup - VALUES DIFFER!
SAMPLE_F7_inform,None,None,Feature 7 - inform
SAMPLE_F7_lnam,02261065F652101A,02261065F652101A,Feature 7 - lnam
SAMPLE_F7_lnam_refs,None,None,Feature 7 - lnam_refs
SAMPLE_F7_mask,"[ 2, 2, 2 ]","[2, 2, 2]",Feature 7 - mask - VALUES DIFFER!
SAMPLE_F7_name_rcid,"[ 1658, 1656, 1666 ]","[1658, 1656, 1666]",Feature 7 - name_rcid - VALUES DIFFER!
SAMPLE_F7_name_rcnm,"[ 130, 130, 130 ]","[130, 130, 130]",Feature 7 - name_rcnm - VALUES DIFFER!
SAMPLE_F7_ninfom,None,None,Feature 7 - ninfom
SAMPLE_F7_nobjnm,None,None,Feature 7 - nobjnm
SAMPLE_F7_ntxtds,None,None,Feature 7 - ntxtds
SAMPLE_F7_objl,48,48.0,Feature 7 - objl - VALUES DIFFER!
SAMPLE_F7_objnam,None,None,Feature 7 - objnam
SAMPLE_F7_ornt,"[ 2, 1, 1 ]","[2, 1, 1]",Feature 7 - ornt - VALUES DIFFER!
SAMPLE_F7_prim,3,3.0,Feature 7 - prim - VALUES DIFFER!
SAMPLE_F7_rcid,3257,3257.0,Feature 7 - rcid - VALUES DIFFER!
SAMPLE_F7_recdat,None,None,Feature 7 - recdat
SAMPLE_F7_recind,None,None,Feature 7 - recind
SAMPLE_F7_restrn,None,None,Feature 7 - restrn
SAMPLE_F7_rver,1,1.0,Feature 7 - rver - VALUES DIFFER!
SAMPLE_F7_scamax,nan,None,Feature 7 - scamax - VALUES DIFFER!
SAMPLE_F7_scamin,119999,119999,Feature 7 - scamin
SAMPLE_F7_sordat,20090410,20090410,Feature 7 - sordat
SAMPLE_F7_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 7 - sorind
SAMPLE_F7_status,None,None,Feature 7 - status
SAMPLE_F7_txtdsc,None,None,Feature 7 - txtdsc
SAMPLE_F7_usag,"[ 1, 1, 1 ]","[1, 1, 1]",Feature 7 - usag - VALUES DIFFER!
SAMPLE_FEATURE_8_SEPARATOR,--- FEATURE 8 ---,--- FEATURE 8 ---,Feature 8 sample
SAMPLE_F8_agen,550,550.0,Feature 8 - agen - VALUES DIFFER!
SAMPLE_F8_catdpg,"[ ""2"" ]",['2'],Feature 8 - catdpg - VALUES DIFFER!
SAMPLE_F8_dsid_dsnm,US1GC09M,US1GC09M,Feature 8 - dsid_dsnm
SAMPLE_F8_dsid_edtn,65,65,Feature 8 - dsid_edtn
SAMPLE_F8_dsid_updn,5,5,Feature 8 - dsid_updn
SAMPLE_F8_ffpt_rind,None,None,Feature 8 - ffpt_rind
SAMPLE_F8_fidn,253922985,253922985.0,Feature 8 - fidn - VALUES DIFFER!
SAMPLE_F8_fids,4044,4044.0,Feature 8 - fids - VALUES DIFFER!
SAMPLE_F8_grup,2,2.0,Feature 8 - grup - VALUES DIFFER!
SAMPLE_F8_inform,Site was formerly used or designated for U.S. chemical munitions dumping. Such use has been disco...,Site was formerly used or designated for U.S. chemical munitions dumping. Such use has been disco...,Feature 8 - inform
SAMPLE_F8_lnam,02260F228EA90FCC,02260F228EA90FCC,Feature 8 - lnam
SAMPLE_F8_lnam_refs,None,None,Feature 8 - lnam_refs
SAMPLE_F8_mask,"[ 255, 255, 2 ]","[255, 255, 2]",Feature 8 - mask - VALUES DIFFER!
SAMPLE_F8_name_rcid,"[ 635, 636, 3222 ]","[635, 636, 3222]",Feature 8 - name_rcid - VALUES DIFFER!
SAMPLE_F8_name_rcnm,"[ 130, 130, 130 ]","[130, 130, 130]",Feature 8 - name_rcnm - VALUES DIFFER!
SAMPLE_F8_ninfom,None,None,Feature 8 - ninfom
SAMPLE_F8_nobjnm,None,None,Feature 8 - nobjnm
SAMPLE_F8_ntxtds,None,None,Feature 8 - ntxtds
SAMPLE_F8_objl,48,48.0,Feature 8 - objl - VALUES DIFFER!
SAMPLE_F8_objnam,None,None,Feature 8 - objnam
SAMPLE_F8_ornt,"[ 2, 2, 1 ]","[2, 2, 1]",Feature 8 - ornt - VALUES DIFFER!
SAMPLE_F8_prim,3,3.0,Feature 8 - prim - VALUES DIFFER!
SAMPLE_F8_rcid,4788,4788.0,Feature 8 - rcid - VALUES DIFFER!
SAMPLE_F8_recdat,None,None,Feature 8 - recdat
SAMPLE_F8_recind,None,None,Feature 8 - recind
SAMPLE_F8_restrn,None,None,Feature 8 - restrn
SAMPLE_F8_rver,1,1.0,Feature 8 - rver - VALUES DIFFER!
SAMPLE_F8_scamax,nan,None,Feature 8 - scamax - VALUES DIFFER!
SAMPLE_F8_scamin,4999999,4999999,Feature 8 - scamin
SAMPLE_F8_sordat,200303,200303,Feature 8 - sordat
SAMPLE_F8_sorind,"US,US,graph,Chart 411","US,US,graph,Chart 411",Feature 8 - sorind
SAMPLE_F8_status,"[ ""4"" ]",['4'],Feature 8 - status - VALUES DIFFER!
SAMPLE_F8_txtdsc,None,None,Feature 8 - txtdsc
SAMPLE_F8_usag,"[ 3, 3, 1 ]","[3, 3, 1]",Feature 8 - usag - VALUES DIFFER!
