layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
ctnare,34,27,27,0,7,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, usag, ffpt_rind"
lndmrk,47,34,34,0,13,0,False,"colpat, catlmk, ornt, functn, colour, name_rcid, lnam_refs, name_rcnm, mask, natcon, status, usag, ffpt_rind"
m_nsys,32,25,25,0,7,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, usag, ffpt_rind"
cgusta,37,29,29,0,8,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, status, usag, ffpt_rind"
lndrgn,36,26,26,0,10,0,False,"catlnd, ornt, natqua, natsur, name_rcid, lnam_refs, name_rcnm, mask, usag, ffpt_rind"
dmpgrd,35,25,25,0,10,0,False,"ornt, catdpg, name_rcid, lnam_refs, name_rcnm, mask, restrn, status, usag, ffpt_rind"
seaare,33,26,26,0,7,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, usag, ffpt_rind"
isolatednode,10,10,10,0,0,0,True,
ctsare,37,29,29,0,8,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, status, usag, ffpt_rind"
edge,22,22,22,0,0,0,True,
feryrt,38,30,30,0,8,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, status, usag, ffpt_rind"
wrecks,46,36,36,0,10,0,False,"ornt, tecsou, name_rcid, lnam_refs, quasou, name_rcnm, mask, status, usag, ffpt_rind"
rdosta,43,34,34,0,9,0,False,"catros, ornt, name_rcid, lnam_refs, name_rcnm, mask, status, usag, ffpt_rind"
canals,40,32,32,0,8,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, status, usag, ffpt_rind"
rtpbcn,44,36,36,0,8,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, status, usag, ffpt_rind"
tesare,32,24,24,0,8,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, restrn, usag, ffpt_rind"
pipsol,44,34,34,0,10,0,False,"ornt, name_rcid, status, lnam_refs, name_rcnm, mask, catpip, prodct, usag, ffpt_rind"
splare,36,27,27,0,9,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, restrn, status, usag, ffpt_rind"
achare,39,29,29,0,10,0,False,"ornt, name_rcid, lnam_refs, catach, name_rcnm, mask, restrn, status, usag, ffpt_rind"
wattur,33,26,26,0,7,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, usag, ffpt_rind"
m_qual,38,30,30,0,8,0,False,"ornt, tecsou, name_rcid, lnam_refs, name_rcnm, mask, usag, ffpt_rind"
ponton,43,34,34,0,9,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, natcon, status, usag, ffpt_rind"
conzne,34,26,26,0,8,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, status, usag, ffpt_rind"
wedklp,33,26,26,0,7,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, usag, ffpt_rind"
admare,35,28,28,0,7,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, usag, ffpt_rind"
daymar,47,35,35,0,12,0,False,"colpat, ornt, colour, name_rcid, lnam_refs, catspm, name_rcnm, mask, natcon, status, usag, ffpt_rind"
cblsub,41,33,33,0,8,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, status, usag, ffpt_rind"
cblohd,44,36,36,0,8,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, status, usag, ffpt_rind"
connectednode,10,10,10,0,0,0,True,
obstrn,49,35,35,0,14,0,False,"ornt, tecsou, natqua, natsur, name_rcid, status, lnam_refs, quasou, name_rcnm, mask, natcon, prodct, usag, ffpt_rind"
lndare,34,26,26,0,8,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, status, usag, ffpt_rind"
topmar,44,34,34,0,10,0,False,"colpat, ornt, colour, name_rcid, lnam_refs, name_rcnm, mask, status, usag, ffpt_rind"
face,10,10,10,0,0,0,True,
rdocal,40,32,32,0,8,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, status, usag, ffpt_rind"
slotop,42,31,31,0,11,0,False,"ornt, natqua, colour, natsur, name_rcid, lnam_refs, name_rcnm, mask, natcon, usag, ffpt_rind"
tsezne,34,26,26,0,8,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, status, usag, ffpt_rind"
curent,36,29,29,0,7,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, usag, ffpt_rind"
m_covr,27,20,20,0,7,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, usag, ffpt_rind"
m_npub,30,23,23,0,7,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, usag, ffpt_rind"
rivers,33,25,25,0,8,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, status, usag, ffpt_rind"
depare,35,27,27,0,8,0,False,"ornt, name_rcid, lnam_refs, quasou, name_rcnm, mask, usag, ffpt_rind"
morfac,51,40,40,0,11,0,False,"colpat, ornt, colour, name_rcid, lnam_refs, name_rcnm, mask, natcon, status, usag, ffpt_rind"
ofsplf,48,35,35,0,13,0,False,"colpat, ornt, colour, name_rcid, status, lnam_refs, name_rcnm, mask, natcon, prodct, catofp, usag, ffpt_rind"
lndelv,36,29,29,0,7,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, usag, ffpt_rind"
marcul,47,37,37,0,10,0,False,"ornt, name_rcid, lnam_refs, quasou, name_rcnm, mask, restrn, status, usag, ffpt_rind"
bcnspp,52,40,40,0,12,0,False,"colpat, ornt, colour, name_rcid, lnam_refs, catspm, name_rcnm, mask, natcon, status, usag, ffpt_rind"
buaare,39,32,32,0,7,0,False,"ornt, name_rcid, lnam_refs, name_rcnm, mask, usag, ffpt_rind"
siltnk,48,36,36,0,12,0,False,"colpat, ornt, colour, name_rcid, status, lnam_refs, name_rcnm, mask, natcon, prodct, usag, ffpt_rind"
mipare,39,29,29,0,10,0,False,"ornt, name_rcid, catmpa, lnam_refs, name_rcnm, mask, restrn, status, usag, ffpt_rind"
