layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
daymar,42,35,35,0,7,0,False,"natcon, ffpt_rind, catspm, colpat, lnam_refs, colour, status"
exezne,26,24,24,0,2,0,False,"lnam_refs, ffpt_rind"
morfac,46,40,40,0,6,0,False,"natcon, ffpt_rind, colpat, lnam_refs, colour, status"
pipare,34,28,28,0,6,0,False,"ffpt_rind, prodct, lnam_refs, catpip, status, restrn"
rectrc,41,36,36,0,5,0,False,"ffpt_rind, tecsou, lnam_refs, status, quasou"
airare,32,28,28,0,4,0,False,"status, ffpt_rind, lnam_refs, catair"
buisgl,42,35,35,0,7,0,False,"natcon, ffpt_rind, colpat, lnam_refs, colour, status, functn"
dmpgrd,30,25,25,0,5,0,False,"ffpt_rind, catdpg, lnam_refs, status, restrn"
hrbfac,35,30,30,0,5,0,False,"natcon, ffpt_rind, cathaf, lnam_refs, status"
tsezne,29,26,26,0,3,0,False,"status, ffpt_rind, lnam_refs"
lndrgn,31,26,26,0,5,0,False,"ffpt_rind, natqua, lnam_refs, natsur, catlnd"
pilpnt,38,34,34,0,4,0,False,"colpat, colour, ffpt_rind, lnam_refs"
buaare,34,32,32,0,2,0,False,"lnam_refs, ffpt_rind"
magvar,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
wattur,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
lndelv,31,29,29,0,2,0,False,"lnam_refs, ffpt_rind"
slotop,37,31,31,0,6,0,False,"natcon, ffpt_rind, natqua, lnam_refs, colour, natsur"
cblohd,39,36,36,0,3,0,False,"status, ffpt_rind, lnam_refs"
obstrn,44,35,35,0,9,0,False,"natcon, ffpt_rind, tecsou, natqua, prodct, lnam_refs, status, quasou, natsur"
uwtroc,37,30,30,0,7,0,False,"ffpt_rind, tecsou, natqua, lnam_refs, status, quasou, natsur"
seaare,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
m_qual,33,30,30,0,3,0,False,"lnam_refs, ffpt_rind, tecsou"
fogsig,39,36,36,0,3,0,False,"status, ffpt_rind, lnam_refs"
feryrt,33,30,30,0,3,0,False,"status, ffpt_rind, lnam_refs"
conzne,29,26,26,0,3,0,False,"status, ffpt_rind, lnam_refs"
wedklp,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
boyspp,42,35,35,0,7,0,False,"natcon, ffpt_rind, catspm, colpat, lnam_refs, colour, status"
ponton,38,34,34,0,4,0,False,"status, ffpt_rind, lnam_refs, natcon"
soundg,34,29,29,0,5,0,False,"ffpt_rind, tecsou, lnam_refs, status, quasou"
depare,30,27,27,0,3,0,False,"lnam_refs, ffpt_rind, quasou"
slcons,46,40,40,0,6,0,False,"natcon, ffpt_rind, colpat, lnam_refs, colour, status"
cblare,32,28,28,0,4,0,False,"status, ffpt_rind, lnam_refs, restrn"
rdocal,35,32,32,0,3,0,False,"status, ffpt_rind, lnam_refs"
m_nsys,27,25,25,0,2,0,False,"lnam_refs, ffpt_rind"
marcul,42,37,37,0,5,0,False,"ffpt_rind, restrn, lnam_refs, status, quasou"
navlne,32,29,29,0,3,0,False,"status, ffpt_rind, lnam_refs"
sbdare,31,26,26,0,5,0,False,"ffpt_rind, natqua, lnam_refs, colour, natsur"
cgusta,32,29,29,0,3,0,False,"status, ffpt_rind, lnam_refs"
wrecks,41,36,36,0,5,0,False,"ffpt_rind, tecsou, lnam_refs, status, quasou"
bcnlat,47,41,41,0,6,0,False,"natcon, ffpt_rind, colpat, lnam_refs, colour, status"
ofsplf,43,35,35,0,8,0,False,"natcon, ffpt_rind, catofp, colpat, prodct, lnam_refs, colour, status"
edge,22,22,22,0,0,0,True,
lndare,29,26,26,0,3,0,False,"status, ffpt_rind, lnam_refs"
prcare,29,25,25,0,4,0,False,"status, ffpt_rind, lnam_refs, restrn"
