attribute,gpkg,postgis,notes
PROP_COMPLETENESS_agen,6/6 (100.0%),6/6 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_colour,6/6 (100.0%),6/6 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_colpat,0/6 (0.0%),0/6 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_datend,0/6 (0.0%),0/6 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_datsta,0/6 (0.0%),0/6 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_dsid_dsnm,6/6 (100.0%),6/6 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_edtn,6/6 (100.0%),6/6 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_updn,6/6 (100.0%),6/6 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_ffpt_rind,0/6 (0.0%),0/6 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_fidn,6/6 (100.0%),6/6 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_fids,6/6 (100.0%),6/6 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_grup,6/6 (100.0%),6/6 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_height,0/6 (0.0%),0/6 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_inform,0/6 (0.0%),0/6 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_lnam,6/6 (100.0%),6/6 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_lnam_refs,0/6 (0.0%),0/6 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_marsys,0/6 (0.0%),0/6 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ninfom,0/6 (0.0%),0/6 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ntxtds,0/6 (0.0%),0/6 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_objl,6/6 (100.0%),6/6 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_ogc_fid,6/6 (100.0%),6/6 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_perend,0/6 (0.0%),0/6 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_persta,0/6 (0.0%),0/6 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_picrep,0/6 (0.0%),0/6 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_prim,6/6 (100.0%),6/6 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_rcid,6/6 (100.0%),6/6 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_recdat,0/6 (0.0%),0/6 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_recind,0/6 (0.0%),0/6 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_rver,6/6 (100.0%),6/6 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_scamax,0/6 (0.0%),0/6 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_scamin,6/6 (100.0%),6/6 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sordat,6/6 (100.0%),6/6 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sorind,6/6 (100.0%),6/6 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_status,0/6 (0.0%),0/6 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_topshp,6/6 (100.0%),6/6 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_txtdsc,0/6 (0.0%),0/6 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_veracc,0/6 (0.0%),0/6 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_verdat,0/6 (0.0%),0/6 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_verlen,0/6 (0.0%),0/6 (0.0%),Values Match (0.0%)
