layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
wattur,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
ofsplf,43,35,35,0,8,0,False,"lnam_refs, colour, status, catofp, prodct, ffpt_rind, natcon, colpat"
splare,31,27,27,0,4,0,False,"lnam_refs, ffpt_rind, status, restrn"
canals,35,32,32,0,3,0,False,"lnam_refs, ffpt_rind, status"
resare,34,29,29,0,5,0,False,"lnam_refs, status, catrea, ffpt_rind, restrn"
magvar,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
lndmrk,42,34,34,0,8,0,False,"lnam_refs, colour, functn, status, ffpt_rind, natcon, catlmk, colpat"
edge,22,22,22,0,0,0,True,
rdosta,38,34,34,0,4,0,False,"lnam_refs, ffpt_rind, status, catros"
cblohd,39,36,36,0,3,0,False,"lnam_refs, ffpt_rind, status"
lights,49,43,43,0,6,0,False,"lnam_refs, colour, status, litvis, ffpt_rind, catlit"
ponton,38,34,34,0,4,0,False,"lnam_refs, ffpt_rind, natcon, status"
buaare,34,32,32,0,2,0,False,"lnam_refs, ffpt_rind"
pipare,34,28,28,0,6,0,False,"catpip, lnam_refs, status, prodct, ffpt_rind, restrn"
wedklp,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
fshzne,29,26,26,0,3,0,False,"lnam_refs, ffpt_rind, status"
fairwy,37,32,32,0,5,0,False,"lnam_refs, quasou, status, ffpt_rind, restrn"
pipsol,39,34,34,0,5,0,False,"catpip, lnam_refs, status, prodct, ffpt_rind"
cblsub,36,33,33,0,3,0,False,"lnam_refs, ffpt_rind, status"
slotop,37,31,31,0,6,0,False,"lnam_refs, colour, natsur, natqua, ffpt_rind, natcon"
airare,32,28,28,0,4,0,False,"lnam_refs, catair, ffpt_rind, status"
boylat,42,36,36,0,6,0,False,"lnam_refs, colour, status, ffpt_rind, natcon, colpat"
isolatednode,10,10,10,0,0,0,True,
admare,30,28,28,0,2,0,False,"lnam_refs, ffpt_rind"
damcon,40,35,35,0,5,0,False,"lnam_refs, colour, ffpt_rind, natcon, colpat"
lndelv,31,29,29,0,2,0,False,"lnam_refs, ffpt_rind"
m_covr,22,20,20,0,2,0,False,"lnam_refs, ffpt_rind"
lndrgn,31,26,26,0,5,0,False,"lnam_refs, natsur, natqua, ffpt_rind, catlnd"
curent,31,29,29,0,2,0,False,"lnam_refs, ffpt_rind"
daymar,42,35,35,0,7,0,False,"lnam_refs, colour, status, catspm, ffpt_rind, natcon, colpat"
depcnt,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
navlne,32,29,29,0,3,0,False,"lnam_refs, ffpt_rind, status"
tesare,27,24,24,0,3,0,False,"lnam_refs, ffpt_rind, restrn"
lndare,29,26,26,0,3,0,False,"lnam_refs, ffpt_rind, status"
obstrn,44,35,35,0,9,0,False,"lnam_refs, quasou, status, natsur, natqua, prodct, tecsou, ffpt_rind, natcon"
topmar,39,34,34,0,5,0,False,"lnam_refs, colour, status, ffpt_rind, colpat"
m_npub,25,23,23,0,2,0,False,"lnam_refs, ffpt_rind"
m_qual,33,30,30,0,3,0,False,"lnam_refs, ffpt_rind, tecsou"
ctnare,29,27,27,0,2,0,False,"lnam_refs, ffpt_rind"
tssbnd,29,26,26,0,3,0,False,"lnam_refs, ffpt_rind, status"
fogsig,39,36,36,0,3,0,False,"lnam_refs, ffpt_rind, status"
rivers,28,25,25,0,3,0,False,"lnam_refs, ffpt_rind, status"
rtpbcn,39,36,36,0,3,0,False,"lnam_refs, ffpt_rind, status"
rdocal,35,32,32,0,3,0,False,"lnam_refs, ffpt_rind, status"
soundg,34,29,29,0,5,0,False,"lnam_refs, quasou, status, tecsou, ffpt_rind"
cblare,32,28,28,0,4,0,False,"lnam_refs, ffpt_rind, status, restrn"
pilpnt,38,34,34,0,4,0,False,"colpat, lnam_refs, ffpt_rind, colour"
m_nsys,27,25,25,0,2,0,False,"lnam_refs, ffpt_rind"
slogrd,34,28,28,0,6,0,False,"lnam_refs, colour, natsur, natqua, ffpt_rind, natcon"
feryrt,33,30,30,0,3,0,False,"lnam_refs, ffpt_rind, status"
sbdare,31,26,26,0,5,0,False,"lnam_refs, colour, natsur, natqua, ffpt_rind"
bcnspp,47,40,40,0,7,0,False,"lnam_refs, colour, status, catspm, ffpt_rind, natcon, colpat"
tsezne,29,26,26,0,3,0,False,"lnam_refs, ffpt_rind, status"
