attribute,spatialite,postgis,notes
DATATYPE_horclr,float64,object,Data type for horclr - MISMATCH!
DATATYPE_horwid,float64,object,Data type for horwid - MISMATCH!
DATATYPE_inform,object,object,Data type for inform
DATATYPE_lnam,object,object,Data type for lnam
DATATYPE_ninfom,object,object,Data type for ninfom
DATATYPE_nobjnm,object,object,Data type for nobjnm
DATATYPE_ntxtds,object,object,Data type for ntxtds
DATATYPE_objl,int32,float64,Data type for objl - MISMATCH!
DATATYPE_objnam,object,object,Data type for objnam
DATATYPE_prim,int32,float64,Data type for prim - MISMATCH!
DATATYPE_rcid,int32,float64,Data type for rcid - MISMATCH!
DATATYPE_recdat,object,object,Data type for recdat
DATATYPE_recind,object,object,Data type for recind
DATATYPE_rver,int32,float64,Data type for rver - MISMATCH!
DATATYPE_scamax,float64,object,Data type for scamax - MISMATCH!
DATATYPE_scamin,int32,int64,Data type for scamin - MISMATCH!
DATATYPE_sordat,object,object,Data type for sordat
DATATYPE_sorind,object,object,Data type for sorind
DATATYPE_txtdsc,object,object,Data type for txtdsc
SEPARATOR_FEATURE_SAMPLES,--- FEATURE SAMPLES (4) ---,--- FEATURE SAMPLES (4) ---,Sample of 4 features from each format
SAMPLE_FEATURE_1_SEPARATOR,--- FEATURE 1 ---,--- FEATURE 1 ---,Feature 1 sample
SAMPLE_F1_agen,550,550.0,Feature 1 - agen - VALUES DIFFER!
SAMPLE_F1_catcan,nan,None,Feature 1 - catcan
SAMPLE_F1_condtn,nan,None,Feature 1 - condtn
SAMPLE_F1_datend,None,None,Feature 1 - datend
SAMPLE_F1_datsta,None,None,Feature 1 - datsta
SAMPLE_F1_dsid_dsnm,US1GC09M,US1GC09M,Feature 1 - dsid_dsnm
SAMPLE_F1_dsid_edtn,65,65,Feature 1 - dsid_edtn
SAMPLE_F1_dsid_updn,5,5,Feature 1 - dsid_updn
SAMPLE_F1_fidn,253932895,253932895.0,Feature 1 - fidn - VALUES DIFFER!
SAMPLE_F1_fids,4044,4044.0,Feature 1 - fids - VALUES DIFFER!
SAMPLE_F1_geometry,LineString(9),LineString(9),Feature 1 - geometry
SAMPLE_F1_grup,2,2.0,Feature 1 - grup - VALUES DIFFER!
SAMPLE_F1_horacc,nan,None,Feature 1 - horacc
SAMPLE_F1_horclr,nan,None,Feature 1 - horclr
SAMPLE_F1_horwid,nan,None,Feature 1 - horwid
SAMPLE_F1_inform,None,None,Feature 1 - inform
SAMPLE_F1_lnam,02260F22B55F0FCC,02260F22B55F0FCC,Feature 1 - lnam
SAMPLE_F1_ninfom,None,None,Feature 1 - ninfom
SAMPLE_F1_nobjnm,None,None,Feature 1 - nobjnm
SAMPLE_F1_ntxtds,None,None,Feature 1 - ntxtds
SAMPLE_F1_objl,23,23.0,Feature 1 - objl - VALUES DIFFER!
SAMPLE_F1_objnam,Lake Okeechobee Waterway - Saint Lucie Canal,Lake Okeechobee Waterway - Saint Lucie Canal,Feature 1 - objnam
SAMPLE_F1_prim,2,2.0,Feature 1 - prim - VALUES DIFFER!
SAMPLE_F1_rcid,4761,4761.0,Feature 1 - rcid - VALUES DIFFER!
SAMPLE_F1_recdat,None,None,Feature 1 - recdat
SAMPLE_F1_recind,None,None,Feature 1 - recind
SAMPLE_F1_rver,1,1.0,Feature 1 - rver - VALUES DIFFER!
SAMPLE_F1_scamax,nan,None,Feature 1 - scamax
SAMPLE_F1_scamin,2999999,2999999,Feature 1 - scamin
SAMPLE_F1_sordat,200303,200303,Feature 1 - sordat
SAMPLE_F1_sorind,"US,US,graph,Chart 411","US,US,graph,Chart 411",Feature 1 - sorind
SAMPLE_F1_txtdsc,None,None,Feature 1 - txtdsc
SAMPLE_FEATURE_2_SEPARATOR,--- FEATURE 2 ---,--- FEATURE 2 ---,Feature 2 sample
SAMPLE_F2_agen,550,550.0,Feature 2 - agen - VALUES DIFFER!
SAMPLE_F2_catcan,nan,None,Feature 2 - catcan
SAMPLE_F2_condtn,nan,None,Feature 2 - condtn
SAMPLE_F2_datend,None,None,Feature 2 - datend
SAMPLE_F2_datsta,None,None,Feature 2 - datsta
SAMPLE_F2_dsid_dsnm,US1GC09M,US1GC09M,Feature 2 - dsid_dsnm
SAMPLE_F2_dsid_edtn,65,65,Feature 2 - dsid_edtn
SAMPLE_F2_dsid_updn,5,5,Feature 2 - dsid_updn
SAMPLE_F2_fidn,21093315,21093315.0,Feature 2 - fidn - VALUES DIFFER!
SAMPLE_F2_fids,50,50.0,Feature 2 - fids - VALUES DIFFER!
SAMPLE_F2_geometry,LineString(4),LineString(4),Feature 2 - geometry
SAMPLE_F2_grup,2,2.0,Feature 2 - grup - VALUES DIFFER!
SAMPLE_F2_horacc,nan,None,Feature 2 - horacc
SAMPLE_F2_horclr,nan,None,Feature 2 - horclr
SAMPLE_F2_horwid,nan,None,Feature 2 - horwid
SAMPLE_F2_inform,None,None,Feature 2 - inform
SAMPLE_F2_lnam,02260141DBC30032,02260141DBC30032,Feature 2 - lnam
SAMPLE_F2_ninfom,None,None,Feature 2 - ninfom
SAMPLE_F2_nobjnm,None,None,Feature 2 - nobjnm
SAMPLE_F2_ntxtds,None,None,Feature 2 - ntxtds
SAMPLE_F2_objl,23,23.0,Feature 2 - objl - VALUES DIFFER!
SAMPLE_F2_objnam,None,None,Feature 2 - objnam
SAMPLE_F2_prim,2,2.0,Feature 2 - prim - VALUES DIFFER!
SAMPLE_F2_rcid,4762,4762.0,Feature 2 - rcid - VALUES DIFFER!
SAMPLE_F2_recdat,None,None,Feature 2 - recdat
SAMPLE_F2_recind,None,None,Feature 2 - recind
SAMPLE_F2_rver,1,1.0,Feature 2 - rver - VALUES DIFFER!
SAMPLE_F2_scamax,nan,None,Feature 2 - scamax
SAMPLE_F2_scamin,2999999,2999999,Feature 2 - scamin
SAMPLE_F2_sordat,200303,200303,Feature 2 - sordat
SAMPLE_F2_sorind,"US,US,graph,Chart 411","US,US,graph,Chart 411",Feature 2 - sorind
SAMPLE_F2_txtdsc,None,None,Feature 2 - txtdsc
SAMPLE_FEATURE_3_SEPARATOR,--- FEATURE 3 ---,--- FEATURE 3 ---,Feature 3 sample
SAMPLE_F3_agen,550,550.0,Feature 3 - agen - VALUES DIFFER!
SAMPLE_F3_catcan,nan,None,Feature 3 - catcan
SAMPLE_F3_condtn,nan,None,Feature 3 - condtn
SAMPLE_F3_datend,None,None,Feature 3 - datend
SAMPLE_F3_datsta,None,None,Feature 3 - datsta
SAMPLE_F3_dsid_dsnm,US1GC09M,US1GC09M,Feature 3 - dsid_dsnm
SAMPLE_F3_dsid_edtn,65,65,Feature 3 - dsid_edtn
SAMPLE_F3_dsid_updn,5,5,Feature 3 - dsid_updn
SAMPLE_F3_fidn,526049417,526049417.0,Feature 3 - fidn - VALUES DIFFER!
SAMPLE_F3_fids,8656,8656.0,Feature 3 - fids - VALUES DIFFER!
SAMPLE_F3_geometry,LineString(18),LineString(18),Feature 3 - geometry
SAMPLE_F3_grup,2,2.0,Feature 3 - grup - VALUES DIFFER!
SAMPLE_F3_horacc,nan,None,Feature 3 - horacc
SAMPLE_F3_horclr,nan,None,Feature 3 - horclr
SAMPLE_F3_horwid,nan,None,Feature 3 - horwid
SAMPLE_F3_inform,None,None,Feature 3 - inform
SAMPLE_F3_lnam,02261F5AE08921D0,02261F5AE08921D0,Feature 3 - lnam
SAMPLE_F3_ninfom,None,None,Feature 3 - ninfom
SAMPLE_F3_nobjnm,None,None,Feature 3 - nobjnm
SAMPLE_F3_ntxtds,None,None,Feature 3 - ntxtds
SAMPLE_F3_objl,23,23.0,Feature 3 - objl - VALUES DIFFER!
SAMPLE_F3_objnam,Lake Okeechobee Waterway - Caloosahatchee Canal (East),Lake Okeechobee Waterway - Caloosahatchee Canal (East),Feature 3 - objnam
SAMPLE_F3_prim,2,2.0,Feature 3 - prim - VALUES DIFFER!
SAMPLE_F3_rcid,4763,4763.0,Feature 3 - rcid - VALUES DIFFER!
SAMPLE_F3_recdat,None,None,Feature 3 - recdat
SAMPLE_F3_recind,None,None,Feature 3 - recind
SAMPLE_F3_rver,1,1.0,Feature 3 - rver - VALUES DIFFER!
SAMPLE_F3_scamax,nan,None,Feature 3 - scamax
SAMPLE_F3_scamin,2999999,2999999,Feature 3 - scamin
SAMPLE_F3_sordat,20130509,20130509,Feature 3 - sordat
SAMPLE_F3_sorind,"US,US,graph,GC-11538","US,US,graph,GC-11538",Feature 3 - sorind
SAMPLE_F3_txtdsc,None,None,Feature 3 - txtdsc
SAMPLE_FEATURE_4_SEPARATOR,--- FEATURE 4 ---,--- FEATURE 4 ---,Feature 4 sample
SAMPLE_F4_agen,550,550.0,Feature 4 - agen - VALUES DIFFER!
SAMPLE_F4_catcan,nan,None,Feature 4 - catcan
SAMPLE_F4_condtn,nan,None,Feature 4 - condtn
SAMPLE_F4_datend,None,None,Feature 4 - datend
SAMPLE_F4_datsta,None,None,Feature 4 - datsta
SAMPLE_F4_dsid_dsnm,US1GC09M,US1GC09M,Feature 4 - dsid_dsnm
SAMPLE_F4_dsid_edtn,65,65,Feature 4 - dsid_edtn
SAMPLE_F4_dsid_updn,5,5,Feature 4 - dsid_updn
SAMPLE_F4_fidn,471302660,471302660.0,Feature 4 - fidn - VALUES DIFFER!
SAMPLE_F4_fids,8656,8656.0,Feature 4 - fids - VALUES DIFFER!
SAMPLE_F4_geometry,LineString(7),LineString(7),Feature 4 - geometry
SAMPLE_F4_grup,2,2.0,Feature 4 - grup - VALUES DIFFER!
SAMPLE_F4_horacc,nan,None,Feature 4 - horacc
SAMPLE_F4_horclr,nan,None,Feature 4 - horclr
SAMPLE_F4_horwid,nan,None,Feature 4 - horwid
SAMPLE_F4_inform,None,None,Feature 4 - inform
SAMPLE_F4_lnam,02261C17820421D0,02261C17820421D0,Feature 4 - lnam
SAMPLE_F4_ninfom,None,None,Feature 4 - ninfom
SAMPLE_F4_nobjnm,None,None,Feature 4 - nobjnm
SAMPLE_F4_ntxtds,None,None,Feature 4 - ntxtds
SAMPLE_F4_objl,23,23.0,Feature 4 - objl - VALUES DIFFER!
SAMPLE_F4_objnam,Lake Okeechobee Waterway - Caloosahatchee Canal (West),Lake Okeechobee Waterway - Caloosahatchee Canal (West),Feature 4 - objnam
SAMPLE_F4_prim,2,2.0,Feature 4 - prim - VALUES DIFFER!
SAMPLE_F4_rcid,4764,4764.0,Feature 4 - rcid - VALUES DIFFER!
SAMPLE_F4_recdat,None,None,Feature 4 - recdat
SAMPLE_F4_recind,None,None,Feature 4 - recind
SAMPLE_F4_rver,1,1.0,Feature 4 - rver - VALUES DIFFER!
SAMPLE_F4_scamax,nan,None,Feature 4 - scamax
SAMPLE_F4_scamin,2999999,2999999,Feature 4 - scamin
SAMPLE_F4_sordat,20130509,20130509,Feature 4 - sordat
SAMPLE_F4_sorind,"US,US,graph,GC-11538","US,US,graph,GC-11538",Feature 4 - sorind
SAMPLE_F4_txtdsc,None,None,Feature 4 - txtdsc
