attribute,gpkg,spatialite,notes
PROP_COMPLETENESS_comcha,5/5 (100.0%),5/5 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_datend,0/5 (0.0%),0/5 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_datsta,0/5 (0.0%),0/5 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_dsid_dsnm,5/5 (100.0%),5/5 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_edtn,5/5 (100.0%),5/5 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_updn,5/5 (100.0%),5/5 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_ffpt_rind,0/5 (0.0%),0/5 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_fidn,5/5 (100.0%),5/5 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_fids,5/5 (100.0%),5/5 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_grup,5/5 (100.0%),5/5 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_inform,0/5 (0.0%),0/5 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_lnam,5/5 (100.0%),5/5 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_lnam_refs,0/5 (0.0%),0/5 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ninfom,0/5 (0.0%),0/5 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_nobjnm,0/5 (0.0%),0/5 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ntxtds,0/5 (0.0%),0/5 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_objl,5/5 (100.0%),5/5 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_objnam,5/5 (100.0%),5/5 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_ogc_fid,5/5 (100.0%),5/5 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_orient,5/5 (100.0%),5/5 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_perend,0/5 (0.0%),0/5 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_persta,0/5 (0.0%),0/5 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_prim,5/5 (100.0%),5/5 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_rcid,5/5 (100.0%),5/5 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_recdat,0/5 (0.0%),0/5 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_recind,0/5 (0.0%),0/5 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_rver,5/5 (100.0%),5/5 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_scamax,0/5 (0.0%),0/5 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_scamin,5/5 (100.0%),5/5 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sordat,5/5 (100.0%),5/5 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sorind,5/5 (100.0%),5/5 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_status,0/5 (0.0%),0/5 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_trafic,5/5 (100.0%),5/5 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_txtdsc,0/5 (0.0%),0/5 (0.0%),Values Match (0.0%)
