attribute,spatialite,postgis,notes
PROP_COMPLETENESS_dsid_edtn,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_updn,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_ffpt_rind,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_fidn,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_fids,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_grup,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_horacc,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_horclr,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_horwid,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_inform,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_lnam,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_lnam_refs,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ninfom,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_nobjnm,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ntxtds,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_objl,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_objnam,3/4 (75.0%),3/4 (75.0%),Values Match (75.0%)
PROP_COMPLETENESS_ogc_fid,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_prim,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_rcid,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_recdat,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_recind,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_rver,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_scamax,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_scamin,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sordat,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sorind,4/4 (100.0%),4/4 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_status,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_txtdsc,0/4 (0.0%),0/4 (0.0%),Values Match (0.0%)
