attribute,gpkg,postgis,notes
SAMPLE_F3_condtn,2.0,2.0,Feature 3 - condtn
SAMPLE_F3_conrad,nan,None,Feature 3 - conrad - VALUES DIFFER!
SAMPLE_F3_convis,nan,None,Feature 3 - convis - VALUES DIFFER!
SAMPLE_F3_datend,None,None,Feature 3 - datend
SAMPLE_F3_datsta,None,None,Feature 3 - datsta
SAMPLE_F3_dsid_dsnm,US3CA52M,US3CA52M,Feature 3 - dsid_dsnm
SAMPLE_F3_dsid_edtn,31,31,Feature 3 - dsid_edtn
SAMPLE_F3_dsid_updn,0,0,Feature 3 - dsid_updn
SAMPLE_F3_ffpt_rind,None,None,Feature 3 - ffpt_rind
SAMPLE_F3_fidn,133657446,133657446.0,Feature 3 - fidn - VALUES DIFFER!
SAMPLE_F3_fids,1764,1764.0,Feature 3 - fids - VALUES DIFFER!
SAMPLE_F3_grup,2,2.0,Feature 3 - grup - VALUES DIFFER!
SAMPLE_F3_height,nan,None,Feature 3 - height - VALUES DIFFER!
SAMPLE_F3_horacc,nan,None,Feature 3 - horacc - VALUES DIFFER!
SAMPLE_F3_horclr,nan,None,Feature 3 - horclr - VALUES DIFFER!
SAMPLE_F3_horlen,nan,None,Feature 3 - horlen - VALUES DIFFER!
SAMPLE_F3_horwid,nan,None,Feature 3 - horwid - VALUES DIFFER!
SAMPLE_F3_inform,None,None,Feature 3 - inform
SAMPLE_F3_lnam,022607F7736606E4,022607F7736606E4,Feature 3 - lnam
SAMPLE_F3_lnam_refs,None,None,Feature 3 - lnam_refs
SAMPLE_F3_natcon,None,None,Feature 3 - natcon
SAMPLE_F3_ninfom,None,None,Feature 3 - ninfom
SAMPLE_F3_nobjnm,None,None,Feature 3 - nobjnm
SAMPLE_F3_ntxtds,None,None,Feature 3 - ntxtds
SAMPLE_F3_objl,122,122.0,Feature 3 - objl - VALUES DIFFER!
SAMPLE_F3_objnam,None,None,Feature 3 - objnam
SAMPLE_F3_prim,2,2.0,Feature 3 - prim - VALUES DIFFER!
SAMPLE_F3_rcid,200,200.0,Feature 3 - rcid - VALUES DIFFER!
SAMPLE_F3_recdat,None,None,Feature 3 - recdat
SAMPLE_F3_recind,None,None,Feature 3 - recind
SAMPLE_F3_rver,1,1.0,Feature 3 - rver - VALUES DIFFER!
SAMPLE_F3_scamax,nan,None,Feature 3 - scamax - VALUES DIFFER!
SAMPLE_F3_scamin,nan,None,Feature 3 - scamin - VALUES DIFFER!
SAMPLE_F3_sordat,201305,201305,Feature 3 - sordat
SAMPLE_F3_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 3 - sorind
SAMPLE_F3_status,None,None,Feature 3 - status
SAMPLE_F3_txtdsc,None,None,Feature 3 - txtdsc
SAMPLE_F3_veracc,nan,None,Feature 3 - veracc - VALUES DIFFER!
SAMPLE_F3_verdat,nan,None,Feature 3 - verdat - VALUES DIFFER!
SAMPLE_F3_verlen,nan,None,Feature 3 - verlen - VALUES DIFFER!
SAMPLE_F3_watlev,3.0,3.0,Feature 3 - watlev
SAMPLE_FEATURE_4_SEPARATOR,--- FEATURE 4 ---,--- FEATURE 4 ---,Feature 4 sample
SAMPLE_F4_agen,550,550.0,Feature 4 - agen - VALUES DIFFER!
SAMPLE_F4_catslc,4.0,4.0,Feature 4 - catslc
SAMPLE_F4_colour,None,None,Feature 4 - colour
SAMPLE_F4_colpat,None,None,Feature 4 - colpat
SAMPLE_F4_condtn,nan,nan,Feature 4 - condtn
SAMPLE_F4_conrad,nan,None,Feature 4 - conrad - VALUES DIFFER!
SAMPLE_F4_convis,nan,None,Feature 4 - convis - VALUES DIFFER!
SAMPLE_F4_datend,None,None,Feature 4 - datend
SAMPLE_F4_datsta,None,None,Feature 4 - datsta
SAMPLE_F4_dsid_dsnm,US3CA52M,US3CA52M,Feature 4 - dsid_dsnm
SAMPLE_F4_dsid_edtn,31,31,Feature 4 - dsid_edtn
SAMPLE_F4_dsid_updn,0,0,Feature 4 - dsid_updn
SAMPLE_F4_ffpt_rind,None,None,Feature 4 - ffpt_rind
SAMPLE_F4_fidn,135203215,135203215.0,Feature 4 - fidn - VALUES DIFFER!
SAMPLE_F4_fids,1766,1766.0,Feature 4 - fids - VALUES DIFFER!
SAMPLE_F4_grup,2,2.0,Feature 4 - grup - VALUES DIFFER!
SAMPLE_F4_height,nan,None,Feature 4 - height - VALUES DIFFER!
SAMPLE_F4_horacc,nan,None,Feature 4 - horacc - VALUES DIFFER!
SAMPLE_F4_horclr,nan,None,Feature 4 - horclr - VALUES DIFFER!
SAMPLE_F4_horlen,nan,None,Feature 4 - horlen - VALUES DIFFER!
SAMPLE_F4_horwid,nan,None,Feature 4 - horwid - VALUES DIFFER!
SAMPLE_F4_inform,None,None,Feature 4 - inform
SAMPLE_F4_lnam,0226080F098F06E6,0226080F098F06E6,Feature 4 - lnam
SAMPLE_F4_lnam_refs,None,None,Feature 4 - lnam_refs
SAMPLE_F4_natcon,None,None,Feature 4 - natcon
SAMPLE_F4_ninfom,None,None,Feature 4 - ninfom
SAMPLE_F4_nobjnm,None,None,Feature 4 - nobjnm
SAMPLE_F4_ntxtds,None,None,Feature 4 - ntxtds
SAMPLE_F4_objl,122,122.0,Feature 4 - objl - VALUES DIFFER!
SAMPLE_F4_objnam,Santa Cruz Municipal Wharf,Santa Cruz Municipal Wharf,Feature 4 - objnam
SAMPLE_F4_prim,2,2.0,Feature 4 - prim - VALUES DIFFER!
SAMPLE_F4_rcid,201,201.0,Feature 4 - rcid - VALUES DIFFER!
SAMPLE_F4_recdat,None,None,Feature 4 - recdat
SAMPLE_F4_recind,None,None,Feature 4 - recind
SAMPLE_F4_rver,1,1.0,Feature 4 - rver - VALUES DIFFER!
SAMPLE_F4_scamax,nan,None,Feature 4 - scamax - VALUES DIFFER!
SAMPLE_F4_scamin,nan,None,Feature 4 - scamin - VALUES DIFFER!
SAMPLE_F4_sordat,201305,201305,Feature 4 - sordat
SAMPLE_F4_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 4 - sorind
SAMPLE_F4_status,None,None,Feature 4 - status
SAMPLE_F4_txtdsc,None,None,Feature 4 - txtdsc
SAMPLE_F4_veracc,nan,None,Feature 4 - veracc - VALUES DIFFER!
SAMPLE_F4_verdat,nan,None,Feature 4 - verdat - VALUES DIFFER!
SAMPLE_F4_verlen,nan,None,Feature 4 - verlen - VALUES DIFFER!
SAMPLE_F4_watlev,2.0,2.0,Feature 4 - watlev
SAMPLE_FEATURE_5_SEPARATOR,--- FEATURE 5 ---,--- FEATURE 5 ---,Feature 5 sample
SAMPLE_F5_agen,550,550.0,Feature 5 - agen - VALUES DIFFER!
SAMPLE_F5_catslc,4.0,4.0,Feature 5 - catslc
SAMPLE_F5_colour,None,None,Feature 5 - colour
SAMPLE_F5_colpat,None,None,Feature 5 - colpat
SAMPLE_F5_condtn,nan,nan,Feature 5 - condtn
SAMPLE_F5_conrad,nan,None,Feature 5 - conrad - VALUES DIFFER!
SAMPLE_F5_convis,nan,None,Feature 5 - convis - VALUES DIFFER!
SAMPLE_F5_datend,None,None,Feature 5 - datend
SAMPLE_F5_datsta,None,None,Feature 5 - datsta
SAMPLE_F5_dsid_dsnm,US3CA52M,US3CA52M,Feature 5 - dsid_dsnm
SAMPLE_F5_dsid_edtn,31,31,Feature 5 - dsid_edtn
SAMPLE_F5_dsid_updn,0,0,Feature 5 - dsid_updn
SAMPLE_F5_ffpt_rind,None,None,Feature 5 - ffpt_rind
SAMPLE_F5_fidn,133657652,133657652.0,Feature 5 - fidn - VALUES DIFFER!
SAMPLE_F5_fids,1764,1764.0,Feature 5 - fids - VALUES DIFFER!
SAMPLE_F5_grup,2,2.0,Feature 5 - grup - VALUES DIFFER!
SAMPLE_F5_height,nan,None,Feature 5 - height - VALUES DIFFER!
SAMPLE_F5_horacc,nan,None,Feature 5 - horacc - VALUES DIFFER!
SAMPLE_F5_horclr,nan,None,Feature 5 - horclr - VALUES DIFFER!
SAMPLE_F5_horlen,nan,None,Feature 5 - horlen - VALUES DIFFER!
SAMPLE_F5_horwid,nan,None,Feature 5 - horwid - VALUES DIFFER!
SAMPLE_F5_inform,None,None,Feature 5 - inform
SAMPLE_F5_lnam,022607F7743406E4,022607F7743406E4,Feature 5 - lnam
SAMPLE_F5_lnam_refs,None,None,Feature 5 - lnam_refs
SAMPLE_F5_natcon,None,None,Feature 5 - natcon
SAMPLE_F5_ninfom,None,None,Feature 5 - ninfom
SAMPLE_F5_nobjnm,None,None,Feature 5 - nobjnm
SAMPLE_F5_ntxtds,None,None,Feature 5 - ntxtds
SAMPLE_F5_objl,122,122.0,Feature 5 - objl - VALUES DIFFER!
SAMPLE_F5_objnam,None,None,Feature 5 - objnam
SAMPLE_F5_prim,2,2.0,Feature 5 - prim - VALUES DIFFER!
SAMPLE_F5_rcid,202,202.0,Feature 5 - rcid - VALUES DIFFER!
SAMPLE_F5_recdat,None,None,Feature 5 - recdat
SAMPLE_F5_recind,None,None,Feature 5 - recind
SAMPLE_F5_rver,1,1.0,Feature 5 - rver - VALUES DIFFER!
SAMPLE_F5_scamax,nan,None,Feature 5 - scamax - VALUES DIFFER!
SAMPLE_F5_scamin,nan,None,Feature 5 - scamin - VALUES DIFFER!
SAMPLE_F5_sordat,201305,201305,Feature 5 - sordat
SAMPLE_F5_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 5 - sorind
SAMPLE_F5_status,None,None,Feature 5 - status
SAMPLE_F5_txtdsc,None,None,Feature 5 - txtdsc
SAMPLE_F5_veracc,nan,None,Feature 5 - veracc - VALUES DIFFER!
SAMPLE_F5_verdat,nan,None,Feature 5 - verdat - VALUES DIFFER!
SAMPLE_F5_verlen,nan,None,Feature 5 - verlen - VALUES DIFFER!
SAMPLE_F5_watlev,2.0,2.0,Feature 5 - watlev
SAMPLE_FEATURE_6_SEPARATOR,--- FEATURE 6 ---,--- FEATURE 6 ---,Feature 6 sample
SAMPLE_F6_agen,550,550.0,Feature 6 - agen - VALUES DIFFER!
SAMPLE_F6_catslc,4.0,4.0,Feature 6 - catslc
SAMPLE_F6_colour,None,None,Feature 6 - colour
SAMPLE_F6_colpat,None,None,Feature 6 - colpat
SAMPLE_F6_condtn,nan,nan,Feature 6 - condtn
SAMPLE_F6_conrad,nan,None,Feature 6 - conrad - VALUES DIFFER!
SAMPLE_F6_convis,nan,None,Feature 6 - convis - VALUES DIFFER!
SAMPLE_F6_datend,None,None,Feature 6 - datend
SAMPLE_F6_datsta,None,None,Feature 6 - datsta
SAMPLE_F6_dsid_dsnm,US3CA52M,US3CA52M,Feature 6 - dsid_dsnm
SAMPLE_F6_dsid_edtn,31,31,Feature 6 - dsid_edtn
SAMPLE_F6_dsid_updn,0,0,Feature 6 - dsid_updn
SAMPLE_F6_ffpt_rind,None,None,Feature 6 - ffpt_rind
SAMPLE_F6_fidn,18687384,18687384.0,Feature 6 - fidn - VALUES DIFFER!
SAMPLE_F6_fids,50,50.0,Feature 6 - fids - VALUES DIFFER!
SAMPLE_F6_grup,2,2.0,Feature 6 - grup - VALUES DIFFER!
SAMPLE_F6_height,nan,None,Feature 6 - height - VALUES DIFFER!
SAMPLE_F6_horacc,nan,None,Feature 6 - horacc - VALUES DIFFER!
SAMPLE_F6_horclr,nan,None,Feature 6 - horclr - VALUES DIFFER!
SAMPLE_F6_horlen,nan,None,Feature 6 - horlen - VALUES DIFFER!
SAMPLE_F6_horwid,nan,None,Feature 6 - horwid - VALUES DIFFER!
SAMPLE_F6_inform,None,None,Feature 6 - inform
SAMPLE_F6_lnam,0226011D25980032,0226011D25980032,Feature 6 - lnam
SAMPLE_F6_lnam_refs,None,None,Feature 6 - lnam_refs
SAMPLE_F6_natcon,None,None,Feature 6 - natcon
SAMPLE_F6_ninfom,None,None,Feature 6 - ninfom
SAMPLE_F6_nobjnm,None,None,Feature 6 - nobjnm
SAMPLE_F6_ntxtds,None,None,Feature 6 - ntxtds
SAMPLE_F6_objl,122,122.0,Feature 6 - objl - VALUES DIFFER!
SAMPLE_F6_objnam,None,None,Feature 6 - objnam
SAMPLE_F6_prim,2,2.0,Feature 6 - prim - VALUES DIFFER!
SAMPLE_F6_rcid,203,203.0,Feature 6 - rcid - VALUES DIFFER!
SAMPLE_F6_recdat,None,None,Feature 6 - recdat
SAMPLE_F6_recind,None,None,Feature 6 - recind
SAMPLE_F6_rver,1,1.0,Feature 6 - rver - VALUES DIFFER!
SAMPLE_F6_scamax,nan,None,Feature 6 - scamax - VALUES DIFFER!
SAMPLE_F6_scamin,nan,None,Feature 6 - scamin - VALUES DIFFER!
SAMPLE_F6_sordat,201305,201305,Feature 6 - sordat
SAMPLE_F6_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 6 - sorind
SAMPLE_F6_status,None,None,Feature 6 - status
SAMPLE_F6_txtdsc,None,None,Feature 6 - txtdsc
SAMPLE_F6_veracc,nan,None,Feature 6 - veracc - VALUES DIFFER!
SAMPLE_F6_verdat,nan,None,Feature 6 - verdat - VALUES DIFFER!
SAMPLE_F6_verlen,nan,None,Feature 6 - verlen - VALUES DIFFER!
SAMPLE_F6_watlev,2.0,2.0,Feature 6 - watlev
SAMPLE_FEATURE_7_SEPARATOR,--- FEATURE 7 ---,--- FEATURE 7 ---,Feature 7 sample
SAMPLE_F7_agen,550,550.0,Feature 7 - agen - VALUES DIFFER!
SAMPLE_F7_catslc,4.0,4.0,Feature 7 - catslc
SAMPLE_F7_colour,None,None,Feature 7 - colour
SAMPLE_F7_colpat,None,None,Feature 7 - colpat
SAMPLE_F7_condtn,nan,nan,Feature 7 - condtn
SAMPLE_F7_conrad,nan,None,Feature 7 - conrad - VALUES DIFFER!
SAMPLE_F7_convis,nan,None,Feature 7 - convis - VALUES DIFFER!
SAMPLE_F7_datend,None,None,Feature 7 - datend
SAMPLE_F7_datsta,None,None,Feature 7 - datsta
SAMPLE_F7_dsid_dsnm,US3CA52M,US3CA52M,Feature 7 - dsid_dsnm
SAMPLE_F7_dsid_edtn,31,31,Feature 7 - dsid_edtn
SAMPLE_F7_dsid_updn,0,0,Feature 7 - dsid_updn
SAMPLE_F7_ffpt_rind,None,None,Feature 7 - ffpt_rind
SAMPLE_F7_fidn,18685391,18685391.0,Feature 7 - fidn - VALUES DIFFER!
SAMPLE_F7_fids,50,50.0,Feature 7 - fids - VALUES DIFFER!
SAMPLE_F7_grup,2,2.0,Feature 7 - grup - VALUES DIFFER!
SAMPLE_F7_height,nan,None,Feature 7 - height - VALUES DIFFER!
SAMPLE_F7_horacc,nan,None,Feature 7 - horacc - VALUES DIFFER!
