layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
tsezne,29,26,26,0,3,0,False,"lnam_refs, ffpt_rind, status"
isolatednode,10,10,10,0,0,0,True,
m_covr,22,20,20,0,2,0,False,"lnam_refs, ffpt_rind"
wrecks,41,36,36,0,5,0,False,"tecsou, ffpt_rind, status, lnam_refs, quasou"
fairwy,37,32,32,0,5,0,False,"ffpt_rind, restrn, status, lnam_refs, quasou"
wedklp,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
lakare,30,28,28,0,2,0,False,"lnam_refs, ffpt_rind"
edge,22,22,22,0,0,0,True,
pipare,34,28,28,0,6,0,False,"ffpt_rind, lnam_refs, restrn, status, prodct, catpip"
fogsig,39,36,36,0,3,0,False,"lnam_refs, ffpt_rind, status"
bcnspp,47,40,40,0,7,0,False,"colpat, ffpt_rind, colour, catspm, status, natcon, lnam_refs"
slcons,46,40,40,0,6,0,False,"colpat, ffpt_rind, colour, status, natcon, lnam_refs"
exezne,26,24,24,0,2,0,False,"lnam_refs, ffpt_rind"
connectednode,10,10,10,0,0,0,True,
wattur,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
boysaw,41,35,35,0,6,0,False,"colpat, ffpt_rind, colour, status, natcon, lnam_refs"
pilbop,36,33,33,0,3,0,False,"lnam_refs, ffpt_rind, status"
lights,49,43,43,0,6,0,False,"ffpt_rind, litvis, colour, catlit, status, lnam_refs"
navlne,32,29,29,0,3,0,False,"lnam_refs, ffpt_rind, status"
ctsare,32,29,29,0,3,0,False,"lnam_refs, ffpt_rind, status"
airare,32,28,28,0,4,0,False,"catair, ffpt_rind, lnam_refs, status"
prcare,29,25,25,0,4,0,False,"restrn, ffpt_rind, lnam_refs, status"
daymar,42,35,35,0,7,0,False,"colpat, ffpt_rind, colour, catspm, status, natcon, lnam_refs"
lndelv,31,29,29,0,2,0,False,"lnam_refs, ffpt_rind"
lndare,29,26,26,0,3,0,False,"lnam_refs, ffpt_rind, status"
conzne,29,26,26,0,3,0,False,"lnam_refs, ffpt_rind, status"
cblare,32,28,28,0,4,0,False,"restrn, ffpt_rind, lnam_refs, status"
m_qual,33,30,30,0,3,0,False,"tecsou, ffpt_rind, lnam_refs"
dmpgrd,30,25,25,0,5,0,False,"ffpt_rind, catdpg, restrn, status, lnam_refs"
marcul,42,37,37,0,5,0,False,"ffpt_rind, restrn, status, lnam_refs, quasou"
morfac,46,40,40,0,6,0,False,"colpat, ffpt_rind, colour, status, natcon, lnam_refs"
fshzne,29,26,26,0,3,0,False,"lnam_refs, ffpt_rind, status"
rdosta,38,34,34,0,4,0,False,"ffpt_rind, catros, lnam_refs, status"
seaare,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
slotop,37,31,31,0,6,0,False,"ffpt_rind, natsur, colour, natcon, natqua, lnam_refs"
uwtroc,37,30,30,0,7,0,False,"tecsou, ffpt_rind, natsur, status, natqua, lnam_refs, quasou"
pilpnt,38,34,34,0,4,0,False,"colpat, lnam_refs, ffpt_rind, colour"
lndmrk,42,34,34,0,8,0,False,"catlmk, colpat, ffpt_rind, colour, functn, status, natcon, lnam_refs"
lndrgn,31,26,26,0,5,0,False,"ffpt_rind, natsur, catlnd, natqua, lnam_refs"
