attribute,gpkg,spatialite,notes
PROP_COMPLETENESS_dsid_updn,27/27 (100.0%),27/27 (100.0%),Prop Values MATCH (100.0%)
PROP_COMPLETENESS_elevat,0/27 (0.0%),0/27 (0.0%),Prop Values MATCH (0.0%)
PROP_COMPLETENESS_ffpt_rind,0/27 (0.0%),0/27 (0.0%),Prop Values MATCH (0.0%)
PROP_COMPLETENESS_fidn,27/27 (100.0%),27/27 (100.0%),Prop Values MATCH (100.0%)
PROP_COMPLETENESS_fids,27/27 (100.0%),27/27 (100.0%),Prop Values MATCH (100.0%)
PROP_COMPLETENESS_geometry,N/A,27/27 (100.0%),Property completeness comparison
PROP_COMPLETENESS_grup,27/27 (100.0%),27/27 (100.0%),Prop Values MATCH (100.0%)
PROP_COMPLETENESS_inform,0/27 (0.0%),0/27 (0.0%),Prop Values MATCH (0.0%)
PROP_COMPLETENESS_lnam,27/27 (100.0%),27/27 (100.0%),Prop Values MATCH (100.0%)
PROP_COMPLETENESS_lnam_refs,0/27 (0.0%),0/27 (0.0%),Prop Values MATCH (0.0%)
PROP_COMPLETENESS_natcon,0/27 (0.0%),0/27 (0.0%),Prop Values MATCH (0.0%)
PROP_COMPLETENESS_natqua,0/27 (0.0%),0/27 (0.0%),Prop Values MATCH (0.0%)
PROP_COMPLETENESS_natsur,0/27 (0.0%),0/27 (0.0%),Prop Values MATCH (0.0%)
PROP_COMPLETENESS_ninfom,0/27 (0.0%),0/27 (0.0%),Prop Values MATCH (0.0%)
PROP_COMPLETENESS_nobjnm,0/27 (0.0%),0/27 (0.0%),Prop Values MATCH (0.0%)
PROP_COMPLETENESS_ntxtds,0/27 (0.0%),0/27 (0.0%),Prop Values MATCH (0.0%)
PROP_COMPLETENESS_objl,27/27 (100.0%),27/27 (100.0%),Prop Values MATCH (100.0%)
PROP_COMPLETENESS_objnam,0/27 (0.0%),0/27 (0.0%),Prop Values MATCH (0.0%)
PROP_COMPLETENESS_ogc_fid,27/27 (100.0%),27/27 (100.0%),Prop Values MATCH (100.0%)
PROP_COMPLETENESS_prim,27/27 (100.0%),27/27 (100.0%),Prop Values MATCH (100.0%)
PROP_COMPLETENESS_rcid,27/27 (100.0%),27/27 (100.0%),Prop Values MATCH (100.0%)
PROP_COMPLETENESS_recdat,0/27 (0.0%),0/27 (0.0%),Prop Values MATCH (0.0%)
PROP_COMPLETENESS_recind,0/27 (0.0%),0/27 (0.0%),Prop Values MATCH (0.0%)
PROP_COMPLETENESS_rver,27/27 (100.0%),27/27 (100.0%),Prop Values MATCH (100.0%)
PROP_COMPLETENESS_scamax,0/27 (0.0%),0/27 (0.0%),Prop Values MATCH (0.0%)
PROP_COMPLETENESS_scamin,27/27 (100.0%),27/27 (100.0%),Prop Values MATCH (100.0%)
PROP_COMPLETENESS_sordat,27/27 (100.0%),27/27 (100.0%),Prop Values MATCH (100.0%)
PROP_COMPLETENESS_sorind,27/27 (100.0%),27/27 (100.0%),Prop Values MATCH (100.0%)
PROP_COMPLETENESS_txtdsc,0/27 (0.0%),0/27 (0.0%),Prop Values MATCH (0.0%)
PROP_COMPLETENESS_veracc,0/27 (0.0%),0/27 (0.0%),Prop Values MATCH (0.0%)
PROP_COMPLETENESS_verdat,0/27 (0.0%),0/27 (0.0%),Prop Values MATCH (0.0%)
