attribute,gpkg,postgis,notes
COLUMN_recdat,PRESENT,PRESENT,Column presence comparison
COLUMN_recind,PRESENT,PRESENT,Column presence comparison
COLUMN_rver,PRESENT,PRESENT,Column presence comparison
COLUMN_scamax,PRESENT,PRESENT,Column presence comparison
COLUMN_scamin,PRESENT,PRESENT,Column presence comparison
COLUMN_sordat,PRESENT,PRESENT,Column presence comparison
COLUMN_sorind,PRESENT,PRESENT,Column presence comparison
COLUMN_status,PRESENT,PRESENT,Column presence comparison
COLUMN_txtdsc,PRESENT,PRESENT,Column presence comparison
COLUMN_veracc,PRESENT,PRESENT,Column presence comparison
COLUMN_verlen,PRESENT,PRESENT,Column presence comparison
COLUMN_wkb_geometry,MISSING,PRESENT,Column presence comparison
SEPARATOR_PROPERTY_COMPLETENESS,---,---,Property completeness analysis (non-empty / total)
PROP_COMPLETENESS_agen,10/10 (100.0%),10/10 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_boyshp,10/10 (100.0%),10/10 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_colour,10/10 (100.0%),10/10 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_colpat,10/10 (100.0%),10/10 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_conrad,0/10 (0.0%),0/10 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_datend,0/10 (0.0%),0/10 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_datsta,0/10 (0.0%),0/10 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_dsid_dsnm,10/10 (100.0%),10/10 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_edtn,10/10 (100.0%),10/10 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_updn,10/10 (100.0%),10/10 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_ffpt_rind,10/10 (100.0%),10/10 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_fidn,10/10 (100.0%),10/10 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_fids,10/10 (100.0%),10/10 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_grup,10/10 (100.0%),10/10 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_inform,4/10 (40.0%),4/10 (40.0%),Values Match (40.0%)
PROP_COMPLETENESS_lnam,10/10 (100.0%),10/10 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_lnam_refs,10/10 (100.0%),10/10 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_marsys,1/10 (10.0%),1/10 (10.0%),Values Match (10.0%)
PROP_COMPLETENESS_natcon,0/10 (0.0%),0/10 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ninfom,0/10 (0.0%),0/10 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_nobjnm,0/10 (0.0%),0/10 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ntxtds,0/10 (0.0%),0/10 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_objl,10/10 (100.0%),10/10 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_objnam,8/10 (80.0%),8/10 (80.0%),Values Match (80.0%)
PROP_COMPLETENESS_ogc_fid,10/10 (100.0%),10/10 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_perend,0/10 (0.0%),0/10 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_persta,0/10 (0.0%),0/10 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_picrep,0/10 (0.0%),0/10 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_prim,10/10 (100.0%),10/10 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_rcid,10/10 (100.0%),10/10 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_recdat,0/10 (0.0%),0/10 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_recind,0/10 (0.0%),0/10 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_rver,10/10 (100.0%),10/10 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_scamax,0/10 (0.0%),0/10 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_scamin,10/10 (100.0%),10/10 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sordat,10/10 (100.0%),10/10 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sorind,10/10 (100.0%),10/10 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_status,8/10 (80.0%),8/10 (80.0%),Values Match (80.0%)
PROP_COMPLETENESS_txtdsc,0/10 (0.0%),0/10 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_veracc,0/10 (0.0%),0/10 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_verlen,0/10 (0.0%),0/10 (0.0%),Values Match (0.0%)
