attribute,spatialite,postgis,notes
SAMPLE_F6_fidn,110085475,110085475.0,Feature 6 - fidn - VALUES DIFFER!
SAMPLE_F6_fids,17978,17978.0,Feature 6 - fids - VALUES DIFFER!
SAMPLE_F6_grup,2,2.0,Feature 6 - grup - VALUES DIFFER!
SAMPLE_F6_inform,None,None,Feature 6 - inform
SAMPLE_F6_lnam,0226068FC563463A,0226068FC563463A,Feature 6 - lnam
SAMPLE_F6_ninfom,None,None,Feature 6 - ninfom
SAMPLE_F6_ntxtds,None,None,Feature 6 - ntxtds
SAMPLE_F6_objl,305,305.0,Feature 6 - objl - VALUES DIFFER!
SAMPLE_F6_picrep,None,None,Feature 6 - picrep
SAMPLE_F6_prim,3,3.0,Feature 6 - prim - VALUES DIFFER!
SAMPLE_F6_pubref,None,None,Feature 6 - pubref
SAMPLE_F6_rcid,1986,1986.0,Feature 6 - rcid - VALUES DIFFER!
SAMPLE_F6_recdat,None,None,Feature 6 - recdat
SAMPLE_F6_recind,None,None,Feature 6 - recind
SAMPLE_F6_rver,1,1.0,Feature 6 - rver - VALUES DIFFER!
SAMPLE_F6_sordat,20090410,20090410,Feature 6 - sordat
SAMPLE_F6_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 6 - sorind
SAMPLE_F6_txtdsc,US4CA60A.TXT,US4CA60A.TXT,Feature 6 - txtdsc
SAMPLE_FEATURE_7_SEPARATOR,--- FEATURE 7 ---,--- FEATURE 7 ---,Feature 7 sample
SAMPLE_F7_agen,550,550.0,Feature 7 - agen - VALUES DIFFER!
SAMPLE_F7_dsid_dsnm,US1GC09M,US1GC09M,Feature 7 - dsid_dsnm
SAMPLE_F7_dsid_edtn,65,65,Feature 7 - dsid_edtn
SAMPLE_F7_dsid_updn,5,5,Feature 7 - dsid_updn
SAMPLE_F7_fidn,253918585,253918585.0,Feature 7 - fidn - VALUES DIFFER!
SAMPLE_F7_fids,4044,4044.0,Feature 7 - fids - VALUES DIFFER!
SAMPLE_F7_grup,2,2.0,Feature 7 - grup - VALUES DIFFER!
SAMPLE_F7_inform,None,None,Feature 7 - inform
SAMPLE_F7_lnam,02260F227D790FCC,02260F227D790FCC,Feature 7 - lnam
SAMPLE_F7_ninfom,None,None,Feature 7 - ninfom
SAMPLE_F7_ntxtds,None,None,Feature 7 - ntxtds
SAMPLE_F7_objl,305,305.0,Feature 7 - objl - VALUES DIFFER!
SAMPLE_F7_picrep,None,None,Feature 7 - picrep
SAMPLE_F7_prim,3,3.0,Feature 7 - prim - VALUES DIFFER!
SAMPLE_F7_pubref,None,None,Feature 7 - pubref
SAMPLE_F7_rcid,2918,2918.0,Feature 7 - rcid - VALUES DIFFER!
SAMPLE_F7_recdat,None,None,Feature 7 - recdat
SAMPLE_F7_recind,None,None,Feature 7 - recind
SAMPLE_F7_rver,1,1.0,Feature 7 - rver - VALUES DIFFER!
SAMPLE_F7_sordat,200303,200303,Feature 7 - sordat
SAMPLE_F7_sorind,"US,US,graph,Chart 411","US,US,graph,Chart 411",Feature 7 - sorind
SAMPLE_F7_txtdsc,US1GC09A.TXT,US1GC09A.TXT,Feature 7 - txtdsc
SAMPLE_FEATURE_8_SEPARATOR,--- FEATURE 8 ---,--- FEATURE 8 ---,Feature 8 sample
SAMPLE_F8_agen,550,550.0,Feature 8 - agen - VALUES DIFFER!
SAMPLE_F8_dsid_dsnm,US1GC09M,US1GC09M,Feature 8 - dsid_dsnm
SAMPLE_F8_dsid_edtn,65,65,Feature 8 - dsid_edtn
SAMPLE_F8_dsid_updn,5,5,Feature 8 - dsid_updn
SAMPLE_F8_fidn,678172832,678172832.0,Feature 8 - fidn - VALUES DIFFER!
SAMPLE_F8_fids,8676,8676.0,Feature 8 - fids - VALUES DIFFER!
SAMPLE_F8_grup,2,2.0,Feature 8 - grup - VALUES DIFFER!
SAMPLE_F8_inform,None,None,Feature 8 - inform
SAMPLE_F8_lnam,0226286C18A021E4,0226286C18A021E4,Feature 8 - lnam
SAMPLE_F8_ninfom,None,None,Feature 8 - ninfom
SAMPLE_F8_ntxtds,None,None,Feature 8 - ntxtds
SAMPLE_F8_objl,305,305.0,Feature 8 - objl - VALUES DIFFER!
SAMPLE_F8_picrep,None,None,Feature 8 - picrep
SAMPLE_F8_prim,3,3.0,Feature 8 - prim - VALUES DIFFER!
SAMPLE_F8_pubref,None,None,Feature 8 - pubref
SAMPLE_F8_rcid,2919,2919.0,Feature 8 - rcid - VALUES DIFFER!
SAMPLE_F8_recdat,None,None,Feature 8 - recdat
SAMPLE_F8_recind,None,None,Feature 8 - recind
SAMPLE_F8_rver,1,1.0,Feature 8 - rver - VALUES DIFFER!
SAMPLE_F8_sordat,200303,200303,Feature 8 - sordat
SAMPLE_F8_sorind,"US,US,graph,Chart 411","US,US,graph,Chart 411",Feature 8 - sorind
SAMPLE_F8_txtdsc,US1GC09A.TXT,US1GC09A.TXT,Feature 8 - txtdsc
