attribute,spatialite,postgis,notes
SAMPLE_F1_datsta,None,None,Feature 1 - datsta
SAMPLE_F1_dsid_dsnm,US4CA60M,US4CA60M,Feature 1 - dsid_dsnm
SAMPLE_F1_dsid_edtn,37,37,Feature 1 - dsid_edtn
SAMPLE_F1_dsid_updn,6,6,Feature 1 - dsid_updn
SAMPLE_F1_expsou,2,2,Feature 1 - expsou
SAMPLE_F1_fidn,903872731,903872731.0,Feature 1 - fidn - VALUES DIFFER!
SAMPLE_F1_fids,7299,7299.0,Feature 1 - fids - VALUES DIFFER!
SAMPLE_F1_grup,2,2.0,Feature 1 - grup - VALUES DIFFER!
SAMPLE_F1_inform,None,None,Feature 1 - inform
SAMPLE_F1_lnam,022635E000DB1C83,022635E000DB1C83,Feature 1 - lnam
SAMPLE_F1_ninfom,None,None,Feature 1 - ninfom
SAMPLE_F1_nobjnm,None,None,Feature 1 - nobjnm
SAMPLE_F1_ntxtds,None,None,Feature 1 - ntxtds
SAMPLE_F1_objl,82,82.0,Feature 1 - objl - VALUES DIFFER!
SAMPLE_F1_objnam,Catalina Sea Ranch Offshore Aquaculture,Catalina Sea Ranch Offshore Aquaculture,Feature 1 - objnam
SAMPLE_F1_perend,None,None,Feature 1 - perend
SAMPLE_F1_persta,None,None,Feature 1 - persta
SAMPLE_F1_prim,3,3.0,Feature 1 - prim - VALUES DIFFER!
SAMPLE_F1_quasou,None,None,Feature 1 - quasou
SAMPLE_F1_rcid,3259,3259.0,Feature 1 - rcid - VALUES DIFFER!
SAMPLE_F1_recdat,None,None,Feature 1 - recdat
SAMPLE_F1_recind,None,None,Feature 1 - recind
SAMPLE_F1_restrn,None,None,Feature 1 - restrn
SAMPLE_F1_rver,1,1.0,Feature 1 - rver - VALUES DIFFER!
SAMPLE_F1_scamax,nan,None,Feature 1 - scamax - VALUES DIFFER!
SAMPLE_F1_scamin,259999,259999,Feature 1 - scamin
SAMPLE_F1_sordat,20160430,20160430,Feature 1 - sordat
SAMPLE_F1_sorind,"US,US,reprt,L-138-2019","US,US,reprt,L-138-2019",Feature 1 - sorind
SAMPLE_F1_souacc,nan,None,Feature 1 - souacc - VALUES DIFFER!
SAMPLE_F1_status,None,None,Feature 1 - status
SAMPLE_F1_txtdsc,None,None,Feature 1 - txtdsc
SAMPLE_F1_valsou,nan,None,Feature 1 - valsou - VALUES DIFFER!
SAMPLE_F1_veracc,nan,None,Feature 1 - veracc - VALUES DIFFER!
SAMPLE_F1_verdat,nan,None,Feature 1 - verdat - VALUES DIFFER!
SAMPLE_F1_verlen,nan,None,Feature 1 - verlen - VALUES DIFFER!
SAMPLE_F1_watlev,3,3,Feature 1 - watlev
