attribute,spatialite,postgis,notes
DATATYPE_dsid_dsnm,object,object,Data type for dsid_dsnm
DATATYPE_dsid_edtn,int32,int64,Data type for dsid_edtn - MISMATCH!
DATATYPE_dsid_updn,int32,int64,Data type for dsid_updn - MISMATCH!
DATATYPE_fidn,int32,float64,Data type for fidn - MISMATCH!
DATATYPE_fids,int32,float64,Data type for fids - MISMATCH!
DATATYPE_grup,int32,float64,Data type for grup - MISMATCH!
DATATYPE_inform,object,object,Data type for inform
DATATYPE_lnam,object,object,Data type for lnam
DATATYPE_ninfom,object,object,Data type for ninfom
DATATYPE_ntxtds,object,object,Data type for ntxtds
DATATYPE_objl,int32,float64,Data type for objl - MISMATCH!
DATATYPE_posacc,float64,object,Data type for posacc - MISMATCH!
DATATYPE_prim,int32,float64,Data type for prim - MISMATCH!
DATATYPE_rcid,int32,float64,Data type for rcid - MISMATCH!
DATATYPE_recdat,object,object,Data type for recdat
DATATYPE_recind,object,object,Data type for recind
DATATYPE_rver,int32,float64,Data type for rver - MISMATCH!
DATATYPE_sordat,object,object,Data type for sordat
DATATYPE_sorind,object,object,Data type for sorind
DATATYPE_souacc,float64,object,Data type for souacc - MISMATCH!
DATATYPE_surend,object,object,Data type for surend
DATATYPE_sursta,object,object,Data type for sursta
DATATYPE_tecsou,object,object,Data type for tecsou
DATATYPE_txtdsc,object,object,Data type for txtdsc
DATATYPE_verdat,float64,object,Data type for verdat - MISMATCH!
SEPARATOR_FEATURE_SAMPLES,--- FEATURE SAMPLES (10) ---,--- FEATURE SAMPLES (10) ---,Sample of 10 features from each format
SAMPLE_FEATURE_1_SEPARATOR,--- FEATURE 1 ---,--- FEATURE 1 ---,Feature 1 sample
SAMPLE_F1_agen,550,550.0,Feature 1 - agen - VALUES DIFFER!
SAMPLE_F1_catqua,nan,None,Feature 1 - catqua - VALUES DIFFER!
SAMPLE_F1_catzoc,3,3,Feature 1 - catzoc
SAMPLE_F1_drval1,nan,None,Feature 1 - drval1 - VALUES DIFFER!
SAMPLE_F1_drval2,nan,None,Feature 1 - drval2 - VALUES DIFFER!
SAMPLE_F1_dsid_dsnm,US3CA52M,US3CA52M,Feature 1 - dsid_dsnm
SAMPLE_F1_dsid_edtn,31,31,Feature 1 - dsid_edtn
SAMPLE_F1_dsid_updn,0,0,Feature 1 - dsid_updn
SAMPLE_F1_fidn,815278745,815278745.0,Feature 1 - fidn - VALUES DIFFER!
SAMPLE_F1_fids,12345,12345.0,Feature 1 - fids - VALUES DIFFER!
SAMPLE_F1_grup,2,2.0,Feature 1 - grup - VALUES DIFFER!
SAMPLE_F1_inform,None,None,Feature 1 - inform
SAMPLE_F1_lnam,022630982A993039,022630982A993039,Feature 1 - lnam
SAMPLE_F1_ninfom,None,None,Feature 1 - ninfom
SAMPLE_F1_ntxtds,None,None,Feature 1 - ntxtds
SAMPLE_F1_objl,308,308.0,Feature 1 - objl - VALUES DIFFER!
SAMPLE_F1_posacc,nan,None,Feature 1 - posacc - VALUES DIFFER!
SAMPLE_F1_prim,3,3.0,Feature 1 - prim - VALUES DIFFER!
SAMPLE_F1_rcid,803,803.0,Feature 1 - rcid - VALUES DIFFER!
SAMPLE_F1_recdat,None,None,Feature 1 - recdat
SAMPLE_F1_recind,None,None,Feature 1 - recind
SAMPLE_F1_rver,1,1.0,Feature 1 - rver - VALUES DIFFER!
SAMPLE_F1_sordat,20170704,20170704,Feature 1 - sordat
SAMPLE_F1_sorind,"US,US,graph,W-00444","US,US,graph,W-00444",Feature 1 - sorind
SAMPLE_F1_souacc,nan,None,Feature 1 - souacc - VALUES DIFFER!
SAMPLE_F1_surend,20170704,20170704,Feature 1 - surend
SAMPLE_F1_sursta,20170629,20170629,Feature 1 - sursta
SAMPLE_F1_tecsou,None,None,Feature 1 - tecsou
SAMPLE_F1_txtdsc,US3CA52D.TXT,US3CA52D.TXT,Feature 1 - txtdsc
SAMPLE_F1_verdat,nan,None,Feature 1 - verdat - VALUES DIFFER!
SAMPLE_FEATURE_2_SEPARATOR,--- FEATURE 2 ---,--- FEATURE 2 ---,Feature 2 sample
SAMPLE_F2_agen,550,550.0,Feature 2 - agen - VALUES DIFFER!
SAMPLE_F2_catqua,nan,None,Feature 2 - catqua - VALUES DIFFER!
SAMPLE_F2_catzoc,4,4,Feature 2 - catzoc
SAMPLE_F2_drval1,nan,None,Feature 2 - drval1 - VALUES DIFFER!
SAMPLE_F2_drval2,nan,None,Feature 2 - drval2 - VALUES DIFFER!
SAMPLE_F2_dsid_dsnm,US3CA52M,US3CA52M,Feature 2 - dsid_dsnm
SAMPLE_F2_dsid_edtn,31,31,Feature 2 - dsid_edtn
SAMPLE_F2_dsid_updn,0,0,Feature 2 - dsid_updn
SAMPLE_F2_fidn,945674231,945674231.0,Feature 2 - fidn - VALUES DIFFER!
SAMPLE_F2_fids,12345,12345.0,Feature 2 - fids - VALUES DIFFER!
SAMPLE_F2_grup,2,2.0,Feature 2 - grup - VALUES DIFFER!
SAMPLE_F2_inform,None,None,Feature 2 - inform
SAMPLE_F2_lnam,0226385DD7F73039,0226385DD7F73039,Feature 2 - lnam
SAMPLE_F2_ninfom,None,None,Feature 2 - ninfom
SAMPLE_F2_ntxtds,None,None,Feature 2 - ntxtds
SAMPLE_F2_objl,308,308.0,Feature 2 - objl - VALUES DIFFER!
SAMPLE_F2_posacc,nan,None,Feature 2 - posacc - VALUES DIFFER!
SAMPLE_F2_prim,3,3.0,Feature 2 - prim - VALUES DIFFER!
SAMPLE_F2_rcid,804,804.0,Feature 2 - rcid - VALUES DIFFER!
SAMPLE_F2_recdat,None,None,Feature 2 - recdat
SAMPLE_F2_recind,None,None,Feature 2 - recind
SAMPLE_F2_rver,1,1.0,Feature 2 - rver - VALUES DIFFER!
SAMPLE_F2_sordat,20170920,20170920,Feature 2 - sordat
SAMPLE_F2_sorind,"US,US,reprt,L-818-2017","US,US,reprt,L-818-2017",Feature 2 - sorind
SAMPLE_F2_souacc,nan,None,Feature 2 - souacc - VALUES DIFFER!
SAMPLE_F2_surend,1969,1969,Feature 2 - surend
SAMPLE_F2_sursta,1960,1960,Feature 2 - sursta
SAMPLE_F2_tecsou,None,None,Feature 2 - tecsou
SAMPLE_F2_txtdsc,US3CA52D.TXT,US3CA52D.TXT,Feature 2 - txtdsc
SAMPLE_F2_verdat,nan,None,Feature 2 - verdat - VALUES DIFFER!
SAMPLE_FEATURE_3_SEPARATOR,--- FEATURE 3 ---,--- FEATURE 3 ---,Feature 3 sample
SAMPLE_F3_agen,550,550.0,Feature 3 - agen - VALUES DIFFER!
SAMPLE_F3_catqua,nan,None,Feature 3 - catqua - VALUES DIFFER!
SAMPLE_F3_catzoc,3,3,Feature 3 - catzoc
SAMPLE_F3_drval1,nan,None,Feature 3 - drval1 - VALUES DIFFER!
SAMPLE_F3_drval2,nan,None,Feature 3 - drval2 - VALUES DIFFER!
SAMPLE_F3_dsid_dsnm,US3CA52M,US3CA52M,Feature 3 - dsid_dsnm
SAMPLE_F3_dsid_edtn,31,31,Feature 3 - dsid_edtn
SAMPLE_F3_dsid_updn,0,0,Feature 3 - dsid_updn
SAMPLE_F3_fidn,202777135,202777135.0,Feature 3 - fidn - VALUES DIFFER!
SAMPLE_F3_fids,12345,12345.0,Feature 3 - fids - VALUES DIFFER!
SAMPLE_F3_grup,2,2.0,Feature 3 - grup - VALUES DIFFER!
SAMPLE_F3_inform,None,None,Feature 3 - inform
SAMPLE_F3_lnam,02260C16222F3039,02260C16222F3039,Feature 3 - lnam
SAMPLE_F3_ninfom,None,None,Feature 3 - ninfom
SAMPLE_F3_ntxtds,None,None,Feature 3 - ntxtds
SAMPLE_F3_objl,308,308.0,Feature 3 - objl - VALUES DIFFER!
SAMPLE_F3_posacc,nan,None,Feature 3 - posacc - VALUES DIFFER!
SAMPLE_F3_prim,3,3.0,Feature 3 - prim - VALUES DIFFER!
SAMPLE_F3_rcid,805,805.0,Feature 3 - rcid - VALUES DIFFER!
SAMPLE_F3_recdat,None,None,Feature 3 - recdat
SAMPLE_F3_recind,None,None,Feature 3 - recind
SAMPLE_F3_rver,1,1.0,Feature 3 - rver - VALUES DIFFER!
SAMPLE_F3_sordat,20170604,20170604,Feature 3 - sordat
SAMPLE_F3_sorind,"US,US,graph,W-00443","US,US,graph,W-00443",Feature 3 - sorind
SAMPLE_F3_souacc,nan,None,Feature 3 - souacc - VALUES DIFFER!
SAMPLE_F3_surend,20170604,20170604,Feature 3 - surend
SAMPLE_F3_sursta,20170513,20170513,Feature 3 - sursta
SAMPLE_F3_tecsou,None,None,Feature 3 - tecsou
SAMPLE_F3_txtdsc,US3CA52D.TXT,US3CA52D.TXT,Feature 3 - txtdsc
SAMPLE_F3_verdat,nan,None,Feature 3 - verdat - VALUES DIFFER!
SAMPLE_FEATURE_4_SEPARATOR,--- FEATURE 4 ---,--- FEATURE 4 ---,Feature 4 sample
SAMPLE_F4_agen,550,550.0,Feature 4 - agen - VALUES DIFFER!
SAMPLE_F4_catqua,nan,None,Feature 4 - catqua - VALUES DIFFER!
SAMPLE_F4_catzoc,4,4,Feature 4 - catzoc
SAMPLE_F4_drval1,nan,None,Feature 4 - drval1 - VALUES DIFFER!
SAMPLE_F4_drval2,nan,None,Feature 4 - drval2 - VALUES DIFFER!
SAMPLE_F4_dsid_dsnm,US3CA52M,US3CA52M,Feature 4 - dsid_dsnm
SAMPLE_F4_dsid_edtn,31,31,Feature 4 - dsid_edtn
SAMPLE_F4_dsid_updn,0,0,Feature 4 - dsid_updn
SAMPLE_F4_fidn,436106801,436106801.0,Feature 4 - fidn - VALUES DIFFER!
SAMPLE_F4_fids,12345,12345.0,Feature 4 - fids - VALUES DIFFER!
SAMPLE_F4_grup,2,2.0,Feature 4 - grup - VALUES DIFFER!
SAMPLE_F4_inform,None,None,Feature 4 - inform
SAMPLE_F4_lnam,022619FE76313039,022619FE76313039,Feature 4 - lnam
SAMPLE_F4_ninfom,None,None,Feature 4 - ninfom
SAMPLE_F4_ntxtds,None,None,Feature 4 - ntxtds
SAMPLE_F4_objl,308,308.0,Feature 4 - objl - VALUES DIFFER!
SAMPLE_F4_posacc,nan,None,Feature 4 - posacc - VALUES DIFFER!
SAMPLE_F4_prim,3,3.0,Feature 4 - prim - VALUES DIFFER!
SAMPLE_F4_rcid,806,806.0,Feature 4 - rcid - VALUES DIFFER!
SAMPLE_F4_recdat,None,None,Feature 4 - recdat
SAMPLE_F4_recind,None,None,Feature 4 - recind
SAMPLE_F4_rver,1,1.0,Feature 4 - rver - VALUES DIFFER!
SAMPLE_F4_sordat,20170920,20170920,Feature 4 - sordat
SAMPLE_F4_sorind,"US,US,reprt,L-818-2017","US,US,reprt,L-818-2017",Feature 4 - sorind
SAMPLE_F4_souacc,nan,None,Feature 4 - souacc - VALUES DIFFER!
SAMPLE_F4_surend,1969,1969,Feature 4 - surend
SAMPLE_F4_sursta,1960,1960,Feature 4 - sursta
SAMPLE_F4_tecsou,None,None,Feature 4 - tecsou
SAMPLE_F4_txtdsc,US3CA52D.TXT,US3CA52D.TXT,Feature 4 - txtdsc
SAMPLE_F4_verdat,nan,None,Feature 4 - verdat - VALUES DIFFER!
SAMPLE_FEATURE_5_SEPARATOR,--- FEATURE 5 ---,--- FEATURE 5 ---,Feature 5 sample
SAMPLE_F5_agen,550,550.0,Feature 5 - agen - VALUES DIFFER!
SAMPLE_F5_catqua,nan,None,Feature 5 - catqua - VALUES DIFFER!
SAMPLE_F5_catzoc,3,3,Feature 5 - catzoc
SAMPLE_F5_drval1,nan,None,Feature 5 - drval1 - VALUES DIFFER!
SAMPLE_F5_drval2,nan,None,Feature 5 - drval2 - VALUES DIFFER!
SAMPLE_F5_dsid_dsnm,US3CA52M,US3CA52M,Feature 5 - dsid_dsnm
SAMPLE_F5_dsid_edtn,31,31,Feature 5 - dsid_edtn
SAMPLE_F5_dsid_updn,0,0,Feature 5 - dsid_updn
SAMPLE_F5_fidn,966921321,966921321.0,Feature 5 - fidn - VALUES DIFFER!
SAMPLE_F5_fids,12345,12345.0,Feature 5 - fids - VALUES DIFFER!
SAMPLE_F5_grup,2,2.0,Feature 5 - grup - VALUES DIFFER!
SAMPLE_F5_inform,None,None,Feature 5 - inform
SAMPLE_F5_lnam,022639A20C693039,022639A20C693039,Feature 5 - lnam
SAMPLE_F5_ninfom,None,None,Feature 5 - ninfom
SAMPLE_F5_ntxtds,None,None,Feature 5 - ntxtds
SAMPLE_F5_objl,308,308.0,Feature 5 - objl - VALUES DIFFER!
SAMPLE_F5_posacc,nan,None,Feature 5 - posacc - VALUES DIFFER!
SAMPLE_F5_prim,3,3.0,Feature 5 - prim - VALUES DIFFER!
SAMPLE_F5_rcid,807,807.0,Feature 5 - rcid - VALUES DIFFER!
SAMPLE_F5_recdat,None,None,Feature 5 - recdat
SAMPLE_F5_recind,None,None,Feature 5 - recind
SAMPLE_F5_rver,1,1.0,Feature 5 - rver - VALUES DIFFER!
SAMPLE_F5_sordat,20110401,20110401,Feature 5 - sordat
SAMPLE_F5_sorind,"US,US,graph,W-00447","US,US,graph,W-00447",Feature 5 - sorind
SAMPLE_F5_souacc,nan,None,Feature 5 - souacc - VALUES DIFFER!
SAMPLE_F5_surend,20110401,20110401,Feature 5 - surend
SAMPLE_F5_sursta,20110316,20110316,Feature 5 - sursta
SAMPLE_F5_tecsou,None,None,Feature 5 - tecsou
SAMPLE_F5_txtdsc,US3CA52D.TXT,US3CA52D.TXT,Feature 5 - txtdsc
SAMPLE_F5_verdat,nan,None,Feature 5 - verdat - VALUES DIFFER!
SAMPLE_FEATURE_6_SEPARATOR,--- FEATURE 6 ---,--- FEATURE 6 ---,Feature 6 sample
SAMPLE_F6_agen,550,550.0,Feature 6 - agen - VALUES DIFFER!
SAMPLE_F6_catqua,nan,None,Feature 6 - catqua - VALUES DIFFER!
SAMPLE_F6_catzoc,4,4,Feature 6 - catzoc
SAMPLE_F6_drval1,nan,None,Feature 6 - drval1 - VALUES DIFFER!
SAMPLE_F6_drval2,nan,None,Feature 6 - drval2 - VALUES DIFFER!
SAMPLE_F6_dsid_dsnm,US3CA52M,US3CA52M,Feature 6 - dsid_dsnm
SAMPLE_F6_dsid_edtn,31,31,Feature 6 - dsid_edtn
SAMPLE_F6_dsid_updn,0,0,Feature 6 - dsid_updn
SAMPLE_F6_fidn,971000299,971000299.0,Feature 6 - fidn - VALUES DIFFER!
SAMPLE_F6_fids,10005,10005.0,Feature 6 - fids - VALUES DIFFER!
SAMPLE_F6_grup,2,2.0,Feature 6 - grup - VALUES DIFFER!
SAMPLE_F6_inform,None,None,Feature 6 - inform
SAMPLE_F6_lnam,022639E049EB2715,022639E049EB2715,Feature 6 - lnam
SAMPLE_F6_ninfom,None,None,Feature 6 - ninfom
SAMPLE_F6_ntxtds,None,None,Feature 6 - ntxtds
SAMPLE_F6_objl,308,308.0,Feature 6 - objl - VALUES DIFFER!
SAMPLE_F6_posacc,nan,None,Feature 6 - posacc - VALUES DIFFER!
SAMPLE_F6_prim,3,3.0,Feature 6 - prim - VALUES DIFFER!
SAMPLE_F6_rcid,808,808.0,Feature 6 - rcid - VALUES DIFFER!
SAMPLE_F6_recdat,None,None,Feature 6 - recdat
SAMPLE_F6_recind,None,None,Feature 6 - recind
SAMPLE_F6_rver,1,1.0,Feature 6 - rver - VALUES DIFFER!
SAMPLE_F6_sordat,20170920,20170920,Feature 6 - sordat
SAMPLE_F6_sorind,"US,US,reprt,L-818-2017","US,US,reprt,L-818-2017",Feature 6 - sorind
SAMPLE_F6_souacc,nan,None,Feature 6 - souacc - VALUES DIFFER!
SAMPLE_F6_surend,1969,1969,Feature 6 - surend
SAMPLE_F6_sursta,1960,1960,Feature 6 - sursta
SAMPLE_F6_tecsou,None,None,Feature 6 - tecsou
SAMPLE_F6_txtdsc,US3CA52D.TXT,US3CA52D.TXT,Feature 6 - txtdsc
SAMPLE_F6_verdat,nan,None,Feature 6 - verdat - VALUES DIFFER!
SAMPLE_FEATURE_7_SEPARATOR,--- FEATURE 7 ---,--- FEATURE 7 ---,Feature 7 sample
SAMPLE_F7_agen,550,550.0,Feature 7 - agen - VALUES DIFFER!
SAMPLE_F7_catqua,nan,None,Feature 7 - catqua - VALUES DIFFER!
SAMPLE_F7_catzoc,4,4,Feature 7 - catzoc
SAMPLE_F7_drval1,nan,None,Feature 7 - drval1 - VALUES DIFFER!
SAMPLE_F7_drval2,nan,None,Feature 7 - drval2 - VALUES DIFFER!
SAMPLE_F7_dsid_dsnm,US3CA52M,US3CA52M,Feature 7 - dsid_dsnm
SAMPLE_F7_dsid_edtn,31,31,Feature 7 - dsid_edtn
SAMPLE_F7_dsid_updn,0,0,Feature 7 - dsid_updn
SAMPLE_F7_fidn,534678190,534678190.0,Feature 7 - fidn - VALUES DIFFER!
SAMPLE_F7_fids,12345,12345.0,Feature 7 - fids - VALUES DIFFER!
SAMPLE_F7_grup,2,2.0,Feature 7 - grup - VALUES DIFFER!
SAMPLE_F7_inform,None,None,Feature 7 - inform
SAMPLE_F7_lnam,02261FDE8AAE3039,02261FDE8AAE3039,Feature 7 - lnam
SAMPLE_F7_ninfom,None,None,Feature 7 - ninfom
SAMPLE_F7_ntxtds,None,None,Feature 7 - ntxtds
SAMPLE_F7_objl,308,308.0,Feature 7 - objl - VALUES DIFFER!
SAMPLE_F7_posacc,nan,None,Feature 7 - posacc - VALUES DIFFER!
SAMPLE_F7_prim,3,3.0,Feature 7 - prim - VALUES DIFFER!
SAMPLE_F7_rcid,809,809.0,Feature 7 - rcid - VALUES DIFFER!
SAMPLE_F7_recdat,None,None,Feature 7 - recdat
SAMPLE_F7_recind,None,None,Feature 7 - recind
SAMPLE_F7_rver,1,1.0,Feature 7 - rver - VALUES DIFFER!
SAMPLE_F7_sordat,20170920,20170920,Feature 7 - sordat
SAMPLE_F7_sorind,"US,US,reprt,L-818-2017","US,US,reprt,L-818-2017",Feature 7 - sorind
SAMPLE_F7_souacc,nan,None,Feature 7 - souacc - VALUES DIFFER!
SAMPLE_F7_surend,1969,1969,Feature 7 - surend
SAMPLE_F7_sursta,1960,1960,Feature 7 - sursta
SAMPLE_F7_tecsou,None,None,Feature 7 - tecsou
SAMPLE_F7_txtdsc,US3CA52D.TXT,US3CA52D.TXT,Feature 7 - txtdsc
SAMPLE_F7_verdat,nan,None,Feature 7 - verdat - VALUES DIFFER!
SAMPLE_FEATURE_8_SEPARATOR,--- FEATURE 8 ---,--- FEATURE 8 ---,Feature 8 sample
SAMPLE_F8_agen,550,550.0,Feature 8 - agen - VALUES DIFFER!
SAMPLE_F8_catqua,nan,None,Feature 8 - catqua - VALUES DIFFER!
SAMPLE_F8_catzoc,3,3,Feature 8 - catzoc
SAMPLE_F8_drval1,nan,None,Feature 8 - drval1 - VALUES DIFFER!
SAMPLE_F8_drval2,nan,None,Feature 8 - drval2 - VALUES DIFFER!
SAMPLE_F8_dsid_dsnm,US3CA52M,US3CA52M,Feature 8 - dsid_dsnm
SAMPLE_F8_dsid_edtn,31,31,Feature 8 - dsid_edtn
SAMPLE_F8_dsid_updn,0,0,Feature 8 - dsid_updn
SAMPLE_F8_fidn,693599314,693599314.0,Feature 8 - fidn - VALUES DIFFER!
SAMPLE_F8_fids,12345,12345.0,Feature 8 - fids - VALUES DIFFER!
SAMPLE_F8_grup,2,2.0,Feature 8 - grup - VALUES DIFFER!
SAMPLE_F8_inform,None,None,Feature 8 - inform
SAMPLE_F8_lnam,022629577C523039,022629577C523039,Feature 8 - lnam
SAMPLE_F8_ninfom,None,None,Feature 8 - ninfom
SAMPLE_F8_ntxtds,None,None,Feature 8 - ntxtds
SAMPLE_F8_objl,308,308.0,Feature 8 - objl - VALUES DIFFER!
SAMPLE_F8_posacc,nan,None,Feature 8 - posacc - VALUES DIFFER!
SAMPLE_F8_prim,3,3.0,Feature 8 - prim - VALUES DIFFER!
SAMPLE_F8_rcid,810,810.0,Feature 8 - rcid - VALUES DIFFER!
SAMPLE_F8_recdat,None,None,Feature 8 - recdat
SAMPLE_F8_recind,None,None,Feature 8 - recind
SAMPLE_F8_rver,1,1.0,Feature 8 - rver - VALUES DIFFER!
SAMPLE_F8_sordat,20110401,20110401,Feature 8 - sordat
SAMPLE_F8_sorind,"US,US,graph,W-00447","US,US,graph,W-00447",Feature 8 - sorind
SAMPLE_F8_souacc,nan,None,Feature 8 - souacc - VALUES DIFFER!
SAMPLE_F8_surend,20110401,20110401,Feature 8 - surend
SAMPLE_F8_sursta,20110316,20110316,Feature 8 - sursta
SAMPLE_F8_tecsou,None,None,Feature 8 - tecsou
SAMPLE_F8_txtdsc,US3CA52D.TXT,US3CA52D.TXT,Feature 8 - txtdsc
SAMPLE_F8_verdat,nan,None,Feature 8 - verdat - VALUES DIFFER!
SAMPLE_FEATURE_9_SEPARATOR,--- FEATURE 9 ---,--- FEATURE 9 ---,Feature 9 sample
SAMPLE_F9_agen,550,550.0,Feature 9 - agen - VALUES DIFFER!
SAMPLE_F9_catqua,nan,None,Feature 9 - catqua - VALUES DIFFER!
SAMPLE_F9_catzoc,4,4,Feature 9 - catzoc
SAMPLE_F9_drval1,nan,None,Feature 9 - drval1 - VALUES DIFFER!
SAMPLE_F9_drval2,nan,None,Feature 9 - drval2 - VALUES DIFFER!
SAMPLE_F9_dsid_dsnm,US3CA52M,US3CA52M,Feature 9 - dsid_dsnm
SAMPLE_F9_dsid_edtn,31,31,Feature 9 - dsid_edtn
SAMPLE_F9_dsid_updn,0,0,Feature 9 - dsid_updn
SAMPLE_F9_fidn,78242544,78242544.0,Feature 9 - fidn - VALUES DIFFER!
SAMPLE_F9_fids,10005,10005.0,Feature 9 - fids - VALUES DIFFER!
SAMPLE_F9_grup,2,2.0,Feature 9 - grup - VALUES DIFFER!
SAMPLE_F9_inform,None,None,Feature 9 - inform
SAMPLE_F9_lnam,022604A9E2F02715,022604A9E2F02715,Feature 9 - lnam
SAMPLE_F9_ninfom,None,None,Feature 9 - ninfom
SAMPLE_F9_ntxtds,None,None,Feature 9 - ntxtds
SAMPLE_F9_objl,308,308.0,Feature 9 - objl - VALUES DIFFER!
SAMPLE_F9_posacc,nan,None,Feature 9 - posacc - VALUES DIFFER!
SAMPLE_F9_prim,3,3.0,Feature 9 - prim - VALUES DIFFER!
SAMPLE_F9_rcid,811,811.0,Feature 9 - rcid - VALUES DIFFER!
SAMPLE_F9_recdat,None,None,Feature 9 - recdat
SAMPLE_F9_recind,None,None,Feature 9 - recind
SAMPLE_F9_rver,1,1.0,Feature 9 - rver - VALUES DIFFER!
SAMPLE_F9_sordat,20170920,20170920,Feature 9 - sordat
SAMPLE_F9_sorind,"US,US,reprt,L-818-2017","US,US,reprt,L-818-2017",Feature 9 - sorind
SAMPLE_F9_souacc,nan,None,Feature 9 - souacc - VALUES DIFFER!
SAMPLE_F9_surend,1939,1939,Feature 9 - surend
SAMPLE_F9_sursta,1930,1930,Feature 9 - sursta
SAMPLE_F9_tecsou,None,None,Feature 9 - tecsou
SAMPLE_F9_txtdsc,US3CA52D.TXT,US3CA52D.TXT,Feature 9 - txtdsc
SAMPLE_F9_verdat,nan,None,Feature 9 - verdat - VALUES DIFFER!
SAMPLE_FEATURE_10_SEPARATOR,--- FEATURE 10 ---,--- FEATURE 10 ---,Feature 10 sample
SAMPLE_F10_agen,550,550.0,Feature 10 - agen - VALUES DIFFER!
SAMPLE_F10_catqua,nan,None,Feature 10 - catqua - VALUES DIFFER!
SAMPLE_F10_catzoc,4,4,Feature 10 - catzoc
SAMPLE_F10_drval1,nan,None,Feature 10 - drval1 - VALUES DIFFER!
SAMPLE_F10_drval2,nan,None,Feature 10 - drval2 - VALUES DIFFER!
SAMPLE_F10_dsid_dsnm,US3CA52M,US3CA52M,Feature 10 - dsid_dsnm
SAMPLE_F10_dsid_edtn,31,31,Feature 10 - dsid_edtn
SAMPLE_F10_dsid_updn,0,0,Feature 10 - dsid_updn
SAMPLE_F10_fidn,817489478,817489478.0,Feature 10 - fidn - VALUES DIFFER!
SAMPLE_F10_fids,12345,12345.0,Feature 10 - fids - VALUES DIFFER!
SAMPLE_F10_grup,2,2.0,Feature 10 - grup - VALUES DIFFER!
SAMPLE_F10_inform,None,None,Feature 10 - inform
SAMPLE_F10_lnam,022630B9E6463039,022630B9E6463039,Feature 10 - lnam
SAMPLE_F10_ninfom,None,None,Feature 10 - ninfom
SAMPLE_F10_ntxtds,None,None,Feature 10 - ntxtds
SAMPLE_F10_objl,308,308.0,Feature 10 - objl - VALUES DIFFER!
SAMPLE_F10_posacc,nan,None,Feature 10 - posacc - VALUES DIFFER!
SAMPLE_F10_prim,3,3.0,Feature 10 - prim - VALUES DIFFER!
SAMPLE_F10_rcid,812,812.0,Feature 10 - rcid - VALUES DIFFER!
SAMPLE_F10_recdat,None,None,Feature 10 - recdat
SAMPLE_F10_recind,None,None,Feature 10 - recind
