attribute,gpkg,spatialite,notes
PROP_COMPLETENESS_picrep,0/1604 (0.0%),0/1604 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_prim,1604/1604 (100.0%),1604/1604 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_rcid,1604/1604 (100.0%),1604/1604 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_recdat,0/1604 (0.0%),0/1604 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_recind,0/1604 (0.0%),0/1604 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_rver,1604/1604 (100.0%),1604/1604 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_scamax,0/1604 (0.0%),0/1604 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_scamin,0/1604 (0.0%),0/1604 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_sordat,1602/1604 (99.9%),1602/1604 (99.9%),Values Match (99.9%)
PROP_COMPLETENESS_sorind,1602/1604 (99.9%),1602/1604 (99.9%),Values Match (99.9%)
PROP_COMPLETENESS_txtdsc,0/1604 (0.0%),0/1604 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_veracc,0/1604 (0.0%),0/1604 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_verdat,0/1604 (0.0%),0/1604 (0.0%),Values Match (0.0%)
