attribute,gpkg,postgis,notes
SAMPLE_F4_dsid_updn,0,0,Feature 4 - dsid_updn
SAMPLE_F4_ffpt_rind,None,None,Feature 4 - ffpt_rind
SAMPLE_F4_fidn,135283768,135283768.0,Feature 4 - fidn - VALUES DIFFER!
SAMPLE_F4_fids,1765,1765.0,Feature 4 - fids - VALUES DIFFER!
SAMPLE_F4_grup,2,2.0,Feature 4 - grup - VALUES DIFFER!
SAMPLE_F4_inform,None,None,Feature 4 - inform
SAMPLE_F4_lnam,02260810443806E5,02260810443806E5,Feature 4 - lnam
SAMPLE_F4_lnam_refs,None,None,Feature 4 - lnam_refs
SAMPLE_F4_natqua,None,None,Feature 4 - natqua
SAMPLE_F4_natsur,None,None,Feature 4 - natsur
SAMPLE_F4_ninfom,None,None,Feature 4 - ninfom
SAMPLE_F4_nobjnm,None,None,Feature 4 - nobjnm
SAMPLE_F4_ntxtds,None,None,Feature 4 - ntxtds
SAMPLE_F4_objl,73,73.0,Feature 4 - objl - VALUES DIFFER!
SAMPLE_F4_objnam,Lovers Point,Lovers Point,Feature 4 - objnam
SAMPLE_F4_prim,3,3.0,Feature 4 - prim - VALUES DIFFER!
SAMPLE_F4_rcid,863,863.0,Feature 4 - rcid - VALUES DIFFER!
SAMPLE_F4_recdat,None,None,Feature 4 - recdat
SAMPLE_F4_recind,None,None,Feature 4 - recind
SAMPLE_F4_rver,1,1.0,Feature 4 - rver - VALUES DIFFER!
SAMPLE_F4_scamax,nan,None,Feature 4 - scamax
SAMPLE_F4_scamin,259999,259999,Feature 4 - scamin
SAMPLE_F4_sordat,201305,201305,Feature 4 - sordat
SAMPLE_F4_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 4 - sorind
SAMPLE_F4_txtdsc,None,None,Feature 4 - txtdsc
SAMPLE_F4_watlev,nan,None,Feature 4 - watlev
SAMPLE_FEATURE_5_SEPARATOR,--- FEATURE 5 ---,--- FEATURE 5 ---,Feature 5 sample
SAMPLE_F5_agen,550,550.0,Feature 5 - agen - VALUES DIFFER!
SAMPLE_F5_catlnd,None,None,Feature 5 - catlnd
SAMPLE_F5_dsid_dsnm,US3CA52M,US3CA52M,Feature 5 - dsid_dsnm
SAMPLE_F5_dsid_edtn,31,31,Feature 5 - dsid_edtn
SAMPLE_F5_dsid_updn,0,0,Feature 5 - dsid_updn
SAMPLE_F5_ffpt_rind,None,None,Feature 5 - ffpt_rind
SAMPLE_F5_fidn,135232434,135232434.0,Feature 5 - fidn - VALUES DIFFER!
SAMPLE_F5_fids,1765,1765.0,Feature 5 - fids - VALUES DIFFER!
SAMPLE_F5_grup,2,2.0,Feature 5 - grup - VALUES DIFFER!
SAMPLE_F5_inform,None,None,Feature 5 - inform
SAMPLE_F5_lnam,0226080F7BB206E5,0226080F7BB206E5,Feature 5 - lnam
SAMPLE_F5_lnam_refs,None,None,Feature 5 - lnam_refs
SAMPLE_F5_natqua,None,None,Feature 5 - natqua
SAMPLE_F5_natsur,None,None,Feature 5 - natsur
SAMPLE_F5_ninfom,None,None,Feature 5 - ninfom
SAMPLE_F5_nobjnm,None,None,Feature 5 - nobjnm
SAMPLE_F5_ntxtds,None,None,Feature 5 - ntxtds
SAMPLE_F5_objl,73,73.0,Feature 5 - objl - VALUES DIFFER!
SAMPLE_F5_objnam,Point Pinos,Point Pinos,Feature 5 - objnam
SAMPLE_F5_prim,3,3.0,Feature 5 - prim - VALUES DIFFER!
SAMPLE_F5_rcid,864,864.0,Feature 5 - rcid - VALUES DIFFER!
SAMPLE_F5_recdat,None,None,Feature 5 - recdat
SAMPLE_F5_recind,None,None,Feature 5 - recind
SAMPLE_F5_rver,1,1.0,Feature 5 - rver - VALUES DIFFER!
SAMPLE_F5_scamax,nan,None,Feature 5 - scamax
SAMPLE_F5_scamin,259999,259999,Feature 5 - scamin
SAMPLE_F5_sordat,201305,201305,Feature 5 - sordat
SAMPLE_F5_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 5 - sorind
SAMPLE_F5_txtdsc,None,None,Feature 5 - txtdsc
SAMPLE_F5_watlev,nan,None,Feature 5 - watlev
SAMPLE_FEATURE_6_SEPARATOR,--- FEATURE 6 ---,--- FEATURE 6 ---,Feature 6 sample
SAMPLE_F6_agen,550,550.0,Feature 6 - agen - VALUES DIFFER!
SAMPLE_F6_catlnd,None,None,Feature 6 - catlnd
SAMPLE_F6_dsid_dsnm,US3CA52M,US3CA52M,Feature 6 - dsid_dsnm
SAMPLE_F6_dsid_edtn,31,31,Feature 6 - dsid_edtn
SAMPLE_F6_dsid_updn,0,0,Feature 6 - dsid_updn
SAMPLE_F6_ffpt_rind,None,None,Feature 6 - ffpt_rind
SAMPLE_F6_fidn,19919837,19919837.0,Feature 6 - fidn - VALUES DIFFER!
SAMPLE_F6_fids,50,50.0,Feature 6 - fids - VALUES DIFFER!
SAMPLE_F6_grup,2,2.0,Feature 6 - grup - VALUES DIFFER!
SAMPLE_F6_inform,None,None,Feature 6 - inform
SAMPLE_F6_lnam,0226012FF3DD0032,0226012FF3DD0032,Feature 6 - lnam
SAMPLE_F6_lnam_refs,None,None,Feature 6 - lnam_refs
SAMPLE_F6_natqua,None,None,Feature 6 - natqua
SAMPLE_F6_natsur,None,None,Feature 6 - natsur
SAMPLE_F6_ninfom,None,None,Feature 6 - ninfom
SAMPLE_F6_nobjnm,None,None,Feature 6 - nobjnm
SAMPLE_F6_ntxtds,None,None,Feature 6 - ntxtds
SAMPLE_F6_objl,73,73.0,Feature 6 - objl - VALUES DIFFER!
SAMPLE_F6_objnam,Pillar Point,Pillar Point,Feature 6 - objnam
SAMPLE_F6_prim,3,3.0,Feature 6 - prim - VALUES DIFFER!
SAMPLE_F6_rcid,865,865.0,Feature 6 - rcid - VALUES DIFFER!
SAMPLE_F6_recdat,None,None,Feature 6 - recdat
SAMPLE_F6_recind,None,None,Feature 6 - recind
SAMPLE_F6_rver,1,1.0,Feature 6 - rver - VALUES DIFFER!
SAMPLE_F6_scamax,nan,None,Feature 6 - scamax
SAMPLE_F6_scamin,259999,259999,Feature 6 - scamin
SAMPLE_F6_sordat,201305,201305,Feature 6 - sordat
SAMPLE_F6_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 6 - sorind
SAMPLE_F6_txtdsc,None,None,Feature 6 - txtdsc
SAMPLE_F6_watlev,nan,None,Feature 6 - watlev
SAMPLE_FEATURE_7_SEPARATOR,--- FEATURE 7 ---,--- FEATURE 7 ---,Feature 7 sample
SAMPLE_F7_agen,550,550.0,Feature 7 - agen - VALUES DIFFER!
SAMPLE_F7_catlnd,None,None,Feature 7 - catlnd
SAMPLE_F7_dsid_dsnm,US3CA52M,US3CA52M,Feature 7 - dsid_dsnm
SAMPLE_F7_dsid_edtn,31,31,Feature 7 - dsid_edtn
SAMPLE_F7_dsid_updn,0,0,Feature 7 - dsid_updn
SAMPLE_F7_ffpt_rind,None,None,Feature 7 - ffpt_rind
SAMPLE_F7_fidn,22327247,22327247.0,Feature 7 - fidn - VALUES DIFFER!
SAMPLE_F7_fids,50,50.0,Feature 7 - fids - VALUES DIFFER!
SAMPLE_F7_grup,2,2.0,Feature 7 - grup - VALUES DIFFER!
SAMPLE_F7_inform,None,None,Feature 7 - inform
SAMPLE_F7_lnam,02260154AFCF0032,02260154AFCF0032,Feature 7 - lnam
SAMPLE_F7_lnam_refs,None,None,Feature 7 - lnam_refs
SAMPLE_F7_natqua,None,None,Feature 7 - natqua
SAMPLE_F7_natsur,None,None,Feature 7 - natsur
SAMPLE_F7_ninfom,None,None,Feature 7 - ninfom
SAMPLE_F7_nobjnm,None,None,Feature 7 - nobjnm
SAMPLE_F7_ntxtds,None,None,Feature 7 - ntxtds
SAMPLE_F7_objl,73,73.0,Feature 7 - objl - VALUES DIFFER!
SAMPLE_F7_objnam,Point Lobos,Point Lobos,Feature 7 - objnam
SAMPLE_F7_prim,3,3.0,Feature 7 - prim - VALUES DIFFER!
SAMPLE_F7_rcid,866,866.0,Feature 7 - rcid - VALUES DIFFER!
SAMPLE_F7_recdat,None,None,Feature 7 - recdat
SAMPLE_F7_recind,None,None,Feature 7 - recind
SAMPLE_F7_rver,1,1.0,Feature 7 - rver - VALUES DIFFER!
SAMPLE_F7_scamax,nan,None,Feature 7 - scamax
SAMPLE_F7_scamin,259999,259999,Feature 7 - scamin
SAMPLE_F7_sordat,201305,201305,Feature 7 - sordat
SAMPLE_F7_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 7 - sorind
SAMPLE_F7_txtdsc,None,None,Feature 7 - txtdsc
SAMPLE_F7_watlev,nan,None,Feature 7 - watlev
SAMPLE_FEATURE_8_SEPARATOR,--- FEATURE 8 ---,--- FEATURE 8 ---,Feature 8 sample
SAMPLE_F8_agen,550,550.0,Feature 8 - agen - VALUES DIFFER!
SAMPLE_F8_catlnd,None,None,Feature 8 - catlnd
SAMPLE_F8_dsid_dsnm,US3CA52M,US3CA52M,Feature 8 - dsid_dsnm
SAMPLE_F8_dsid_edtn,31,31,Feature 8 - dsid_edtn
SAMPLE_F8_dsid_updn,0,0,Feature 8 - dsid_updn
SAMPLE_F8_ffpt_rind,None,None,Feature 8 - ffpt_rind
SAMPLE_F8_fidn,135321436,135321436.0,Feature 8 - fidn - VALUES DIFFER!
SAMPLE_F8_fids,1765,1765.0,Feature 8 - fids - VALUES DIFFER!
SAMPLE_F8_grup,2,2.0,Feature 8 - grup - VALUES DIFFER!
SAMPLE_F8_inform,None,None,Feature 8 - inform
SAMPLE_F8_lnam,02260810D75C06E5,02260810D75C06E5,Feature 8 - lnam
SAMPLE_F8_lnam_refs,None,None,Feature 8 - lnam_refs
SAMPLE_F8_natqua,None,None,Feature 8 - natqua
SAMPLE_F8_natsur,None,None,Feature 8 - natsur
SAMPLE_F8_ninfom,None,None,Feature 8 - ninfom
SAMPLE_F8_nobjnm,None,None,Feature 8 - nobjnm
SAMPLE_F8_ntxtds,None,None,Feature 8 - ntxtds
SAMPLE_F8_objl,73,73.0,Feature 8 - objl - VALUES DIFFER!
SAMPLE_F8_objnam,Point Año Nuevo,Point Año Nuevo,Feature 8 - objnam
SAMPLE_F8_prim,3,3.0,Feature 8 - prim - VALUES DIFFER!
SAMPLE_F8_rcid,867,867.0,Feature 8 - rcid - VALUES DIFFER!
SAMPLE_F8_recdat,None,None,Feature 8 - recdat
SAMPLE_F8_recind,None,None,Feature 8 - recind
SAMPLE_F8_rver,1,1.0,Feature 8 - rver - VALUES DIFFER!
SAMPLE_F8_scamax,nan,None,Feature 8 - scamax
SAMPLE_F8_scamin,259999,259999,Feature 8 - scamin
SAMPLE_F8_sordat,201305,201305,Feature 8 - sordat
SAMPLE_F8_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 8 - sorind
SAMPLE_F8_txtdsc,None,None,Feature 8 - txtdsc
SAMPLE_F8_watlev,nan,None,Feature 8 - watlev
SAMPLE_FEATURE_9_SEPARATOR,--- FEATURE 9 ---,--- FEATURE 9 ---,Feature 9 sample
SAMPLE_F9_agen,550,550.0,Feature 9 - agen - VALUES DIFFER!
SAMPLE_F9_catlnd,None,None,Feature 9 - catlnd
SAMPLE_F9_dsid_dsnm,US3CA52M,US3CA52M,Feature 9 - dsid_dsnm
SAMPLE_F9_dsid_edtn,31,31,Feature 9 - dsid_edtn
SAMPLE_F9_dsid_updn,0,0,Feature 9 - dsid_updn
SAMPLE_F9_ffpt_rind,None,None,Feature 9 - ffpt_rind
SAMPLE_F9_fidn,19919563,19919563.0,Feature 9 - fidn - VALUES DIFFER!
SAMPLE_F9_fids,50,50.0,Feature 9 - fids - VALUES DIFFER!
SAMPLE_F9_grup,2,2.0,Feature 9 - grup - VALUES DIFFER!
SAMPLE_F9_inform,None,None,Feature 9 - inform
SAMPLE_F9_lnam,0226012FF2CB0032,0226012FF2CB0032,Feature 9 - lnam
SAMPLE_F9_lnam_refs,None,None,Feature 9 - lnam_refs
SAMPLE_F9_natqua,None,None,Feature 9 - natqua
SAMPLE_F9_natsur,None,None,Feature 9 - natsur
SAMPLE_F9_ninfom,None,None,Feature 9 - ninfom
SAMPLE_F9_nobjnm,None,None,Feature 9 - nobjnm
SAMPLE_F9_ntxtds,None,None,Feature 9 - ntxtds
SAMPLE_F9_objl,73,73.0,Feature 9 - objl - VALUES DIFFER!
SAMPLE_F9_objnam,Yankee Point,Yankee Point,Feature 9 - objnam
SAMPLE_F9_prim,3,3.0,Feature 9 - prim - VALUES DIFFER!
SAMPLE_F9_rcid,868,868.0,Feature 9 - rcid - VALUES DIFFER!
SAMPLE_F9_recdat,None,None,Feature 9 - recdat
SAMPLE_F9_recind,None,None,Feature 9 - recind
SAMPLE_F9_rver,1,1.0,Feature 9 - rver - VALUES DIFFER!
SAMPLE_F9_scamax,nan,None,Feature 9 - scamax
SAMPLE_F9_scamin,259999,259999,Feature 9 - scamin
SAMPLE_F9_sordat,201305,201305,Feature 9 - sordat
SAMPLE_F9_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 9 - sorind
SAMPLE_F9_txtdsc,None,None,Feature 9 - txtdsc
SAMPLE_F9_watlev,nan,None,Feature 9 - watlev
SAMPLE_FEATURE_10_SEPARATOR,--- FEATURE 10 ---,--- FEATURE 10 ---,Feature 10 sample
SAMPLE_F10_agen,550,550.0,Feature 10 - agen - VALUES DIFFER!
SAMPLE_F10_catlnd,"[ ""2"" ]",['2'],Feature 10 - catlnd - VALUES DIFFER!
SAMPLE_F10_dsid_dsnm,US3CA52M,US3CA52M,Feature 10 - dsid_dsnm
SAMPLE_F10_dsid_edtn,31,31,Feature 10 - dsid_edtn
SAMPLE_F10_dsid_updn,0,0,Feature 10 - dsid_updn
SAMPLE_F10_ffpt_rind,None,None,Feature 10 - ffpt_rind
SAMPLE_F10_fidn,22295403,22295403.0,Feature 10 - fidn - VALUES DIFFER!
SAMPLE_F10_fids,50,50.0,Feature 10 - fids - VALUES DIFFER!
SAMPLE_F10_grup,2,2.0,Feature 10 - grup - VALUES DIFFER!
SAMPLE_F10_inform,None,None,Feature 10 - inform
SAMPLE_F10_lnam,02260154336B0032,02260154336B0032,Feature 10 - lnam
SAMPLE_F10_lnam_refs,None,None,Feature 10 - lnam_refs
SAMPLE_F10_natqua,None,None,Feature 10 - natqua
SAMPLE_F10_natsur,None,None,Feature 10 - natsur
SAMPLE_F10_ninfom,None,None,Feature 10 - ninfom
SAMPLE_F10_nobjnm,None,None,Feature 10 - nobjnm
SAMPLE_F10_ntxtds,None,None,Feature 10 - ntxtds
SAMPLE_F10_objl,73,73.0,Feature 10 - objl - VALUES DIFFER!
SAMPLE_F10_objnam,None,None,Feature 10 - objnam
SAMPLE_F10_prim,3,3.0,Feature 10 - prim - VALUES DIFFER!
SAMPLE_F10_rcid,869,869.0,Feature 10 - rcid - VALUES DIFFER!
SAMPLE_F10_recdat,None,None,Feature 10 - recdat
SAMPLE_F10_recind,None,None,Feature 10 - recind
SAMPLE_F10_rver,1,1.0,Feature 10 - rver - VALUES DIFFER!
SAMPLE_F10_scamax,nan,None,Feature 10 - scamax
SAMPLE_F10_scamin,259999,259999,Feature 10 - scamin
SAMPLE_F10_sordat,201305,201305,Feature 10 - sordat
SAMPLE_F10_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 10 - sorind
SAMPLE_F10_txtdsc,None,None,Feature 10 - txtdsc
SAMPLE_F10_watlev,nan,None,Feature 10 - watlev
