attribute,gpkg,postgis,notes
SAMPLE_F1_souacc,nan,None,Feature 1 - souacc
SAMPLE_F1_status,None,None,Feature 1 - status
SAMPLE_F1_trafic,4,4,Feature 1 - trafic
SAMPLE_F1_txtdsc,None,None,Feature 1 - txtdsc
SAMPLE_F1_verdat,nan,None,Feature 1 - verdat
SAMPLE_FEATURE_2_SEPARATOR,--- FEATURE 2 ---,--- FEATURE 2 ---,Feature 2 sample
SAMPLE_F2_agen,550,550.0,Feature 2 - agen - VALUES DIFFER!
SAMPLE_F2_datend,None,None,Feature 2 - datend
SAMPLE_F2_datsta,None,None,Feature 2 - datsta
SAMPLE_F2_drval1,nan,None,Feature 2 - drval1
SAMPLE_F2_dsid_dsnm,US4CA60M,US4CA60M,Feature 2 - dsid_dsnm
SAMPLE_F2_dsid_edtn,37,37,Feature 2 - dsid_edtn
SAMPLE_F2_dsid_updn,6,6,Feature 2 - dsid_updn
SAMPLE_F2_ffpt_rind,None,None,Feature 2 - ffpt_rind
SAMPLE_F2_fidn,20274734,20274734.0,Feature 2 - fidn - VALUES DIFFER!
SAMPLE_F2_fids,50,50.0,Feature 2 - fids - VALUES DIFFER!
SAMPLE_F2_grup,2,2.0,Feature 2 - grup - VALUES DIFFER!
SAMPLE_F2_inform,None,None,Feature 2 - inform
SAMPLE_F2_lnam,022601355E2E0032,022601355E2E0032,Feature 2 - lnam
SAMPLE_F2_lnam_refs,None,None,Feature 2 - lnam_refs
SAMPLE_F2_ninfom,None,None,Feature 2 - ninfom
SAMPLE_F2_nobjnm,None,None,Feature 2 - nobjnm
SAMPLE_F2_ntxtds,None,None,Feature 2 - ntxtds
SAMPLE_F2_objl,51,51.0,Feature 2 - objl - VALUES DIFFER!
SAMPLE_F2_objnam,Long Beach Channel,Long Beach Channel,Feature 2 - objnam
SAMPLE_F2_orient,nan,None,Feature 2 - orient
SAMPLE_F2_prim,3,3.0,Feature 2 - prim - VALUES DIFFER!
SAMPLE_F2_quasou,None,None,Feature 2 - quasou
SAMPLE_F2_rcid,3669,3669.0,Feature 2 - rcid - VALUES DIFFER!
SAMPLE_F2_recdat,None,None,Feature 2 - recdat
SAMPLE_F2_recind,None,None,Feature 2 - recind
SAMPLE_F2_restrn,None,None,Feature 2 - restrn
SAMPLE_F2_rver,4,4.0,Feature 2 - rver - VALUES DIFFER!
SAMPLE_F2_scamax,nan,None,Feature 2 - scamax
SAMPLE_F2_scamin,179999,179999,Feature 2 - scamin
SAMPLE_F2_sordat,20041105,20041105,Feature 2 - sordat
SAMPLE_F2_sorind,"US,US,reprt,DD-5636","US,US,reprt,DD-5636",Feature 2 - sorind
SAMPLE_F2_souacc,nan,None,Feature 2 - souacc
SAMPLE_F2_status,None,None,Feature 2 - status
SAMPLE_F2_trafic,4,4,Feature 2 - trafic
SAMPLE_F2_txtdsc,None,None,Feature 2 - txtdsc
SAMPLE_F2_verdat,nan,None,Feature 2 - verdat
SAMPLE_FEATURE_3_SEPARATOR,--- FEATURE 3 ---,--- FEATURE 3 ---,Feature 3 sample
SAMPLE_F3_agen,550,550.0,Feature 3 - agen - VALUES DIFFER!
SAMPLE_F3_datend,None,None,Feature 3 - datend
SAMPLE_F3_datsta,None,None,Feature 3 - datsta
SAMPLE_F3_drval1,nan,None,Feature 3 - drval1
SAMPLE_F3_dsid_dsnm,US4CA60M,US4CA60M,Feature 3 - dsid_dsnm
SAMPLE_F3_dsid_edtn,37,37,Feature 3 - dsid_edtn
SAMPLE_F3_dsid_updn,6,6,Feature 3 - dsid_updn
SAMPLE_F3_ffpt_rind,None,None,Feature 3 - ffpt_rind
SAMPLE_F3_fidn,275583115,275583115.0,Feature 3 - fidn - VALUES DIFFER!
SAMPLE_F3_fids,4143,4143.0,Feature 3 - fids - VALUES DIFFER!
SAMPLE_F3_grup,2,2.0,Feature 3 - grup - VALUES DIFFER!
SAMPLE_F3_inform,None,None,Feature 3 - inform
SAMPLE_F3_lnam,0226106D108B102F,0226106D108B102F,Feature 3 - lnam
SAMPLE_F3_lnam_refs,None,None,Feature 3 - lnam_refs
SAMPLE_F3_ninfom,None,None,Feature 3 - ninfom
SAMPLE_F3_nobjnm,None,None,Feature 3 - nobjnm
SAMPLE_F3_ntxtds,None,None,Feature 3 - ntxtds
SAMPLE_F3_objl,51,51.0,Feature 3 - objl - VALUES DIFFER!
SAMPLE_F3_objnam,None,None,Feature 3 - objnam
SAMPLE_F3_orient,nan,None,Feature 3 - orient
SAMPLE_F3_prim,3,3.0,Feature 3 - prim - VALUES DIFFER!
SAMPLE_F3_quasou,None,None,Feature 3 - quasou
SAMPLE_F3_rcid,3670,3670.0,Feature 3 - rcid - VALUES DIFFER!
SAMPLE_F3_recdat,None,None,Feature 3 - recdat
SAMPLE_F3_recind,None,None,Feature 3 - recind
SAMPLE_F3_restrn,None,None,Feature 3 - restrn
SAMPLE_F3_rver,3,3.0,Feature 3 - rver - VALUES DIFFER!
SAMPLE_F3_scamax,nan,None,Feature 3 - scamax
SAMPLE_F3_scamin,179999,179999,Feature 3 - scamin
SAMPLE_F3_sordat,20090410,20090410,Feature 3 - sordat
SAMPLE_F3_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 3 - sorind
SAMPLE_F3_souacc,nan,None,Feature 3 - souacc
SAMPLE_F3_status,None,None,Feature 3 - status
SAMPLE_F3_trafic,4,4,Feature 3 - trafic
SAMPLE_F3_txtdsc,None,None,Feature 3 - txtdsc
SAMPLE_F3_verdat,nan,None,Feature 3 - verdat
SAMPLE_FEATURE_4_SEPARATOR,--- FEATURE 4 ---,--- FEATURE 4 ---,Feature 4 sample
SAMPLE_F4_agen,550,550.0,Feature 4 - agen - VALUES DIFFER!
SAMPLE_F4_datend,None,None,Feature 4 - datend
SAMPLE_F4_datsta,None,None,Feature 4 - datsta
SAMPLE_F4_drval1,nan,None,Feature 4 - drval1
SAMPLE_F4_dsid_dsnm,US4CA60M,US4CA60M,Feature 4 - dsid_dsnm
SAMPLE_F4_dsid_edtn,37,37,Feature 4 - dsid_edtn
SAMPLE_F4_dsid_updn,6,6,Feature 4 - dsid_updn
SAMPLE_F4_ffpt_rind,None,None,Feature 4 - ffpt_rind
SAMPLE_F4_fidn,795103139,795103139.0,Feature 4 - fidn - VALUES DIFFER!
SAMPLE_F4_fids,17978,17978.0,Feature 4 - fids - VALUES DIFFER!
SAMPLE_F4_grup,2,2.0,Feature 4 - grup - VALUES DIFFER!
SAMPLE_F4_inform,None,None,Feature 4 - inform
SAMPLE_F4_lnam,02262F644FA3463A,02262F644FA3463A,Feature 4 - lnam
SAMPLE_F4_lnam_refs,None,None,Feature 4 - lnam_refs
SAMPLE_F4_ninfom,None,None,Feature 4 - ninfom
SAMPLE_F4_nobjnm,None,None,Feature 4 - nobjnm
SAMPLE_F4_ntxtds,None,None,Feature 4 - ntxtds
SAMPLE_F4_objl,51,51.0,Feature 4 - objl - VALUES DIFFER!
SAMPLE_F4_objnam,Los Angeles Main Channel,Los Angeles Main Channel,Feature 4 - objnam
SAMPLE_F4_orient,nan,None,Feature 4 - orient
SAMPLE_F4_prim,3,3.0,Feature 4 - prim - VALUES DIFFER!
SAMPLE_F4_quasou,None,None,Feature 4 - quasou
SAMPLE_F4_rcid,3671,3671.0,Feature 4 - rcid - VALUES DIFFER!
SAMPLE_F4_recdat,None,None,Feature 4 - recdat
SAMPLE_F4_recind,None,None,Feature 4 - recind
SAMPLE_F4_restrn,None,None,Feature 4 - restrn
SAMPLE_F4_rver,2,2.0,Feature 4 - rver - VALUES DIFFER!
SAMPLE_F4_scamax,nan,None,Feature 4 - scamax
SAMPLE_F4_scamin,179999,179999,Feature 4 - scamin
SAMPLE_F4_sordat,20041105,20041105,Feature 4 - sordat
SAMPLE_F4_sorind,"US,US,reprt,DD-5636","US,US,reprt,DD-5636",Feature 4 - sorind
SAMPLE_F4_souacc,nan,None,Feature 4 - souacc
SAMPLE_F4_status,None,None,Feature 4 - status
SAMPLE_F4_trafic,4,4,Feature 4 - trafic
SAMPLE_F4_txtdsc,None,None,Feature 4 - txtdsc
SAMPLE_F4_verdat,nan,None,Feature 4 - verdat
SAMPLE_FEATURE_5_SEPARATOR,--- FEATURE 5 ---,--- FEATURE 5 ---,Feature 5 sample
SAMPLE_F5_agen,550,550.0,Feature 5 - agen - VALUES DIFFER!
SAMPLE_F5_datend,None,None,Feature 5 - datend
SAMPLE_F5_datsta,None,None,Feature 5 - datsta
SAMPLE_F5_drval1,nan,None,Feature 5 - drval1
SAMPLE_F5_dsid_dsnm,US4CA60M,US4CA60M,Feature 5 - dsid_dsnm
SAMPLE_F5_dsid_edtn,37,37,Feature 5 - dsid_edtn
SAMPLE_F5_dsid_updn,6,6,Feature 5 - dsid_updn
SAMPLE_F5_ffpt_rind,None,None,Feature 5 - ffpt_rind
SAMPLE_F5_fidn,275028937,275028937.0,Feature 5 - fidn - VALUES DIFFER!
SAMPLE_F5_fids,4139,4139.0,Feature 5 - fids - VALUES DIFFER!
SAMPLE_F5_grup,2,2.0,Feature 5 - grup - VALUES DIFFER!
SAMPLE_F5_inform,None,None,Feature 5 - inform
SAMPLE_F5_lnam,022610649BC9102B,022610649BC9102B,Feature 5 - lnam
SAMPLE_F5_lnam_refs,None,None,Feature 5 - lnam_refs
SAMPLE_F5_ninfom,None,None,Feature 5 - ninfom
SAMPLE_F5_nobjnm,None,None,Feature 5 - nobjnm
SAMPLE_F5_ntxtds,None,None,Feature 5 - ntxtds
SAMPLE_F5_objl,51,51.0,Feature 5 - objl - VALUES DIFFER!
SAMPLE_F5_objnam,None,None,Feature 5 - objnam
SAMPLE_F5_orient,nan,None,Feature 5 - orient
SAMPLE_F5_prim,3,3.0,Feature 5 - prim - VALUES DIFFER!
SAMPLE_F5_quasou,None,None,Feature 5 - quasou
SAMPLE_F5_rcid,3672,3672.0,Feature 5 - rcid - VALUES DIFFER!
SAMPLE_F5_recdat,None,None,Feature 5 - recdat
SAMPLE_F5_recind,None,None,Feature 5 - recind
SAMPLE_F5_restrn,None,None,Feature 5 - restrn
SAMPLE_F5_rver,1,1.0,Feature 5 - rver - VALUES DIFFER!
SAMPLE_F5_scamax,nan,None,Feature 5 - scamax
SAMPLE_F5_scamin,179999,179999,Feature 5 - scamin
SAMPLE_F5_sordat,20041105,20041105,Feature 5 - sordat
SAMPLE_F5_sorind,"US,US,reprt,DD-5636","US,US,reprt,DD-5636",Feature 5 - sorind
SAMPLE_F5_souacc,nan,None,Feature 5 - souacc
SAMPLE_F5_status,None,None,Feature 5 - status
SAMPLE_F5_trafic,4,4,Feature 5 - trafic
SAMPLE_F5_txtdsc,None,None,Feature 5 - txtdsc
SAMPLE_F5_verdat,nan,None,Feature 5 - verdat
SAMPLE_FEATURE_6_SEPARATOR,--- FEATURE 6 ---,--- FEATURE 6 ---,Feature 6 sample
SAMPLE_F6_agen,550,550.0,Feature 6 - agen - VALUES DIFFER!
SAMPLE_F6_datend,None,None,Feature 6 - datend
SAMPLE_F6_datsta,None,None,Feature 6 - datsta
SAMPLE_F6_drval1,nan,None,Feature 6 - drval1
SAMPLE_F6_dsid_dsnm,US4CA60M,US4CA60M,Feature 6 - dsid_dsnm
SAMPLE_F6_dsid_edtn,37,37,Feature 6 - dsid_edtn
SAMPLE_F6_dsid_updn,6,6,Feature 6 - dsid_updn
SAMPLE_F6_ffpt_rind,None,None,Feature 6 - ffpt_rind
SAMPLE_F6_fidn,20274735,20274735.0,Feature 6 - fidn - VALUES DIFFER!
SAMPLE_F6_fids,50,50.0,Feature 6 - fids - VALUES DIFFER!
SAMPLE_F6_grup,2,2.0,Feature 6 - grup - VALUES DIFFER!
SAMPLE_F6_inform,None,None,Feature 6 - inform
SAMPLE_F6_lnam,022601355E2F0032,022601355E2F0032,Feature 6 - lnam
SAMPLE_F6_lnam_refs,None,None,Feature 6 - lnam_refs
SAMPLE_F6_ninfom,None,None,Feature 6 - ninfom
SAMPLE_F6_nobjnm,None,None,Feature 6 - nobjnm
SAMPLE_F6_ntxtds,None,None,Feature 6 - ntxtds
SAMPLE_F6_objl,51,51.0,Feature 6 - objl - VALUES DIFFER!
SAMPLE_F6_objnam,Long Beach Middle Channel,Long Beach Middle Channel,Feature 6 - objnam
SAMPLE_F6_orient,nan,None,Feature 6 - orient
SAMPLE_F6_prim,3,3.0,Feature 6 - prim - VALUES DIFFER!
SAMPLE_F6_quasou,None,None,Feature 6 - quasou
SAMPLE_F6_rcid,3673,3673.0,Feature 6 - rcid - VALUES DIFFER!
SAMPLE_F6_recdat,None,None,Feature 6 - recdat
SAMPLE_F6_recind,None,None,Feature 6 - recind
SAMPLE_F6_restrn,None,None,Feature 6 - restrn
SAMPLE_F6_rver,1,1.0,Feature 6 - rver - VALUES DIFFER!
SAMPLE_F6_scamax,nan,None,Feature 6 - scamax
SAMPLE_F6_scamin,179999,179999,Feature 6 - scamin
SAMPLE_F6_sordat,20041105,20041105,Feature 6 - sordat
SAMPLE_F6_sorind,"US,US,reprt,DD-5636","US,US,reprt,DD-5636",Feature 6 - sorind
SAMPLE_F6_souacc,nan,None,Feature 6 - souacc
SAMPLE_F6_status,None,None,Feature 6 - status
SAMPLE_F6_trafic,4,4,Feature 6 - trafic
SAMPLE_F6_txtdsc,None,None,Feature 6 - txtdsc
SAMPLE_F6_verdat,nan,None,Feature 6 - verdat
SAMPLE_FEATURE_7_SEPARATOR,--- FEATURE 7 ---,--- FEATURE 7 ---,Feature 7 sample
SAMPLE_F7_agen,550,550.0,Feature 7 - agen - VALUES DIFFER!
SAMPLE_F7_datend,None,None,Feature 7 - datend
SAMPLE_F7_datsta,None,None,Feature 7 - datsta
SAMPLE_F7_drval1,nan,None,Feature 7 - drval1
SAMPLE_F7_dsid_dsnm,US4CA60M,US4CA60M,Feature 7 - dsid_dsnm
SAMPLE_F7_dsid_edtn,37,37,Feature 7 - dsid_edtn
SAMPLE_F7_dsid_updn,6,6,Feature 7 - dsid_updn
SAMPLE_F7_ffpt_rind,None,None,Feature 7 - ffpt_rind
SAMPLE_F7_fidn,275028945,275028945.0,Feature 7 - fidn - VALUES DIFFER!
SAMPLE_F7_fids,4139,4139.0,Feature 7 - fids - VALUES DIFFER!
SAMPLE_F7_grup,2,2.0,Feature 7 - grup - VALUES DIFFER!
SAMPLE_F7_inform,None,None,Feature 7 - inform
SAMPLE_F7_lnam,022610649BD1102B,022610649BD1102B,Feature 7 - lnam
SAMPLE_F7_lnam_refs,None,None,Feature 7 - lnam_refs
SAMPLE_F7_ninfom,None,None,Feature 7 - ninfom
SAMPLE_F7_nobjnm,None,None,Feature 7 - nobjnm
SAMPLE_F7_ntxtds,None,None,Feature 7 - ntxtds
SAMPLE_F7_objl,51,51.0,Feature 7 - objl - VALUES DIFFER!
SAMPLE_F7_objnam,Pier 400 channel,Pier 400 channel,Feature 7 - objnam
SAMPLE_F7_orient,nan,None,Feature 7 - orient
SAMPLE_F7_prim,3,3.0,Feature 7 - prim - VALUES DIFFER!
SAMPLE_F7_quasou,None,None,Feature 7 - quasou
SAMPLE_F7_rcid,3674,3674.0,Feature 7 - rcid - VALUES DIFFER!
SAMPLE_F7_recdat,None,None,Feature 7 - recdat
SAMPLE_F7_recind,None,None,Feature 7 - recind
SAMPLE_F7_restrn,None,None,Feature 7 - restrn
SAMPLE_F7_rver,1,1.0,Feature 7 - rver - VALUES DIFFER!
SAMPLE_F7_scamax,nan,None,Feature 7 - scamax
SAMPLE_F7_scamin,179999,179999,Feature 7 - scamin
SAMPLE_F7_sordat,20041105,20041105,Feature 7 - sordat
SAMPLE_F7_sorind,"US,US,reprt,DD-5636","US,US,reprt,DD-5636",Feature 7 - sorind
SAMPLE_F7_souacc,nan,None,Feature 7 - souacc
SAMPLE_F7_status,None,None,Feature 7 - status
SAMPLE_F7_trafic,4,4,Feature 7 - trafic
SAMPLE_F7_txtdsc,None,None,Feature 7 - txtdsc
SAMPLE_F7_verdat,nan,None,Feature 7 - verdat
SAMPLE_FEATURE_8_SEPARATOR,--- FEATURE 8 ---,--- FEATURE 8 ---,Feature 8 sample
SAMPLE_F8_agen,550,550.0,Feature 8 - agen - VALUES DIFFER!
SAMPLE_F8_datend,None,None,Feature 8 - datend
SAMPLE_F8_datsta,None,None,Feature 8 - datsta
SAMPLE_F8_drval1,nan,None,Feature 8 - drval1
SAMPLE_F8_dsid_dsnm,US4CA60M,US4CA60M,Feature 8 - dsid_dsnm
SAMPLE_F8_dsid_edtn,37,37,Feature 8 - dsid_edtn
SAMPLE_F8_dsid_updn,6,6,Feature 8 - dsid_updn
SAMPLE_F8_ffpt_rind,None,None,Feature 8 - ffpt_rind
SAMPLE_F8_fidn,190781217,190781217.0,Feature 8 - fidn - VALUES DIFFER!
SAMPLE_F8_fids,17978,17978.0,Feature 8 - fids - VALUES DIFFER!
SAMPLE_F8_grup,2,2.0,Feature 8 - grup - VALUES DIFFER!
SAMPLE_F8_inform,None,None,Feature 8 - inform
SAMPLE_F8_lnam,02260B5F1721463A,02260B5F1721463A,Feature 8 - lnam
SAMPLE_F8_lnam_refs,None,None,Feature 8 - lnam_refs
SAMPLE_F8_ninfom,None,None,Feature 8 - ninfom
SAMPLE_F8_nobjnm,None,None,Feature 8 - nobjnm
SAMPLE_F8_ntxtds,None,None,Feature 8 - ntxtds
SAMPLE_F8_objl,51,51.0,Feature 8 - objl - VALUES DIFFER!
SAMPLE_F8_objnam,Los Angeles Channel Turning Basin,Los Angeles Channel Turning Basin,Feature 8 - objnam
SAMPLE_F8_orient,nan,None,Feature 8 - orient
SAMPLE_F8_prim,3,3.0,Feature 8 - prim - VALUES DIFFER!
SAMPLE_F8_quasou,None,None,Feature 8 - quasou
SAMPLE_F8_rcid,3675,3675.0,Feature 8 - rcid - VALUES DIFFER!
SAMPLE_F8_recdat,None,None,Feature 8 - recdat
SAMPLE_F8_recind,None,None,Feature 8 - recind
SAMPLE_F8_restrn,None,None,Feature 8 - restrn
SAMPLE_F8_rver,1,1.0,Feature 8 - rver - VALUES DIFFER!
SAMPLE_F8_scamax,nan,None,Feature 8 - scamax
SAMPLE_F8_scamin,179999,179999,Feature 8 - scamin
SAMPLE_F8_sordat,20140210,20140210,Feature 8 - sordat
SAMPLE_F8_sorind,"US,US,reprt,L-448/14","US,US,reprt,L-448/14",Feature 8 - sorind
SAMPLE_F8_souacc,nan,None,Feature 8 - souacc
SAMPLE_F8_status,None,None,Feature 8 - status
SAMPLE_F8_trafic,4,4,Feature 8 - trafic
SAMPLE_F8_txtdsc,None,None,Feature 8 - txtdsc
SAMPLE_F8_verdat,nan,None,Feature 8 - verdat
SAMPLE_FEATURE_9_SEPARATOR,--- FEATURE 9 ---,--- FEATURE 9 ---,Feature 9 sample
SAMPLE_F9_agen,550,550.0,Feature 9 - agen - VALUES DIFFER!
SAMPLE_F9_datend,None,None,Feature 9 - datend
SAMPLE_F9_datsta,None,None,Feature 9 - datsta
SAMPLE_F9_drval1,nan,None,Feature 9 - drval1
SAMPLE_F9_dsid_dsnm,US4CA60M,US4CA60M,Feature 9 - dsid_dsnm
SAMPLE_F9_dsid_edtn,37,37,Feature 9 - dsid_edtn
SAMPLE_F9_dsid_updn,6,6,Feature 9 - dsid_updn
SAMPLE_F9_ffpt_rind,None,None,Feature 9 - ffpt_rind
SAMPLE_F9_fidn,275028926,275028926.0,Feature 9 - fidn - VALUES DIFFER!
SAMPLE_F9_fids,4139,4139.0,Feature 9 - fids - VALUES DIFFER!
SAMPLE_F9_grup,2,2.0,Feature 9 - grup - VALUES DIFFER!
SAMPLE_F9_inform,None,None,Feature 9 - inform
SAMPLE_F9_lnam,022610649BBE102B,022610649BBE102B,Feature 9 - lnam
SAMPLE_F9_lnam_refs,None,None,Feature 9 - lnam_refs
SAMPLE_F9_ninfom,None,None,Feature 9 - ninfom
SAMPLE_F9_nobjnm,None,None,Feature 9 - nobjnm
SAMPLE_F9_ntxtds,None,None,Feature 9 - ntxtds
SAMPLE_F9_objl,51,51.0,Feature 9 - objl - VALUES DIFFER!
SAMPLE_F9_objnam,Pier 300 channel,Pier 300 channel,Feature 9 - objnam
SAMPLE_F9_orient,nan,None,Feature 9 - orient
SAMPLE_F9_prim,3,3.0,Feature 9 - prim - VALUES DIFFER!
SAMPLE_F9_quasou,None,None,Feature 9 - quasou
SAMPLE_F9_rcid,3676,3676.0,Feature 9 - rcid - VALUES DIFFER!
SAMPLE_F9_recdat,None,None,Feature 9 - recdat
SAMPLE_F9_recind,None,None,Feature 9 - recind
