attribute,gpkg,postgis,notes
DATATYPE_dsid_dsnm,object,object,Data type for dsid_dsnm
DATATYPE_dsid_edtn,int32,int64,Data type for dsid_edtn - MISMATCH!
DATATYPE_dsid_updn,int32,int64,Data type for dsid_updn - MISMATCH!
DATATYPE_ffpt_rind,object,object,Data type for ffpt_rind
DATATYPE_fidn,int32,float64,Data type for fidn - MISMATCH!
DATATYPE_fids,int32,float64,Data type for fids - MISMATCH!
DATATYPE_grup,int32,float64,Data type for grup - MISMATCH!
DATATYPE_inform,object,object,Data type for inform
DATATYPE_lnam,object,object,Data type for lnam
DATATYPE_lnam_refs,object,object,Data type for lnam_refs
DATATYPE_ninfom,object,object,Data type for ninfom
DATATYPE_ntxtds,object,object,Data type for ntxtds
DATATYPE_objl,int32,float64,Data type for objl - MISMATCH!
DATATYPE_perend,object,object,Data type for perend
DATATYPE_persta,object,object,Data type for persta
DATATYPE_prim,int32,float64,Data type for prim - MISMATCH!
DATATYPE_rcid,int32,float64,Data type for rcid - MISMATCH!
DATATYPE_recdat,object,object,Data type for recdat
DATATYPE_recind,object,object,Data type for recind
DATATYPE_rver,int32,float64,Data type for rver - MISMATCH!
DATATYPE_scamax,float64,object,Data type for scamax - MISMATCH!
DATATYPE_scamin,int32,int64,Data type for scamin - MISMATCH!
DATATYPE_sordat,object,object,Data type for sordat
DATATYPE_sorind,object,object,Data type for sorind
DATATYPE_txtdsc,object,object,Data type for txtdsc
SEPARATOR_FEATURE_SAMPLES,--- FEATURE SAMPLES (10) ---,--- FEATURE SAMPLES (10) ---,Sample of 10 features from each format
SAMPLE_FEATURE_1_SEPARATOR,--- FEATURE 1 ---,--- FEATURE 1 ---,Feature 1 sample
SAMPLE_F1_agen,550,550.0,Feature 1 - agen - VALUES DIFFER!
SAMPLE_F1_datend,None,None,Feature 1 - datend
SAMPLE_F1_datsta,None,None,Feature 1 - datsta
SAMPLE_F1_dsid_dsnm,US3CA52M,US3CA52M,Feature 1 - dsid_dsnm
SAMPLE_F1_dsid_edtn,31,31,Feature 1 - dsid_edtn
SAMPLE_F1_dsid_updn,0,0,Feature 1 - dsid_updn
SAMPLE_F1_ffpt_rind,None,None,Feature 1 - ffpt_rind
SAMPLE_F1_fidn,22295383,22295383.0,Feature 1 - fidn - VALUES DIFFER!
SAMPLE_F1_fids,50,50.0,Feature 1 - fids - VALUES DIFFER!
SAMPLE_F1_grup,2,2.0,Feature 1 - grup - VALUES DIFFER!
SAMPLE_F1_inform,"Most features, including bathymetry, are omitted in this area.  The minimal depiction of detail i...","Most features, including bathymetry, are omitted in this area.  The minimal depiction of detail i...",Feature 1 - inform
SAMPLE_F1_lnam,0226015433570032,0226015433570032,Feature 1 - lnam
SAMPLE_F1_lnam_refs,None,None,Feature 1 - lnam_refs
SAMPLE_F1_ninfom,None,None,Feature 1 - ninfom
SAMPLE_F1_ntxtds,None,None,Feature 1 - ntxtds
SAMPLE_F1_objl,27,27.0,Feature 1 - objl - VALUES DIFFER!
SAMPLE_F1_perend,None,None,Feature 1 - perend
SAMPLE_F1_persta,None,None,Feature 1 - persta
SAMPLE_F1_prim,3,3.0,Feature 1 - prim - VALUES DIFFER!
SAMPLE_F1_rcid,310,310.0,Feature 1 - rcid - VALUES DIFFER!
SAMPLE_F1_recdat,None,None,Feature 1 - recdat
SAMPLE_F1_recind,None,None,Feature 1 - recind
SAMPLE_F1_rver,1,1.0,Feature 1 - rver - VALUES DIFFER!
SAMPLE_F1_scamax,nan,None,Feature 1 - scamax
SAMPLE_F1_scamin,699999,699999,Feature 1 - scamin
SAMPLE_F1_sordat,201305,201305,Feature 1 - sordat
SAMPLE_F1_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 1 - sorind
SAMPLE_F1_txtdsc,None,None,Feature 1 - txtdsc
SAMPLE_FEATURE_2_SEPARATOR,--- FEATURE 2 ---,--- FEATURE 2 ---,Feature 2 sample
SAMPLE_F2_agen,550,550.0,Feature 2 - agen - VALUES DIFFER!
SAMPLE_F2_datend,None,None,Feature 2 - datend
SAMPLE_F2_datsta,None,None,Feature 2 - datsta
SAMPLE_F2_dsid_dsnm,US3CA52M,US3CA52M,Feature 2 - dsid_dsnm
SAMPLE_F2_dsid_edtn,31,31,Feature 2 - dsid_edtn
SAMPLE_F2_dsid_updn,0,0,Feature 2 - dsid_updn
SAMPLE_F2_ffpt_rind,None,None,Feature 2 - ffpt_rind
SAMPLE_F2_fidn,251460819,251460819.0,Feature 2 - fidn - VALUES DIFFER!
SAMPLE_F2_fids,7398,7398.0,Feature 2 - fids - VALUES DIFFER!
SAMPLE_F2_grup,2,2.0,Feature 2 - grup - VALUES DIFFER!
SAMPLE_F2_inform,San Francisco Traffic Separation Scheme and Offshore Vessel Movement Reporting System Area,San Francisco Traffic Separation Scheme and Offshore Vessel Movement Reporting System Area,Feature 2 - inform
SAMPLE_F2_lnam,02260EFCFCD31CE6,02260EFCFCD31CE6,Feature 2 - lnam
SAMPLE_F2_lnam_refs,None,None,Feature 2 - lnam_refs
SAMPLE_F2_ninfom,None,None,Feature 2 - ninfom
SAMPLE_F2_ntxtds,None,None,Feature 2 - ntxtds
SAMPLE_F2_objl,27,27.0,Feature 2 - objl - VALUES DIFFER!
SAMPLE_F2_perend,None,None,Feature 2 - perend
SAMPLE_F2_persta,None,None,Feature 2 - persta
SAMPLE_F2_prim,3,3.0,Feature 2 - prim - VALUES DIFFER!
SAMPLE_F2_rcid,311,311.0,Feature 2 - rcid - VALUES DIFFER!
SAMPLE_F2_recdat,None,None,Feature 2 - recdat
SAMPLE_F2_recind,None,None,Feature 2 - recind
SAMPLE_F2_rver,1,1.0,Feature 2 - rver - VALUES DIFFER!
SAMPLE_F2_scamax,nan,None,Feature 2 - scamax
SAMPLE_F2_scamin,699999,699999,Feature 2 - scamin
SAMPLE_F2_sordat,200508,200508,Feature 2 - sordat
SAMPLE_F2_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 2 - sorind
SAMPLE_F2_txtdsc,US3CA52C.TXT,US3CA52C.TXT,Feature 2 - txtdsc
SAMPLE_FEATURE_3_SEPARATOR,--- FEATURE 3 ---,--- FEATURE 3 ---,Feature 3 sample
SAMPLE_F3_agen,550,550.0,Feature 3 - agen - VALUES DIFFER!
SAMPLE_F3_datend,None,None,Feature 3 - datend
SAMPLE_F3_datsta,None,None,Feature 3 - datsta
SAMPLE_F3_dsid_dsnm,US3CA52M,US3CA52M,Feature 3 - dsid_dsnm
SAMPLE_F3_dsid_edtn,31,31,Feature 3 - dsid_edtn
SAMPLE_F3_dsid_updn,0,0,Feature 3 - dsid_updn
SAMPLE_F3_ffpt_rind,None,None,Feature 3 - ffpt_rind
SAMPLE_F3_fidn,691110657,691110657.0,Feature 3 - fidn - VALUES DIFFER!
SAMPLE_F3_fids,1839,1839.0,Feature 3 - fids - VALUES DIFFER!
SAMPLE_F3_grup,2,2.0,Feature 3 - grup - VALUES DIFFER!
SAMPLE_F3_inform,"Most features, including bathymetry, are omitted in this area.  The minimal depiction of detail i...","Most features, including bathymetry, are omitted in this area.  The minimal depiction of detail i...",Feature 3 - inform
SAMPLE_F3_lnam,022629318301072F,022629318301072F,Feature 3 - lnam
SAMPLE_F3_lnam_refs,None,None,Feature 3 - lnam_refs
SAMPLE_F3_ninfom,None,None,Feature 3 - ninfom
SAMPLE_F3_ntxtds,None,None,Feature 3 - ntxtds
SAMPLE_F3_objl,27,27.0,Feature 3 - objl - VALUES DIFFER!
SAMPLE_F3_perend,None,None,Feature 3 - perend
SAMPLE_F3_persta,None,None,Feature 3 - persta
SAMPLE_F3_prim,3,3.0,Feature 3 - prim - VALUES DIFFER!
SAMPLE_F3_rcid,312,312.0,Feature 3 - rcid - VALUES DIFFER!
SAMPLE_F3_recdat,None,None,Feature 3 - recdat
SAMPLE_F3_recind,None,None,Feature 3 - recind
SAMPLE_F3_rver,1,1.0,Feature 3 - rver - VALUES DIFFER!
SAMPLE_F3_scamax,nan,None,Feature 3 - scamax
SAMPLE_F3_scamin,699999,699999,Feature 3 - scamin
SAMPLE_F3_sordat,201305,201305,Feature 3 - sordat
SAMPLE_F3_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 3 - sorind
SAMPLE_F3_txtdsc,None,None,Feature 3 - txtdsc
SAMPLE_FEATURE_4_SEPARATOR,--- FEATURE 4 ---,--- FEATURE 4 ---,Feature 4 sample
SAMPLE_F4_agen,550,550.0,Feature 4 - agen - VALUES DIFFER!
SAMPLE_F4_datend,None,None,Feature 4 - datend
SAMPLE_F4_datsta,None,None,Feature 4 - datsta
SAMPLE_F4_dsid_dsnm,US4CA60M,US4CA60M,Feature 4 - dsid_dsnm
SAMPLE_F4_dsid_edtn,37,37,Feature 4 - dsid_edtn
SAMPLE_F4_dsid_updn,6,6,Feature 4 - dsid_updn
SAMPLE_F4_ffpt_rind,None,None,Feature 4 - ffpt_rind
SAMPLE_F4_fidn,273449068,273449068.0,Feature 4 - fidn - VALUES DIFFER!
SAMPLE_F4_fids,4142,4142.0,Feature 4 - fids - VALUES DIFFER!
SAMPLE_F4_grup,2,2.0,Feature 4 - grup - VALUES DIFFER!
SAMPLE_F4_inform,"Vessels entering Long Beach Channel should pass eastward of lighted whistle buoy ""LB"", and vessel...","Vessels entering Long Beach Channel should pass eastward of lighted whistle buoy ""LB"", and vessel...",Feature 4 - inform
SAMPLE_F4_lnam,0226104C806C102E,0226104C806C102E,Feature 4 - lnam
SAMPLE_F4_lnam_refs,None,None,Feature 4 - lnam_refs
SAMPLE_F4_ninfom,None,None,Feature 4 - ninfom
SAMPLE_F4_ntxtds,None,None,Feature 4 - ntxtds
SAMPLE_F4_objl,27,27.0,Feature 4 - objl - VALUES DIFFER!
SAMPLE_F4_perend,None,None,Feature 4 - perend
SAMPLE_F4_persta,None,None,Feature 4 - persta
SAMPLE_F4_prim,3,3.0,Feature 4 - prim - VALUES DIFFER!
SAMPLE_F4_rcid,1046,1046.0,Feature 4 - rcid - VALUES DIFFER!
SAMPLE_F4_recdat,None,None,Feature 4 - recdat
SAMPLE_F4_recind,None,None,Feature 4 - recind
SAMPLE_F4_rver,3,3.0,Feature 4 - rver - VALUES DIFFER!
SAMPLE_F4_scamax,nan,None,Feature 4 - scamax
SAMPLE_F4_scamin,259999,259999,Feature 4 - scamin
SAMPLE_F4_sordat,20090410,20090410,Feature 4 - sordat
SAMPLE_F4_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 4 - sorind
SAMPLE_F4_txtdsc,None,None,Feature 4 - txtdsc
SAMPLE_FEATURE_5_SEPARATOR,--- FEATURE 5 ---,--- FEATURE 5 ---,Feature 5 sample
SAMPLE_F5_agen,550,550.0,Feature 5 - agen - VALUES DIFFER!
SAMPLE_F5_datend,None,None,Feature 5 - datend
SAMPLE_F5_datsta,None,None,Feature 5 - datsta
SAMPLE_F5_dsid_dsnm,US4CA60M,US4CA60M,Feature 5 - dsid_dsnm
SAMPLE_F5_dsid_edtn,37,37,Feature 5 - dsid_edtn
SAMPLE_F5_dsid_updn,6,6,Feature 5 - dsid_updn
SAMPLE_F5_ffpt_rind,None,None,Feature 5 - ffpt_rind
SAMPLE_F5_fidn,18999925,18999925.0,Feature 5 - fidn - VALUES DIFFER!
SAMPLE_F5_fids,50,50.0,Feature 5 - fids - VALUES DIFFER!
SAMPLE_F5_grup,2,2.0,Feature 5 - grup - VALUES DIFFER!
SAMPLE_F5_inform,"COLREGS demarcation line, 33 CFR 80.112","COLREGS demarcation line, 33 CFR 80.112",Feature 5 - inform
SAMPLE_F5_lnam,02260121EA750032,02260121EA750032,Feature 5 - lnam
SAMPLE_F5_lnam_refs,None,None,Feature 5 - lnam_refs
SAMPLE_F5_ninfom,None,None,Feature 5 - ninfom
SAMPLE_F5_ntxtds,None,None,Feature 5 - ntxtds
SAMPLE_F5_objl,27,27.0,Feature 5 - objl - VALUES DIFFER!
SAMPLE_F5_perend,None,None,Feature 5 - perend
SAMPLE_F5_persta,None,None,Feature 5 - persta
SAMPLE_F5_prim,3,3.0,Feature 5 - prim - VALUES DIFFER!
SAMPLE_F5_rcid,1047,1047.0,Feature 5 - rcid - VALUES DIFFER!
SAMPLE_F5_recdat,None,None,Feature 5 - recdat
SAMPLE_F5_recind,None,None,Feature 5 - recind
SAMPLE_F5_rver,1,1.0,Feature 5 - rver - VALUES DIFFER!
SAMPLE_F5_scamax,nan,None,Feature 5 - scamax
SAMPLE_F5_scamin,259999,259999,Feature 5 - scamin
SAMPLE_F5_sordat,200311,200311,Feature 5 - sordat
SAMPLE_F5_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 5 - sorind
SAMPLE_F5_txtdsc,US4CA60B.TXT,US4CA60B.TXT,Feature 5 - txtdsc
SAMPLE_FEATURE_6_SEPARATOR,--- FEATURE 6 ---,--- FEATURE 6 ---,Feature 6 sample
SAMPLE_F6_agen,550,550.0,Feature 6 - agen - VALUES DIFFER!
SAMPLE_F6_datend,None,None,Feature 6 - datend
SAMPLE_F6_datsta,None,None,Feature 6 - datsta
SAMPLE_F6_dsid_dsnm,US4CA60M,US4CA60M,Feature 6 - dsid_dsnm
SAMPLE_F6_dsid_edtn,37,37,Feature 6 - dsid_edtn
SAMPLE_F6_dsid_updn,6,6,Feature 6 - dsid_updn
SAMPLE_F6_ffpt_rind,None,None,Feature 6 - ffpt_rind
SAMPLE_F6_fidn,20252567,20252567.0,Feature 6 - fidn - VALUES DIFFER!
SAMPLE_F6_fids,50,50.0,Feature 6 - fids - VALUES DIFFER!
SAMPLE_F6_grup,2,2.0,Feature 6 - grup - VALUES DIFFER!
SAMPLE_F6_inform,"COLREGS demarcation line, 33 CFR 80.1114a","COLREGS demarcation line, 33 CFR 80.1114a",Feature 6 - inform
SAMPLE_F6_lnam,0226013507970032,0226013507970032,Feature 6 - lnam
SAMPLE_F6_lnam_refs,None,None,Feature 6 - lnam_refs
SAMPLE_F6_ninfom,None,None,Feature 6 - ninfom
SAMPLE_F6_ntxtds,None,None,Feature 6 - ntxtds
SAMPLE_F6_objl,27,27.0,Feature 6 - objl - VALUES DIFFER!
SAMPLE_F6_perend,None,None,Feature 6 - perend
SAMPLE_F6_persta,None,None,Feature 6 - persta
SAMPLE_F6_prim,3,3.0,Feature 6 - prim - VALUES DIFFER!
SAMPLE_F6_rcid,1048,1048.0,Feature 6 - rcid - VALUES DIFFER!
SAMPLE_F6_recdat,None,None,Feature 6 - recdat
SAMPLE_F6_recind,None,None,Feature 6 - recind
SAMPLE_F6_rver,1,1.0,Feature 6 - rver - VALUES DIFFER!
SAMPLE_F6_scamax,nan,None,Feature 6 - scamax
SAMPLE_F6_scamin,259999,259999,Feature 6 - scamin
SAMPLE_F6_sordat,20090410,20090410,Feature 6 - sordat
SAMPLE_F6_sorind,"US,US,graph,chart 18746","US,US,graph,chart 18746",Feature 6 - sorind
SAMPLE_F6_txtdsc,US4CA60B.TXT,US4CA60B.TXT,Feature 6 - txtdsc
SAMPLE_FEATURE_7_SEPARATOR,--- FEATURE 7 ---,--- FEATURE 7 ---,Feature 7 sample
SAMPLE_F7_agen,550,550.0,Feature 7 - agen - VALUES DIFFER!
SAMPLE_F7_datend,None,None,Feature 7 - datend
SAMPLE_F7_datsta,None,None,Feature 7 - datsta
SAMPLE_F7_dsid_dsnm,US4CA60M,US4CA60M,Feature 7 - dsid_dsnm
SAMPLE_F7_dsid_edtn,37,37,Feature 7 - dsid_edtn
SAMPLE_F7_dsid_updn,6,6,Feature 7 - dsid_updn
SAMPLE_F7_ffpt_rind,None,None,Feature 7 - ffpt_rind
SAMPLE_F7_fidn,274938783,274938783.0,Feature 7 - fidn - VALUES DIFFER!
SAMPLE_F7_fids,4157,4157.0,Feature 7 - fids - VALUES DIFFER!
SAMPLE_F7_grup,2,2.0,Feature 7 - grup - VALUES DIFFER!
SAMPLE_F7_inform,Outbound vessels have priority over incoming vessels. Speed limit is six knots. Do not impede a v...,Outbound vessels have priority over incoming vessels. Speed limit is six knots. Do not impede a v...,Feature 7 - inform
SAMPLE_F7_lnam,022610633B9F103D,022610633B9F103D,Feature 7 - lnam
SAMPLE_F7_lnam_refs,None,None,Feature 7 - lnam_refs
SAMPLE_F7_ninfom,None,None,Feature 7 - ninfom
SAMPLE_F7_ntxtds,None,None,Feature 7 - ntxtds
SAMPLE_F7_objl,27,27.0,Feature 7 - objl - VALUES DIFFER!
SAMPLE_F7_perend,None,None,Feature 7 - perend
SAMPLE_F7_persta,None,None,Feature 7 - persta
SAMPLE_F7_prim,3,3.0,Feature 7 - prim - VALUES DIFFER!
SAMPLE_F7_rcid,1049,1049.0,Feature 7 - rcid - VALUES DIFFER!
SAMPLE_F7_recdat,None,None,Feature 7 - recdat
SAMPLE_F7_recind,None,None,Feature 7 - recind
SAMPLE_F7_rver,4,4.0,Feature 7 - rver - VALUES DIFFER!
SAMPLE_F7_scamax,nan,None,Feature 7 - scamax
SAMPLE_F7_scamin,259999,259999,Feature 7 - scamin
SAMPLE_F7_sordat,20090410,20090410,Feature 7 - sordat
SAMPLE_F7_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 7 - sorind
SAMPLE_F7_txtdsc,US4CA60G.TXT,US4CA60G.TXT,Feature 7 - txtdsc
SAMPLE_FEATURE_8_SEPARATOR,--- FEATURE 8 ---,--- FEATURE 8 ---,Feature 8 sample
SAMPLE_F8_agen,550,550.0,Feature 8 - agen - VALUES DIFFER!
SAMPLE_F8_datend,None,None,Feature 8 - datend
SAMPLE_F8_datsta,None,None,Feature 8 - datsta
SAMPLE_F8_dsid_dsnm,US4CA60M,US4CA60M,Feature 8 - dsid_dsnm
SAMPLE_F8_dsid_edtn,37,37,Feature 8 - dsid_edtn
SAMPLE_F8_dsid_updn,6,6,Feature 8 - dsid_updn
SAMPLE_F8_ffpt_rind,None,None,Feature 8 - ffpt_rind
SAMPLE_F8_fidn,22329746,22329746.0,Feature 8 - fidn - VALUES DIFFER!
SAMPLE_F8_fids,50,50.0,Feature 8 - fids - VALUES DIFFER!
SAMPLE_F8_grup,2,2.0,Feature 8 - grup - VALUES DIFFER!
SAMPLE_F8_inform,"COLREGS demarcation line, 33 CFR 80.1114b","COLREGS demarcation line, 33 CFR 80.1114b",Feature 8 - inform
SAMPLE_F8_lnam,02260154B9920032,02260154B9920032,Feature 8 - lnam
SAMPLE_F8_lnam_refs,None,None,Feature 8 - lnam_refs
SAMPLE_F8_ninfom,None,None,Feature 8 - ninfom
SAMPLE_F8_ntxtds,None,None,Feature 8 - ntxtds
SAMPLE_F8_objl,27,27.0,Feature 8 - objl - VALUES DIFFER!
SAMPLE_F8_perend,None,None,Feature 8 - perend
SAMPLE_F8_persta,None,None,Feature 8 - persta
SAMPLE_F8_prim,3,3.0,Feature 8 - prim - VALUES DIFFER!
SAMPLE_F8_rcid,1050,1050.0,Feature 8 - rcid - VALUES DIFFER!
SAMPLE_F8_recdat,None,None,Feature 8 - recdat
SAMPLE_F8_recind,None,None,Feature 8 - recind
SAMPLE_F8_rver,2,2.0,Feature 8 - rver - VALUES DIFFER!
SAMPLE_F8_scamax,nan,None,Feature 8 - scamax
SAMPLE_F8_scamin,259999,259999,Feature 8 - scamin
SAMPLE_F8_sordat,20090410,20090410,Feature 8 - sordat
SAMPLE_F8_sorind,"US,US,graph,chart 18746","US,US,graph,chart 18746",Feature 8 - sorind
SAMPLE_F8_txtdsc,US4CA60B.TXT,US4CA60B.TXT,Feature 8 - txtdsc
SAMPLE_FEATURE_9_SEPARATOR,--- FEATURE 9 ---,--- FEATURE 9 ---,Feature 9 sample
SAMPLE_F9_agen,550,550.0,Feature 9 - agen - VALUES DIFFER!
SAMPLE_F9_datend,None,None,Feature 9 - datend
SAMPLE_F9_datsta,None,None,Feature 9 - datsta
SAMPLE_F9_dsid_dsnm,US4CA60M,US4CA60M,Feature 9 - dsid_dsnm
SAMPLE_F9_dsid_edtn,37,37,Feature 9 - dsid_edtn
SAMPLE_F9_dsid_updn,6,6,Feature 9 - dsid_updn
SAMPLE_F9_ffpt_rind,None,None,Feature 9 - ffpt_rind
SAMPLE_F9_fidn,273431311,273431311.0,Feature 9 - fidn - VALUES DIFFER!
SAMPLE_F9_fids,4142,4142.0,Feature 9 - fids - VALUES DIFFER!
SAMPLE_F9_grup,2,2.0,Feature 9 - grup - VALUES DIFFER!
SAMPLE_F9_inform,Vessels should not enter the Pilot Operating Area unless entering or departing Los Angeles Channel,Vessels should not enter the Pilot Operating Area unless entering or departing Los Angeles Channel,Feature 9 - inform
SAMPLE_F9_lnam,0226104C3B0F102E,0226104C3B0F102E,Feature 9 - lnam
SAMPLE_F9_lnam_refs,None,None,Feature 9 - lnam_refs
SAMPLE_F9_ninfom,None,None,Feature 9 - ninfom
SAMPLE_F9_ntxtds,None,None,Feature 9 - ntxtds
SAMPLE_F9_objl,27,27.0,Feature 9 - objl - VALUES DIFFER!
SAMPLE_F9_perend,None,None,Feature 9 - perend
SAMPLE_F9_persta,None,None,Feature 9 - persta
SAMPLE_F9_prim,3,3.0,Feature 9 - prim - VALUES DIFFER!
SAMPLE_F9_rcid,1051,1051.0,Feature 9 - rcid - VALUES DIFFER!
SAMPLE_F9_recdat,None,None,Feature 9 - recdat
SAMPLE_F9_recind,None,None,Feature 9 - recind
SAMPLE_F9_rver,1,1.0,Feature 9 - rver - VALUES DIFFER!
SAMPLE_F9_scamax,nan,None,Feature 9 - scamax
SAMPLE_F9_scamin,259999,259999,Feature 9 - scamin
SAMPLE_F9_sordat,20090410,20090410,Feature 9 - sordat
SAMPLE_F9_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 9 - sorind
SAMPLE_F9_txtdsc,None,None,Feature 9 - txtdsc
SAMPLE_FEATURE_10_SEPARATOR,--- FEATURE 10 ---,--- FEATURE 10 ---,Feature 10 sample
SAMPLE_F10_agen,550,550.0,Feature 10 - agen - VALUES DIFFER!
SAMPLE_F10_datend,None,None,Feature 10 - datend
SAMPLE_F10_datsta,None,None,Feature 10 - datsta
SAMPLE_F10_dsid_dsnm,US4CA60M,US4CA60M,Feature 10 - dsid_dsnm
SAMPLE_F10_dsid_edtn,37,37,Feature 10 - dsid_edtn
SAMPLE_F10_dsid_updn,6,6,Feature 10 - dsid_updn
SAMPLE_F10_ffpt_rind,None,None,Feature 10 - ffpt_rind
SAMPLE_F10_fidn,18999928,18999928.0,Feature 10 - fidn - VALUES DIFFER!
SAMPLE_F10_fids,50,50.0,Feature 10 - fids - VALUES DIFFER!
SAMPLE_F10_grup,2,2.0,Feature 10 - grup - VALUES DIFFER!
SAMPLE_F10_inform,"Most features, including bathymetry, are omitted in this area.  The minimal depiction of detail i...","Most features, including bathymetry, are omitted in this area.  The minimal depiction of detail i...",Feature 10 - inform
SAMPLE_F10_lnam,02260121EA780032,02260121EA780032,Feature 10 - lnam
SAMPLE_F10_lnam_refs,None,None,Feature 10 - lnam_refs
SAMPLE_F10_ninfom,None,None,Feature 10 - ninfom
SAMPLE_F10_ntxtds,None,None,Feature 10 - ntxtds
SAMPLE_F10_objl,27,27.0,Feature 10 - objl - VALUES DIFFER!
SAMPLE_F10_perend,None,None,Feature 10 - perend
SAMPLE_F10_persta,None,None,Feature 10 - persta
SAMPLE_F10_prim,3,3.0,Feature 10 - prim - VALUES DIFFER!
SAMPLE_F10_rcid,1052,1052.0,Feature 10 - rcid - VALUES DIFFER!
SAMPLE_F10_recdat,None,None,Feature 10 - recdat
SAMPLE_F10_recind,None,None,Feature 10 - recind
SAMPLE_F10_rver,1,1.0,Feature 10 - rver - VALUES DIFFER!
SAMPLE_F10_scamax,nan,None,Feature 10 - scamax
SAMPLE_F10_scamin,259999,259999,Feature 10 - scamin
SAMPLE_F10_sordat,200311,200311,Feature 10 - sordat
SAMPLE_F10_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 10 - sorind
SAMPLE_F10_txtdsc,None,None,Feature 10 - txtdsc
