attribute,gpkg,spatialite,notes
SAMPLE_F1_geometry,"POLYGON ((-122.1412355 37.6174163, -122.1411215 37...","POLYGON ((-122.1412355 37.6174163, -122.1411215 37...",Feature 1 - geometry
SAMPLE_F1_grup,2,2,Feature 1 - grup
SAMPLE_F1_inform,None,None,Feature 1 - inform
SAMPLE_F1_lnam,022602A566013039,022602A566013039,Feature 1 - lnam
SAMPLE_F1_ninfom,None,None,Feature 1 - ninfom
SAMPLE_F1_nobjnm,None,None,Feature 1 - nobjnm
SAMPLE_F1_ntxtds,None,None,Feature 1 - ntxtds
SAMPLE_F1_objl,69,69,Feature 1 - objl
SAMPLE_F1_objnam,None,None,Feature 1 - objnam
SAMPLE_F1_prim,3,3,Feature 1 - prim
SAMPLE_F1_rcid,826,826,Feature 1 - rcid
SAMPLE_F1_recdat,None,None,Feature 1 - recdat
SAMPLE_F1_recind,None,None,Feature 1 - recind
SAMPLE_F1_rver,1,1,Feature 1 - rver
SAMPLE_F1_scamax,nan,nan,Feature 1 - scamax
SAMPLE_F1_scamin,259999,259999,Feature 1 - scamin
SAMPLE_F1_sordat,20140224,20140224,Feature 1 - sordat
SAMPLE_F1_sorind,"US,US,graph,GC-11406","US,US,graph,GC-11406",Feature 1 - sorind
SAMPLE_F1_txtdsc,None,None,Feature 1 - txtdsc
SAMPLE_F1_veracc,nan,nan,Feature 1 - veracc
SAMPLE_F1_verdat,nan,nan,Feature 1 - verdat
SAMPLE_FEATURE_2_SEPARATOR,--- FEATURE 2 ---,--- FEATURE 2 ---,Feature 2 sample
SAMPLE_F2_agen,550,550,Feature 2 - agen
SAMPLE_F2_dsid_dsnm,US4CA60M,US4CA60M,Feature 2 - dsid_dsnm
SAMPLE_F2_dsid_edtn,37,37,Feature 2 - dsid_edtn
SAMPLE_F2_dsid_updn,6,6,Feature 2 - dsid_updn
SAMPLE_F2_elevat,nan,nan,Feature 2 - elevat
SAMPLE_F2_fidn,274945090,274945090,Feature 2 - fidn
SAMPLE_F2_fids,4150,4150,Feature 2 - fids
SAMPLE_F2_geometry,"POLYGON ((-118.2677303 33.7589192, -118.2678319 33...","POLYGON ((-118.2677303 33.7589192, -118.2678319 33...",Feature 2 - geometry
SAMPLE_F2_grup,2,2,Feature 2 - grup
SAMPLE_F2_inform,None,None,Feature 2 - inform
SAMPLE_F2_lnam,0226106354421036,0226106354421036,Feature 2 - lnam
SAMPLE_F2_ninfom,None,None,Feature 2 - ninfom
SAMPLE_F2_nobjnm,None,None,Feature 2 - nobjnm
SAMPLE_F2_ntxtds,None,None,Feature 2 - ntxtds
SAMPLE_F2_objl,69,69,Feature 2 - objl
SAMPLE_F2_objnam,None,None,Feature 2 - objnam
SAMPLE_F2_prim,3,3,Feature 2 - prim
SAMPLE_F2_rcid,2039,2039,Feature 2 - rcid
SAMPLE_F2_recdat,None,None,Feature 2 - recdat
SAMPLE_F2_recind,None,None,Feature 2 - recind
SAMPLE_F2_rver,1,1,Feature 2 - rver
SAMPLE_F2_scamax,nan,nan,Feature 2 - scamax
SAMPLE_F2_scamin,89999,89999,Feature 2 - scamin
SAMPLE_F2_sordat,20090410,20090410,Feature 2 - sordat
SAMPLE_F2_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 2 - sorind
SAMPLE_F2_txtdsc,None,None,Feature 2 - txtdsc
SAMPLE_F2_veracc,nan,nan,Feature 2 - veracc
SAMPLE_F2_verdat,nan,nan,Feature 2 - verdat
SAMPLE_FEATURE_3_SEPARATOR,--- FEATURE 3 ---,--- FEATURE 3 ---,Feature 3 sample
SAMPLE_F3_agen,550,550,Feature 3 - agen
SAMPLE_F3_dsid_dsnm,US4CA60M,US4CA60M,Feature 3 - dsid_dsnm
SAMPLE_F3_dsid_edtn,37,37,Feature 3 - dsid_edtn
SAMPLE_F3_dsid_updn,6,6,Feature 3 - dsid_updn
SAMPLE_F3_elevat,nan,nan,Feature 3 - elevat
SAMPLE_F3_fidn,274876773,274876773,Feature 3 - fidn
SAMPLE_F3_fids,4150,4150,Feature 3 - fids
SAMPLE_F3_geometry,"POLYGON ((-118.2674949 33.7536608, -118.2675493 33...","POLYGON ((-118.2674949 33.7536608, -118.2675493 33...",Feature 3 - geometry
SAMPLE_F3_grup,2,2,Feature 3 - grup
SAMPLE_F3_inform,None,None,Feature 3 - inform
SAMPLE_F3_lnam,0226106249651036,0226106249651036,Feature 3 - lnam
SAMPLE_F3_ninfom,None,None,Feature 3 - ninfom
SAMPLE_F3_nobjnm,None,None,Feature 3 - nobjnm
SAMPLE_F3_ntxtds,None,None,Feature 3 - ntxtds
SAMPLE_F3_objl,69,69,Feature 3 - objl
SAMPLE_F3_objnam,None,None,Feature 3 - objnam
SAMPLE_F3_prim,3,3,Feature 3 - prim
SAMPLE_F3_rcid,2040,2040,Feature 3 - rcid
SAMPLE_F3_recdat,None,None,Feature 3 - recdat
SAMPLE_F3_recind,None,None,Feature 3 - recind
SAMPLE_F3_rver,1,1,Feature 3 - rver
SAMPLE_F3_scamax,nan,nan,Feature 3 - scamax
SAMPLE_F3_scamin,89999,89999,Feature 3 - scamin
SAMPLE_F3_sordat,20090410,20090410,Feature 3 - sordat
SAMPLE_F3_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 3 - sorind
SAMPLE_F3_txtdsc,None,None,Feature 3 - txtdsc
SAMPLE_F3_veracc,nan,nan,Feature 3 - veracc
SAMPLE_F3_verdat,nan,nan,Feature 3 - verdat
SAMPLE_FEATURE_4_SEPARATOR,--- FEATURE 4 ---,--- FEATURE 4 ---,Feature 4 sample
SAMPLE_F4_agen,550,550,Feature 4 - agen
SAMPLE_F4_dsid_dsnm,US4CA60M,US4CA60M,Feature 4 - dsid_dsnm
SAMPLE_F4_dsid_edtn,37,37,Feature 4 - dsid_edtn
SAMPLE_F4_dsid_updn,6,6,Feature 4 - dsid_updn
SAMPLE_F4_elevat,nan,nan,Feature 4 - elevat
SAMPLE_F4_fidn,274879978,274879978,Feature 4 - fidn
SAMPLE_F4_fids,4136,4136,Feature 4 - fids
SAMPLE_F4_geometry,"POLYGON ((-118.1116258 33.7645999, -118.1112916 33...","POLYGON ((-118.1116258 33.7645999, -118.1112916 33...",Feature 4 - geometry
SAMPLE_F4_grup,2,2,Feature 4 - grup
SAMPLE_F4_inform,None,None,Feature 4 - inform
SAMPLE_F4_lnam,0226106255EA1028,0226106255EA1028,Feature 4 - lnam
SAMPLE_F4_ninfom,None,None,Feature 4 - ninfom
SAMPLE_F4_nobjnm,None,None,Feature 4 - nobjnm
SAMPLE_F4_ntxtds,None,None,Feature 4 - ntxtds
SAMPLE_F4_objl,69,69,Feature 4 - objl
SAMPLE_F4_objnam,None,None,Feature 4 - objnam
SAMPLE_F4_prim,3,3,Feature 4 - prim
SAMPLE_F4_rcid,2041,2041,Feature 4 - rcid
SAMPLE_F4_recdat,None,None,Feature 4 - recdat
SAMPLE_F4_recind,None,None,Feature 4 - recind
SAMPLE_F4_rver,1,1,Feature 4 - rver
SAMPLE_F4_scamax,nan,nan,Feature 4 - scamax
SAMPLE_F4_scamin,89999,89999,Feature 4 - scamin
SAMPLE_F4_sordat,20090410,20090410,Feature 4 - sordat
SAMPLE_F4_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 4 - sorind
SAMPLE_F4_txtdsc,None,None,Feature 4 - txtdsc
SAMPLE_F4_veracc,nan,nan,Feature 4 - veracc
SAMPLE_F4_verdat,nan,nan,Feature 4 - verdat
SAMPLE_FEATURE_5_SEPARATOR,--- FEATURE 5 ---,--- FEATURE 5 ---,Feature 5 sample
SAMPLE_F5_agen,550,550,Feature 5 - agen
SAMPLE_F5_dsid_dsnm,US4CA60M,US4CA60M,Feature 5 - dsid_dsnm
SAMPLE_F5_dsid_edtn,37,37,Feature 5 - dsid_edtn
SAMPLE_F5_dsid_updn,6,6,Feature 5 - dsid_updn
SAMPLE_F5_elevat,nan,nan,Feature 5 - elevat
SAMPLE_F5_fidn,273481260,273481260,Feature 5 - fidn
SAMPLE_F5_fids,4156,4156,Feature 5 - fids
SAMPLE_F5_geometry,"POLYGON ((-118.2153242 33.7750184, -118.2150526 33...","POLYGON ((-118.2153242 33.7750184, -118.2150526 33...",Feature 5 - geometry
SAMPLE_F5_grup,2,2,Feature 5 - grup
SAMPLE_F5_inform,None,None,Feature 5 - inform
SAMPLE_F5_lnam,0226104CFE2C103C,0226104CFE2C103C,Feature 5 - lnam
SAMPLE_F5_ninfom,None,None,Feature 5 - ninfom
SAMPLE_F5_nobjnm,None,None,Feature 5 - nobjnm
SAMPLE_F5_ntxtds,None,None,Feature 5 - ntxtds
SAMPLE_F5_objl,69,69,Feature 5 - objl
SAMPLE_F5_objnam,None,None,Feature 5 - objnam
SAMPLE_F5_prim,3,3,Feature 5 - prim
SAMPLE_F5_rcid,2042,2042,Feature 5 - rcid
SAMPLE_F5_recdat,None,None,Feature 5 - recdat
SAMPLE_F5_recind,None,None,Feature 5 - recind
SAMPLE_F5_rver,1,1,Feature 5 - rver
SAMPLE_F5_scamax,nan,nan,Feature 5 - scamax
SAMPLE_F5_scamin,89999,89999,Feature 5 - scamin
SAMPLE_F5_sordat,20090410,20090410,Feature 5 - sordat
SAMPLE_F5_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 5 - sorind
SAMPLE_F5_txtdsc,None,None,Feature 5 - txtdsc
SAMPLE_F5_veracc,nan,nan,Feature 5 - veracc
SAMPLE_F5_verdat,nan,nan,Feature 5 - verdat
SAMPLE_FEATURE_6_SEPARATOR,--- FEATURE 6 ---,--- FEATURE 6 ---,Feature 6 sample
SAMPLE_F6_agen,550,550,Feature 6 - agen
SAMPLE_F6_dsid_dsnm,US4CA60M,US4CA60M,Feature 6 - dsid_dsnm
SAMPLE_F6_dsid_edtn,37,37,Feature 6 - dsid_edtn
SAMPLE_F6_dsid_updn,6,6,Feature 6 - dsid_updn
SAMPLE_F6_elevat,nan,nan,Feature 6 - elevat
SAMPLE_F6_fidn,273510844,273510844,Feature 6 - fidn
SAMPLE_F6_fids,4156,4156,Feature 6 - fids
SAMPLE_F6_geometry,"POLYGON ((-118.2224271 33.7721724, -118.2222242 33...","POLYGON ((-118.2224271 33.7721724, -118.2222242 33...",Feature 6 - geometry
SAMPLE_F6_grup,2,2,Feature 6 - grup
SAMPLE_F6_inform,None,None,Feature 6 - inform
SAMPLE_F6_lnam,0226104D71BC103C,0226104D71BC103C,Feature 6 - lnam
SAMPLE_F6_ninfom,None,None,Feature 6 - ninfom
SAMPLE_F6_nobjnm,None,None,Feature 6 - nobjnm
SAMPLE_F6_ntxtds,None,None,Feature 6 - ntxtds
SAMPLE_F6_objl,69,69,Feature 6 - objl
SAMPLE_F6_objnam,None,None,Feature 6 - objnam
SAMPLE_F6_prim,3,3,Feature 6 - prim
SAMPLE_F6_rcid,2043,2043,Feature 6 - rcid
SAMPLE_F6_recdat,None,None,Feature 6 - recdat
SAMPLE_F6_recind,None,None,Feature 6 - recind
SAMPLE_F6_rver,1,1,Feature 6 - rver
SAMPLE_F6_scamax,nan,nan,Feature 6 - scamax
SAMPLE_F6_scamin,89999,89999,Feature 6 - scamin
SAMPLE_F6_sordat,20090410,20090410,Feature 6 - sordat
SAMPLE_F6_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 6 - sorind
SAMPLE_F6_txtdsc,None,None,Feature 6 - txtdsc
SAMPLE_F6_veracc,nan,nan,Feature 6 - veracc
SAMPLE_F6_verdat,nan,nan,Feature 6 - verdat
SAMPLE_FEATURE_7_SEPARATOR,--- FEATURE 7 ---,--- FEATURE 7 ---,Feature 7 sample
SAMPLE_F7_agen,550,550,Feature 7 - agen
SAMPLE_F7_dsid_dsnm,US4CA60M,US4CA60M,Feature 7 - dsid_dsnm
SAMPLE_F7_dsid_edtn,37,37,Feature 7 - dsid_edtn
SAMPLE_F7_dsid_updn,6,6,Feature 7 - dsid_updn
SAMPLE_F7_elevat,nan,nan,Feature 7 - elevat
SAMPLE_F7_fidn,275002504,275002504,Feature 7 - fidn
SAMPLE_F7_fids,4156,4156,Feature 7 - fids
SAMPLE_F7_geometry,"POLYGON ((-118.2744862 33.7142458, -118.2743296 33...","POLYGON ((-118.2744862 33.7142458, -118.2743296 33...",Feature 7 - geometry
SAMPLE_F7_grup,2,2,Feature 7 - grup
SAMPLE_F7_inform,None,None,Feature 7 - inform
SAMPLE_F7_lnam,022610643488103C,022610643488103C,Feature 7 - lnam
SAMPLE_F7_ninfom,None,None,Feature 7 - ninfom
SAMPLE_F7_nobjnm,None,None,Feature 7 - nobjnm
SAMPLE_F7_ntxtds,None,None,Feature 7 - ntxtds
SAMPLE_F7_objl,69,69,Feature 7 - objl
SAMPLE_F7_objnam,None,None,Feature 7 - objnam
SAMPLE_F7_prim,3,3,Feature 7 - prim
SAMPLE_F7_rcid,2044,2044,Feature 7 - rcid
SAMPLE_F7_recdat,None,None,Feature 7 - recdat
SAMPLE_F7_recind,None,None,Feature 7 - recind
SAMPLE_F7_rver,1,1,Feature 7 - rver
SAMPLE_F7_scamax,nan,nan,Feature 7 - scamax
SAMPLE_F7_scamin,89999,89999,Feature 7 - scamin
SAMPLE_F7_sordat,20090410,20090410,Feature 7 - sordat
SAMPLE_F7_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 7 - sorind
SAMPLE_F7_txtdsc,None,None,Feature 7 - txtdsc
SAMPLE_F7_veracc,nan,nan,Feature 7 - veracc
SAMPLE_F7_verdat,nan,nan,Feature 7 - verdat
SAMPLE_FEATURE_8_SEPARATOR,--- FEATURE 8 ---,--- FEATURE 8 ---,Feature 8 sample
SAMPLE_F8_agen,550,550,Feature 8 - agen
SAMPLE_F8_dsid_dsnm,US4CA60M,US4CA60M,Feature 8 - dsid_dsnm
SAMPLE_F8_dsid_edtn,37,37,Feature 8 - dsid_edtn
SAMPLE_F8_dsid_updn,6,6,Feature 8 - dsid_updn
SAMPLE_F8_elevat,nan,nan,Feature 8 - elevat
SAMPLE_F8_fidn,274939222,274939222,Feature 8 - fidn
SAMPLE_F8_fids,4150,4150,Feature 8 - fids
SAMPLE_F8_geometry,"POLYGON ((-118.2667879 33.7606559, -118.2666771 33...","POLYGON ((-118.2667879 33.7606559, -118.2666771 33...",Feature 8 - geometry
SAMPLE_F8_grup,2,2,Feature 8 - grup
SAMPLE_F8_inform,None,None,Feature 8 - inform
SAMPLE_F8_lnam,022610633D561036,022610633D561036,Feature 8 - lnam
SAMPLE_F8_ninfom,None,None,Feature 8 - ninfom
SAMPLE_F8_nobjnm,None,None,Feature 8 - nobjnm
SAMPLE_F8_ntxtds,None,None,Feature 8 - ntxtds
SAMPLE_F8_objl,69,69,Feature 8 - objl
SAMPLE_F8_objnam,None,None,Feature 8 - objnam
SAMPLE_F8_prim,3,3,Feature 8 - prim
SAMPLE_F8_rcid,2045,2045,Feature 8 - rcid
SAMPLE_F8_recdat,None,None,Feature 8 - recdat
SAMPLE_F8_recind,None,None,Feature 8 - recind
SAMPLE_F8_rver,1,1,Feature 8 - rver
SAMPLE_F8_scamax,nan,nan,Feature 8 - scamax
SAMPLE_F8_scamin,89999,89999,Feature 8 - scamin
SAMPLE_F8_sordat,20090410,20090410,Feature 8 - sordat
SAMPLE_F8_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 8 - sorind
SAMPLE_F8_txtdsc,None,None,Feature 8 - txtdsc
SAMPLE_F8_veracc,nan,nan,Feature 8 - veracc
SAMPLE_F8_verdat,nan,nan,Feature 8 - verdat
SAMPLE_FEATURE_9_SEPARATOR,--- FEATURE 9 ---,--- FEATURE 9 ---,Feature 9 sample
SAMPLE_F9_agen,550,550,Feature 9 - agen
SAMPLE_F9_dsid_dsnm,US4CA60M,US4CA60M,Feature 9 - dsid_dsnm
SAMPLE_F9_dsid_edtn,37,37,Feature 9 - dsid_edtn
SAMPLE_F9_dsid_updn,6,6,Feature 9 - dsid_updn
SAMPLE_F9_elevat,nan,nan,Feature 9 - elevat
SAMPLE_F9_fidn,275001242,275001242,Feature 9 - fidn
SAMPLE_F9_fids,4156,4156,Feature 9 - fids
SAMPLE_F9_geometry,"POLYGON ((-118.2759949 33.7150817, -118.2758383 33...","POLYGON ((-118.2759949 33.7150817, -118.2758383 33...",Feature 9 - geometry
SAMPLE_F9_grup,2,2,Feature 9 - grup
SAMPLE_F9_inform,None,None,Feature 9 - inform
SAMPLE_F9_lnam,022610642F9A103C,022610642F9A103C,Feature 9 - lnam
SAMPLE_F9_ninfom,None,None,Feature 9 - ninfom
SAMPLE_F9_nobjnm,None,None,Feature 9 - nobjnm
SAMPLE_F9_ntxtds,None,None,Feature 9 - ntxtds
SAMPLE_F9_objl,69,69,Feature 9 - objl
SAMPLE_F9_objnam,None,None,Feature 9 - objnam
SAMPLE_F9_prim,3,3,Feature 9 - prim
SAMPLE_F9_rcid,2046,2046,Feature 9 - rcid
SAMPLE_F9_recdat,None,None,Feature 9 - recdat
SAMPLE_F9_recind,None,None,Feature 9 - recind
SAMPLE_F9_rver,1,1,Feature 9 - rver
SAMPLE_F9_scamax,nan,nan,Feature 9 - scamax
SAMPLE_F9_scamin,89999,89999,Feature 9 - scamin
SAMPLE_F9_sordat,20090410,20090410,Feature 9 - sordat
SAMPLE_F9_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 9 - sorind
SAMPLE_F9_txtdsc,None,None,Feature 9 - txtdsc
SAMPLE_F9_veracc,nan,nan,Feature 9 - veracc
SAMPLE_F9_verdat,nan,nan,Feature 9 - verdat
SAMPLE_FEATURE_10_SEPARATOR,--- FEATURE 10 ---,--- FEATURE 10 ---,Feature 10 sample
SAMPLE_F10_agen,550,550,Feature 10 - agen
SAMPLE_F10_dsid_dsnm,US4CA60M,US4CA60M,Feature 10 - dsid_dsnm
SAMPLE_F10_dsid_edtn,37,37,Feature 10 - dsid_edtn
SAMPLE_F10_dsid_updn,6,6,Feature 10 - dsid_updn
SAMPLE_F10_elevat,nan,nan,Feature 10 - elevat
SAMPLE_F10_fidn,273514915,273514915,Feature 10 - fidn
SAMPLE_F10_fids,4156,4156,Feature 10 - fids
SAMPLE_F10_geometry,"POLYGON ((-118.222188 33.7722893, -118.2210443 33....","POLYGON ((-118.222188 33.7722893, -118.2210443 33....",Feature 10 - geometry
SAMPLE_F10_grup,2,2,Feature 10 - grup
SAMPLE_F10_inform,None,None,Feature 10 - inform
SAMPLE_F10_lnam,0226104D81A3103C,0226104D81A3103C,Feature 10 - lnam
SAMPLE_F10_ninfom,None,None,Feature 10 - ninfom
SAMPLE_F10_nobjnm,None,None,Feature 10 - nobjnm
SAMPLE_F10_ntxtds,None,None,Feature 10 - ntxtds
SAMPLE_F10_objl,69,69,Feature 10 - objl
SAMPLE_F10_objnam,None,None,Feature 10 - objnam
SAMPLE_F10_prim,3,3,Feature 10 - prim
SAMPLE_F10_rcid,2047,2047,Feature 10 - rcid
SAMPLE_F10_recdat,None,None,Feature 10 - recdat
SAMPLE_F10_recind,None,None,Feature 10 - recind
SAMPLE_F10_rver,1,1,Feature 10 - rver
SAMPLE_F10_scamax,nan,nan,Feature 10 - scamax
SAMPLE_F10_scamin,89999,89999,Feature 10 - scamin
SAMPLE_F10_sordat,20090410,20090410,Feature 10 - sordat
SAMPLE_F10_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 10 - sorind
SAMPLE_F10_txtdsc,None,None,Feature 10 - txtdsc
SAMPLE_F10_veracc,nan,nan,Feature 10 - veracc
SAMPLE_F10_verdat,nan,nan,Feature 10 - verdat
