attribute,gpkg,spatialite,notes
PROP_COMPLETENESS_objl,16/16 (100.0%),16/16 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_objnam,1/16 (6.2%),1/16 (6.2%),Values Match (6.2%)
PROP_COMPLETENESS_ogc_fid,16/16 (100.0%),16/16 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_picrep,0/16 (0.0%),0/16 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_prim,16/16 (100.0%),16/16 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_prodct,2/16 (12.5%),2/16 (12.5%),Values Match (12.5%)
PROP_COMPLETENESS_rcid,16/16 (100.0%),16/16 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_recdat,0/16 (0.0%),0/16 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_recind,0/16 (0.0%),0/16 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_rver,16/16 (100.0%),16/16 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_scamax,0/16 (0.0%),0/16 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_scamin,16/16 (100.0%),16/16 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sordat,16/16 (100.0%),16/16 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sorind,16/16 (100.0%),16/16 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_status,2/16 (12.5%),2/16 (12.5%),Values Match (12.5%)
PROP_COMPLETENESS_txtdsc,0/16 (0.0%),0/16 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_veracc,0/16 (0.0%),0/16 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_verdat,0/16 (0.0%),0/16 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_verlen,1/16 (6.2%),1/16 (6.2%),Values Match (6.2%)
