attribute,gpkg,postgis,notes
COLUMN_PRESENT_veracc,YES,YES,Column veracc presence
COLUMN_PRESENT_verdat,YES,YES,Column verdat presence
COLUMN_PRESENT_wkb_geometry,NO,YES,Column wkb_geometry presence
SEPARATOR_DATA_TYPES,--- DATA TYPES ---,--- DATA TYPES ---,Data types for each column
DATATYPE_agen,int32,float64,Data type for agen - MISMATCH!
DATATYPE_catlit,object,object,Data type for catlit
DATATYPE_colour,object,object,Data type for colour
DATATYPE_datend,object,object,Data type for datend
DATATYPE_datsta,object,object,Data type for datsta
DATATYPE_dsid_dsnm,object,object,Data type for dsid_dsnm
DATATYPE_dsid_edtn,int32,int64,Data type for dsid_edtn - MISMATCH!
DATATYPE_dsid_updn,int32,int64,Data type for dsid_updn - MISMATCH!
DATATYPE_exclit,float64,float64,Data type for exclit
DATATYPE_ffpt_rind,object,object,Data type for ffpt_rind
DATATYPE_fidn,int32,float64,Data type for fidn - MISMATCH!
DATATYPE_fids,int32,float64,Data type for fids - MISMATCH!
DATATYPE_grup,int32,float64,Data type for grup - MISMATCH!
DATATYPE_height,float64,float64,Data type for height
DATATYPE_inform,object,object,Data type for inform
DATATYPE_litchr,int32,int64,Data type for litchr - MISMATCH!
DATATYPE_litvis,object,object,Data type for litvis
DATATYPE_lnam,object,object,Data type for lnam
DATATYPE_lnam_refs,object,object,Data type for lnam_refs
DATATYPE_marsys,float64,object,Data type for marsys - MISMATCH!
DATATYPE_mask,object,object,Data type for mask
DATATYPE_mltylt,float64,float64,Data type for mltylt
DATATYPE_name_rcid,object,object,Data type for name_rcid
DATATYPE_name_rcnm,object,object,Data type for name_rcnm
DATATYPE_ninfom,object,object,Data type for ninfom
DATATYPE_nobjnm,object,object,Data type for nobjnm
DATATYPE_ntxtds,object,object,Data type for ntxtds
DATATYPE_objl,int32,float64,Data type for objl - MISMATCH!
DATATYPE_objnam,object,object,Data type for objnam
DATATYPE_orient,float64,float64,Data type for orient
DATATYPE_ornt,object,object,Data type for ornt
DATATYPE_perend,object,object,Data type for perend
DATATYPE_persta,object,object,Data type for persta
DATATYPE_prim,int32,float64,Data type for prim - MISMATCH!
DATATYPE_rcid,int32,float64,Data type for rcid - MISMATCH!
DATATYPE_recdat,object,object,Data type for recdat
DATATYPE_recind,object,object,Data type for recind
DATATYPE_rver,int32,float64,Data type for rver - MISMATCH!
DATATYPE_scamax,float64,object,Data type for scamax - MISMATCH!
DATATYPE_scamin,int32,int64,Data type for scamin - MISMATCH!
DATATYPE_sectr1,float64,float64,Data type for sectr1
DATATYPE_sectr2,float64,float64,Data type for sectr2
DATATYPE_siggrp,object,object,Data type for siggrp
DATATYPE_sigper,float64,float64,Data type for sigper
DATATYPE_sigseq,object,object,Data type for sigseq
DATATYPE_sordat,object,object,Data type for sordat
DATATYPE_sorind,object,object,Data type for sorind
DATATYPE_status,object,object,Data type for status
DATATYPE_txtdsc,object,object,Data type for txtdsc
DATATYPE_usag,object,object,Data type for usag
DATATYPE_valnmr,float64,float64,Data type for valnmr
DATATYPE_veracc,float64,object,Data type for veracc - MISMATCH!
DATATYPE_verdat,float64,object,Data type for verdat - MISMATCH!
SEPARATOR_FEATURE_SAMPLES,--- FEATURE SAMPLES (10) ---,--- FEATURE SAMPLES (10) ---,Sample of 10 features from each format
SAMPLE_FEATURE_1_SEPARATOR,--- FEATURE 1 ---,--- FEATURE 1 ---,Feature 1 sample
SAMPLE_F1_agen,550,550.0,Feature 1 - agen - VALUES DIFFER!
SAMPLE_F1_catlit,[],[],Feature 1 - catlit
SAMPLE_F1_colour,"[ ""6"" ]",['6'],Feature 1 - colour - VALUES DIFFER!
SAMPLE_F1_datend,None,None,Feature 1 - datend
SAMPLE_F1_datsta,None,None,Feature 1 - datsta
SAMPLE_F1_dsid_dsnm,US3CA52M,US3CA52M,Feature 1 - dsid_dsnm
SAMPLE_F1_dsid_edtn,31,31,Feature 1 - dsid_edtn
SAMPLE_F1_dsid_updn,0,0,Feature 1 - dsid_updn
SAMPLE_F1_exclit,4.0,4.0,Feature 1 - exclit
SAMPLE_F1_ffpt_rind,None,None,Feature 1 - ffpt_rind
SAMPLE_F1_fidn,18685606,18685606.0,Feature 1 - fidn - VALUES DIFFER!
SAMPLE_F1_fids,50,50.0,Feature 1 - fids - VALUES DIFFER!
SAMPLE_F1_grup,2,2.0,Feature 1 - grup - VALUES DIFFER!
SAMPLE_F1_height,nan,nan,Feature 1 - height
SAMPLE_F1_inform,None,None,Feature 1 - inform
SAMPLE_F1_litchr,2,2,Feature 1 - litchr
SAMPLE_F1_litvis,None,None,Feature 1 - litvis
SAMPLE_F1_lnam,0226011D1EA60032,0226011D1EA60032,Feature 1 - lnam
SAMPLE_F1_lnam_refs,None,None,Feature 1 - lnam_refs
SAMPLE_F1_marsys,nan,None,Feature 1 - marsys - VALUES DIFFER!
SAMPLE_F1_mask,[ 255 ],[255],Feature 1 - mask - VALUES DIFFER!
SAMPLE_F1_mltylt,nan,nan,Feature 1 - mltylt
SAMPLE_F1_name_rcid,[ 18 ],[18],Feature 1 - name_rcid - VALUES DIFFER!
SAMPLE_F1_name_rcnm,[ 110 ],[110],Feature 1 - name_rcnm - VALUES DIFFER!
SAMPLE_F1_ninfom,None,None,Feature 1 - ninfom
SAMPLE_F1_nobjnm,None,None,Feature 1 - nobjnm
SAMPLE_F1_ntxtds,None,None,Feature 1 - ntxtds
SAMPLE_F1_objl,75,75.0,Feature 1 - objl - VALUES DIFFER!
SAMPLE_F1_objnam,None,None,Feature 1 - objnam
SAMPLE_F1_orient,nan,nan,Feature 1 - orient
SAMPLE_F1_ornt,[ 255 ],[255],Feature 1 - ornt - VALUES DIFFER!
SAMPLE_F1_perend,None,None,Feature 1 - perend
SAMPLE_F1_persta,None,None,Feature 1 - persta
SAMPLE_F1_prim,1,1.0,Feature 1 - prim - VALUES DIFFER!
SAMPLE_F1_rcid,46,46.0,Feature 1 - rcid - VALUES DIFFER!
SAMPLE_F1_recdat,None,None,Feature 1 - recdat
SAMPLE_F1_recind,None,None,Feature 1 - recind
SAMPLE_F1_rver,1,1.0,Feature 1 - rver - VALUES DIFFER!
SAMPLE_F1_scamax,nan,None,Feature 1 - scamax - VALUES DIFFER!
SAMPLE_F1_scamin,499999,499999,Feature 1 - scamin
SAMPLE_F1_sectr1,nan,nan,Feature 1 - sectr1
SAMPLE_F1_sectr2,nan,nan,Feature 1 - sectr2
SAMPLE_F1_siggrp,(4),(4),Feature 1 - siggrp
SAMPLE_F1_sigper,20.0,20.0,Feature 1 - sigper
SAMPLE_F1_sigseq,01.0+(01.5)+01.0+(01.5)+01.0+(01.5)+01.0+(11.5),01.0+(01.5)+01.0+(01.5)+01.0+(01.5)+01.0+(11.5),Feature 1 - sigseq
SAMPLE_F1_sordat,20030902,20030902,Feature 1 - sordat
SAMPLE_F1_sorind,"US,US,reprt,11thCGD,LNM 35/03","US,US,reprt,11thCGD,LNM 35/03",Feature 1 - sorind
SAMPLE_F1_status,None,None,Feature 1 - status
SAMPLE_F1_txtdsc,None,None,Feature 1 - txtdsc
SAMPLE_F1_usag,[ 255 ],[255],Feature 1 - usag - VALUES DIFFER!
SAMPLE_F1_valnmr,nan,nan,Feature 1 - valnmr
SAMPLE_F1_veracc,nan,None,Feature 1 - veracc - VALUES DIFFER!
SAMPLE_F1_verdat,nan,None,Feature 1 - verdat - VALUES DIFFER!
SAMPLE_FEATURE_2_SEPARATOR,--- FEATURE 2 ---,--- FEATURE 2 ---,Feature 2 sample
SAMPLE_F2_agen,550,550.0,Feature 2 - agen - VALUES DIFFER!
SAMPLE_F2_catlit,[],[],Feature 2 - catlit
SAMPLE_F2_colour,"[ ""6"" ]",['6'],Feature 2 - colour - VALUES DIFFER!
SAMPLE_F2_datend,None,None,Feature 2 - datend
SAMPLE_F2_datsta,None,None,Feature 2 - datsta
SAMPLE_F2_dsid_dsnm,US3CA52M,US3CA52M,Feature 2 - dsid_dsnm
SAMPLE_F2_dsid_edtn,31,31,Feature 2 - dsid_edtn
SAMPLE_F2_dsid_updn,0,0,Feature 2 - dsid_updn
SAMPLE_F2_exclit,nan,nan,Feature 2 - exclit
SAMPLE_F2_ffpt_rind,None,None,Feature 2 - ffpt_rind
SAMPLE_F2_fidn,889563520,889563520.0,Feature 2 - fidn - VALUES DIFFER!
SAMPLE_F2_fids,7312,7312.0,Feature 2 - fids - VALUES DIFFER!
SAMPLE_F2_grup,2,2.0,Feature 2 - grup - VALUES DIFFER!
SAMPLE_F2_height,nan,nan,Feature 2 - height
SAMPLE_F2_inform,None,None,Feature 2 - inform
SAMPLE_F2_litchr,2,2,Feature 2 - litchr
SAMPLE_F2_litvis,None,None,Feature 2 - litvis
SAMPLE_F2_lnam,02263505A9801C90,02263505A9801C90,Feature 2 - lnam
SAMPLE_F2_lnam_refs,None,None,Feature 2 - lnam_refs
SAMPLE_F2_marsys,nan,None,Feature 2 - marsys - VALUES DIFFER!
SAMPLE_F2_mask,[ 255 ],[255],Feature 2 - mask - VALUES DIFFER!
SAMPLE_F2_mltylt,nan,nan,Feature 2 - mltylt
SAMPLE_F2_name_rcid,[ 20 ],[20],Feature 2 - name_rcid - VALUES DIFFER!
SAMPLE_F2_name_rcnm,[ 110 ],[110],Feature 2 - name_rcnm - VALUES DIFFER!
SAMPLE_F2_ninfom,None,None,Feature 2 - ninfom
SAMPLE_F2_nobjnm,None,None,Feature 2 - nobjnm
SAMPLE_F2_ntxtds,None,None,Feature 2 - ntxtds
SAMPLE_F2_objl,75,75.0,Feature 2 - objl - VALUES DIFFER!
SAMPLE_F2_objnam,None,None,Feature 2 - objnam
SAMPLE_F2_orient,nan,nan,Feature 2 - orient
SAMPLE_F2_ornt,[ 255 ],[255],Feature 2 - ornt - VALUES DIFFER!
SAMPLE_F2_perend,None,None,Feature 2 - perend
SAMPLE_F2_persta,None,None,Feature 2 - persta
SAMPLE_F2_prim,1,1.0,Feature 2 - prim - VALUES DIFFER!
SAMPLE_F2_rcid,47,47.0,Feature 2 - rcid - VALUES DIFFER!
SAMPLE_F2_recdat,None,None,Feature 2 - recdat
SAMPLE_F2_recind,None,None,Feature 2 - recind
SAMPLE_F2_rver,1,1.0,Feature 2 - rver - VALUES DIFFER!
SAMPLE_F2_scamax,nan,None,Feature 2 - scamax - VALUES DIFFER!
SAMPLE_F2_scamin,499999,499999,Feature 2 - scamin
SAMPLE_F2_sectr1,nan,nan,Feature 2 - sectr1
SAMPLE_F2_sectr2,nan,nan,Feature 2 - sectr2
SAMPLE_F2_siggrp,(1),(1),Feature 2 - siggrp
SAMPLE_F2_sigper,2.5,2.5,Feature 2 - sigper
SAMPLE_F2_sigseq,00.3+(02.2),00.3+(02.2),Feature 2 - sigseq
SAMPLE_F2_sordat,20240423,20240423,Feature 2 - sordat
SAMPLE_F2_sorind,"US,US,reprt,11thCGD,LNM 17/24","US,US,reprt,11thCGD,LNM 17/24",Feature 2 - sorind
SAMPLE_F2_status,None,None,Feature 2 - status
SAMPLE_F2_txtdsc,None,None,Feature 2 - txtdsc
SAMPLE_F2_usag,[ 255 ],[255],Feature 2 - usag - VALUES DIFFER!
SAMPLE_F2_valnmr,nan,nan,Feature 2 - valnmr
SAMPLE_F2_veracc,nan,None,Feature 2 - veracc - VALUES DIFFER!
SAMPLE_F2_verdat,nan,None,Feature 2 - verdat - VALUES DIFFER!
SAMPLE_FEATURE_3_SEPARATOR,--- FEATURE 3 ---,--- FEATURE 3 ---,Feature 3 sample
SAMPLE_F3_agen,550,550.0,Feature 3 - agen - VALUES DIFFER!
SAMPLE_F3_catlit,None,None,Feature 3 - catlit
SAMPLE_F3_colour,"[ ""6"" ]",['6'],Feature 3 - colour - VALUES DIFFER!
SAMPLE_F3_datend,None,None,Feature 3 - datend
SAMPLE_F3_datsta,None,None,Feature 3 - datsta
SAMPLE_F3_dsid_dsnm,US3CA52M,US3CA52M,Feature 3 - dsid_dsnm
SAMPLE_F3_dsid_edtn,31,31,Feature 3 - dsid_edtn
SAMPLE_F3_dsid_updn,0,0,Feature 3 - dsid_updn
SAMPLE_F3_exclit,nan,nan,Feature 3 - exclit
SAMPLE_F3_ffpt_rind,None,None,Feature 3 - ffpt_rind
SAMPLE_F3_fidn,926740595,926740595.0,Feature 3 - fidn - VALUES DIFFER!
SAMPLE_F3_fids,7312,7312.0,Feature 3 - fids - VALUES DIFFER!
SAMPLE_F3_grup,2,2.0,Feature 3 - grup - VALUES DIFFER!
SAMPLE_F3_height,nan,nan,Feature 3 - height
SAMPLE_F3_inform,None,None,Feature 3 - inform
SAMPLE_F3_litchr,2,2,Feature 3 - litchr
SAMPLE_F3_litvis,None,None,Feature 3 - litvis
SAMPLE_F3_lnam,0226373CF0731C90,0226373CF0731C90,Feature 3 - lnam
SAMPLE_F3_lnam_refs,None,None,Feature 3 - lnam_refs
SAMPLE_F3_marsys,nan,None,Feature 3 - marsys - VALUES DIFFER!
SAMPLE_F3_mask,[ 255 ],[255],Feature 3 - mask - VALUES DIFFER!
SAMPLE_F3_mltylt,nan,nan,Feature 3 - mltylt
SAMPLE_F3_name_rcid,[ 21 ],[21],Feature 3 - name_rcid - VALUES DIFFER!
SAMPLE_F3_name_rcnm,[ 110 ],[110],Feature 3 - name_rcnm - VALUES DIFFER!
SAMPLE_F3_ninfom,None,None,Feature 3 - ninfom
SAMPLE_F3_nobjnm,None,None,Feature 3 - nobjnm
SAMPLE_F3_ntxtds,None,None,Feature 3 - ntxtds
SAMPLE_F3_objl,75,75.0,Feature 3 - objl - VALUES DIFFER!
SAMPLE_F3_objnam,None,None,Feature 3 - objnam
SAMPLE_F3_orient,nan,nan,Feature 3 - orient
SAMPLE_F3_ornt,[ 255 ],[255],Feature 3 - ornt - VALUES DIFFER!
SAMPLE_F3_perend,None,None,Feature 3 - perend
SAMPLE_F3_persta,None,None,Feature 3 - persta
SAMPLE_F3_prim,1,1.0,Feature 3 - prim - VALUES DIFFER!
SAMPLE_F3_rcid,48,48.0,Feature 3 - rcid - VALUES DIFFER!
SAMPLE_F3_recdat,None,None,Feature 3 - recdat
SAMPLE_F3_recind,None,None,Feature 3 - recind
SAMPLE_F3_rver,1,1.0,Feature 3 - rver - VALUES DIFFER!
SAMPLE_F3_scamax,nan,None,Feature 3 - scamax - VALUES DIFFER!
SAMPLE_F3_scamin,499999,499999,Feature 3 - scamin
SAMPLE_F3_sectr1,nan,nan,Feature 3 - sectr1
SAMPLE_F3_sectr2,nan,nan,Feature 3 - sectr2
SAMPLE_F3_siggrp,(1),(1),Feature 3 - siggrp
SAMPLE_F3_sigper,2.5,2.5,Feature 3 - sigper
SAMPLE_F3_sigseq,00.3+(02.2),00.3+(02.2),Feature 3 - sigseq
SAMPLE_F3_sordat,20231213,20231213,Feature 3 - sordat
SAMPLE_F3_sorind,"US,US,reprt,11thCGD,LNM 50/23","US,US,reprt,11thCGD,LNM 50/23",Feature 3 - sorind
SAMPLE_F3_status,None,None,Feature 3 - status
SAMPLE_F3_txtdsc,None,None,Feature 3 - txtdsc
SAMPLE_F3_usag,[ 255 ],[255],Feature 3 - usag - VALUES DIFFER!
SAMPLE_F3_valnmr,nan,nan,Feature 3 - valnmr
SAMPLE_F3_veracc,nan,None,Feature 3 - veracc - VALUES DIFFER!
SAMPLE_F3_verdat,nan,None,Feature 3 - verdat - VALUES DIFFER!
SAMPLE_FEATURE_4_SEPARATOR,--- FEATURE 4 ---,--- FEATURE 4 ---,Feature 4 sample
SAMPLE_F4_agen,550,550.0,Feature 4 - agen - VALUES DIFFER!
SAMPLE_F4_catlit,[],[],Feature 4 - catlit
SAMPLE_F4_colour,"[ ""3"" ]",['3'],Feature 4 - colour - VALUES DIFFER!
SAMPLE_F4_datend,None,None,Feature 4 - datend
SAMPLE_F4_datsta,None,None,Feature 4 - datsta
SAMPLE_F4_dsid_dsnm,US3CA52M,US3CA52M,Feature 4 - dsid_dsnm
SAMPLE_F4_dsid_edtn,31,31,Feature 4 - dsid_edtn
SAMPLE_F4_dsid_updn,0,0,Feature 4 - dsid_updn
SAMPLE_F4_exclit,4.0,4.0,Feature 4 - exclit
SAMPLE_F4_ffpt_rind,None,None,Feature 4 - ffpt_rind
SAMPLE_F4_fidn,4288924,4288924.0,Feature 4 - fidn - VALUES DIFFER!
SAMPLE_F4_fids,3914,3914.0,Feature 4 - fids - VALUES DIFFER!
SAMPLE_F4_grup,2,2.0,Feature 4 - grup - VALUES DIFFER!
SAMPLE_F4_height,6.0,6.0,Feature 4 - height
SAMPLE_F4_inform,None,None,Feature 4 - inform
SAMPLE_F4_litchr,8,8,Feature 4 - litchr
SAMPLE_F4_litvis,None,None,Feature 4 - litvis
SAMPLE_F4_lnam,02260041719C0F4A,02260041719C0F4A,Feature 4 - lnam
SAMPLE_F4_lnam_refs,None,None,Feature 4 - lnam_refs
SAMPLE_F4_marsys,nan,None,Feature 4 - marsys - VALUES DIFFER!
SAMPLE_F4_mask,[ 255 ],[255],Feature 4 - mask - VALUES DIFFER!
SAMPLE_F4_mltylt,nan,nan,Feature 4 - mltylt
SAMPLE_F4_name_rcid,[ 2 ],[2],Feature 4 - name_rcid - VALUES DIFFER!
SAMPLE_F4_name_rcnm,[ 110 ],[110],Feature 4 - name_rcnm - VALUES DIFFER!
SAMPLE_F4_ninfom,None,None,Feature 4 - ninfom
SAMPLE_F4_nobjnm,None,None,Feature 4 - nobjnm
SAMPLE_F4_ntxtds,None,None,Feature 4 - ntxtds
SAMPLE_F4_objl,75,75.0,Feature 4 - objl - VALUES DIFFER!
SAMPLE_F4_objnam,None,None,Feature 4 - objnam
SAMPLE_F4_orient,nan,nan,Feature 4 - orient
SAMPLE_F4_ornt,[ 255 ],[255],Feature 4 - ornt - VALUES DIFFER!
SAMPLE_F4_perend,None,None,Feature 4 - perend
SAMPLE_F4_persta,None,None,Feature 4 - persta
SAMPLE_F4_prim,1,1.0,Feature 4 - prim - VALUES DIFFER!
SAMPLE_F4_rcid,49,49.0,Feature 4 - rcid - VALUES DIFFER!
SAMPLE_F4_recdat,None,None,Feature 4 - recdat
SAMPLE_F4_recind,None,None,Feature 4 - recind
SAMPLE_F4_rver,1,1.0,Feature 4 - rver - VALUES DIFFER!
SAMPLE_F4_scamax,nan,None,Feature 4 - scamax - VALUES DIFFER!
SAMPLE_F4_scamin,499999,499999,Feature 4 - scamin
SAMPLE_F4_sectr1,nan,nan,Feature 4 - sectr1
SAMPLE_F4_sectr2,nan,nan,Feature 4 - sectr2
SAMPLE_F4_siggrp,(1),(1),Feature 4 - siggrp
SAMPLE_F4_sigper,4.0,4.0,Feature 4 - sigper
SAMPLE_F4_sigseq,(01.0)+03.0,(01.0)+03.0,Feature 4 - sigseq
SAMPLE_F4_sordat,20240320,20240320,Feature 4 - sordat
SAMPLE_F4_sorind,"US,US,reprt,11thCGD,LNM 12/24","US,US,reprt,11thCGD,LNM 12/24",Feature 4 - sorind
SAMPLE_F4_status,None,None,Feature 4 - status
SAMPLE_F4_txtdsc,None,None,Feature 4 - txtdsc
SAMPLE_F4_usag,[ 255 ],[255],Feature 4 - usag - VALUES DIFFER!
SAMPLE_F4_valnmr,6.0,6.0,Feature 4 - valnmr
SAMPLE_F4_veracc,nan,None,Feature 4 - veracc - VALUES DIFFER!
SAMPLE_F4_verdat,nan,None,Feature 4 - verdat - VALUES DIFFER!
SAMPLE_FEATURE_5_SEPARATOR,--- FEATURE 5 ---,--- FEATURE 5 ---,Feature 5 sample
SAMPLE_F5_agen,550,550.0,Feature 5 - agen - VALUES DIFFER!
SAMPLE_F5_catlit,[],[],Feature 5 - catlit
SAMPLE_F5_colour,"[ ""6"" ]",['6'],Feature 5 - colour - VALUES DIFFER!
SAMPLE_F5_datend,None,None,Feature 5 - datend
SAMPLE_F5_datsta,None,None,Feature 5 - datsta
SAMPLE_F5_dsid_dsnm,US3CA52M,US3CA52M,Feature 5 - dsid_dsnm
SAMPLE_F5_dsid_edtn,31,31,Feature 5 - dsid_edtn
SAMPLE_F5_dsid_updn,0,0,Feature 5 - dsid_updn
SAMPLE_F5_exclit,4.0,4.0,Feature 5 - exclit
SAMPLE_F5_ffpt_rind,None,None,Feature 5 - ffpt_rind
SAMPLE_F5_fidn,493166581,493166581.0,Feature 5 - fidn - VALUES DIFFER!
SAMPLE_F5_fids,7312,7312.0,Feature 5 - fids - VALUES DIFFER!
SAMPLE_F5_grup,2,2.0,Feature 5 - grup - VALUES DIFFER!
SAMPLE_F5_height,nan,nan,Feature 5 - height
SAMPLE_F5_inform,None,None,Feature 5 - inform
SAMPLE_F5_litchr,2,2,Feature 5 - litchr
SAMPLE_F5_litvis,None,None,Feature 5 - litvis
SAMPLE_F5_lnam,02261D651FF51C90,02261D651FF51C90,Feature 5 - lnam
SAMPLE_F5_lnam_refs,None,None,Feature 5 - lnam_refs
SAMPLE_F5_marsys,nan,None,Feature 5 - marsys - VALUES DIFFER!
SAMPLE_F5_mask,[ 255 ],[255],Feature 5 - mask - VALUES DIFFER!
SAMPLE_F5_mltylt,nan,nan,Feature 5 - mltylt
SAMPLE_F5_name_rcid,[ 22 ],[22],Feature 5 - name_rcid - VALUES DIFFER!
SAMPLE_F5_name_rcnm,[ 110 ],[110],Feature 5 - name_rcnm - VALUES DIFFER!
SAMPLE_F5_ninfom,None,None,Feature 5 - ninfom
SAMPLE_F5_nobjnm,None,None,Feature 5 - nobjnm
SAMPLE_F5_ntxtds,None,None,Feature 5 - ntxtds
SAMPLE_F5_objl,75,75.0,Feature 5 - objl - VALUES DIFFER!
SAMPLE_F5_objnam,None,None,Feature 5 - objnam
SAMPLE_F5_orient,nan,nan,Feature 5 - orient
SAMPLE_F5_ornt,[ 255 ],[255],Feature 5 - ornt - VALUES DIFFER!
SAMPLE_F5_perend,None,None,Feature 5 - perend
SAMPLE_F5_persta,None,None,Feature 5 - persta
SAMPLE_F5_prim,1,1.0,Feature 5 - prim - VALUES DIFFER!
SAMPLE_F5_rcid,50,50.0,Feature 5 - rcid - VALUES DIFFER!
SAMPLE_F5_recdat,None,None,Feature 5 - recdat
SAMPLE_F5_recind,None,None,Feature 5 - recind
SAMPLE_F5_rver,1,1.0,Feature 5 - rver - VALUES DIFFER!
SAMPLE_F5_scamax,nan,None,Feature 5 - scamax - VALUES DIFFER!
SAMPLE_F5_scamin,499999,499999,Feature 5 - scamin
SAMPLE_F5_sectr1,nan,nan,Feature 5 - sectr1
SAMPLE_F5_sectr2,nan,nan,Feature 5 - sectr2
SAMPLE_F5_siggrp,(1),(1),Feature 5 - siggrp
SAMPLE_F5_sigper,4.0,4.0,Feature 5 - sigper
SAMPLE_F5_sigseq,00.4+(03.6),00.4+(03.6),Feature 5 - sigseq
SAMPLE_F5_sordat,20231025,20231025,Feature 5 - sordat
SAMPLE_F5_sorind,"US,US,reprt,11thCGD,LNM 43/23","US,US,reprt,11thCGD,LNM 43/23",Feature 5 - sorind
SAMPLE_F5_status,None,None,Feature 5 - status
SAMPLE_F5_txtdsc,None,None,Feature 5 - txtdsc
SAMPLE_F5_usag,[ 255 ],[255],Feature 5 - usag - VALUES DIFFER!
SAMPLE_F5_valnmr,nan,nan,Feature 5 - valnmr
SAMPLE_F5_veracc,nan,None,Feature 5 - veracc - VALUES DIFFER!
SAMPLE_F5_verdat,nan,None,Feature 5 - verdat - VALUES DIFFER!
SAMPLE_FEATURE_6_SEPARATOR,--- FEATURE 6 ---,--- FEATURE 6 ---,Feature 6 sample
SAMPLE_F6_agen,550,550.0,Feature 6 - agen - VALUES DIFFER!
SAMPLE_F6_catlit,[],[],Feature 6 - catlit
SAMPLE_F6_colour,"[ ""6"" ]",['6'],Feature 6 - colour - VALUES DIFFER!
SAMPLE_F6_datend,None,None,Feature 6 - datend
SAMPLE_F6_datsta,None,None,Feature 6 - datsta
SAMPLE_F6_dsid_dsnm,US3CA52M,US3CA52M,Feature 6 - dsid_dsnm
SAMPLE_F6_dsid_edtn,31,31,Feature 6 - dsid_edtn
SAMPLE_F6_dsid_updn,0,0,Feature 6 - dsid_updn
SAMPLE_F6_exclit,4.0,4.0,Feature 6 - exclit
SAMPLE_F6_ffpt_rind,None,None,Feature 6 - ffpt_rind
SAMPLE_F6_fidn,72550522,72550522.0,Feature 6 - fidn - VALUES DIFFER!
