layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
cgusta,37,29,29,0,8,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
slcons,51,40,40,0,11,0,False,"natcon, colpat, status, name_rcid, lnam_refs, colour, ornt, name_rcnm, mask, ffpt_rind, usag"
slogrd,39,28,28,0,11,0,False,"natcon, colour, name_rcid, lnam_refs, ornt, name_rcnm, mask, ffpt_rind, natqua, usag, natsur"
lndmrk,47,34,34,0,13,0,False,"colpat, natcon, status, name_rcid, lnam_refs, colour, ornt, functn, name_rcnm, catlmk, mask, ffpt_rind, usag"
resare,39,29,29,0,10,0,False,"status, lnam_refs, name_rcid, catrea, ornt, name_rcnm, mask, ffpt_rind, usag, restrn"
fogsig,44,36,36,0,8,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
ofsplf,48,35,35,0,13,0,False,"natcon, colpat, status, name_rcid, lnam_refs, colour, ornt, catofp, name_rcnm, mask, prodct, ffpt_rind, usag"
conzne,34,26,26,0,8,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
curent,36,29,29,0,7,0,False,"lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
wedklp,33,26,26,0,7,0,False,"lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
achare,39,29,29,0,10,0,False,"catach, status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag, restrn"
rivers,33,25,25,0,8,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
pipsol,44,34,34,0,10,0,False,"status, lnam_refs, name_rcid, ornt, catpip, name_rcnm, mask, prodct, ffpt_rind, usag"
tesare,32,24,24,0,8,0,False,"lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag, restrn"
m_covr,27,20,20,0,7,0,False,"lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
splare,36,27,27,0,9,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag, restrn"
fshzne,34,26,26,0,8,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
rdosta,43,34,34,0,9,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, catros, usag"
slotop,42,31,31,0,11,0,False,"natcon, colour, name_rcid, lnam_refs, ornt, name_rcnm, mask, ffpt_rind, natqua, usag, natsur"
isolatednode,10,10,10,0,0,0,True,
m_qual,38,30,30,0,8,0,False,"name_rcid, lnam_refs, ornt, name_rcnm, mask, ffpt_rind, tecsou, usag"
buisgl,47,35,35,0,12,0,False,"natcon, colpat, status, name_rcid, lnam_refs, colour, ornt, functn, name_rcnm, mask, ffpt_rind, usag"
cblohd,44,36,36,0,8,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
topmar,44,34,34,0,10,0,False,"colpat, colour, status, name_rcid, lnam_refs, ornt, name_rcnm, mask, ffpt_rind, usag"
depcnt,33,26,26,0,7,0,False,"lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
wattur,33,26,26,0,7,0,False,"lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
ctnare,34,27,27,0,7,0,False,"lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
unsare,30,23,23,0,7,0,False,"lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
lndare,34,26,26,0,8,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
rdocal,40,32,32,0,8,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
siltnk,48,36,36,0,12,0,False,"natcon, colpat, status, name_rcid, lnam_refs, colour, ornt, name_rcnm, mask, prodct, ffpt_rind, usag"
tssbnd,34,26,26,0,8,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
edge,22,22,22,0,0,0,True,
lndelv,36,29,29,0,7,0,False,"lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
m_npub,30,23,23,0,7,0,False,"lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
magvar,33,26,26,0,7,0,False,"lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
pipare,39,28,28,0,11,0,False,"status, lnam_refs, name_rcid, ornt, catpip, name_rcnm, mask, prodct, ffpt_rind, usag, restrn"
connectednode,10,10,10,0,0,0,True,
lakare,35,28,28,0,7,0,False,"lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
mipare,39,29,29,0,10,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag, catmpa, restrn"
obstrn,49,35,35,0,14,0,False,"natcon, status, name_rcid, lnam_refs, ornt, natqua, name_rcnm, mask, prodct, quasou, ffpt_rind, tecsou, usag, natsur"
marcul,47,37,37,0,10,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, quasou, ffpt_rind, usag, restrn"
prcare,34,25,25,0,9,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag, restrn"
wrecks,46,36,36,0,10,0,False,"status, name_rcid, lnam_refs, ornt, name_rcnm, mask, quasou, ffpt_rind, tecsou, usag"
uwtroc,42,30,30,0,12,0,False,"status, name_rcid, lnam_refs, ornt, natqua, name_rcnm, mask, quasou, ffpt_rind, tecsou, usag, natsur"
bridge,49,38,38,0,11,0,False,"natcon, colpat, name_rcid, lnam_refs, colour, ornt, catbrg, name_rcnm, mask, ffpt_rind, usag"
depare,35,27,27,0,8,0,False,"lnam_refs, name_rcid, ornt, name_rcnm, mask, quasou, ffpt_rind, usag"
damcon,45,35,35,0,10,0,False,"natcon, colpat, name_rcid, lnam_refs, colour, ornt, name_rcnm, mask, ffpt_rind, usag"
rtpbcn,44,36,36,0,8,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
bcnlat,52,41,41,0,11,0,False,"natcon, colpat, status, name_rcid, lnam_refs, colour, ornt, name_rcnm, mask, ffpt_rind, usag"
exezne,31,24,24,0,7,0,False,"lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
morfac,51,40,40,0,11,0,False,"natcon, colpat, status, name_rcid, lnam_refs, colour, ornt, name_rcnm, mask, ffpt_rind, usag"
ponton,43,34,34,0,9,0,False,"natcon, status, name_rcid, lnam_refs, ornt, name_rcnm, mask, ffpt_rind, usag"
ctsare,37,29,29,0,8,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
admare,35,28,28,0,7,0,False,"lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
boysaw,46,35,35,0,11,0,False,"natcon, colpat, status, name_rcid, lnam_refs, colour, ornt, name_rcnm, mask, ffpt_rind, usag"
navlne,37,29,29,0,8,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
dmpgrd,35,25,25,0,10,0,False,"status, lnam_refs, name_rcid, ornt, catdpg, name_rcnm, mask, ffpt_rind, usag, restrn"
canals,40,32,32,0,8,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
cblare,37,28,28,0,9,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag, restrn"
coalne,40,32,32,0,8,0,False,"colour, lnam_refs, name_rcid, ornt, name_rcnm, mask, ffpt_rind, usag"
fairwy,42,32,32,0,10,0,False,"status, lnam_refs, name_rcid, ornt, name_rcnm, mask, quasou, ffpt_rind, usag, restrn"
