attribute,gpkg,spatialite,notes
COLUMN_PRESENT_sorind,YES,YES,Column sorind presence
COLUMN_PRESENT_txtdsc,YES,YES,Column txtdsc presence
COLUMN_PRESENT_usag,YES,NO,Column usag presence
SEPARATOR_DATA_TYPES,--- DATA TYPES ---,--- DATA TYPES ---,Data types for each column
DATATYPE_agen,int32,int32,Data type for agen
DATATYPE_dsid_dsnm,object,object,Data type for dsid_dsnm
DATATYPE_dsid_edtn,int32,int32,Data type for dsid_edtn
DATATYPE_dsid_updn,int32,int32,Data type for dsid_updn
DATATYPE_fidn,int32,int32,Data type for fidn
DATATYPE_fids,int32,int32,Data type for fids
DATATYPE_grup,int32,int32,Data type for grup
DATATYPE_inform,object,object,Data type for inform
DATATYPE_lnam,object,object,Data type for lnam
DATATYPE_ninfom,object,object,Data type for ninfom
DATATYPE_ntxtds,object,object,Data type for ntxtds
DATATYPE_objl,int32,int32,Data type for objl
DATATYPE_prim,int32,int32,Data type for prim
DATATYPE_rcid,int32,int32,Data type for rcid
DATATYPE_recdat,object,object,Data type for recdat
DATATYPE_recind,object,object,Data type for recind
DATATYPE_rver,int32,int32,Data type for rver
DATATYPE_scamax,float64,float64,Data type for scamax
DATATYPE_scamin,float64,float64,Data type for scamin
DATATYPE_sordat,object,object,Data type for sordat
DATATYPE_sorind,object,object,Data type for sorind
DATATYPE_txtdsc,object,object,Data type for txtdsc
SEPARATOR_FEATURE_SAMPLES,--- FEATURE SAMPLES (5) ---,--- FEATURE SAMPLES (5) ---,Sample of 5 features from each format
SAMPLE_FEATURE_1_SEPARATOR,--- FEATURE 1 ---,--- FEATURE 1 ---,Feature 1 sample
SAMPLE_F1_agen,550,550,Feature 1 - agen
SAMPLE_F1_dsid_dsnm,US4CA60M,US4CA60M,Feature 1 - dsid_dsnm
SAMPLE_F1_dsid_edtn,37,37,Feature 1 - dsid_edtn
SAMPLE_F1_dsid_updn,6,6,Feature 1 - dsid_updn
SAMPLE_F1_fidn,274903094,274903094,Feature 1 - fidn
SAMPLE_F1_fids,4121,4121,Feature 1 - fids
SAMPLE_F1_geometry,"POLYGON ((-117.6736975 33.4482388, -117.6735904 33...","POLYGON ((-117.6736975 33.4482388, -117.6735904 33...",Feature 1 - geometry
SAMPLE_F1_grup,1,1,Feature 1 - grup
SAMPLE_F1_inform,None,None,Feature 1 - inform
SAMPLE_F1_lnam,02261062B0361019,02261062B0361019,Feature 1 - lnam
SAMPLE_F1_ninfom,None,None,Feature 1 - ninfom
SAMPLE_F1_ntxtds,None,None,Feature 1 - ntxtds
SAMPLE_F1_objl,154,154,Feature 1 - objl
SAMPLE_F1_prim,3,3,Feature 1 - prim
SAMPLE_F1_rcid,1810,1810,Feature 1 - rcid
SAMPLE_F1_recdat,None,None,Feature 1 - recdat
SAMPLE_F1_recind,None,None,Feature 1 - recind
SAMPLE_F1_rver,1,1,Feature 1 - rver
SAMPLE_F1_scamax,nan,nan,Feature 1 - scamax
SAMPLE_F1_scamin,nan,nan,Feature 1 - scamin
SAMPLE_F1_sordat,None,None,Feature 1 - sordat
SAMPLE_F1_sorind,None,None,Feature 1 - sorind
SAMPLE_F1_txtdsc,None,None,Feature 1 - txtdsc
SAMPLE_FEATURE_2_SEPARATOR,--- FEATURE 2 ---,--- FEATURE 2 ---,Feature 2 sample
SAMPLE_F2_agen,550,550,Feature 2 - agen
SAMPLE_F2_dsid_dsnm,US4CA60M,US4CA60M,Feature 2 - dsid_dsnm
SAMPLE_F2_dsid_edtn,37,37,Feature 2 - dsid_edtn
SAMPLE_F2_dsid_updn,6,6,Feature 2 - dsid_updn
SAMPLE_F2_fidn,18998220,18998220,Feature 2 - fidn
SAMPLE_F2_fids,50,50,Feature 2 - fids
SAMPLE_F2_geometry,"POLYGON ((-118.2781026 33.7070543, -118.2775923 33...","POLYGON ((-118.2781026 33.7070543, -118.2775923 33...",Feature 2 - geometry
SAMPLE_F2_grup,1,1,Feature 2 - grup
SAMPLE_F2_inform,None,None,Feature 2 - inform
SAMPLE_F2_lnam,02260121E3CC0032,02260121E3CC0032,Feature 2 - lnam
SAMPLE_F2_ninfom,None,None,Feature 2 - ninfom
SAMPLE_F2_ntxtds,None,None,Feature 2 - ntxtds
SAMPLE_F2_objl,154,154,Feature 2 - objl
SAMPLE_F2_prim,3,3,Feature 2 - prim
SAMPLE_F2_rcid,1811,1811,Feature 2 - rcid
SAMPLE_F2_recdat,None,None,Feature 2 - recdat
SAMPLE_F2_recind,None,None,Feature 2 - recind
SAMPLE_F2_rver,1,1,Feature 2 - rver
SAMPLE_F2_scamax,nan,nan,Feature 2 - scamax
SAMPLE_F2_scamin,nan,nan,Feature 2 - scamin
SAMPLE_F2_sordat,None,None,Feature 2 - sordat
SAMPLE_F2_sorind,None,None,Feature 2 - sorind
SAMPLE_F2_txtdsc,None,None,Feature 2 - txtdsc
SAMPLE_FEATURE_3_SEPARATOR,--- FEATURE 3 ---,--- FEATURE 3 ---,Feature 3 sample
SAMPLE_F3_agen,550,550,Feature 3 - agen
SAMPLE_F3_dsid_dsnm,US1GC09M,US1GC09M,Feature 3 - dsid_dsnm
SAMPLE_F3_dsid_edtn,65,65,Feature 3 - dsid_edtn
SAMPLE_F3_dsid_updn,5,5,Feature 3 - dsid_updn
SAMPLE_F3_fidn,253922875,253922875,Feature 3 - fidn
SAMPLE_F3_fids,4044,4044,Feature 3 - fids
SAMPLE_F3_geometry,"POLYGON ((-87.3358305 29.2817418, -87.3358305 29.2...","POLYGON ((-87.3358305 29.2817418, -87.3358305 29.2...",Feature 3 - geometry
SAMPLE_F3_grup,1,1,Feature 3 - grup
SAMPLE_F3_inform,None,None,Feature 3 - inform
SAMPLE_F3_lnam,02260F228E3B0FCC,02260F228E3B0FCC,Feature 3 - lnam
SAMPLE_F3_ninfom,None,None,Feature 3 - ninfom
SAMPLE_F3_ntxtds,None,None,Feature 3 - ntxtds
SAMPLE_F3_objl,154,154,Feature 3 - objl
SAMPLE_F3_prim,3,3,Feature 3 - prim
SAMPLE_F3_rcid,2657,2657,Feature 3 - rcid
SAMPLE_F3_recdat,None,None,Feature 3 - recdat
SAMPLE_F3_recind,None,None,Feature 3 - recind
SAMPLE_F3_rver,1,1,Feature 3 - rver
SAMPLE_F3_scamax,nan,nan,Feature 3 - scamax
SAMPLE_F3_scamin,nan,nan,Feature 3 - scamin
SAMPLE_F3_sordat,201202,201202,Feature 3 - sordat
SAMPLE_F3_sorind,"US,US,graph,Chart 11013","US,US,graph,Chart 11013",Feature 3 - sorind
SAMPLE_F3_txtdsc,None,None,Feature 3 - txtdsc
SAMPLE_FEATURE_4_SEPARATOR,--- FEATURE 4 ---,--- FEATURE 4 ---,Feature 4 sample
SAMPLE_F4_agen,550,550,Feature 4 - agen
SAMPLE_F4_dsid_dsnm,US1GC09M,US1GC09M,Feature 4 - dsid_dsnm
SAMPLE_F4_dsid_edtn,65,65,Feature 4 - dsid_edtn
SAMPLE_F4_dsid_updn,5,5,Feature 4 - dsid_updn
SAMPLE_F4_fidn,253922877,253922877,Feature 4 - fidn
SAMPLE_F4_fids,4044,4044,Feature 4 - fids
SAMPLE_F4_geometry,"POLYGON ((-83.066409 27.503336, -83.066409 27.5208...","POLYGON ((-83.066409 27.503336, -83.066409 27.5208...",Feature 4 - geometry
SAMPLE_F4_grup,1,1,Feature 4 - grup
SAMPLE_F4_inform,None,None,Feature 4 - inform
SAMPLE_F4_lnam,02260F228E3D0FCC,02260F228E3D0FCC,Feature 4 - lnam
SAMPLE_F4_ninfom,None,None,Feature 4 - ninfom
SAMPLE_F4_ntxtds,None,None,Feature 4 - ntxtds
SAMPLE_F4_objl,154,154,Feature 4 - objl
SAMPLE_F4_prim,3,3,Feature 4 - prim
SAMPLE_F4_rcid,2658,2658,Feature 4 - rcid
SAMPLE_F4_recdat,None,None,Feature 4 - recdat
SAMPLE_F4_recind,None,None,Feature 4 - recind
SAMPLE_F4_rver,1,1,Feature 4 - rver
SAMPLE_F4_scamax,nan,nan,Feature 4 - scamax
SAMPLE_F4_scamin,nan,nan,Feature 4 - scamin
SAMPLE_F4_sordat,201202,201202,Feature 4 - sordat
SAMPLE_F4_sorind,"US,US,graph,Chart 11013","US,US,graph,Chart 11013",Feature 4 - sorind
SAMPLE_F4_txtdsc,None,None,Feature 4 - txtdsc
SAMPLE_FEATURE_5_SEPARATOR,--- FEATURE 5 ---,--- FEATURE 5 ---,Feature 5 sample
SAMPLE_F5_agen,550,550,Feature 5 - agen
SAMPLE_F5_dsid_dsnm,US1GC09M,US1GC09M,Feature 5 - dsid_dsnm
SAMPLE_F5_dsid_edtn,65,65,Feature 5 - dsid_edtn
SAMPLE_F5_dsid_updn,5,5,Feature 5 - dsid_updn
SAMPLE_F5_fidn,20988506,20988506,Feature 5 - fidn
SAMPLE_F5_fids,50,50,Feature 5 - fids
SAMPLE_F5_geometry,"POLYGON ((-80.4325435 21.2947968, -80.4471737 21.2...","POLYGON ((-80.4325435 21.2947968, -80.4471737 21.2...",Feature 5 - geometry
SAMPLE_F5_grup,1,1,Feature 5 - grup
SAMPLE_F5_inform,None,None,Feature 5 - inform
SAMPLE_F5_lnam,02260140425A0032,02260140425A0032,Feature 5 - lnam
SAMPLE_F5_ninfom,None,None,Feature 5 - ninfom
SAMPLE_F5_ntxtds,None,None,Feature 5 - ntxtds
SAMPLE_F5_objl,154,154,Feature 5 - objl
SAMPLE_F5_prim,3,3,Feature 5 - prim
SAMPLE_F5_rcid,2659,2659,Feature 5 - rcid
SAMPLE_F5_recdat,None,None,Feature 5 - recdat
SAMPLE_F5_recind,None,None,Feature 5 - recind
SAMPLE_F5_rver,1,1,Feature 5 - rver
SAMPLE_F5_scamax,nan,nan,Feature 5 - scamax
SAMPLE_F5_scamin,nan,nan,Feature 5 - scamin
SAMPLE_F5_sordat,201202,201202,Feature 5 - sordat
SAMPLE_F5_sorind,"US,US,graph,Chart 11013","US,US,graph,Chart 11013",Feature 5 - sorind
SAMPLE_F5_txtdsc,None,None,Feature 5 - txtdsc
