attribute,gpkg,spatialite,notes
SAMPLE_F1_fidn,133672688,133672688,Feature 1 - fidn
SAMPLE_F1_fids,1764,1764,Feature 1 - fids
SAMPLE_F1_geometry,"POLYGON ((-123.2771788 37.089139, -123.277168 37.0...","POLYGON ((-123.2771788 37.089139, -123.277168 37.0...",Feature 1 - geometry
SAMPLE_F1_grup,2,2,Feature 1 - grup
SAMPLE_F1_inform,None,None,Feature 1 - inform
SAMPLE_F1_lnam,022607F7AEF006E4,022607F7AEF006E4,Feature 1 - lnam
SAMPLE_F1_ninfom,None,None,Feature 1 - ninfom
SAMPLE_F1_nobjnm,None,None,Feature 1 - nobjnm
SAMPLE_F1_ntxtds,None,None,Feature 1 - ntxtds
SAMPLE_F1_objl,48,48,Feature 1 - objl
SAMPLE_F1_objnam,None,None,Feature 1 - objnam
SAMPLE_F1_prim,3,3,Feature 1 - prim
SAMPLE_F1_rcid,1701,1701,Feature 1 - rcid
SAMPLE_F1_recdat,None,None,Feature 1 - recdat
SAMPLE_F1_recind,None,None,Feature 1 - recind
SAMPLE_F1_rver,1,1,Feature 1 - rver
SAMPLE_F1_scamax,nan,nan,Feature 1 - scamax
SAMPLE_F1_scamin,349999,349999,Feature 1 - scamin
SAMPLE_F1_sordat,201305,201305,Feature 1 - sordat
SAMPLE_F1_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 1 - sorind
SAMPLE_F1_txtdsc,None,None,Feature 1 - txtdsc
SAMPLE_FEATURE_2_SEPARATOR,--- FEATURE 2 ---,--- FEATURE 2 ---,Feature 2 sample
SAMPLE_F2_agen,550,550,Feature 2 - agen
SAMPLE_F2_dsid_dsnm,US3CA52M,US3CA52M,Feature 2 - dsid_dsnm
SAMPLE_F2_dsid_edtn,31,31,Feature 2 - dsid_edtn
SAMPLE_F2_dsid_updn,0,0,Feature 2 - dsid_updn
SAMPLE_F2_fidn,133672692,133672692,Feature 2 - fidn
SAMPLE_F2_fids,1764,1764,Feature 2 - fids
SAMPLE_F2_geometry,"POLYGON ((-123.1178736 37.0839854, -123.125856 37....","POLYGON ((-123.1178736 37.0839854, -123.125856 37....",Feature 2 - geometry
SAMPLE_F2_grup,2,2,Feature 2 - grup
SAMPLE_F2_inform,None,None,Feature 2 - inform
SAMPLE_F2_lnam,022607F7AEF406E4,022607F7AEF406E4,Feature 2 - lnam
SAMPLE_F2_ninfom,None,None,Feature 2 - ninfom
SAMPLE_F2_nobjnm,None,None,Feature 2 - nobjnm
SAMPLE_F2_ntxtds,None,None,Feature 2 - ntxtds
SAMPLE_F2_objl,48,48,Feature 2 - objl
SAMPLE_F2_objnam,None,None,Feature 2 - objnam
SAMPLE_F2_prim,3,3,Feature 2 - prim
SAMPLE_F2_rcid,1702,1702,Feature 2 - rcid
SAMPLE_F2_recdat,None,None,Feature 2 - recdat
SAMPLE_F2_recind,None,None,Feature 2 - recind
SAMPLE_F2_rver,1,1,Feature 2 - rver
SAMPLE_F2_scamax,nan,nan,Feature 2 - scamax
SAMPLE_F2_scamin,349999,349999,Feature 2 - scamin
SAMPLE_F2_sordat,201305,201305,Feature 2 - sordat
SAMPLE_F2_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 2 - sorind
SAMPLE_F2_txtdsc,None,None,Feature 2 - txtdsc
SAMPLE_FEATURE_3_SEPARATOR,--- FEATURE 3 ---,--- FEATURE 3 ---,Feature 3 sample
SAMPLE_F3_agen,550,550,Feature 3 - agen
SAMPLE_F3_dsid_dsnm,US3CA52M,US3CA52M,Feature 3 - dsid_dsnm
SAMPLE_F3_dsid_edtn,31,31,Feature 3 - dsid_edtn
SAMPLE_F3_dsid_updn,0,0,Feature 3 - dsid_updn
SAMPLE_F3_fidn,133674542,133674542,Feature 3 - fidn
SAMPLE_F3_fids,1764,1764,Feature 3 - fids
SAMPLE_F3_geometry,"POLYGON ((-121.8175762 36.7940877, -121.817736 36....","POLYGON ((-121.8175762 36.7940877, -121.817736 36....",Feature 3 - geometry
SAMPLE_F3_grup,2,2,Feature 3 - grup
SAMPLE_F3_inform,Depths from survey of 1933,Depths from survey of 1933,Feature 3 - inform
SAMPLE_F3_lnam,022607F7B62E06E4,022607F7B62E06E4,Feature 3 - lnam
SAMPLE_F3_ninfom,None,None,Feature 3 - ninfom
SAMPLE_F3_nobjnm,None,None,Feature 3 - nobjnm
SAMPLE_F3_ntxtds,None,None,Feature 3 - ntxtds
SAMPLE_F3_objl,48,48,Feature 3 - objl
SAMPLE_F3_objnam,None,None,Feature 3 - objnam
SAMPLE_F3_prim,3,3,Feature 3 - prim
SAMPLE_F3_rcid,1703,1703,Feature 3 - rcid
SAMPLE_F3_recdat,None,None,Feature 3 - recdat
SAMPLE_F3_recind,None,None,Feature 3 - recind
SAMPLE_F3_rver,1,1,Feature 3 - rver
SAMPLE_F3_scamax,nan,nan,Feature 3 - scamax
SAMPLE_F3_scamin,349999,349999,Feature 3 - scamin
SAMPLE_F3_sordat,1933,1933,Feature 3 - sordat
SAMPLE_F3_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 3 - sorind
SAMPLE_F3_txtdsc,US3CA52H.TXT,US3CA52H.TXT,Feature 3 - txtdsc
SAMPLE_FEATURE_4_SEPARATOR,--- FEATURE 4 ---,--- FEATURE 4 ---,Feature 4 sample
SAMPLE_F4_agen,550,550,Feature 4 - agen
SAMPLE_F4_dsid_dsnm,US4CA60M,US4CA60M,Feature 4 - dsid_dsnm
SAMPLE_F4_dsid_edtn,37,37,Feature 4 - dsid_edtn
SAMPLE_F4_dsid_updn,6,6,Feature 4 - dsid_updn
SAMPLE_F4_fidn,274900358,274900358,Feature 4 - fidn
SAMPLE_F4_fids,4121,4121,Feature 4 - fids
SAMPLE_F4_geometry,"POLYGON ((-117.9192047 33.520945, -117.9183358 33....","POLYGON ((-117.9192047 33.520945, -117.9183358 33....",Feature 4 - geometry
SAMPLE_F4_grup,2,2,Feature 4 - grup
SAMPLE_F4_inform,"40 CFR 228, Depths from survey of 1934-1935","40 CFR 228, Depths from survey of 1934-1935",Feature 4 - inform
SAMPLE_F4_lnam,02261062A5861019,02261062A5861019,Feature 4 - lnam
SAMPLE_F4_ninfom,None,None,Feature 4 - ninfom
SAMPLE_F4_nobjnm,None,None,Feature 4 - nobjnm
SAMPLE_F4_ntxtds,None,None,Feature 4 - ntxtds
SAMPLE_F4_objl,48,48,Feature 4 - objl
SAMPLE_F4_objnam,Formerly LA-3,Formerly LA-3,Feature 4 - objnam
SAMPLE_F4_prim,3,3,Feature 4 - prim
SAMPLE_F4_rcid,3254,3254,Feature 4 - rcid
SAMPLE_F4_recdat,None,None,Feature 4 - recdat
SAMPLE_F4_recind,None,None,Feature 4 - recind
SAMPLE_F4_rver,1,1,Feature 4 - rver
SAMPLE_F4_scamax,nan,nan,Feature 4 - scamax
SAMPLE_F4_scamin,119999,119999,Feature 4 - scamin
SAMPLE_F4_sordat,20050912,20050912,Feature 4 - sordat
SAMPLE_F4_sorind,"US,US,reprt,L-52/08","US,US,reprt,L-52/08",Feature 4 - sorind
SAMPLE_F4_txtdsc,None,None,Feature 4 - txtdsc
SAMPLE_FEATURE_5_SEPARATOR,--- FEATURE 5 ---,--- FEATURE 5 ---,Feature 5 sample
SAMPLE_F5_agen,550,550,Feature 5 - agen
SAMPLE_F5_dsid_dsnm,US4CA60M,US4CA60M,Feature 5 - dsid_dsnm
SAMPLE_F5_dsid_edtn,37,37,Feature 5 - dsid_edtn
SAMPLE_F5_dsid_updn,6,6,Feature 5 - dsid_updn
SAMPLE_F5_fidn,433341708,433341708,Feature 5 - fidn
SAMPLE_F5_fids,4200,4200,Feature 5 - fids
SAMPLE_F5_geometry,"POLYGON ((-117.8999473 33.5211572, -117.8989911 33...","POLYGON ((-117.8999473 33.5211572, -117.8989911 33...",Feature 5 - geometry
SAMPLE_F5_grup,2,2,Feature 5 - grup
SAMPLE_F5_inform,Disposal Area (dredged material) Depths from survey of 1935,Disposal Area (dredged material) Depths from survey of 1935,Feature 5 - inform
SAMPLE_F5_lnam,022619D4450C1068,022619D4450C1068,Feature 5 - lnam
SAMPLE_F5_ninfom,None,None,Feature 5 - ninfom
SAMPLE_F5_nobjnm,None,None,Feature 5 - nobjnm
SAMPLE_F5_ntxtds,None,None,Feature 5 - ntxtds
SAMPLE_F5_objl,48,48,Feature 5 - objl
SAMPLE_F5_objnam,LA-3,LA-3,Feature 5 - objnam
SAMPLE_F5_prim,3,3,Feature 5 - prim
SAMPLE_F5_rcid,3255,3255,Feature 5 - rcid
SAMPLE_F5_recdat,None,None,Feature 5 - recdat
SAMPLE_F5_recind,None,None,Feature 5 - recind
SAMPLE_F5_rver,1,1,Feature 5 - rver
SAMPLE_F5_scamax,nan,nan,Feature 5 - scamax
SAMPLE_F5_scamin,119999,119999,Feature 5 - scamin
SAMPLE_F5_sordat,20170515,20170515,Feature 5 - sordat
SAMPLE_F5_sorind,"US,US,reprt,L-1021-2017","US,US,reprt,L-1021-2017",Feature 5 - sorind
SAMPLE_F5_txtdsc,US4CA60E.TXT,US4CA60E.TXT,Feature 5 - txtdsc
SAMPLE_FEATURE_6_SEPARATOR,--- FEATURE 6 ---,--- FEATURE 6 ---,Feature 6 sample
SAMPLE_F6_agen,550,550,Feature 6 - agen
SAMPLE_F6_dsid_dsnm,US4CA60M,US4CA60M,Feature 6 - dsid_dsnm
SAMPLE_F6_dsid_edtn,37,37,Feature 6 - dsid_edtn
SAMPLE_F6_dsid_updn,6,6,Feature 6 - dsid_updn
SAMPLE_F6_fidn,274900353,274900353,Feature 6 - fidn
SAMPLE_F6_fids,4121,4121,Feature 6 - fids
SAMPLE_F6_geometry,"POLYGON ((-118.3009209 33.6178316, -118.3005696 33...","POLYGON ((-118.3009209 33.6178316, -118.3005696 33...",Feature 6 - geometry
SAMPLE_F6_grup,2,2,Feature 6 - grup
SAMPLE_F6_inform,Depths from survey of 2012,Depths from survey of 2012,Feature 6 - inform
SAMPLE_F6_lnam,02261062A5811019,02261062A5811019,Feature 6 - lnam
SAMPLE_F6_ninfom,None,None,Feature 6 - ninfom
SAMPLE_F6_nobjnm,None,None,Feature 6 - nobjnm
SAMPLE_F6_ntxtds,None,None,Feature 6 - ntxtds
SAMPLE_F6_objl,48,48,Feature 6 - objl
SAMPLE_F6_objnam,None,None,Feature 6 - objnam
SAMPLE_F6_prim,3,3,Feature 6 - prim
SAMPLE_F6_rcid,3256,3256,Feature 6 - rcid
SAMPLE_F6_recdat,None,None,Feature 6 - recdat
SAMPLE_F6_recind,None,None,Feature 6 - recind
SAMPLE_F6_rver,1,1,Feature 6 - rver
SAMPLE_F6_scamax,nan,nan,Feature 6 - scamax
SAMPLE_F6_scamin,119999,119999,Feature 6 - scamin
SAMPLE_F6_sordat,2012,2012,Feature 6 - sordat
SAMPLE_F6_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 6 - sorind
SAMPLE_F6_txtdsc,US4CA60E.TXT,US4CA60E.TXT,Feature 6 - txtdsc
SAMPLE_FEATURE_7_SEPARATOR,--- FEATURE 7 ---,--- FEATURE 7 ---,Feature 7 sample
SAMPLE_F7_agen,550,550,Feature 7 - agen
SAMPLE_F7_dsid_dsnm,US4CA60M,US4CA60M,Feature 7 - dsid_dsnm
SAMPLE_F7_dsid_edtn,37,37,Feature 7 - dsid_edtn
SAMPLE_F7_dsid_updn,6,6,Feature 7 - dsid_updn
SAMPLE_F7_fidn,275117650,275117650,Feature 7 - fidn
SAMPLE_F7_fids,4122,4122,Feature 7 - fids
SAMPLE_F7_geometry,"POLYGON ((-117.6736975 33.4482388, -117.6735904 33...","POLYGON ((-117.6736975 33.4482388, -117.6735904 33...",Feature 7 - geometry
SAMPLE_F7_grup,2,2,Feature 7 - grup
SAMPLE_F7_inform,None,None,Feature 7 - inform
SAMPLE_F7_lnam,02261065F652101A,02261065F652101A,Feature 7 - lnam
SAMPLE_F7_ninfom,None,None,Feature 7 - ninfom
SAMPLE_F7_nobjnm,None,None,Feature 7 - nobjnm
SAMPLE_F7_ntxtds,None,None,Feature 7 - ntxtds
SAMPLE_F7_objl,48,48,Feature 7 - objl
SAMPLE_F7_objnam,None,None,Feature 7 - objnam
SAMPLE_F7_prim,3,3,Feature 7 - prim
SAMPLE_F7_rcid,3257,3257,Feature 7 - rcid
SAMPLE_F7_recdat,None,None,Feature 7 - recdat
SAMPLE_F7_recind,None,None,Feature 7 - recind
SAMPLE_F7_rver,1,1,Feature 7 - rver
SAMPLE_F7_scamax,nan,nan,Feature 7 - scamax
SAMPLE_F7_scamin,119999,119999,Feature 7 - scamin
SAMPLE_F7_sordat,20090410,20090410,Feature 7 - sordat
SAMPLE_F7_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 7 - sorind
SAMPLE_F7_txtdsc,None,None,Feature 7 - txtdsc
SAMPLE_FEATURE_8_SEPARATOR,--- FEATURE 8 ---,--- FEATURE 8 ---,Feature 8 sample
SAMPLE_F8_agen,550,550,Feature 8 - agen
SAMPLE_F8_dsid_dsnm,US1GC09M,US1GC09M,Feature 8 - dsid_dsnm
SAMPLE_F8_dsid_edtn,65,65,Feature 8 - dsid_edtn
SAMPLE_F8_dsid_updn,5,5,Feature 8 - dsid_updn
SAMPLE_F8_fidn,253922985,253922985,Feature 8 - fidn
SAMPLE_F8_fids,4044,4044,Feature 8 - fids
SAMPLE_F8_geometry,"POLYGON ((-76.1 29.5988233, -76.1 29.676451, -76.1...","POLYGON ((-76.1 29.5988233, -76.1 29.676451, -76.1...",Feature 8 - geometry
SAMPLE_F8_grup,2,2,Feature 8 - grup
SAMPLE_F8_inform,Site was formerly used or designated for U.S. chemical munitions dumping. Such use has been disco...,Site was formerly used or designated for U.S. chemical munitions dumping. Such use has been disco...,Feature 8 - inform
SAMPLE_F8_lnam,02260F228EA90FCC,02260F228EA90FCC,Feature 8 - lnam
SAMPLE_F8_ninfom,None,None,Feature 8 - ninfom
SAMPLE_F8_nobjnm,None,None,Feature 8 - nobjnm
SAMPLE_F8_ntxtds,None,None,Feature 8 - ntxtds
SAMPLE_F8_objl,48,48,Feature 8 - objl
SAMPLE_F8_objnam,None,None,Feature 8 - objnam
SAMPLE_F8_prim,3,3,Feature 8 - prim
SAMPLE_F8_rcid,4788,4788,Feature 8 - rcid
SAMPLE_F8_recdat,None,None,Feature 8 - recdat
SAMPLE_F8_recind,None,None,Feature 8 - recind
SAMPLE_F8_rver,1,1,Feature 8 - rver
SAMPLE_F8_scamax,nan,nan,Feature 8 - scamax
SAMPLE_F8_scamin,4999999,4999999,Feature 8 - scamin
SAMPLE_F8_sordat,200303,200303,Feature 8 - sordat
SAMPLE_F8_sorind,"US,US,graph,Chart 411","US,US,graph,Chart 411",Feature 8 - sorind
SAMPLE_F8_txtdsc,None,None,Feature 8 - txtdsc
SAMPLE_FEATURE_9_SEPARATOR,--- FEATURE 9 ---,--- FEATURE 9 ---,Feature 9 sample
SAMPLE_F9_agen,550,550,Feature 9 - agen
SAMPLE_F9_dsid_dsnm,US1GC09M,US1GC09M,Feature 9 - dsid_dsnm
SAMPLE_F9_dsid_edtn,65,65,Feature 9 - dsid_edtn
SAMPLE_F9_dsid_updn,5,5,Feature 9 - dsid_updn
SAMPLE_F9_fidn,253923133,253923133,Feature 9 - fidn
SAMPLE_F9_fids,4044,4044,Feature 9 - fids
SAMPLE_F9_geometry,"POLYGON ((-94.732675 27.465125, -94.463667 27.4634...","POLYGON ((-94.732675 27.465125, -94.463667 27.4634...",Feature 9 - geometry
SAMPLE_F9_grup,2,2,Feature 9 - grup
SAMPLE_F9_inform,"Depths from survey of 1939, Industrial wastes","Depths from survey of 1939, Industrial wastes",Feature 9 - inform
SAMPLE_F9_lnam,02260F228F3D0FCC,02260F228F3D0FCC,Feature 9 - lnam
SAMPLE_F9_ninfom,None,None,Feature 9 - ninfom
SAMPLE_F9_nobjnm,None,None,Feature 9 - nobjnm
SAMPLE_F9_ntxtds,None,None,Feature 9 - ntxtds
SAMPLE_F9_objl,48,48,Feature 9 - objl
SAMPLE_F9_objnam,None,None,Feature 9 - objnam
SAMPLE_F9_prim,3,3,Feature 9 - prim
SAMPLE_F9_rcid,4789,4789,Feature 9 - rcid
SAMPLE_F9_recdat,None,None,Feature 9 - recdat
SAMPLE_F9_recind,None,None,Feature 9 - recind
SAMPLE_F9_rver,1,1,Feature 9 - rver
SAMPLE_F9_scamax,nan,nan,Feature 9 - scamax
SAMPLE_F9_scamin,4999999,4999999,Feature 9 - scamin
SAMPLE_F9_sordat,200303,200303,Feature 9 - sordat
SAMPLE_F9_sorind,"US,US,graph,Chart 411","US,US,graph,Chart 411",Feature 9 - sorind
SAMPLE_F9_txtdsc,US1GC09D.TXT,US1GC09D.TXT,Feature 9 - txtdsc
SAMPLE_FEATURE_10_SEPARATOR,--- FEATURE 10 ---,--- FEATURE 10 ---,Feature 10 sample
SAMPLE_F10_agen,550,550,Feature 10 - agen
SAMPLE_F10_dsid_dsnm,US1GC09M,US1GC09M,Feature 10 - dsid_dsnm
SAMPLE_F10_dsid_edtn,65,65,Feature 10 - dsid_edtn
SAMPLE_F10_dsid_updn,5,5,Feature 10 - dsid_updn
SAMPLE_F10_fidn,253922980,253922980,Feature 10 - fidn
SAMPLE_F10_fids,4044,4044,Feature 10 - fids
SAMPLE_F10_geometry,"POLYGON ((-84.2836004 24.0831147, -84.284746 24.08...","POLYGON ((-84.2836004 24.0831147, -84.284746 24.08...",Feature 10 - geometry
SAMPLE_F10_grup,2,2,Feature 10 - grup
SAMPLE_F10_inform,None,None,Feature 10 - inform
SAMPLE_F10_lnam,02260F228EA40FCC,02260F228EA40FCC,Feature 10 - lnam
SAMPLE_F10_ninfom,None,None,Feature 10 - ninfom
SAMPLE_F10_nobjnm,None,None,Feature 10 - nobjnm
SAMPLE_F10_ntxtds,None,None,Feature 10 - ntxtds
SAMPLE_F10_objl,48,48,Feature 10 - objl
SAMPLE_F10_objnam,None,None,Feature 10 - objnam
SAMPLE_F10_prim,3,3,Feature 10 - prim
SAMPLE_F10_rcid,4790,4790,Feature 10 - rcid
SAMPLE_F10_recdat,None,None,Feature 10 - recdat
SAMPLE_F10_recind,None,None,Feature 10 - recind
SAMPLE_F10_rver,1,1,Feature 10 - rver
SAMPLE_F10_scamax,nan,nan,Feature 10 - scamax
SAMPLE_F10_scamin,4999999,4999999,Feature 10 - scamin
SAMPLE_F10_sordat,200303,200303,Feature 10 - sordat
SAMPLE_F10_sorind,"US,US,graph,Chart 411","US,US,graph,Chart 411",Feature 10 - sorind
SAMPLE_F10_txtdsc,None,None,Feature 10 - txtdsc
