attribute,gpkg,postgis,notes
SAMPLE_F3_recdat,None,None,Feature 3 - recdat
SAMPLE_F3_recind,None,None,Feature 3 - recind
SAMPLE_F3_rver,1,1.0,Feature 3 - rver - VALUES DIFFER!
SAMPLE_F3_scamax,nan,None,Feature 3 - scamax - VALUES DIFFER!
SAMPLE_F3_scamin,19999999,19999999,Feature 3 - scamin
SAMPLE_F3_sordat,20121218,20121218,Feature 3 - sordat
SAMPLE_F3_sorind,"US,US,reprt,L-2369/12","US,US,reprt,L-2369/12",Feature 3 - sorind
SAMPLE_F3_status,None,None,Feature 3 - status
SAMPLE_F3_txtdsc,USMTZONE.TXT,USMTZONE.TXT,Feature 3 - txtdsc
SAMPLE_F3_usag,"[ 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2 ]","[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",Feature 3 - usag - VALUES DIFFER!
SAMPLE_FEATURE_4_SEPARATOR,--- FEATURE 4 ---,--- FEATURE 4 ---,Feature 4 sample
SAMPLE_F4_agen,550,550.0,Feature 4 - agen - VALUES DIFFER!
SAMPLE_F4_datend,None,None,Feature 4 - datend
SAMPLE_F4_datsta,None,None,Feature 4 - datsta
SAMPLE_F4_dsid_dsnm,US1EEZ1M,US1EEZ1M,Feature 4 - dsid_dsnm
SAMPLE_F4_dsid_edtn,9,9,Feature 4 - dsid_edtn
SAMPLE_F4_dsid_updn,0,0,Feature 4 - dsid_updn
SAMPLE_F4_ffpt_rind,None,None,Feature 4 - ffpt_rind
SAMPLE_F4_fidn,74746115,74746115.0,Feature 4 - fidn - VALUES DIFFER!
SAMPLE_F4_fids,1,1.0,Feature 4 - fids - VALUES DIFFER!
SAMPLE_F4_grup,2,2.0,Feature 4 - grup - VALUES DIFFER!
SAMPLE_F4_inform,None,None,Feature 4 - inform
SAMPLE_F4_lnam,0226047489030001,0226047489030001,Feature 4 - lnam
SAMPLE_F4_lnam_refs,None,None,Feature 4 - lnam_refs
SAMPLE_F4_mask,"[ 2, 2 ]","[2, 2]",Feature 4 - mask - VALUES DIFFER!
SAMPLE_F4_name_rcid,"[ 68, 59 ]","[68, 59]",Feature 4 - name_rcid - VALUES DIFFER!
SAMPLE_F4_name_rcnm,"[ 130, 130 ]","[130, 130]",Feature 4 - name_rcnm - VALUES DIFFER!
SAMPLE_F4_nation,US,US,Feature 4 - nation
SAMPLE_F4_ninfom,None,None,Feature 4 - ninfom
SAMPLE_F4_ntxtds,None,None,Feature 4 - ntxtds
SAMPLE_F4_objl,31,31.0,Feature 4 - objl - VALUES DIFFER!
SAMPLE_F4_ornt,"[ 1, 2 ]","[1, 2]",Feature 4 - ornt - VALUES DIFFER!
SAMPLE_F4_prim,3,3.0,Feature 4 - prim - VALUES DIFFER!
SAMPLE_F4_rcid,154,154.0,Feature 4 - rcid - VALUES DIFFER!
SAMPLE_F4_recdat,None,None,Feature 4 - recdat
SAMPLE_F4_recind,None,None,Feature 4 - recind
SAMPLE_F4_rver,1,1.0,Feature 4 - rver - VALUES DIFFER!
SAMPLE_F4_scamax,nan,None,Feature 4 - scamax - VALUES DIFFER!
SAMPLE_F4_scamin,19999999,19999999,Feature 4 - scamin
SAMPLE_F4_sordat,20111116,20111116,Feature 4 - sordat
SAMPLE_F4_sorind,"US,US,reprt,L-1430/11","US,US,reprt,L-1430/11",Feature 4 - sorind
SAMPLE_F4_status,None,None,Feature 4 - status
SAMPLE_F4_txtdsc,USMTZONE.TXT,USMTZONE.TXT,Feature 4 - txtdsc
SAMPLE_F4_usag,"[ 1, 2 ]","[1, 2]",Feature 4 - usag - VALUES DIFFER!
SAMPLE_FEATURE_5_SEPARATOR,--- FEATURE 5 ---,--- FEATURE 5 ---,Feature 5 sample
SAMPLE_F5_agen,550,550.0,Feature 5 - agen - VALUES DIFFER!
SAMPLE_F5_datend,None,None,Feature 5 - datend
SAMPLE_F5_datsta,None,None,Feature 5 - datsta
SAMPLE_F5_dsid_dsnm,US4CA60M,US4CA60M,Feature 5 - dsid_dsnm
SAMPLE_F5_dsid_edtn,37,37,Feature 5 - dsid_edtn
SAMPLE_F5_dsid_updn,6,6,Feature 5 - dsid_updn
SAMPLE_F5_ffpt_rind,None,None,Feature 5 - ffpt_rind
SAMPLE_F5_fidn,364717923,364717923.0,Feature 5 - fidn - VALUES DIFFER!
SAMPLE_F5_fids,1,1.0,Feature 5 - fids - VALUES DIFFER!
SAMPLE_F5_grup,2,2.0,Feature 5 - grup - VALUES DIFFER!
SAMPLE_F5_inform,None,None,Feature 5 - inform
SAMPLE_F5_lnam,022615BD27630001,022615BD27630001,Feature 5 - lnam
SAMPLE_F5_lnam_refs,None,None,Feature 5 - lnam_refs
SAMPLE_F5_mask,"[ 255, 255, 2, 2, 2, 2, 255 ]","[255, 255, 2, 2, 2, 2, 255]",Feature 5 - mask - VALUES DIFFER!
SAMPLE_F5_name_rcid,"[ 405, 406, 1645, 1644, 1643, 1642, 404 ]","[405, 406, 1645, 1644, 1643, 1642, 404]",Feature 5 - name_rcid - VALUES DIFFER!
SAMPLE_F5_name_rcnm,"[ 130, 130, 130, 130, 130, 130, 130 ]","[130, 130, 130, 130, 130, 130, 130]",Feature 5 - name_rcnm - VALUES DIFFER!
SAMPLE_F5_nation,US,US,Feature 5 - nation
SAMPLE_F5_ninfom,None,None,Feature 5 - ninfom
SAMPLE_F5_ntxtds,None,None,Feature 5 - ntxtds
SAMPLE_F5_objl,31,31.0,Feature 5 - objl - VALUES DIFFER!
SAMPLE_F5_ornt,"[ 2, 2, 1, 1, 1, 1, 2 ]","[2, 2, 1, 1, 1, 1, 2]",Feature 5 - ornt - VALUES DIFFER!
SAMPLE_F5_prim,3,3.0,Feature 5 - prim - VALUES DIFFER!
SAMPLE_F5_rcid,3253,3253.0,Feature 5 - rcid - VALUES DIFFER!
SAMPLE_F5_recdat,None,None,Feature 5 - recdat
SAMPLE_F5_recind,None,None,Feature 5 - recind
SAMPLE_F5_rver,1,1.0,Feature 5 - rver - VALUES DIFFER!
SAMPLE_F5_scamax,nan,None,Feature 5 - scamax - VALUES DIFFER!
SAMPLE_F5_scamin,179999,179999,Feature 5 - scamin
SAMPLE_F5_sordat,20111114,20111114,Feature 5 - sordat
SAMPLE_F5_sorind,"US,US,reprt,L-1428/11","US,US,reprt,L-1428/11",Feature 5 - sorind
SAMPLE_F5_status,None,None,Feature 5 - status
SAMPLE_F5_txtdsc,US4CA60H.TXT,US4CA60H.TXT,Feature 5 - txtdsc
SAMPLE_F5_usag,"[ 3, 3, 1, 1, 1, 1, 3 ]","[3, 3, 1, 1, 1, 1, 3]",Feature 5 - usag - VALUES DIFFER!
SAMPLE_FEATURE_6_SEPARATOR,--- FEATURE 6 ---,--- FEATURE 6 ---,Feature 6 sample
SAMPLE_F6_agen,550,550.0,Feature 6 - agen - VALUES DIFFER!
SAMPLE_F6_datend,None,None,Feature 6 - datend
SAMPLE_F6_datsta,None,None,Feature 6 - datsta
SAMPLE_F6_dsid_dsnm,US1GC09M,US1GC09M,Feature 6 - dsid_dsnm
SAMPLE_F6_dsid_edtn,65,65,Feature 6 - dsid_edtn
SAMPLE_F6_dsid_updn,5,5,Feature 6 - dsid_updn
SAMPLE_F6_ffpt_rind,None,None,Feature 6 - ffpt_rind
SAMPLE_F6_fidn,457884567,457884567.0,Feature 6 - fidn - VALUES DIFFER!
SAMPLE_F6_fids,8691,8691.0,Feature 6 - fids - VALUES DIFFER!
SAMPLE_F6_grup,2,2.0,Feature 6 - grup - VALUES DIFFER!
SAMPLE_F6_inform,"For more information about maritime zones, please refer to the Coast Pilot, Chapter 1.","For more information about maritime zones, please refer to the Coast Pilot, Chapter 1.",Feature 6 - inform
SAMPLE_F6_lnam,02261B4AC39721F3,02261B4AC39721F3,Feature 6 - lnam
SAMPLE_F6_lnam_refs,None,None,Feature 6 - lnam_refs
SAMPLE_F6_mask,"[ 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 255, 255, 255, 255, 255, 255, 255, 2 ]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 255, 255, 255, 255, 255, 255, 255, 2]",Feature 6 - mask - VALUES DIFFER!
SAMPLE_F6_name_rcid,"[ 841, 842, 843, 844, 4907, 845, 1598, 850, 849, 836, 618, 619, 620, 811, 812, 813, 622, 1529 ]","[841, 842, 843, 844, 4907, 845, 1598, 850, 849, 836, 618, 619, 620, 811, 812, 813, 622, 1529]",Feature 6 - name_rcid - VALUES DIFFER!
SAMPLE_F6_name_rcnm,"[ 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130 ]","[130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130, 130]",Feature 6 - name_rcnm - VALUES DIFFER!
SAMPLE_F6_nation,US,US,Feature 6 - nation
SAMPLE_F6_ninfom,None,None,Feature 6 - ninfom
SAMPLE_F6_ntxtds,None,None,Feature 6 - ntxtds
SAMPLE_F6_objl,31,31.0,Feature 6 - objl - VALUES DIFFER!
SAMPLE_F6_ornt,"[ 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1 ]","[2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Feature 6 - ornt - VALUES DIFFER!
SAMPLE_F6_prim,3,3.0,Feature 6 - prim - VALUES DIFFER!
SAMPLE_F6_rcid,5335,5335.0,Feature 6 - rcid - VALUES DIFFER!
SAMPLE_F6_recdat,None,None,Feature 6 - recdat
SAMPLE_F6_recind,None,None,Feature 6 - recind
SAMPLE_F6_rver,1,1.0,Feature 6 - rver - VALUES DIFFER!
SAMPLE_F6_scamax,nan,None,Feature 6 - scamax - VALUES DIFFER!
SAMPLE_F6_scamin,9999999,9999999,Feature 6 - scamin
SAMPLE_F6_sordat,20240119,20240119,Feature 6 - sordat
SAMPLE_F6_sorind,"US,US,reprt,L-30-2024","US,US,reprt,L-30-2024",Feature 6 - sorind
SAMPLE_F6_status,None,None,Feature 6 - status
SAMPLE_F6_txtdsc,None,None,Feature 6 - txtdsc
SAMPLE_F6_usag,"[ 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 2 ]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 2]",Feature 6 - usag - VALUES DIFFER!
