layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
rtpbcn,39,36,36,0,3,0,False,"ffpt_rind, status, lnam_refs"
cgusta,32,29,29,0,3,0,False,"ffpt_rind, status, lnam_refs"
canals,35,32,32,0,3,0,False,"ffpt_rind, status, lnam_refs"
boyspp,42,35,35,0,7,0,False,"catspm, natcon, lnam_refs, colour, ffpt_rind, status, colpat"
buisgl,42,35,35,0,7,0,False,"natcon, lnam_refs, colour, ffpt_rind, status, functn, colpat"
hrbfac,35,30,30,0,5,0,False,"natcon, lnam_refs, ffpt_rind, status, cathaf"
pilpnt,38,34,34,0,4,0,False,"colpat, ffpt_rind, colour, lnam_refs"
lndrgn,31,26,26,0,5,0,False,"lnam_refs, catlnd, natqua, natsur, ffpt_rind"
depare,30,27,27,0,3,0,False,"ffpt_rind, quasou, lnam_refs"
conzne,29,26,26,0,3,0,False,"ffpt_rind, status, lnam_refs"
splare,31,27,27,0,4,0,False,"ffpt_rind, restrn, status, lnam_refs"
fshzne,29,26,26,0,3,0,False,"ffpt_rind, status, lnam_refs"
dmpgrd,30,25,25,0,5,0,False,"lnam_refs, ffpt_rind, status, catdpg, restrn"
cblsub,36,33,33,0,3,0,False,"ffpt_rind, status, lnam_refs"
m_npub,25,23,23,0,2,0,False,"ffpt_rind, lnam_refs"
isolatednode,10,10,10,0,0,0,True,
rdocal,35,32,32,0,3,0,False,"ffpt_rind, status, lnam_refs"
feryrt,33,30,30,0,3,0,False,"ffpt_rind, status, lnam_refs"
slotop,37,31,31,0,6,0,False,"natcon, lnam_refs, colour, natqua, natsur, ffpt_rind"
bcnlat,47,41,41,0,6,0,False,"natcon, lnam_refs, colour, ffpt_rind, status, colpat"
wrecks,41,36,36,0,5,0,False,"lnam_refs, tecsou, ffpt_rind, quasou, status"
magvar,28,26,26,0,2,0,False,"ffpt_rind, lnam_refs"
