layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
slcons,46,40,40,0,6,0,False,"colour, colpat, ffpt_rind, natcon, status, lnam_refs"
sbdare,31,26,26,0,5,0,False,"natsur, colour, ffpt_rind, natqua, lnam_refs"
lndelv,31,29,29,0,2,0,False,"ffpt_rind, lnam_refs"
pipare,34,28,28,0,6,0,False,"prodct, restrn, catpip, ffpt_rind, status, lnam_refs"
slogrd,34,28,28,0,6,0,False,"natsur, colour, ffpt_rind, natcon, natqua, lnam_refs"
exezne,26,24,24,0,2,0,False,"ffpt_rind, lnam_refs"
tsezne,29,26,26,0,3,0,False,"lnam_refs, ffpt_rind, status"
feryrt,33,30,30,0,3,0,False,"lnam_refs, ffpt_rind, status"
m_covr,22,20,20,0,2,0,False,"ffpt_rind, lnam_refs"
cblohd,39,36,36,0,3,0,False,"lnam_refs, ffpt_rind, status"
rdocal,35,32,32,0,3,0,False,"lnam_refs, ffpt_rind, status"
ctnare,29,27,27,0,2,0,False,"ffpt_rind, lnam_refs"
pilbop,36,33,33,0,3,0,False,"lnam_refs, ffpt_rind, status"
bcnspp,47,40,40,0,7,0,False,"catspm, colour, colpat, lnam_refs, ffpt_rind, status, natcon"
canals,35,32,32,0,3,0,False,"lnam_refs, ffpt_rind, status"
buisgl,42,35,35,0,7,0,False,"functn, colour, colpat, lnam_refs, ffpt_rind, status, natcon"
lights,49,43,43,0,6,0,False,"litvis, catlit, colour, ffpt_rind, status, lnam_refs"
uwtroc,37,30,30,0,7,0,False,"tecsou, natsur, quasou, ffpt_rind, status, natqua, lnam_refs"
cblare,32,28,28,0,4,0,False,"lnam_refs, restrn, ffpt_rind, status"
connectednode,10,10,10,0,0,0,True,
hrbfac,35,30,30,0,5,0,False,"cathaf, ffpt_rind, natcon, status, lnam_refs"
prcare,29,25,25,0,4,0,False,"lnam_refs, restrn, ffpt_rind, status"
rdosta,38,34,34,0,4,0,False,"catros, lnam_refs, ffpt_rind, status"
lndrgn,31,26,26,0,5,0,False,"natsur, ffpt_rind, catlnd, natqua, lnam_refs"
boyspp,42,35,35,0,7,0,False,"catspm, colour, colpat, lnam_refs, ffpt_rind, status, natcon"
depare,30,27,27,0,3,0,False,"quasou, ffpt_rind, lnam_refs"
coalne,35,32,32,0,3,0,False,"colour, ffpt_rind, lnam_refs"
curent,31,29,29,0,2,0,False,"ffpt_rind, lnam_refs"
fairwy,37,32,32,0,5,0,False,"restrn, quasou, ffpt_rind, status, lnam_refs"
splare,31,27,27,0,4,0,False,"lnam_refs, restrn, ffpt_rind, status"
tsslpt,31,27,27,0,4,0,False,"lnam_refs, restrn, ffpt_rind, status"
depcnt,28,26,26,0,2,0,False,"ffpt_rind, lnam_refs"
damcon,40,35,35,0,5,0,False,"colour, colpat, ffpt_rind, natcon, lnam_refs"
rivers,28,25,25,0,3,0,False,"lnam_refs, ffpt_rind, status"
wedklp,28,26,26,0,2,0,False,"ffpt_rind, lnam_refs"
