attribute,gpkg,spatialite,notes
PROP_COMPLETENESS_lnam,251/251 (100.0%),251/251 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_lnam_refs,178/251 (70.9%),178/251 (70.9%),Values Match (70.9%)
PROP_COMPLETENESS_natcon,52/251 (20.7%),52/251 (20.7%),Values Match (20.7%)
PROP_COMPLETENESS_ninfom,0/251 (0.0%),0/251 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_nobjnm,0/251 (0.0%),0/251 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ntxtds,0/251 (0.0%),0/251 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_objl,251/251 (100.0%),251/251 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_objnam,112/251 (44.6%),112/251 (44.6%),Values Match (44.6%)
PROP_COMPLETENESS_ogc_fid,251/251 (100.0%),251/251 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_picrep,0/251 (0.0%),0/251 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_prim,251/251 (100.0%),251/251 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_rcid,251/251 (100.0%),251/251 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_recdat,0/251 (0.0%),0/251 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_recind,0/251 (0.0%),0/251 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_rver,251/251 (100.0%),251/251 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_scamax,0/251 (0.0%),0/251 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_scamin,251/251 (100.0%),251/251 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sordat,251/251 (100.0%),251/251 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sorind,251/251 (100.0%),251/251 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_status,167/251 (66.5%),167/251 (66.5%),Values Match (66.5%)
PROP_COMPLETENESS_txtdsc,0/251 (0.0%),0/251 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_veracc,0/251 (0.0%),0/251 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_verdat,0/251 (0.0%),0/251 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_verlen,7/251 (2.8%),7/251 (2.8%),Values Match (2.8%)
