attribute,spatialite,postgis,notes
SAMPLE_F4_recind,None,None,Feature 4 - recind
SAMPLE_F4_rver,1,1.0,Feature 4 - rver - VALUES DIFFER!
SAMPLE_F4_scamax,nan,None,Feature 4 - scamax
SAMPLE_F4_scamin,499999,499999,Feature 4 - scamin
SAMPLE_F4_sordat,201305,201305,Feature 4 - sordat
SAMPLE_F4_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 4 - sorind
SAMPLE_F4_txtdsc,US3CA52B.TXT,US3CA52B.TXT,Feature 4 - txtdsc
SAMPLE_FEATURE_5_SEPARATOR,--- FEATURE 5 ---,--- FEATURE 5 ---,Feature 5 sample
SAMPLE_F5_agen,550,550.0,Feature 5 - agen - VALUES DIFFER!
SAMPLE_F5_datend,None,None,Feature 5 - datend
SAMPLE_F5_datsta,None,None,Feature 5 - datsta
SAMPLE_F5_dsid_dsnm,US3CA52M,US3CA52M,Feature 5 - dsid_dsnm
SAMPLE_F5_dsid_edtn,31,31,Feature 5 - dsid_edtn
SAMPLE_F5_dsid_updn,0,0,Feature 5 - dsid_updn
SAMPLE_F5_fidn,18879431,18879431.0,Feature 5 - fidn - VALUES DIFFER!
SAMPLE_F5_fids,50,50.0,Feature 5 - fids - VALUES DIFFER!
SAMPLE_F5_geometry,"POLYGON ((-121.903983 36.968179, -121.90251 36.967...","POLYGON ((-121.903983 36.968179, -121.90251 36.967...",Feature 5 - geometry
SAMPLE_F5_grup,2,2.0,Feature 5 - grup - VALUES DIFFER!
SAMPLE_F5_inform,"Security zone, 33 CFR 165.1183","Security zone, 33 CFR 165.1183",Feature 5 - inform
SAMPLE_F5_lnam,0226012013C70032,0226012013C70032,Feature 5 - lnam
SAMPLE_F5_ninfom,None,None,Feature 5 - ninfom
SAMPLE_F5_nobjnm,None,None,Feature 5 - nobjnm
SAMPLE_F5_ntxtds,None,None,Feature 5 - ntxtds
SAMPLE_F5_objl,112,112.0,Feature 5 - objl - VALUES DIFFER!
SAMPLE_F5_objnam,Monterey Bay Security Zone,Monterey Bay Security Zone,Feature 5 - objnam
SAMPLE_F5_perend,None,None,Feature 5 - perend
SAMPLE_F5_persta,None,None,Feature 5 - persta
SAMPLE_F5_prim,3,3.0,Feature 5 - prim - VALUES DIFFER!
SAMPLE_F5_rcid,1709,1709.0,Feature 5 - rcid - VALUES DIFFER!
SAMPLE_F5_recdat,None,None,Feature 5 - recdat
SAMPLE_F5_recind,None,None,Feature 5 - recind
SAMPLE_F5_rver,1,1.0,Feature 5 - rver - VALUES DIFFER!
SAMPLE_F5_scamax,nan,None,Feature 5 - scamax
SAMPLE_F5_scamin,499999,499999,Feature 5 - scamin
SAMPLE_F5_sordat,20050411,20050411,Feature 5 - sordat
SAMPLE_F5_sorind,"US,US,reprt,L-558/05","US,US,reprt,L-558/05",Feature 5 - sorind
SAMPLE_F5_txtdsc,US3CA52B.TXT,US3CA52B.TXT,Feature 5 - txtdsc
SAMPLE_FEATURE_6_SEPARATOR,--- FEATURE 6 ---,--- FEATURE 6 ---,Feature 6 sample
SAMPLE_F6_agen,550,550.0,Feature 6 - agen - VALUES DIFFER!
SAMPLE_F6_datend,None,None,Feature 6 - datend
SAMPLE_F6_datsta,None,None,Feature 6 - datsta
SAMPLE_F6_dsid_dsnm,US3CA52M,US3CA52M,Feature 6 - dsid_dsnm
SAMPLE_F6_dsid_edtn,31,31,Feature 6 - dsid_edtn
SAMPLE_F6_dsid_updn,0,0,Feature 6 - dsid_updn
SAMPLE_F6_fidn,18690995,18690995.0,Feature 6 - fidn - VALUES DIFFER!
SAMPLE_F6_fids,50,50.0,Feature 6 - fids - VALUES DIFFER!
SAMPLE_F6_geometry,"POLYGON ((-122.50044 37.502758, -122.500344 37.502...","POLYGON ((-122.50044 37.502758, -122.500344 37.502...",Feature 6 - geometry
SAMPLE_F6_grup,2,2.0,Feature 6 - grup - VALUES DIFFER!
SAMPLE_F6_inform,Protected area: 15 CFR 922,Protected area: 15 CFR 922,Feature 6 - inform
SAMPLE_F6_lnam,0226011D33B30032,0226011D33B30032,Feature 6 - lnam
SAMPLE_F6_ninfom,None,None,Feature 6 - ninfom
SAMPLE_F6_nobjnm,None,None,Feature 6 - nobjnm
SAMPLE_F6_ntxtds,None,None,Feature 6 - ntxtds
SAMPLE_F6_objl,112,112.0,Feature 6 - objl - VALUES DIFFER!
SAMPLE_F6_objnam,Monterey Bay National Marine Sanctuary,Monterey Bay National Marine Sanctuary,Feature 6 - objnam
SAMPLE_F6_perend,None,None,Feature 6 - perend
SAMPLE_F6_persta,None,None,Feature 6 - persta
SAMPLE_F6_prim,3,3.0,Feature 6 - prim - VALUES DIFFER!
SAMPLE_F6_rcid,1710,1710.0,Feature 6 - rcid - VALUES DIFFER!
SAMPLE_F6_recdat,None,None,Feature 6 - recdat
SAMPLE_F6_recind,None,None,Feature 6 - recind
SAMPLE_F6_rver,1,1.0,Feature 6 - rver - VALUES DIFFER!
SAMPLE_F6_scamax,nan,None,Feature 6 - scamax
SAMPLE_F6_scamin,499999,499999,Feature 6 - scamin
SAMPLE_F6_sordat,201305,201305,Feature 6 - sordat
SAMPLE_F6_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 6 - sorind
SAMPLE_F6_txtdsc,US3CA52G.TXT,US3CA52G.TXT,Feature 6 - txtdsc
SAMPLE_FEATURE_7_SEPARATOR,--- FEATURE 7 ---,--- FEATURE 7 ---,Feature 7 sample
SAMPLE_F7_agen,550,550.0,Feature 7 - agen - VALUES DIFFER!
SAMPLE_F7_datend,None,None,Feature 7 - datend
SAMPLE_F7_datsta,None,None,Feature 7 - datsta
SAMPLE_F7_dsid_dsnm,US1EEZ1M,US1EEZ1M,Feature 7 - dsid_dsnm
SAMPLE_F7_dsid_edtn,9,9,Feature 7 - dsid_edtn
SAMPLE_F7_dsid_updn,0,0,Feature 7 - dsid_updn
SAMPLE_F7_fidn,304750049,304750049.0,Feature 7 - fidn - VALUES DIFFER!
SAMPLE_F7_fids,12345,12345.0,Feature 7 - fids - VALUES DIFFER!
SAMPLE_F7_geometry,"POLYGON ((167.5397222 18.4308333, 165.7155556 18.4...","POLYGON ((167.5397222 18.4308333, 165.7155556 18.4...",Feature 7 - geometry
SAMPLE_F7_grup,2,2.0,Feature 7 - grup - VALUES DIFFER!
SAMPLE_F7_inform,"Fisheries Management Area, 50CFR665","Fisheries Management Area, 50CFR665",Feature 7 - inform
SAMPLE_F7_lnam,0226122A1DE13039,0226122A1DE13039,Feature 7 - lnam
SAMPLE_F7_ninfom,None,None,Feature 7 - ninfom
SAMPLE_F7_nobjnm,None,None,Feature 7 - nobjnm
SAMPLE_F7_ntxtds,None,None,Feature 7 - ntxtds
SAMPLE_F7_objl,112,112.0,Feature 7 - objl - VALUES DIFFER!
SAMPLE_F7_objnam,Pacific Remote Islands Marine National Monument,Pacific Remote Islands Marine National Monument,Feature 7 - objnam
SAMPLE_F7_perend,None,None,Feature 7 - perend
SAMPLE_F7_persta,None,None,Feature 7 - persta
SAMPLE_F7_prim,3,3.0,Feature 7 - prim - VALUES DIFFER!
SAMPLE_F7_rcid,157,157.0,Feature 7 - rcid - VALUES DIFFER!
SAMPLE_F7_recdat,None,None,Feature 7 - recdat
SAMPLE_F7_recind,None,None,Feature 7 - recind
SAMPLE_F7_rver,1,1.0,Feature 7 - rver - VALUES DIFFER!
SAMPLE_F7_scamax,nan,None,Feature 7 - scamax
SAMPLE_F7_scamin,19999999,19999999,Feature 7 - scamin
SAMPLE_F7_sordat,20130603,20130603,Feature 7 - sordat
SAMPLE_F7_sorind,"US,US,reprt,L-1170/13","US,US,reprt,L-1170/13",Feature 7 - sorind
SAMPLE_F7_txtdsc,None,None,Feature 7 - txtdsc
SAMPLE_FEATURE_8_SEPARATOR,--- FEATURE 8 ---,--- FEATURE 8 ---,Feature 8 sample
SAMPLE_F8_agen,550,550.0,Feature 8 - agen - VALUES DIFFER!
SAMPLE_F8_datend,None,None,Feature 8 - datend
SAMPLE_F8_datsta,None,None,Feature 8 - datsta
SAMPLE_F8_dsid_dsnm,US1EEZ1M,US1EEZ1M,Feature 8 - dsid_dsnm
SAMPLE_F8_dsid_edtn,9,9,Feature 8 - dsid_edtn
SAMPLE_F8_dsid_updn,0,0,Feature 8 - dsid_updn
SAMPLE_F8_fidn,459629521,459629521.0,Feature 8 - fidn - VALUES DIFFER!
SAMPLE_F8_fids,12345,12345.0,Feature 8 - fids - VALUES DIFFER!
SAMPLE_F8_geometry,"POLYGON ((144.0230472 21.3951111, 145.557 21.39511...","POLYGON ((144.0230472 21.3951111, 145.557 21.39511...",Feature 8 - geometry
SAMPLE_F8_grup,2,2.0,Feature 8 - grup - VALUES DIFFER!
SAMPLE_F8_inform,"Fisheries Management Area, 50CFR665","Fisheries Management Area, 50CFR665",Feature 8 - inform
SAMPLE_F8_lnam,02261B6563D13039,02261B6563D13039,Feature 8 - lnam
SAMPLE_F8_ninfom,None,None,Feature 8 - ninfom
SAMPLE_F8_nobjnm,None,None,Feature 8 - nobjnm
SAMPLE_F8_ntxtds,None,None,Feature 8 - ntxtds
SAMPLE_F8_objl,112,112.0,Feature 8 - objl - VALUES DIFFER!
SAMPLE_F8_objnam,Marianas Trench Marine National Monument,Marianas Trench Marine National Monument,Feature 8 - objnam
SAMPLE_F8_perend,None,None,Feature 8 - perend
SAMPLE_F8_persta,None,None,Feature 8 - persta
SAMPLE_F8_prim,3,3.0,Feature 8 - prim - VALUES DIFFER!
SAMPLE_F8_rcid,158,158.0,Feature 8 - rcid - VALUES DIFFER!
SAMPLE_F8_recdat,None,None,Feature 8 - recdat
SAMPLE_F8_recind,None,None,Feature 8 - recind
SAMPLE_F8_rver,1,1.0,Feature 8 - rver - VALUES DIFFER!
SAMPLE_F8_scamax,nan,None,Feature 8 - scamax
SAMPLE_F8_scamin,19999999,19999999,Feature 8 - scamin
SAMPLE_F8_sordat,20130603,20130603,Feature 8 - sordat
SAMPLE_F8_sorind,"US,US,reprt,L-1170/13","US,US,reprt,L-1170/13",Feature 8 - sorind
SAMPLE_F8_txtdsc,None,None,Feature 8 - txtdsc
SAMPLE_FEATURE_9_SEPARATOR,--- FEATURE 9 ---,--- FEATURE 9 ---,Feature 9 sample
SAMPLE_F9_agen,550,550.0,Feature 9 - agen - VALUES DIFFER!
SAMPLE_F9_datend,None,None,Feature 9 - datend
SAMPLE_F9_datsta,None,None,Feature 9 - datsta
SAMPLE_F9_dsid_dsnm,US2WC12M,US2WC12M,Feature 9 - dsid_dsnm
SAMPLE_F9_dsid_edtn,27,27,Feature 9 - dsid_edtn
SAMPLE_F9_dsid_updn,8,8,Feature 9 - dsid_updn
SAMPLE_F9_fidn,29323353,29323353.0,Feature 9 - fidn - VALUES DIFFER!
SAMPLE_F9_fids,50,50.0,Feature 9 - fids - VALUES DIFFER!
SAMPLE_F9_geometry,"POLYGON ((-129.1333333 47.9833333, -129.1333333 47...","POLYGON ((-129.1333333 47.9833333, -129.1333333 47...",Feature 9 - geometry
SAMPLE_F9_grup,2,2.0,Feature 9 - grup - VALUES DIFFER!
SAMPLE_F9_inform,"Protected Area, No person shall, disturb, damage or destroy, or remove any part of the seabed, in...","Protected Area, No person shall, disturb, damage or destroy, or remove any part of the seabed, in...",Feature 9 - inform
SAMPLE_F9_lnam,022601BF70590032,022601BF70590032,Feature 9 - lnam
SAMPLE_F9_ninfom,None,None,Feature 9 - ninfom
SAMPLE_F9_nobjnm,None,None,Feature 9 - nobjnm
SAMPLE_F9_ntxtds,None,None,Feature 9 - ntxtds
SAMPLE_F9_objl,112,112.0,Feature 9 - objl - VALUES DIFFER!
SAMPLE_F9_objnam,Endeavour Hydrothermal Vents Marine,Endeavour Hydrothermal Vents Marine,Feature 9 - objnam
SAMPLE_F9_perend,None,None,Feature 9 - perend
SAMPLE_F9_persta,None,None,Feature 9 - persta
SAMPLE_F9_prim,3,3.0,Feature 9 - prim - VALUES DIFFER!
SAMPLE_F9_rcid,355,355.0,Feature 9 - rcid - VALUES DIFFER!
SAMPLE_F9_recdat,None,None,Feature 9 - recdat
SAMPLE_F9_recind,None,None,Feature 9 - recind
SAMPLE_F9_rver,1,1.0,Feature 9 - rver - VALUES DIFFER!
SAMPLE_F9_scamax,nan,None,Feature 9 - scamax
SAMPLE_F9_scamin,4999999,4999999,Feature 9 - scamin
SAMPLE_F9_sordat,20080627,20080627,Feature 9 - sordat
SAMPLE_F9_sorind,"CA,CA,reprt,CNM 06/08","CA,CA,reprt,CNM 06/08",Feature 9 - sorind
SAMPLE_F9_txtdsc,None,None,Feature 9 - txtdsc
SAMPLE_FEATURE_10_SEPARATOR,--- FEATURE 10 ---,--- FEATURE 10 ---,Feature 10 sample
SAMPLE_F10_agen,550,550.0,Feature 10 - agen - VALUES DIFFER!
SAMPLE_F10_datend,None,None,Feature 10 - datend
SAMPLE_F10_datsta,None,None,Feature 10 - datsta
SAMPLE_F10_dsid_dsnm,US4CA60M,US4CA60M,Feature 10 - dsid_dsnm
SAMPLE_F10_dsid_edtn,37,37,Feature 10 - dsid_edtn
SAMPLE_F10_dsid_updn,6,6,Feature 10 - dsid_updn
SAMPLE_F10_fidn,274900962,274900962.0,Feature 10 - fidn - VALUES DIFFER!
SAMPLE_F10_fids,4121,4121.0,Feature 10 - fids - VALUES DIFFER!
SAMPLE_F10_geometry,"POLYGON ((-118.1408462 33.5904591, -118.1419272 33...","POLYGON ((-118.1408462 33.5904591, -118.1419272 33...",Feature 10 - geometry
SAMPLE_F10_grup,2,2.0,Feature 10 - grup - VALUES DIFFER!
SAMPLE_F10_inform,33 CFR 147.1108,33 CFR 147.1108,Feature 10 - inform
SAMPLE_F10_lnam,02261062A7E21019,02261062A7E21019,Feature 10 - lnam
SAMPLE_F10_ninfom,None,None,Feature 10 - ninfom
SAMPLE_F10_nobjnm,None,None,Feature 10 - nobjnm
SAMPLE_F10_ntxtds,None,None,Feature 10 - ntxtds
SAMPLE_F10_objl,112,112.0,Feature 10 - objl - VALUES DIFFER!
SAMPLE_F10_objnam,None,None,Feature 10 - objnam
SAMPLE_F10_perend,None,None,Feature 10 - perend
SAMPLE_F10_persta,None,None,Feature 10 - persta
SAMPLE_F10_prim,3,3.0,Feature 10 - prim - VALUES DIFFER!
