attribute,gpkg,postgis,notes
DATATYPE_datsta,object,object,Data type for datsta
DATATYPE_dsid_dsnm,object,object,Data type for dsid_dsnm
DATATYPE_dsid_edtn,int32,int64,Data type for dsid_edtn - MISMATCH!
DATATYPE_dsid_updn,int32,int64,Data type for dsid_updn - MISMATCH!
DATATYPE_ffpt_rind,object,object,Data type for ffpt_rind
DATATYPE_fidn,int32,float64,Data type for fidn - MISMATCH!
DATATYPE_fids,int32,float64,Data type for fids - MISMATCH!
DATATYPE_grup,int32,float64,Data type for grup - MISMATCH!
DATATYPE_height,float64,object,Data type for height - MISMATCH!
DATATYPE_inform,object,object,Data type for inform
DATATYPE_lnam,object,object,Data type for lnam
DATATYPE_lnam_refs,object,object,Data type for lnam_refs
DATATYPE_mask,object,object,Data type for mask
DATATYPE_name_rcid,object,object,Data type for name_rcid
DATATYPE_name_rcnm,object,object,Data type for name_rcnm
DATATYPE_natcon,object,object,Data type for natcon
DATATYPE_ninfom,object,object,Data type for ninfom
DATATYPE_nobjnm,object,object,Data type for nobjnm
DATATYPE_ntxtds,object,object,Data type for ntxtds
DATATYPE_objl,int32,float64,Data type for objl - MISMATCH!
DATATYPE_objnam,object,object,Data type for objnam
DATATYPE_ornt,object,object,Data type for ornt
DATATYPE_perend,object,object,Data type for perend
DATATYPE_persta,object,object,Data type for persta
DATATYPE_picrep,object,object,Data type for picrep
DATATYPE_prim,int32,float64,Data type for prim - MISMATCH!
DATATYPE_rcid,int32,float64,Data type for rcid - MISMATCH!
DATATYPE_recdat,object,object,Data type for recdat
DATATYPE_recind,object,object,Data type for recind
DATATYPE_rver,int32,float64,Data type for rver - MISMATCH!
DATATYPE_scamax,float64,object,Data type for scamax - MISMATCH!
DATATYPE_scamin,int32,int64,Data type for scamin - MISMATCH!
DATATYPE_sordat,object,object,Data type for sordat
DATATYPE_sorind,object,object,Data type for sorind
DATATYPE_status,object,object,Data type for status
DATATYPE_txtdsc,object,object,Data type for txtdsc
DATATYPE_usag,object,object,Data type for usag
DATATYPE_veracc,float64,object,Data type for veracc - MISMATCH!
DATATYPE_verdat,float64,object,Data type for verdat - MISMATCH!
DATATYPE_verlen,float64,object,Data type for verlen - MISMATCH!
DATATYPE_watlev,float64,object,Data type for watlev - MISMATCH!
SEPARATOR_FEATURE_SAMPLES,--- FEATURE SAMPLES (10) ---,--- FEATURE SAMPLES (10) ---,Sample of 10 features from each format
SAMPLE_FEATURE_1_SEPARATOR,--- FEATURE 1 ---,--- FEATURE 1 ---,Feature 1 sample
SAMPLE_F1_agen,550,550.0,Feature 1 - agen - VALUES DIFFER!
SAMPLE_F1_boyshp,nan,None,Feature 1 - boyshp
SAMPLE_F1_catmor,7,7,Feature 1 - catmor
SAMPLE_F1_colour,None,None,Feature 1 - colour
SAMPLE_F1_colpat,None,None,Feature 1 - colpat
SAMPLE_F1_condtn,nan,None,Feature 1 - condtn
SAMPLE_F1_conrad,nan,None,Feature 1 - conrad
SAMPLE_F1_convis,nan,None,Feature 1 - convis
SAMPLE_F1_datend,None,None,Feature 1 - datend
SAMPLE_F1_datsta,None,None,Feature 1 - datsta
SAMPLE_F1_dsid_dsnm,US4CA60M,US4CA60M,Feature 1 - dsid_dsnm
SAMPLE_F1_dsid_edtn,37,37,Feature 1 - dsid_edtn
SAMPLE_F1_dsid_updn,6,6,Feature 1 - dsid_updn
SAMPLE_F1_ffpt_rind,None,None,Feature 1 - ffpt_rind
SAMPLE_F1_fidn,274900822,274900822.0,Feature 1 - fidn - VALUES DIFFER!
SAMPLE_F1_fids,4121,4121.0,Feature 1 - fids - VALUES DIFFER!
SAMPLE_F1_geometry,Point(1),Point(1),Feature 1 - geometry
SAMPLE_F1_grup,2,2.0,Feature 1 - grup - VALUES DIFFER!
SAMPLE_F1_height,nan,None,Feature 1 - height
SAMPLE_F1_inform,None,None,Feature 1 - inform
SAMPLE_F1_lnam,02261062A7561019,02261062A7561019,Feature 1 - lnam
SAMPLE_F1_lnam_refs,None,None,Feature 1 - lnam_refs
SAMPLE_F1_mask,[ 255 ],[255],Feature 1 - mask - VALUES DIFFER!
SAMPLE_F1_name_rcid,[ 751 ],[751],Feature 1 - name_rcid - VALUES DIFFER!
SAMPLE_F1_name_rcnm,[ 110 ],[110],Feature 1 - name_rcnm - VALUES DIFFER!
SAMPLE_F1_natcon,None,None,Feature 1 - natcon
SAMPLE_F1_ninfom,None,None,Feature 1 - ninfom
SAMPLE_F1_nobjnm,None,None,Feature 1 - nobjnm
SAMPLE_F1_ntxtds,None,None,Feature 1 - ntxtds
SAMPLE_F1_objl,84,84.0,Feature 1 - objl - VALUES DIFFER!
SAMPLE_F1_objnam,None,None,Feature 1 - objnam
SAMPLE_F1_ornt,[ 255 ],[255],Feature 1 - ornt - VALUES DIFFER!
SAMPLE_F1_perend,None,None,Feature 1 - perend
SAMPLE_F1_persta,None,None,Feature 1 - persta
SAMPLE_F1_picrep,None,None,Feature 1 - picrep
SAMPLE_F1_prim,1,1.0,Feature 1 - prim - VALUES DIFFER!
SAMPLE_F1_rcid,3238,3238.0,Feature 1 - rcid - VALUES DIFFER!
SAMPLE_F1_recdat,None,None,Feature 1 - recdat
SAMPLE_F1_recind,None,None,Feature 1 - recind
SAMPLE_F1_rver,1,1.0,Feature 1 - rver - VALUES DIFFER!
SAMPLE_F1_scamax,nan,None,Feature 1 - scamax
SAMPLE_F1_scamin,119999,119999,Feature 1 - scamin
SAMPLE_F1_sordat,200311,200311,Feature 1 - sordat
SAMPLE_F1_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 1 - sorind
SAMPLE_F1_status,None,None,Feature 1 - status
SAMPLE_F1_txtdsc,None,None,Feature 1 - txtdsc
SAMPLE_F1_usag,[ 255 ],[255],Feature 1 - usag - VALUES DIFFER!
SAMPLE_F1_veracc,nan,None,Feature 1 - veracc
SAMPLE_F1_verdat,nan,None,Feature 1 - verdat
SAMPLE_F1_verlen,nan,None,Feature 1 - verlen
SAMPLE_F1_watlev,nan,None,Feature 1 - watlev
SAMPLE_FEATURE_2_SEPARATOR,--- FEATURE 2 ---,--- FEATURE 2 ---,Feature 2 sample
SAMPLE_F2_agen,550,550.0,Feature 2 - agen - VALUES DIFFER!
SAMPLE_F2_boyshp,nan,None,Feature 2 - boyshp
SAMPLE_F2_catmor,7,7,Feature 2 - catmor
SAMPLE_F2_colour,None,None,Feature 2 - colour
SAMPLE_F2_colpat,None,None,Feature 2 - colpat
SAMPLE_F2_condtn,nan,None,Feature 2 - condtn
SAMPLE_F2_conrad,nan,None,Feature 2 - conrad
SAMPLE_F2_convis,nan,None,Feature 2 - convis
SAMPLE_F2_datend,None,None,Feature 2 - datend
SAMPLE_F2_datsta,None,None,Feature 2 - datsta
SAMPLE_F2_dsid_dsnm,US4CA60M,US4CA60M,Feature 2 - dsid_dsnm
SAMPLE_F2_dsid_edtn,37,37,Feature 2 - dsid_edtn
SAMPLE_F2_dsid_updn,6,6,Feature 2 - dsid_updn
SAMPLE_F2_ffpt_rind,None,None,Feature 2 - ffpt_rind
SAMPLE_F2_fidn,274900823,274900823.0,Feature 2 - fidn - VALUES DIFFER!
SAMPLE_F2_fids,4121,4121.0,Feature 2 - fids - VALUES DIFFER!
SAMPLE_F2_geometry,Point(1),Point(1),Feature 2 - geometry
SAMPLE_F2_grup,2,2.0,Feature 2 - grup - VALUES DIFFER!
SAMPLE_F2_height,nan,None,Feature 2 - height
SAMPLE_F2_inform,None,None,Feature 2 - inform
SAMPLE_F2_lnam,02261062A7571019,02261062A7571019,Feature 2 - lnam
SAMPLE_F2_lnam_refs,None,None,Feature 2 - lnam_refs
SAMPLE_F2_mask,[ 255 ],[255],Feature 2 - mask - VALUES DIFFER!
SAMPLE_F2_name_rcid,[ 752 ],[752],Feature 2 - name_rcid - VALUES DIFFER!
SAMPLE_F2_name_rcnm,[ 110 ],[110],Feature 2 - name_rcnm - VALUES DIFFER!
SAMPLE_F2_natcon,None,None,Feature 2 - natcon
SAMPLE_F2_ninfom,None,None,Feature 2 - ninfom
SAMPLE_F2_nobjnm,None,None,Feature 2 - nobjnm
SAMPLE_F2_ntxtds,None,None,Feature 2 - ntxtds
SAMPLE_F2_objl,84,84.0,Feature 2 - objl - VALUES DIFFER!
SAMPLE_F2_objnam,None,None,Feature 2 - objnam
SAMPLE_F2_ornt,[ 255 ],[255],Feature 2 - ornt - VALUES DIFFER!
SAMPLE_F2_perend,None,None,Feature 2 - perend
SAMPLE_F2_persta,None,None,Feature 2 - persta
SAMPLE_F2_picrep,None,None,Feature 2 - picrep
SAMPLE_F2_prim,1,1.0,Feature 2 - prim - VALUES DIFFER!
SAMPLE_F2_rcid,3239,3239.0,Feature 2 - rcid - VALUES DIFFER!
SAMPLE_F2_recdat,None,None,Feature 2 - recdat
SAMPLE_F2_recind,None,None,Feature 2 - recind
SAMPLE_F2_rver,1,1.0,Feature 2 - rver - VALUES DIFFER!
SAMPLE_F2_scamax,nan,None,Feature 2 - scamax
SAMPLE_F2_scamin,119999,119999,Feature 2 - scamin
SAMPLE_F2_sordat,200311,200311,Feature 2 - sordat
SAMPLE_F2_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 2 - sorind
SAMPLE_F2_status,None,None,Feature 2 - status
SAMPLE_F2_txtdsc,None,None,Feature 2 - txtdsc
SAMPLE_F2_usag,[ 255 ],[255],Feature 2 - usag - VALUES DIFFER!
SAMPLE_F2_veracc,nan,None,Feature 2 - veracc
SAMPLE_F2_verdat,nan,None,Feature 2 - verdat
SAMPLE_F2_verlen,nan,None,Feature 2 - verlen
SAMPLE_F2_watlev,nan,None,Feature 2 - watlev
SAMPLE_FEATURE_3_SEPARATOR,--- FEATURE 3 ---,--- FEATURE 3 ---,Feature 3 sample
SAMPLE_F3_agen,550,550.0,Feature 3 - agen - VALUES DIFFER!
SAMPLE_F3_boyshp,nan,None,Feature 3 - boyshp
SAMPLE_F3_catmor,7,7,Feature 3 - catmor
SAMPLE_F3_colour,None,None,Feature 3 - colour
SAMPLE_F3_colpat,None,None,Feature 3 - colpat
SAMPLE_F3_condtn,nan,None,Feature 3 - condtn
SAMPLE_F3_conrad,nan,None,Feature 3 - conrad
SAMPLE_F3_convis,nan,None,Feature 3 - convis
SAMPLE_F3_datend,None,None,Feature 3 - datend
SAMPLE_F3_datsta,None,None,Feature 3 - datsta
SAMPLE_F3_dsid_dsnm,US4CA60M,US4CA60M,Feature 3 - dsid_dsnm
SAMPLE_F3_dsid_edtn,37,37,Feature 3 - dsid_edtn
SAMPLE_F3_dsid_updn,6,6,Feature 3 - dsid_updn
SAMPLE_F3_ffpt_rind,None,None,Feature 3 - ffpt_rind
SAMPLE_F3_fidn,274900819,274900819.0,Feature 3 - fidn - VALUES DIFFER!
SAMPLE_F3_fids,4121,4121.0,Feature 3 - fids - VALUES DIFFER!
SAMPLE_F3_geometry,Point(1),Point(1),Feature 3 - geometry
SAMPLE_F3_grup,2,2.0,Feature 3 - grup - VALUES DIFFER!
SAMPLE_F3_height,nan,None,Feature 3 - height
SAMPLE_F3_inform,None,None,Feature 3 - inform
SAMPLE_F3_lnam,02261062A7531019,02261062A7531019,Feature 3 - lnam
SAMPLE_F3_lnam_refs,None,None,Feature 3 - lnam_refs
SAMPLE_F3_mask,[ 255 ],[255],Feature 3 - mask - VALUES DIFFER!
SAMPLE_F3_name_rcid,[ 753 ],[753],Feature 3 - name_rcid - VALUES DIFFER!
SAMPLE_F3_name_rcnm,[ 110 ],[110],Feature 3 - name_rcnm - VALUES DIFFER!
SAMPLE_F3_natcon,None,None,Feature 3 - natcon
SAMPLE_F3_ninfom,None,None,Feature 3 - ninfom
SAMPLE_F3_nobjnm,None,None,Feature 3 - nobjnm
SAMPLE_F3_ntxtds,None,None,Feature 3 - ntxtds
SAMPLE_F3_objl,84,84.0,Feature 3 - objl - VALUES DIFFER!
SAMPLE_F3_objnam,None,None,Feature 3 - objnam
SAMPLE_F3_ornt,[ 255 ],[255],Feature 3 - ornt - VALUES DIFFER!
SAMPLE_F3_perend,None,None,Feature 3 - perend
SAMPLE_F3_persta,None,None,Feature 3 - persta
SAMPLE_F3_picrep,None,None,Feature 3 - picrep
SAMPLE_F3_prim,1,1.0,Feature 3 - prim - VALUES DIFFER!
SAMPLE_F3_rcid,3240,3240.0,Feature 3 - rcid - VALUES DIFFER!
SAMPLE_F3_recdat,None,None,Feature 3 - recdat
SAMPLE_F3_recind,None,None,Feature 3 - recind
SAMPLE_F3_rver,1,1.0,Feature 3 - rver - VALUES DIFFER!
SAMPLE_F3_scamax,nan,None,Feature 3 - scamax
SAMPLE_F3_scamin,119999,119999,Feature 3 - scamin
SAMPLE_F3_sordat,200311,200311,Feature 3 - sordat
SAMPLE_F3_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 3 - sorind
SAMPLE_F3_status,None,None,Feature 3 - status
SAMPLE_F3_txtdsc,None,None,Feature 3 - txtdsc
SAMPLE_F3_usag,[ 255 ],[255],Feature 3 - usag - VALUES DIFFER!
SAMPLE_F3_veracc,nan,None,Feature 3 - veracc
SAMPLE_F3_verdat,nan,None,Feature 3 - verdat
SAMPLE_F3_verlen,nan,None,Feature 3 - verlen
SAMPLE_F3_watlev,nan,None,Feature 3 - watlev
SAMPLE_FEATURE_4_SEPARATOR,--- FEATURE 4 ---,--- FEATURE 4 ---,Feature 4 sample
SAMPLE_F4_agen,550,550.0,Feature 4 - agen - VALUES DIFFER!
SAMPLE_F4_boyshp,nan,None,Feature 4 - boyshp
SAMPLE_F4_catmor,7,7,Feature 4 - catmor
SAMPLE_F4_colour,None,None,Feature 4 - colour
SAMPLE_F4_colpat,None,None,Feature 4 - colpat
SAMPLE_F4_condtn,nan,None,Feature 4 - condtn
SAMPLE_F4_conrad,nan,None,Feature 4 - conrad
SAMPLE_F4_convis,nan,None,Feature 4 - convis
SAMPLE_F4_datend,None,None,Feature 4 - datend
SAMPLE_F4_datsta,None,None,Feature 4 - datsta
SAMPLE_F4_dsid_dsnm,US4CA60M,US4CA60M,Feature 4 - dsid_dsnm
SAMPLE_F4_dsid_edtn,37,37,Feature 4 - dsid_edtn
SAMPLE_F4_dsid_updn,6,6,Feature 4 - dsid_updn
SAMPLE_F4_ffpt_rind,None,None,Feature 4 - ffpt_rind
SAMPLE_F4_fidn,274900814,274900814.0,Feature 4 - fidn - VALUES DIFFER!
SAMPLE_F4_fids,4121,4121.0,Feature 4 - fids - VALUES DIFFER!
SAMPLE_F4_geometry,Point(1),Point(1),Feature 4 - geometry
SAMPLE_F4_grup,2,2.0,Feature 4 - grup - VALUES DIFFER!
SAMPLE_F4_height,nan,None,Feature 4 - height
SAMPLE_F4_inform,None,None,Feature 4 - inform
SAMPLE_F4_lnam,02261062A74E1019,02261062A74E1019,Feature 4 - lnam
SAMPLE_F4_lnam_refs,None,None,Feature 4 - lnam_refs
SAMPLE_F4_mask,[ 255 ],[255],Feature 4 - mask - VALUES DIFFER!
SAMPLE_F4_name_rcid,[ 754 ],[754],Feature 4 - name_rcid - VALUES DIFFER!
SAMPLE_F4_name_rcnm,[ 110 ],[110],Feature 4 - name_rcnm - VALUES DIFFER!
SAMPLE_F4_natcon,None,None,Feature 4 - natcon
SAMPLE_F4_ninfom,None,None,Feature 4 - ninfom
SAMPLE_F4_nobjnm,None,None,Feature 4 - nobjnm
SAMPLE_F4_ntxtds,None,None,Feature 4 - ntxtds
SAMPLE_F4_objl,84,84.0,Feature 4 - objl - VALUES DIFFER!
SAMPLE_F4_objnam,None,None,Feature 4 - objnam
SAMPLE_F4_ornt,[ 255 ],[255],Feature 4 - ornt - VALUES DIFFER!
SAMPLE_F4_perend,None,None,Feature 4 - perend
SAMPLE_F4_persta,None,None,Feature 4 - persta
SAMPLE_F4_picrep,None,None,Feature 4 - picrep
SAMPLE_F4_prim,1,1.0,Feature 4 - prim - VALUES DIFFER!
SAMPLE_F4_rcid,3241,3241.0,Feature 4 - rcid - VALUES DIFFER!
SAMPLE_F4_recdat,None,None,Feature 4 - recdat
SAMPLE_F4_recind,None,None,Feature 4 - recind
SAMPLE_F4_rver,1,1.0,Feature 4 - rver - VALUES DIFFER!
SAMPLE_F4_scamax,nan,None,Feature 4 - scamax
SAMPLE_F4_scamin,119999,119999,Feature 4 - scamin
SAMPLE_F4_sordat,200311,200311,Feature 4 - sordat
SAMPLE_F4_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 4 - sorind
SAMPLE_F4_status,None,None,Feature 4 - status
SAMPLE_F4_txtdsc,None,None,Feature 4 - txtdsc
SAMPLE_F4_usag,[ 255 ],[255],Feature 4 - usag - VALUES DIFFER!
SAMPLE_F4_veracc,nan,None,Feature 4 - veracc
SAMPLE_F4_verdat,nan,None,Feature 4 - verdat
SAMPLE_F4_verlen,nan,None,Feature 4 - verlen
SAMPLE_F4_watlev,nan,None,Feature 4 - watlev
SAMPLE_FEATURE_5_SEPARATOR,--- FEATURE 5 ---,--- FEATURE 5 ---,Feature 5 sample
SAMPLE_F5_agen,550,550.0,Feature 5 - agen - VALUES DIFFER!
SAMPLE_F5_boyshp,nan,None,Feature 5 - boyshp
SAMPLE_F5_catmor,7,7,Feature 5 - catmor
SAMPLE_F5_colour,None,None,Feature 5 - colour
SAMPLE_F5_colpat,None,None,Feature 5 - colpat
SAMPLE_F5_condtn,nan,None,Feature 5 - condtn
SAMPLE_F5_conrad,nan,None,Feature 5 - conrad
SAMPLE_F5_convis,nan,None,Feature 5 - convis
SAMPLE_F5_datend,None,None,Feature 5 - datend
SAMPLE_F5_datsta,None,None,Feature 5 - datsta
SAMPLE_F5_dsid_dsnm,US4CA60M,US4CA60M,Feature 5 - dsid_dsnm
SAMPLE_F5_dsid_edtn,37,37,Feature 5 - dsid_edtn
SAMPLE_F5_dsid_updn,6,6,Feature 5 - dsid_updn
SAMPLE_F5_ffpt_rind,None,None,Feature 5 - ffpt_rind
SAMPLE_F5_fidn,274900820,274900820.0,Feature 5 - fidn - VALUES DIFFER!
SAMPLE_F5_fids,4121,4121.0,Feature 5 - fids - VALUES DIFFER!
SAMPLE_F5_geometry,Point(1),Point(1),Feature 5 - geometry
SAMPLE_F5_grup,2,2.0,Feature 5 - grup - VALUES DIFFER!
SAMPLE_F5_height,nan,None,Feature 5 - height
SAMPLE_F5_inform,None,None,Feature 5 - inform
SAMPLE_F5_lnam,02261062A7541019,02261062A7541019,Feature 5 - lnam
SAMPLE_F5_lnam_refs,None,None,Feature 5 - lnam_refs
SAMPLE_F5_mask,[ 255 ],[255],Feature 5 - mask - VALUES DIFFER!
SAMPLE_F5_name_rcid,[ 755 ],[755],Feature 5 - name_rcid - VALUES DIFFER!
SAMPLE_F5_name_rcnm,[ 110 ],[110],Feature 5 - name_rcnm - VALUES DIFFER!
SAMPLE_F5_natcon,None,None,Feature 5 - natcon
SAMPLE_F5_ninfom,None,None,Feature 5 - ninfom
SAMPLE_F5_nobjnm,None,None,Feature 5 - nobjnm
SAMPLE_F5_ntxtds,None,None,Feature 5 - ntxtds
SAMPLE_F5_objl,84,84.0,Feature 5 - objl - VALUES DIFFER!
SAMPLE_F5_objnam,None,None,Feature 5 - objnam
SAMPLE_F5_ornt,[ 255 ],[255],Feature 5 - ornt - VALUES DIFFER!
SAMPLE_F5_perend,None,None,Feature 5 - perend
SAMPLE_F5_persta,None,None,Feature 5 - persta
SAMPLE_F5_picrep,None,None,Feature 5 - picrep
SAMPLE_F5_prim,1,1.0,Feature 5 - prim - VALUES DIFFER!
SAMPLE_F5_rcid,3242,3242.0,Feature 5 - rcid - VALUES DIFFER!
SAMPLE_F5_recdat,None,None,Feature 5 - recdat
SAMPLE_F5_recind,None,None,Feature 5 - recind
SAMPLE_F5_rver,1,1.0,Feature 5 - rver - VALUES DIFFER!
SAMPLE_F5_scamax,nan,None,Feature 5 - scamax
SAMPLE_F5_scamin,119999,119999,Feature 5 - scamin
SAMPLE_F5_sordat,200311,200311,Feature 5 - sordat
SAMPLE_F5_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 5 - sorind
SAMPLE_F5_status,"[ ""8"" ]",['8'],Feature 5 - status - VALUES DIFFER!
SAMPLE_F5_txtdsc,None,None,Feature 5 - txtdsc
SAMPLE_F5_usag,[ 255 ],[255],Feature 5 - usag - VALUES DIFFER!
SAMPLE_F5_veracc,nan,None,Feature 5 - veracc
SAMPLE_F5_verdat,nan,None,Feature 5 - verdat
SAMPLE_F5_verlen,nan,None,Feature 5 - verlen
SAMPLE_F5_watlev,nan,None,Feature 5 - watlev
SAMPLE_FEATURE_6_SEPARATOR,--- FEATURE 6 ---,--- FEATURE 6 ---,Feature 6 sample
SAMPLE_F6_agen,550,550.0,Feature 6 - agen - VALUES DIFFER!
SAMPLE_F6_boyshp,nan,None,Feature 6 - boyshp
SAMPLE_F6_catmor,7,7,Feature 6 - catmor
SAMPLE_F6_colour,None,None,Feature 6 - colour
SAMPLE_F6_colpat,None,None,Feature 6 - colpat
SAMPLE_F6_condtn,nan,None,Feature 6 - condtn
SAMPLE_F6_conrad,nan,None,Feature 6 - conrad
SAMPLE_F6_convis,nan,None,Feature 6 - convis
SAMPLE_F6_datend,None,None,Feature 6 - datend
SAMPLE_F6_datsta,None,None,Feature 6 - datsta
SAMPLE_F6_dsid_dsnm,US4CA60M,US4CA60M,Feature 6 - dsid_dsnm
SAMPLE_F6_dsid_edtn,37,37,Feature 6 - dsid_edtn
SAMPLE_F6_dsid_updn,6,6,Feature 6 - dsid_updn
SAMPLE_F6_ffpt_rind,None,None,Feature 6 - ffpt_rind
SAMPLE_F6_fidn,274900817,274900817.0,Feature 6 - fidn - VALUES DIFFER!
SAMPLE_F6_fids,4121,4121.0,Feature 6 - fids - VALUES DIFFER!
SAMPLE_F6_geometry,Point(1),Point(1),Feature 6 - geometry
SAMPLE_F6_grup,2,2.0,Feature 6 - grup - VALUES DIFFER!
SAMPLE_F6_height,nan,None,Feature 6 - height
SAMPLE_F6_inform,None,None,Feature 6 - inform
SAMPLE_F6_lnam,02261062A7511019,02261062A7511019,Feature 6 - lnam
SAMPLE_F6_lnam_refs,None,None,Feature 6 - lnam_refs
SAMPLE_F6_mask,[ 255 ],[255],Feature 6 - mask - VALUES DIFFER!
SAMPLE_F6_name_rcid,[ 756 ],[756],Feature 6 - name_rcid - VALUES DIFFER!
SAMPLE_F6_name_rcnm,[ 110 ],[110],Feature 6 - name_rcnm - VALUES DIFFER!
SAMPLE_F6_natcon,None,None,Feature 6 - natcon
SAMPLE_F6_ninfom,None,None,Feature 6 - ninfom
SAMPLE_F6_nobjnm,None,None,Feature 6 - nobjnm
SAMPLE_F6_ntxtds,None,None,Feature 6 - ntxtds
SAMPLE_F6_objl,84,84.0,Feature 6 - objl - VALUES DIFFER!
SAMPLE_F6_objnam,CG,CG,Feature 6 - objnam
SAMPLE_F6_ornt,[ 255 ],[255],Feature 6 - ornt - VALUES DIFFER!
SAMPLE_F6_perend,None,None,Feature 6 - perend
SAMPLE_F6_persta,None,None,Feature 6 - persta
SAMPLE_F6_picrep,None,None,Feature 6 - picrep
SAMPLE_F6_prim,1,1.0,Feature 6 - prim - VALUES DIFFER!
SAMPLE_F6_rcid,3243,3243.0,Feature 6 - rcid - VALUES DIFFER!
SAMPLE_F6_recdat,None,None,Feature 6 - recdat
SAMPLE_F6_recind,None,None,Feature 6 - recind
SAMPLE_F6_rver,1,1.0,Feature 6 - rver - VALUES DIFFER!
SAMPLE_F6_scamax,nan,None,Feature 6 - scamax
SAMPLE_F6_scamin,119999,119999,Feature 6 - scamin
SAMPLE_F6_sordat,200311,200311,Feature 6 - sordat
