layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
buisgl,42,35,35,0,7,0,False,"functn, status, lnam_refs, ffpt_rind, natcon, colour, colpat"
lndelv,31,29,29,0,2,0,False,"lnam_refs, ffpt_rind"
dmpgrd,30,25,25,0,5,0,False,"status, lnam_refs, catdpg, ffpt_rind, restrn"
lndrgn,31,26,26,0,5,0,False,"lnam_refs, catlnd, ffpt_rind, natsur, natqua"
ofsplf,43,35,35,0,8,0,False,"status, lnam_refs, ffpt_rind, natcon, catofp, prodct, colour, colpat"
canals,35,32,32,0,3,0,False,"lnam_refs, status, ffpt_rind"
depcnt,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
unsare,25,23,23,0,2,0,False,"lnam_refs, ffpt_rind"
m_qual,33,30,30,0,3,0,False,"lnam_refs, tecsou, ffpt_rind"
boylat,42,36,36,0,6,0,False,"status, lnam_refs, natcon, ffpt_rind, colour, colpat"
ponton,38,34,34,0,4,0,False,"lnam_refs, status, natcon, ffpt_rind"
slotop,37,31,31,0,6,0,False,"lnam_refs, ffpt_rind, natsur, natqua, natcon, colour"
fairwy,37,32,32,0,5,0,False,"status, lnam_refs, quasou, ffpt_rind, restrn"
morfac,46,40,40,0,6,0,False,"status, lnam_refs, natcon, ffpt_rind, colour, colpat"
cgusta,32,29,29,0,3,0,False,"lnam_refs, status, ffpt_rind"
wattur,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
buaare,34,32,32,0,2,0,False,"lnam_refs, ffpt_rind"
tesare,27,24,24,0,3,0,False,"lnam_refs, restrn, ffpt_rind"
pilbop,36,33,33,0,3,0,False,"lnam_refs, status, ffpt_rind"
tsslpt,31,27,27,0,4,0,False,"lnam_refs, status, restrn, ffpt_rind"
slogrd,34,28,28,0,6,0,False,"lnam_refs, ffpt_rind, natsur, natqua, natcon, colour"
prcare,29,25,25,0,4,0,False,"lnam_refs, status, restrn, ffpt_rind"
pipsol,39,34,34,0,5,0,False,"catpip, status, lnam_refs, ffpt_rind, prodct"
mipare,34,29,29,0,5,0,False,"status, lnam_refs, ffpt_rind, restrn, catmpa"
achare,34,29,29,0,5,0,False,"status, lnam_refs, ffpt_rind, restrn, catach"
fogsig,39,36,36,0,3,0,False,"lnam_refs, status, ffpt_rind"
connectednode,10,10,10,0,0,0,True,
obstrn,44,35,35,0,9,0,False,"status, lnam_refs, quasou, tecsou, ffpt_rind, natsur, natqua, natcon, prodct"
lndare,29,26,26,0,3,0,False,"lnam_refs, status, ffpt_rind"
lights,49,43,43,0,6,0,False,"catlit, status, lnam_refs, ffpt_rind, litvis, colour"
coalne,35,32,32,0,3,0,False,"lnam_refs, colour, ffpt_rind"
topmar,39,34,34,0,5,0,False,"status, lnam_refs, ffpt_rind, colour, colpat"
feryrt,33,30,30,0,3,0,False,"lnam_refs, status, ffpt_rind"
rivers,28,25,25,0,3,0,False,"lnam_refs, status, ffpt_rind"
curent,31,29,29,0,2,0,False,"lnam_refs, ffpt_rind"
cblare,32,28,28,0,4,0,False,"lnam_refs, status, restrn, ffpt_rind"
boysaw,41,35,35,0,6,0,False,"status, lnam_refs, natcon, ffpt_rind, colour, colpat"
tssbnd,29,26,26,0,3,0,False,"lnam_refs, status, ffpt_rind"
rectrc,41,36,36,0,5,0,False,"status, lnam_refs, quasou, tecsou, ffpt_rind"
depare,30,27,27,0,3,0,False,"lnam_refs, quasou, ffpt_rind"
fshzne,29,26,26,0,3,0,False,"lnam_refs, status, ffpt_rind"
exezne,26,24,24,0,2,0,False,"lnam_refs, ffpt_rind"
m_npub,25,23,23,0,2,0,False,"lnam_refs, ffpt_rind"
m_covr,22,20,20,0,2,0,False,"lnam_refs, ffpt_rind"
damcon,40,35,35,0,5,0,False,"lnam_refs, natcon, ffpt_rind, colour, colpat"
seaare,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
splare,31,27,27,0,4,0,False,"lnam_refs, status, restrn, ffpt_rind"
conzne,29,26,26,0,3,0,False,"lnam_refs, status, ffpt_rind"
rdocal,35,32,32,0,3,0,False,"lnam_refs, status, ffpt_rind"
rdosta,38,34,34,0,4,0,False,"lnam_refs, status, catros, ffpt_rind"
ctnare,29,27,27,0,2,0,False,"lnam_refs, ffpt_rind"
daymar,42,35,35,0,7,0,False,"status, lnam_refs, catspm, ffpt_rind, natcon, colour, colpat"
wedklp,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
lndmrk,42,34,34,0,8,0,False,"functn, status, lnam_refs, ffpt_rind, natcon, catlmk, colour, colpat"
hrbfac,35,30,30,0,5,0,False,"status, lnam_refs, natcon, ffpt_rind, cathaf"
navlne,32,29,29,0,3,0,False,"lnam_refs, status, ffpt_rind"
pipare,34,28,28,0,6,0,False,"catpip, status, lnam_refs, ffpt_rind, restrn, prodct"
pilpnt,38,34,34,0,4,0,False,"lnam_refs, colour, colpat, ffpt_rind"
