attribute,spatialite,postgis,notes
SAMPLE_F2_rcid,1811,1811.0,Feature 2 - rcid - VALUES DIFFER!
SAMPLE_F2_recdat,None,None,Feature 2 - recdat
SAMPLE_F2_recind,None,None,Feature 2 - recind
SAMPLE_F2_rver,1,1.0,Feature 2 - rver - VALUES DIFFER!
SAMPLE_F2_scamax,nan,None,Feature 2 - scamax - VALUES DIFFER!
SAMPLE_F2_scamin,nan,None,Feature 2 - scamin - VALUES DIFFER!
SAMPLE_F2_sordat,None,None,Feature 2 - sordat
SAMPLE_F2_sorind,None,None,Feature 2 - sorind
SAMPLE_F2_txtdsc,None,None,Feature 2 - txtdsc
SAMPLE_FEATURE_3_SEPARATOR,--- FEATURE 3 ---,--- FEATURE 3 ---,Feature 3 sample
SAMPLE_F3_agen,550,550.0,Feature 3 - agen - VALUES DIFFER!
SAMPLE_F3_dsid_dsnm,US1GC09M,US1GC09M,Feature 3 - dsid_dsnm
SAMPLE_F3_dsid_edtn,65,65,Feature 3 - dsid_edtn
SAMPLE_F3_dsid_updn,5,5,Feature 3 - dsid_updn
SAMPLE_F3_fidn,253922875,253922875.0,Feature 3 - fidn - VALUES DIFFER!
SAMPLE_F3_fids,4044,4044.0,Feature 3 - fids - VALUES DIFFER!
SAMPLE_F3_grup,1,1.0,Feature 3 - grup - VALUES DIFFER!
SAMPLE_F3_inform,None,None,Feature 3 - inform
SAMPLE_F3_lnam,02260F228E3B0FCC,02260F228E3B0FCC,Feature 3 - lnam
SAMPLE_F3_ninfom,None,None,Feature 3 - ninfom
SAMPLE_F3_ntxtds,None,None,Feature 3 - ntxtds
SAMPLE_F3_objl,154,154.0,Feature 3 - objl - VALUES DIFFER!
SAMPLE_F3_prim,3,3.0,Feature 3 - prim - VALUES DIFFER!
SAMPLE_F3_rcid,2657,2657.0,Feature 3 - rcid - VALUES DIFFER!
SAMPLE_F3_recdat,None,None,Feature 3 - recdat
SAMPLE_F3_recind,None,None,Feature 3 - recind
SAMPLE_F3_rver,1,1.0,Feature 3 - rver - VALUES DIFFER!
SAMPLE_F3_scamax,nan,None,Feature 3 - scamax - VALUES DIFFER!
SAMPLE_F3_scamin,nan,None,Feature 3 - scamin - VALUES DIFFER!
SAMPLE_F3_sordat,201202,201202,Feature 3 - sordat
SAMPLE_F3_sorind,"US,US,graph,Chart 11013","US,US,graph,Chart 11013",Feature 3 - sorind
SAMPLE_F3_txtdsc,None,None,Feature 3 - txtdsc
SAMPLE_FEATURE_4_SEPARATOR,--- FEATURE 4 ---,--- FEATURE 4 ---,Feature 4 sample
SAMPLE_F4_agen,550,550.0,Feature 4 - agen - VALUES DIFFER!
SAMPLE_F4_dsid_dsnm,US1GC09M,US1GC09M,Feature 4 - dsid_dsnm
SAMPLE_F4_dsid_edtn,65,65,Feature 4 - dsid_edtn
SAMPLE_F4_dsid_updn,5,5,Feature 4 - dsid_updn
SAMPLE_F4_fidn,253922877,253922877.0,Feature 4 - fidn - VALUES DIFFER!
SAMPLE_F4_fids,4044,4044.0,Feature 4 - fids - VALUES DIFFER!
SAMPLE_F4_grup,1,1.0,Feature 4 - grup - VALUES DIFFER!
SAMPLE_F4_inform,None,None,Feature 4 - inform
SAMPLE_F4_lnam,02260F228E3D0FCC,02260F228E3D0FCC,Feature 4 - lnam
SAMPLE_F4_ninfom,None,None,Feature 4 - ninfom
SAMPLE_F4_ntxtds,None,None,Feature 4 - ntxtds
SAMPLE_F4_objl,154,154.0,Feature 4 - objl - VALUES DIFFER!
SAMPLE_F4_prim,3,3.0,Feature 4 - prim - VALUES DIFFER!
SAMPLE_F4_rcid,2658,2658.0,Feature 4 - rcid - VALUES DIFFER!
SAMPLE_F4_recdat,None,None,Feature 4 - recdat
SAMPLE_F4_recind,None,None,Feature 4 - recind
SAMPLE_F4_rver,1,1.0,Feature 4 - rver - VALUES DIFFER!
SAMPLE_F4_scamax,nan,None,Feature 4 - scamax - VALUES DIFFER!
SAMPLE_F4_scamin,nan,None,Feature 4 - scamin - VALUES DIFFER!
SAMPLE_F4_sordat,201202,201202,Feature 4 - sordat
SAMPLE_F4_sorind,"US,US,graph,Chart 11013","US,US,graph,Chart 11013",Feature 4 - sorind
SAMPLE_F4_txtdsc,None,None,Feature 4 - txtdsc
SAMPLE_FEATURE_5_SEPARATOR,--- FEATURE 5 ---,--- FEATURE 5 ---,Feature 5 sample
SAMPLE_F5_agen,550,550.0,Feature 5 - agen - VALUES DIFFER!
SAMPLE_F5_dsid_dsnm,US1GC09M,US1GC09M,Feature 5 - dsid_dsnm
SAMPLE_F5_dsid_edtn,65,65,Feature 5 - dsid_edtn
SAMPLE_F5_dsid_updn,5,5,Feature 5 - dsid_updn
SAMPLE_F5_fidn,20988506,20988506.0,Feature 5 - fidn - VALUES DIFFER!
SAMPLE_F5_fids,50,50.0,Feature 5 - fids - VALUES DIFFER!
SAMPLE_F5_grup,1,1.0,Feature 5 - grup - VALUES DIFFER!
SAMPLE_F5_inform,None,None,Feature 5 - inform
SAMPLE_F5_lnam,02260140425A0032,02260140425A0032,Feature 5 - lnam
SAMPLE_F5_ninfom,None,None,Feature 5 - ninfom
SAMPLE_F5_ntxtds,None,None,Feature 5 - ntxtds
SAMPLE_F5_objl,154,154.0,Feature 5 - objl - VALUES DIFFER!
SAMPLE_F5_prim,3,3.0,Feature 5 - prim - VALUES DIFFER!
SAMPLE_F5_rcid,2659,2659.0,Feature 5 - rcid - VALUES DIFFER!
SAMPLE_F5_recdat,None,None,Feature 5 - recdat
SAMPLE_F5_recind,None,None,Feature 5 - recind
SAMPLE_F5_rver,1,1.0,Feature 5 - rver - VALUES DIFFER!
SAMPLE_F5_scamax,nan,None,Feature 5 - scamax - VALUES DIFFER!
SAMPLE_F5_scamin,nan,None,Feature 5 - scamin - VALUES DIFFER!
SAMPLE_F5_sordat,201202,201202,Feature 5 - sordat
SAMPLE_F5_sorind,"US,US,graph,Chart 11013","US,US,graph,Chart 11013",Feature 5 - sorind
SAMPLE_F5_txtdsc,None,None,Feature 5 - txtdsc
