attribute,gpkg,postgis,notes
SAMPLE_FEATURE_3_SEPARATOR,--- FEATURE 3 ---,--- FEATURE 3 ---,Feature 3 sample
SAMPLE_F3_agen,550,550.0,Feature 3 - agen - VALUES DIFFER!
SAMPLE_F3_bcnshp,3.0,3.0,Feature 3 - bcnshp
SAMPLE_F3_catspm,[],[],Feature 3 - catspm
SAMPLE_F3_colour,"[ ""1"" ]",['1'],Feature 3 - colour - VALUES DIFFER!
SAMPLE_F3_colpat,None,None,Feature 3 - colpat
SAMPLE_F3_condtn,nan,None,Feature 3 - condtn - VALUES DIFFER!
SAMPLE_F3_conrad,nan,None,Feature 3 - conrad - VALUES DIFFER!
SAMPLE_F3_convis,1.0,1.0,Feature 3 - convis
SAMPLE_F3_datend,None,None,Feature 3 - datend
SAMPLE_F3_datsta,None,None,Feature 3 - datsta
SAMPLE_F3_dsid_dsnm,US3CA52M,US3CA52M,Feature 3 - dsid_dsnm
SAMPLE_F3_dsid_edtn,31,31,Feature 3 - dsid_edtn
SAMPLE_F3_dsid_updn,0,0,Feature 3 - dsid_updn
SAMPLE_F3_elevat,nan,nan,Feature 3 - elevat
SAMPLE_F3_ffpt_rind,"[ 2, 2 ]","[2, 2]",Feature 3 - ffpt_rind - VALUES DIFFER!
SAMPLE_F3_fidn,975942281,975942281.0,Feature 3 - fidn - VALUES DIFFER!
SAMPLE_F3_fids,17978,17978.0,Feature 3 - fids - VALUES DIFFER!
SAMPLE_F3_grup,2,2.0,Feature 3 - grup - VALUES DIFFER!
SAMPLE_F3_height,15.2,15.2,Feature 3 - height
SAMPLE_F3_inform,Cylindrical,Cylindrical,Feature 3 - inform
SAMPLE_F3_lnam,02263A2BB289463A,02263A2BB289463A,Feature 3 - lnam
SAMPLE_F3_lnam_refs,"[ ""0226003A4D64106D"", ""0226003A4D62106D"" ]","['0226003A4D64106D', '0226003A4D62106D']",Feature 3 - lnam_refs - VALUES DIFFER!
SAMPLE_F3_marsys,nan,None,Feature 3 - marsys - VALUES DIFFER!
SAMPLE_F3_natcon,None,None,Feature 3 - natcon
SAMPLE_F3_ninfom,None,None,Feature 3 - ninfom
SAMPLE_F3_nobjnm,None,None,Feature 3 - nobjnm
SAMPLE_F3_ntxtds,None,None,Feature 3 - ntxtds
SAMPLE_F3_objl,9,9.0,Feature 3 - objl - VALUES DIFFER!
SAMPLE_F3_objnam,Pillar Point Harbor Entrance Light,Pillar Point Harbor Entrance Light,Feature 3 - objnam
SAMPLE_F3_perend,None,None,Feature 3 - perend
SAMPLE_F3_persta,None,None,Feature 3 - persta
SAMPLE_F3_picrep,None,None,Feature 3 - picrep
SAMPLE_F3_prim,1,1.0,Feature 3 - prim - VALUES DIFFER!
SAMPLE_F3_rcid,6,6.0,Feature 3 - rcid - VALUES DIFFER!
SAMPLE_F3_recdat,None,None,Feature 3 - recdat
SAMPLE_F3_recind,None,None,Feature 3 - recind
SAMPLE_F3_rver,1,1.0,Feature 3 - rver - VALUES DIFFER!
SAMPLE_F3_scamax,nan,None,Feature 3 - scamax - VALUES DIFFER!
SAMPLE_F3_scamin,499999,499999,Feature 3 - scamin
SAMPLE_F3_sordat,20050412,20050412,Feature 3 - sordat
SAMPLE_F3_sorind,"US,US,reprt,11thCGD,LNM 15/05","US,US,reprt,11thCGD,LNM 15/05",Feature 3 - sorind
SAMPLE_F3_status,"[ ""1"" ]",['1'],Feature 3 - status - VALUES DIFFER!
SAMPLE_F3_txtdsc,None,None,Feature 3 - txtdsc
SAMPLE_F3_veracc,nan,None,Feature 3 - veracc - VALUES DIFFER!
SAMPLE_F3_verdat,nan,None,Feature 3 - verdat - VALUES DIFFER!
SAMPLE_F3_verlen,nan,nan,Feature 3 - verlen
SAMPLE_FEATURE_4_SEPARATOR,--- FEATURE 4 ---,--- FEATURE 4 ---,Feature 4 sample
SAMPLE_F4_agen,550,550.0,Feature 4 - agen - VALUES DIFFER!
SAMPLE_F4_bcnshp,1.0,1.0,Feature 4 - bcnshp
SAMPLE_F4_catspm,"[ ""27"" ]",['27'],Feature 4 - catspm - VALUES DIFFER!
SAMPLE_F4_colour,[],[],Feature 4 - colour
SAMPLE_F4_colpat,None,None,Feature 4 - colpat
SAMPLE_F4_condtn,nan,None,Feature 4 - condtn - VALUES DIFFER!
SAMPLE_F4_conrad,nan,None,Feature 4 - conrad - VALUES DIFFER!
SAMPLE_F4_convis,nan,nan,Feature 4 - convis
SAMPLE_F4_datend,None,None,Feature 4 - datend
SAMPLE_F4_datsta,None,None,Feature 4 - datsta
SAMPLE_F4_dsid_dsnm,US4CA60M,US4CA60M,Feature 4 - dsid_dsnm
SAMPLE_F4_dsid_edtn,37,37,Feature 4 - dsid_edtn
SAMPLE_F4_dsid_updn,6,6,Feature 4 - dsid_updn
SAMPLE_F4_elevat,nan,nan,Feature 4 - elevat
SAMPLE_F4_ffpt_rind,"[ 2, 2 ]","[2, 2]",Feature 4 - ffpt_rind - VALUES DIFFER!
SAMPLE_F4_fidn,4134650,4134650.0,Feature 4 - fidn - VALUES DIFFER!
SAMPLE_F4_fids,4205,4205.0,Feature 4 - fids - VALUES DIFFER!
SAMPLE_F4_grup,2,2.0,Feature 4 - grup - VALUES DIFFER!
SAMPLE_F4_height,4.5,4.5,Feature 4 - height
SAMPLE_F4_inform,None,None,Feature 4 - inform
SAMPLE_F4_lnam,0226003F16FA106D,0226003F16FA106D,Feature 4 - lnam
SAMPLE_F4_lnam_refs,"[ ""02260050D3C11078"", ""0226000071300001"" ]","['02260050D3C11078', '0226000071300001']",Feature 4 - lnam_refs - VALUES DIFFER!
SAMPLE_F4_marsys,nan,None,Feature 4 - marsys - VALUES DIFFER!
SAMPLE_F4_natcon,None,None,Feature 4 - natcon
SAMPLE_F4_ninfom,None,None,Feature 4 - ninfom
SAMPLE_F4_nobjnm,None,None,Feature 4 - nobjnm
SAMPLE_F4_ntxtds,None,None,Feature 4 - ntxtds
SAMPLE_F4_objl,9,9.0,Feature 4 - objl - VALUES DIFFER!
SAMPLE_F4_objnam,Santa Catalina Island East End Light,Santa Catalina Island East End Light,Feature 4 - objnam
SAMPLE_F4_perend,None,None,Feature 4 - perend
SAMPLE_F4_persta,None,None,Feature 4 - persta
SAMPLE_F4_picrep,None,None,Feature 4 - picrep
SAMPLE_F4_prim,1,1.0,Feature 4 - prim - VALUES DIFFER!
SAMPLE_F4_rcid,12,12.0,Feature 4 - rcid - VALUES DIFFER!
SAMPLE_F4_recdat,None,None,Feature 4 - recdat
SAMPLE_F4_recind,None,None,Feature 4 - recind
SAMPLE_F4_rver,1,1.0,Feature 4 - rver - VALUES DIFFER!
SAMPLE_F4_scamax,nan,None,Feature 4 - scamax - VALUES DIFFER!
SAMPLE_F4_scamin,179999,179999,Feature 4 - scamin
SAMPLE_F4_sordat,20050104,20050104,Feature 4 - sordat
SAMPLE_F4_sorind,"US,US,reprt,11th CGD,LNM 01/05","US,US,reprt,11th CGD,LNM 01/05",Feature 4 - sorind
SAMPLE_F4_status,"[ ""1"" ]",['1'],Feature 4 - status - VALUES DIFFER!
SAMPLE_F4_txtdsc,None,None,Feature 4 - txtdsc
SAMPLE_F4_veracc,nan,None,Feature 4 - veracc - VALUES DIFFER!
SAMPLE_F4_verdat,nan,None,Feature 4 - verdat - VALUES DIFFER!
SAMPLE_F4_verlen,nan,nan,Feature 4 - verlen
SAMPLE_FEATURE_5_SEPARATOR,--- FEATURE 5 ---,--- FEATURE 5 ---,Feature 5 sample
SAMPLE_F5_agen,550,550.0,Feature 5 - agen - VALUES DIFFER!
SAMPLE_F5_bcnshp,1.0,1.0,Feature 5 - bcnshp
SAMPLE_F5_catspm,"[ ""27"" ]",['27'],Feature 5 - catspm - VALUES DIFFER!
SAMPLE_F5_colour,[],[],Feature 5 - colour
SAMPLE_F5_colpat,None,None,Feature 5 - colpat
SAMPLE_F5_condtn,nan,None,Feature 5 - condtn - VALUES DIFFER!
SAMPLE_F5_conrad,nan,None,Feature 5 - conrad - VALUES DIFFER!
SAMPLE_F5_convis,nan,nan,Feature 5 - convis
SAMPLE_F5_datend,None,None,Feature 5 - datend
SAMPLE_F5_datsta,None,None,Feature 5 - datsta
SAMPLE_F5_dsid_dsnm,US4CA60M,US4CA60M,Feature 5 - dsid_dsnm
SAMPLE_F5_dsid_edtn,37,37,Feature 5 - dsid_edtn
SAMPLE_F5_dsid_updn,6,6,Feature 5 - dsid_updn
SAMPLE_F5_elevat,nan,nan,Feature 5 - elevat
SAMPLE_F5_ffpt_rind,"[ 2, 2 ]","[2, 2]",Feature 5 - ffpt_rind - VALUES DIFFER!
SAMPLE_F5_fidn,4134694,4134694.0,Feature 5 - fidn - VALUES DIFFER!
SAMPLE_F5_fids,4205,4205.0,Feature 5 - fids - VALUES DIFFER!
SAMPLE_F5_grup,2,2.0,Feature 5 - grup - VALUES DIFFER!
SAMPLE_F5_height,nan,nan,Feature 5 - height
SAMPLE_F5_inform,Automatic Identification System (AIS),Automatic Identification System (AIS),Feature 5 - inform
SAMPLE_F5_lnam,0226003F1726106D,0226003F1726106D,Feature 5 - lnam
SAMPLE_F5_lnam_refs,"[ ""0226003F1389106D"", ""02260000712E0001"" ]","['0226003F1389106D', '02260000712E0001']",Feature 5 - lnam_refs - VALUES DIFFER!
SAMPLE_F5_marsys,nan,None,Feature 5 - marsys - VALUES DIFFER!
SAMPLE_F5_natcon,None,None,Feature 5 - natcon
SAMPLE_F5_ninfom,None,None,Feature 5 - ninfom
SAMPLE_F5_nobjnm,None,None,Feature 5 - nobjnm
SAMPLE_F5_ntxtds,None,None,Feature 5 - ntxtds
SAMPLE_F5_objl,9,9.0,Feature 5 - objl - VALUES DIFFER!
SAMPLE_F5_objnam,Santa Catalina Island West End Light,Santa Catalina Island West End Light,Feature 5 - objnam
SAMPLE_F5_perend,None,None,Feature 5 - perend
SAMPLE_F5_persta,None,None,Feature 5 - persta
SAMPLE_F5_picrep,None,None,Feature 5 - picrep
SAMPLE_F5_prim,1,1.0,Feature 5 - prim - VALUES DIFFER!
SAMPLE_F5_rcid,13,13.0,Feature 5 - rcid - VALUES DIFFER!
SAMPLE_F5_recdat,None,None,Feature 5 - recdat
SAMPLE_F5_recind,None,None,Feature 5 - recind
SAMPLE_F5_rver,1,1.0,Feature 5 - rver - VALUES DIFFER!
SAMPLE_F5_scamax,nan,None,Feature 5 - scamax - VALUES DIFFER!
SAMPLE_F5_scamin,179999,179999,Feature 5 - scamin
SAMPLE_F5_sordat,20200407,20200407,Feature 5 - sordat
SAMPLE_F5_sorind,"US,US,reprt,11th CGD,LNM 14/20","US,US,reprt,11th CGD,LNM 14/20",Feature 5 - sorind
SAMPLE_F5_status,"[ ""1"" ]",['1'],Feature 5 - status - VALUES DIFFER!
SAMPLE_F5_txtdsc,None,None,Feature 5 - txtdsc
SAMPLE_F5_veracc,nan,None,Feature 5 - veracc - VALUES DIFFER!
SAMPLE_F5_verdat,nan,None,Feature 5 - verdat - VALUES DIFFER!
SAMPLE_F5_verlen,nan,nan,Feature 5 - verlen
SAMPLE_FEATURE_6_SEPARATOR,--- FEATURE 6 ---,--- FEATURE 6 ---,Feature 6 sample
SAMPLE_F6_agen,550,550.0,Feature 6 - agen - VALUES DIFFER!
SAMPLE_F6_bcnshp,1.0,1.0,Feature 6 - bcnshp
SAMPLE_F6_catspm,"[ ""17"" ]",['17'],Feature 6 - catspm - VALUES DIFFER!
SAMPLE_F6_colour,[],[],Feature 6 - colour
SAMPLE_F6_colpat,None,None,Feature 6 - colpat
SAMPLE_F6_condtn,nan,None,Feature 6 - condtn - VALUES DIFFER!
SAMPLE_F6_conrad,nan,None,Feature 6 - conrad - VALUES DIFFER!
SAMPLE_F6_convis,nan,nan,Feature 6 - convis
SAMPLE_F6_datend,None,None,Feature 6 - datend
SAMPLE_F6_datsta,None,None,Feature 6 - datsta
SAMPLE_F6_dsid_dsnm,US4CA60M,US4CA60M,Feature 6 - dsid_dsnm
SAMPLE_F6_dsid_edtn,37,37,Feature 6 - dsid_edtn
SAMPLE_F6_dsid_updn,6,6,Feature 6 - dsid_updn
SAMPLE_F6_elevat,nan,nan,Feature 6 - elevat
SAMPLE_F6_ffpt_rind,None,None,Feature 6 - ffpt_rind
SAMPLE_F6_fidn,5306344,5306344.0,Feature 6 - fidn - VALUES DIFFER!
SAMPLE_F6_fids,3634,3634.0,Feature 6 - fids - VALUES DIFFER!
SAMPLE_F6_grup,2,2.0,Feature 6 - grup - VALUES DIFFER!
SAMPLE_F6_height,nan,nan,Feature 6 - height
SAMPLE_F6_inform,None,None,Feature 6 - inform
SAMPLE_F6_lnam,02260050F7E80E32,02260050F7E80E32,Feature 6 - lnam
SAMPLE_F6_lnam_refs,None,None,Feature 6 - lnam_refs
SAMPLE_F6_marsys,nan,None,Feature 6 - marsys - VALUES DIFFER!
SAMPLE_F6_natcon,None,None,Feature 6 - natcon
SAMPLE_F6_ninfom,None,None,Feature 6 - ninfom
SAMPLE_F6_nobjnm,None,None,Feature 6 - nobjnm
SAMPLE_F6_ntxtds,None,None,Feature 6 - ntxtds
SAMPLE_F6_objl,9,9.0,Feature 6 - objl - VALUES DIFFER!
SAMPLE_F6_objnam,None,None,Feature 6 - objnam
SAMPLE_F6_perend,None,None,Feature 6 - perend
SAMPLE_F6_persta,None,None,Feature 6 - persta
SAMPLE_F6_picrep,None,None,Feature 6 - picrep
SAMPLE_F6_prim,1,1.0,Feature 6 - prim - VALUES DIFFER!
SAMPLE_F6_rcid,14,14.0,Feature 6 - rcid - VALUES DIFFER!
SAMPLE_F6_recdat,None,None,Feature 6 - recdat
SAMPLE_F6_recind,None,None,Feature 6 - recind
SAMPLE_F6_rver,1,1.0,Feature 6 - rver - VALUES DIFFER!
SAMPLE_F6_scamax,nan,None,Feature 6 - scamax - VALUES DIFFER!
SAMPLE_F6_scamin,179999,179999,Feature 6 - scamin
SAMPLE_F6_sordat,20011201,20011201,Feature 6 - sordat
SAMPLE_F6_sorind,"US,US,graph,Chart 18751","US,US,graph,Chart 18751",Feature 6 - sorind
SAMPLE_F6_status,"[ ""1"" ]",['1'],Feature 6 - status - VALUES DIFFER!
SAMPLE_F6_txtdsc,None,None,Feature 6 - txtdsc
SAMPLE_F6_veracc,nan,None,Feature 6 - veracc - VALUES DIFFER!
SAMPLE_F6_verdat,nan,None,Feature 6 - verdat - VALUES DIFFER!
SAMPLE_F6_verlen,nan,nan,Feature 6 - verlen
