attribute,gpkg,spatialite,notes
SEPARATOR_PROPERTY_COMPLETENESS,---,---,Property completeness analysis (non-empty / total)
PROP_COMPLETENESS_agen,71/71 (100.0%),71/71 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_catbrg,71/71 (100.0%),71/71 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_colour,0/71 (0.0%),0/71 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_colpat,0/71 (0.0%),0/71 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_condtn,0/71 (0.0%),0/71 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_conrad,0/71 (0.0%),0/71 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_convis,0/71 (0.0%),0/71 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_datend,0/71 (0.0%),0/71 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_datsta,0/71 (0.0%),0/71 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_dsid_dsnm,71/71 (100.0%),71/71 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_edtn,71/71 (100.0%),71/71 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_dsid_updn,71/71 (100.0%),71/71 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_ffpt_rind,0/71 (0.0%),0/71 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_fidn,71/71 (100.0%),71/71 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_fids,71/71 (100.0%),71/71 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_grup,71/71 (100.0%),71/71 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_horacc,0/71 (0.0%),0/71 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_horclr,1/71 (1.4%),1/71 (1.4%),Values Match (1.4%)
PROP_COMPLETENESS_inform,3/71 (4.2%),3/71 (4.2%),Values Match (4.2%)
PROP_COMPLETENESS_lnam,71/71 (100.0%),71/71 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_lnam_refs,0/71 (0.0%),0/71 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_natcon,0/71 (0.0%),0/71 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ninfom,0/71 (0.0%),0/71 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_nobjnm,0/71 (0.0%),0/71 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_ntxtds,0/71 (0.0%),0/71 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_objl,71/71 (100.0%),71/71 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_objnam,2/71 (2.8%),2/71 (2.8%),Values Match (2.8%)
PROP_COMPLETENESS_ogc_fid,71/71 (100.0%),71/71 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_picrep,0/71 (0.0%),0/71 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_prim,71/71 (100.0%),71/71 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_rcid,71/71 (100.0%),71/71 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_recdat,0/71 (0.0%),0/71 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_recind,0/71 (0.0%),0/71 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_rver,71/71 (100.0%),71/71 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_scamax,0/71 (0.0%),0/71 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_scamin,71/71 (100.0%),71/71 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sordat,71/71 (100.0%),71/71 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_sorind,71/71 (100.0%),71/71 (100.0%),Values Match (100.0%)
PROP_COMPLETENESS_txtdsc,0/71 (0.0%),0/71 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_veracc,0/71 (0.0%),0/71 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_verccl,0/71 (0.0%),0/71 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_verclr,1/71 (1.4%),1/71 (1.4%),Values Match (1.4%)
PROP_COMPLETENESS_vercop,0/71 (0.0%),0/71 (0.0%),Values Match (0.0%)
PROP_COMPLETENESS_verdat,0/71 (0.0%),0/71 (0.0%),Values Match (0.0%)
