layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
prcare,29,25,25,0,4,0,False,"lnam_refs, restrn, status, ffpt_rind"
cblare,32,28,28,0,4,0,False,"lnam_refs, restrn, status, ffpt_rind"
m_npub,25,23,23,0,2,0,False,"lnam_refs, ffpt_rind"
wattur,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
isolatednode,10,10,10,0,0,0,True,
lndmrk,42,34,34,0,8,0,False,"colour, ffpt_rind, natcon, functn, lnam_refs, status, colpat, catlmk"
dmpgrd,30,25,25,0,5,0,False,"restrn, ffpt_rind, lnam_refs, status, catdpg"
seaare,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
ctnare,29,27,27,0,2,0,False,"lnam_refs, ffpt_rind"
uwtroc,37,30,30,0,7,0,False,"natsur, ffpt_rind, lnam_refs, quasou, natqua, status, tecsou"
sbdare,31,26,26,0,5,0,False,"natsur, colour, ffpt_rind, lnam_refs, natqua"
rtpbcn,39,36,36,0,3,0,False,"lnam_refs, status, ffpt_rind"
ponton,38,34,34,0,4,0,False,"lnam_refs, status, ffpt_rind, natcon"
ofsplf,43,35,35,0,8,0,False,"prodct, colour, ffpt_rind, natcon, lnam_refs, status, colpat, catofp"
buaare,34,32,32,0,2,0,False,"lnam_refs, ffpt_rind"
resare,34,29,29,0,5,0,False,"restrn, ffpt_rind, lnam_refs, catrea, status"
lights,49,43,43,0,6,0,False,"colour, ffpt_rind, lnam_refs, catlit, status, litvis"
fogsig,39,36,36,0,3,0,False,"lnam_refs, status, ffpt_rind"
cblsub,36,33,33,0,3,0,False,"lnam_refs, status, ffpt_rind"
feryrt,33,30,30,0,3,0,False,"lnam_refs, status, ffpt_rind"
marcul,42,37,37,0,5,0,False,"restrn, ffpt_rind, quasou, lnam_refs, status"
fshzne,29,26,26,0,3,0,False,"lnam_refs, status, ffpt_rind"
coalne,35,32,32,0,3,0,False,"lnam_refs, colour, ffpt_rind"
pilbop,36,33,33,0,3,0,False,"lnam_refs, status, ffpt_rind"
daymar,42,35,35,0,7,0,False,"catspm, colour, ffpt_rind, natcon, lnam_refs, status, colpat"
admare,30,28,28,0,2,0,False,"lnam_refs, ffpt_rind"
boylat,42,36,36,0,6,0,False,"colour, ffpt_rind, natcon, lnam_refs, status, colpat"
slogrd,34,28,28,0,6,0,False,"natsur, colour, ffpt_rind, natcon, lnam_refs, natqua"
obstrn,44,35,35,0,9,0,False,"natsur, prodct, ffpt_rind, natcon, lnam_refs, quasou, natqua, status, tecsou"
hrbfac,35,30,30,0,5,0,False,"ffpt_rind, natcon, lnam_refs, cathaf, status"
depare,30,27,27,0,3,0,False,"quasou, lnam_refs, ffpt_rind"
damcon,40,35,35,0,5,0,False,"colour, ffpt_rind, natcon, lnam_refs, colpat"
rivers,28,25,25,0,3,0,False,"lnam_refs, status, ffpt_rind"
soundg,34,29,29,0,5,0,False,"ffpt_rind, quasou, lnam_refs, status, tecsou"
tesare,27,24,24,0,3,0,False,"lnam_refs, restrn, ffpt_rind"
topmar,39,34,34,0,5,0,False,"colour, ffpt_rind, lnam_refs, status, colpat"
mipare,34,29,29,0,5,0,False,"restrn, ffpt_rind, lnam_refs, status, catmpa"
cblohd,39,36,36,0,3,0,False,"lnam_refs, status, ffpt_rind"
tssbnd,29,26,26,0,3,0,False,"lnam_refs, status, ffpt_rind"
magvar,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
navlne,32,29,29,0,3,0,False,"lnam_refs, status, ffpt_rind"
m_nsys,27,25,25,0,2,0,False,"lnam_refs, ffpt_rind"
wrecks,41,36,36,0,5,0,False,"ffpt_rind, quasou, lnam_refs, status, tecsou"
bcnspp,47,40,40,0,7,0,False,"catspm, colour, ffpt_rind, natcon, lnam_refs, status, colpat"
cgusta,32,29,29,0,3,0,False,"lnam_refs, status, ffpt_rind"
rdosta,38,34,34,0,4,0,False,"catros, lnam_refs, status, ffpt_rind"
unsare,25,23,23,0,2,0,False,"lnam_refs, ffpt_rind"
airare,32,28,28,0,4,0,False,"lnam_refs, catair, status, ffpt_rind"
fairwy,37,32,32,0,5,0,False,"restrn, ffpt_rind, quasou, lnam_refs, status"
tsslpt,31,27,27,0,4,0,False,"lnam_refs, restrn, status, ffpt_rind"
splare,31,27,27,0,4,0,False,"lnam_refs, restrn, status, ffpt_rind"
m_covr,22,20,20,0,2,0,False,"lnam_refs, ffpt_rind"
exezne,26,24,24,0,2,0,False,"lnam_refs, ffpt_rind"
wedklp,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
