layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
marcul,47,37,37,0,10,0,False,"usag, quasou, restrn, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
pipare,39,28,28,0,11,0,False,"usag, prodct, restrn, mask, name_rcnm, lnam_refs, ffpt_rind, status, name_rcid, ornt, catpip"
m_npub,30,23,23,0,7,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt"
tsezne,34,26,26,0,8,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
fogsig,44,36,36,0,8,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
canals,40,32,32,0,8,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
boysaw,46,35,35,0,11,0,False,"usag, colour, mask, name_rcnm, lnam_refs, name_rcid, colpat, ffpt_rind, natcon, ornt, status"
bcnlat,52,41,41,0,11,0,False,"usag, colour, mask, name_rcnm, lnam_refs, name_rcid, colpat, ffpt_rind, natcon, ornt, status"
sbdare,36,26,26,0,10,0,False,"usag, natsur, colour, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, natqua"
pilbop,41,33,33,0,8,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
magvar,33,26,26,0,7,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt"
lights,54,43,43,0,11,0,False,"usag, colour, mask, name_rcnm, lnam_refs, litvis, ffpt_rind, name_rcid, ornt, status, catlit"
rivers,33,25,25,0,8,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
hrbfac,40,30,30,0,10,0,False,"usag, ornt, mask, name_rcnm, lnam_refs, name_rcid, ffpt_rind, natcon, cathaf, status"
slotop,42,31,31,0,11,0,False,"usag, natsur, colour, mask, name_rcnm, lnam_refs, name_rcid, ffpt_rind, natcon, ornt, natqua"
connectednode,10,10,10,0,0,0,True,
fairwy,42,32,32,0,10,0,False,"usag, quasou, restrn, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
slcons,51,40,40,0,11,0,False,"usag, colour, mask, name_rcnm, lnam_refs, name_rcid, colpat, ffpt_rind, natcon, ornt, status"
buisgl,47,35,35,0,12,0,False,"usag, colour, mask, name_rcnm, functn, lnam_refs, name_rcid, colpat, ffpt_rind, natcon, ornt, status"
rdocal,40,32,32,0,8,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
pipsol,44,34,34,0,10,0,False,"usag, prodct, ornt, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, catpip, status"
splare,36,27,27,0,9,0,False,"usag, restrn, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
uwtroc,42,30,30,0,12,0,False,"usag, natsur, quasou, tecsou, mask, name_rcnm, lnam_refs, ffpt_rind, status, name_rcid, ornt, natqua"
damcon,45,35,35,0,10,0,False,"usag, colour, mask, name_rcnm, lnam_refs, name_rcid, colpat, ffpt_rind, natcon, ornt"
wedklp,33,26,26,0,7,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt"
wattur,33,26,26,0,7,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt"
wrecks,46,36,36,0,10,0,False,"usag, quasou, tecsou, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
cblare,37,28,28,0,9,0,False,"usag, restrn, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
lakare,35,28,28,0,7,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt"
siltnk,48,36,36,0,12,0,False,"usag, colour, prodct, mask, name_rcnm, lnam_refs, name_rcid, colpat, ffpt_rind, natcon, ornt, status"
obstrn,49,35,35,0,14,0,False,"usag, natsur, quasou, tecsou, prodct, mask, name_rcnm, lnam_refs, name_rcid, ffpt_rind, status, natcon, ornt, natqua"
lndrgn,36,26,26,0,10,0,False,"usag, natsur, catlnd, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, natqua"
cblsub,41,33,33,0,8,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
cgusta,37,29,29,0,8,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
mipare,39,29,29,0,10,0,False,"usag, catmpa, restrn, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
rtpbcn,44,36,36,0,8,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
rectrc,46,36,36,0,10,0,False,"usag, quasou, tecsou, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
lndmrk,47,34,34,0,13,0,False,"usag, colour, catlmk, mask, name_rcnm, functn, lnam_refs, name_rcid, colpat, ffpt_rind, natcon, ornt, status"
topmar,44,34,34,0,10,0,False,"usag, colour, mask, name_rcnm, lnam_refs, colpat, ffpt_rind, name_rcid, ornt, status"
exezne,31,24,24,0,7,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt"
boylat,47,36,36,0,11,0,False,"usag, colour, mask, name_rcnm, lnam_refs, name_rcid, colpat, ffpt_rind, natcon, ornt, status"
seaare,33,26,26,0,7,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt"
slogrd,39,28,28,0,11,0,False,"usag, natsur, colour, mask, name_rcnm, lnam_refs, name_rcid, ffpt_rind, natcon, ornt, natqua"
morfac,51,40,40,0,11,0,False,"usag, colour, mask, name_rcnm, lnam_refs, name_rcid, colpat, ffpt_rind, natcon, ornt, status"
buaare,39,32,32,0,7,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt"
m_nsys,32,25,25,0,7,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt"
boyspp,47,35,35,0,12,0,False,"usag, colour, mask, name_rcnm, lnam_refs, catspm, name_rcid, colpat, ffpt_rind, natcon, ornt, status"
bcnspp,52,40,40,0,12,0,False,"usag, colour, mask, name_rcnm, lnam_refs, catspm, name_rcid, colpat, ffpt_rind, natcon, ornt, status"
bridge,49,38,38,0,11,0,False,"usag, colour, mask, name_rcnm, lnam_refs, catbrg, name_rcid, colpat, ffpt_rind, natcon, ornt"
depare,35,27,27,0,8,0,False,"usag, quasou, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt"
isolatednode,10,10,10,0,0,0,True,
tssbnd,34,26,26,0,8,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
fshzne,34,26,26,0,8,0,False,"usag, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
rdosta,43,34,34,0,9,0,False,"usag, mask, name_rcnm, lnam_refs, catros, ffpt_rind, name_rcid, ornt, status"
achare,39,29,29,0,10,0,False,"usag, restrn, catach, mask, name_rcnm, lnam_refs, ffpt_rind, name_rcid, ornt, status"
