attribute,gpkg,spatialite,notes
DATATYPE_dsid_edtn,int32,int32,Data type for dsid_edtn
DATATYPE_dsid_updn,int32,int32,Data type for dsid_updn
DATATYPE_fidn,int32,int32,Data type for fidn
DATATYPE_fids,int32,int32,Data type for fids
DATATYPE_grup,int32,int32,Data type for grup
DATATYPE_inform,object,object,Data type for inform
DATATYPE_lnam,object,object,Data type for lnam
DATATYPE_nation,object,object,Data type for nation
DATATYPE_ninfom,object,object,Data type for ninfom
DATATYPE_nobjnm,object,object,Data type for nobjnm
DATATYPE_ntxtds,object,object,Data type for ntxtds
DATATYPE_objl,int32,int32,Data type for objl
DATATYPE_objnam,object,object,Data type for objnam
DATATYPE_prim,int32,int32,Data type for prim
DATATYPE_rcid,int32,int32,Data type for rcid
DATATYPE_recdat,object,object,Data type for recdat
DATATYPE_recind,object,object,Data type for recind
DATATYPE_rver,int32,int32,Data type for rver
DATATYPE_scamax,float64,float64,Data type for scamax
DATATYPE_scamin,int32,int32,Data type for scamin
DATATYPE_sordat,object,object,Data type for sordat
DATATYPE_sorind,object,object,Data type for sorind
DATATYPE_txtdsc,object,object,Data type for txtdsc
SEPARATOR_FEATURE_SAMPLES,--- FEATURE SAMPLES (1) ---,--- FEATURE SAMPLES (1) ---,Sample of 1 features from each format
SAMPLE_FEATURE_1_SEPARATOR,--- FEATURE 1 ---,--- FEATURE 1 ---,Feature 1 sample
SAMPLE_F1_agen,550,550,Feature 1 - agen
SAMPLE_F1_dsid_dsnm,US2WC12M,US2WC12M,Feature 1 - dsid_dsnm
SAMPLE_F1_dsid_edtn,27,27,Feature 1 - dsid_edtn
SAMPLE_F1_dsid_updn,8,8,Feature 1 - dsid_updn
SAMPLE_F1_fidn,487885,487885,Feature 1 - fidn
SAMPLE_F1_fids,1,1,Feature 1 - fids
SAMPLE_F1_geometry,"POLYGON ((-129.1497776 46.5359114, -129.1497774 46...","POLYGON ((-129.1497776 46.5359114, -129.1497774 46...",Feature 1 - geometry
SAMPLE_F1_grup,2,2,Feature 1 - grup
SAMPLE_F1_inform,None,None,Feature 1 - inform
SAMPLE_F1_lnam,0226000771CD0001,0226000771CD0001,Feature 1 - lnam
SAMPLE_F1_nation,CA,CA,Feature 1 - nation
SAMPLE_F1_ninfom,None,None,Feature 1 - ninfom
SAMPLE_F1_nobjnm,None,None,Feature 1 - nobjnm
SAMPLE_F1_ntxtds,None,None,Feature 1 - ntxtds
SAMPLE_F1_objl,54,54,Feature 1 - objl
SAMPLE_F1_objnam,None,None,Feature 1 - objnam
SAMPLE_F1_prim,3,3,Feature 1 - prim
SAMPLE_F1_rcid,354,354,Feature 1 - rcid
SAMPLE_F1_recdat,None,None,Feature 1 - recdat
SAMPLE_F1_recind,None,None,Feature 1 - recind
SAMPLE_F1_rver,3,3,Feature 1 - rver
SAMPLE_F1_scamax,nan,nan,Feature 1 - scamax
SAMPLE_F1_scamin,4999999,4999999,Feature 1 - scamin
SAMPLE_F1_sordat,20110627,20110627,Feature 1 - sordat
SAMPLE_F1_sorind,"CA,CA,graph,Cell CA270389","CA,CA,graph,Cell CA270389",Feature 1 - sorind
SAMPLE_F1_txtdsc,None,None,Feature 1 - txtdsc
