attribute,spatialite,postgis,notes
SAMPLE_F7_rcid,4823,4823.0,Feature 7 - rcid - VALUES DIFFER!
SAMPLE_F7_recdat,None,None,Feature 7 - recdat
SAMPLE_F7_recind,None,None,Feature 7 - recind
SAMPLE_F7_rver,1,1.0,Feature 7 - rver - VALUES DIFFER!
SAMPLE_F7_scamax,nan,None,Feature 7 - scamax - VALUES DIFFER!
SAMPLE_F7_scamin,9999999,9999999,Feature 7 - scamin
SAMPLE_F7_sordat,20240119,20240119,Feature 7 - sordat
SAMPLE_F7_sorind,"US,US,reprt,L-30-2024","US,US,reprt,L-30-2024",Feature 7 - sorind
SAMPLE_F7_txtdsc,None,None,Feature 7 - txtdsc
SAMPLE_FEATURE_8_SEPARATOR,--- FEATURE 8 ---,--- FEATURE 8 ---,Feature 8 sample
SAMPLE_F8_agen,550,550.0,Feature 8 - agen - VALUES DIFFER!
SAMPLE_F8_dsid_dsnm,US1GC09M,US1GC09M,Feature 8 - dsid_dsnm
SAMPLE_F8_dsid_edtn,65,65,Feature 8 - dsid_edtn
SAMPLE_F8_dsid_updn,5,5,Feature 8 - dsid_updn
SAMPLE_F8_fidn,514027003,514027003.0,Feature 8 - fidn - VALUES DIFFER!
SAMPLE_F8_fids,8691,8691.0,Feature 8 - fids - VALUES DIFFER!
SAMPLE_F8_grup,2,2.0,Feature 8 - grup - VALUES DIFFER!
SAMPLE_F8_inform,The seaward-most limit of this area feature is a Closing Line. For more information about maritim...,The seaward-most limit of this area feature is a Closing Line. For more information about maritim...,Feature 8 - inform
SAMPLE_F8_lnam,02261EA36DFB21F3,02261EA36DFB21F3,Feature 8 - lnam
SAMPLE_F8_nation,US,US,Feature 8 - nation
SAMPLE_F8_ninfom,None,None,Feature 8 - ninfom
SAMPLE_F8_ntxtds,None,None,Feature 8 - ntxtds
SAMPLE_F8_objl,135,135.0,Feature 8 - objl - VALUES DIFFER!
SAMPLE_F8_prim,3,3.0,Feature 8 - prim - VALUES DIFFER!
SAMPLE_F8_rcid,4824,4824.0,Feature 8 - rcid - VALUES DIFFER!
SAMPLE_F8_recdat,None,None,Feature 8 - recdat
SAMPLE_F8_recind,None,None,Feature 8 - recind
SAMPLE_F8_rver,1,1.0,Feature 8 - rver - VALUES DIFFER!
SAMPLE_F8_scamax,nan,None,Feature 8 - scamax - VALUES DIFFER!
SAMPLE_F8_scamin,9999999,9999999,Feature 8 - scamin
SAMPLE_F8_sordat,20240119,20240119,Feature 8 - sordat
SAMPLE_F8_sorind,"US,US,reprt,L-30-2024","US,US,reprt,L-30-2024",Feature 8 - sorind
SAMPLE_F8_txtdsc,None,None,Feature 8 - txtdsc
SAMPLE_FEATURE_9_SEPARATOR,--- FEATURE 9 ---,--- FEATURE 9 ---,Feature 9 sample
SAMPLE_F9_agen,550,550.0,Feature 9 - agen - VALUES DIFFER!
SAMPLE_F9_dsid_dsnm,US1GC09M,US1GC09M,Feature 9 - dsid_dsnm
SAMPLE_F9_dsid_edtn,65,65,Feature 9 - dsid_edtn
SAMPLE_F9_dsid_updn,5,5,Feature 9 - dsid_updn
SAMPLE_F9_fidn,452347302,452347302.0,Feature 9 - fidn - VALUES DIFFER!
SAMPLE_F9_fids,8691,8691.0,Feature 9 - fids - VALUES DIFFER!
SAMPLE_F9_grup,2,2.0,Feature 9 - grup - VALUES DIFFER!
SAMPLE_F9_inform,The seaward-most limit of this area feature is the outer limit of the Territorial Sea. For more i...,The seaward-most limit of this area feature is the outer limit of the Territorial Sea. For more i...,Feature 9 - inform
SAMPLE_F9_lnam,02261AF645A621F3,02261AF645A621F3,Feature 9 - lnam
SAMPLE_F9_nation,US,US,Feature 9 - nation
SAMPLE_F9_ninfom,None,None,Feature 9 - ninfom
SAMPLE_F9_ntxtds,None,None,Feature 9 - ntxtds
SAMPLE_F9_objl,135,135.0,Feature 9 - objl - VALUES DIFFER!
SAMPLE_F9_prim,3,3.0,Feature 9 - prim - VALUES DIFFER!
SAMPLE_F9_rcid,4825,4825.0,Feature 9 - rcid - VALUES DIFFER!
SAMPLE_F9_recdat,None,None,Feature 9 - recdat
SAMPLE_F9_recind,None,None,Feature 9 - recind
SAMPLE_F9_rver,1,1.0,Feature 9 - rver - VALUES DIFFER!
SAMPLE_F9_scamax,nan,None,Feature 9 - scamax - VALUES DIFFER!
SAMPLE_F9_scamin,9999999,9999999,Feature 9 - scamin
SAMPLE_F9_sordat,20240119,20240119,Feature 9 - sordat
SAMPLE_F9_sorind,"US,US,reprt,L-30-2024","US,US,reprt,L-30-2024",Feature 9 - sorind
SAMPLE_F9_txtdsc,None,None,Feature 9 - txtdsc
SAMPLE_FEATURE_10_SEPARATOR,--- FEATURE 10 ---,--- FEATURE 10 ---,Feature 10 sample
SAMPLE_F10_agen,550,550.0,Feature 10 - agen - VALUES DIFFER!
SAMPLE_F10_dsid_dsnm,US1GC09M,US1GC09M,Feature 10 - dsid_dsnm
SAMPLE_F10_dsid_edtn,65,65,Feature 10 - dsid_edtn
SAMPLE_F10_dsid_updn,5,5,Feature 10 - dsid_updn
SAMPLE_F10_fidn,286237860,286237860.0,Feature 10 - fidn - VALUES DIFFER!
SAMPLE_F10_fids,8691,8691.0,Feature 10 - fids - VALUES DIFFER!
SAMPLE_F10_grup,2,2.0,Feature 10 - grup - VALUES DIFFER!
SAMPLE_F10_inform,The seaward-most limit of this area feature is a Closing Line. For more information about maritim...,The seaward-most limit of this area feature is a Closing Line. For more information about maritim...,Feature 10 - inform
SAMPLE_F10_lnam,0226110FA4A421F3,0226110FA4A421F3,Feature 10 - lnam
SAMPLE_F10_nation,US,US,Feature 10 - nation
SAMPLE_F10_ninfom,None,None,Feature 10 - ninfom
SAMPLE_F10_ntxtds,None,None,Feature 10 - ntxtds
SAMPLE_F10_objl,135,135.0,Feature 10 - objl - VALUES DIFFER!
SAMPLE_F10_prim,3,3.0,Feature 10 - prim - VALUES DIFFER!
SAMPLE_F10_rcid,4826,4826.0,Feature 10 - rcid - VALUES DIFFER!
SAMPLE_F10_recdat,None,None,Feature 10 - recdat
SAMPLE_F10_recind,None,None,Feature 10 - recind
SAMPLE_F10_rver,1,1.0,Feature 10 - rver - VALUES DIFFER!
SAMPLE_F10_scamax,nan,None,Feature 10 - scamax - VALUES DIFFER!
SAMPLE_F10_scamin,9999999,9999999,Feature 10 - scamin
SAMPLE_F10_sordat,20240119,20240119,Feature 10 - sordat
SAMPLE_F10_sorind,"US,US,reprt,L-30-2024","US,US,reprt,L-30-2024",Feature 10 - sorind
SAMPLE_F10_txtdsc,None,None,Feature 10 - txtdsc
