attribute,gpkg,spatialite,notes
SAMPLE_F2_sordat,20240423,20240423,Feature 2 - sordat
SAMPLE_F2_sorind,"US,US,reprt,11thCGD,LNM 17/24","US,US,reprt,11thCGD,LNM 17/24",Feature 2 - sorind
SAMPLE_F2_txtdsc,None,None,Feature 2 - txtdsc
SAMPLE_F2_valnmr,nan,nan,Feature 2 - valnmr
SAMPLE_F2_veracc,nan,nan,Feature 2 - veracc
SAMPLE_F2_verdat,nan,nan,Feature 2 - verdat
SAMPLE_FEATURE_3_SEPARATOR,--- FEATURE 3 ---,--- FEATURE 3 ---,Feature 3 sample
SAMPLE_F3_agen,550,550,Feature 3 - agen
SAMPLE_F3_datend,None,None,Feature 3 - datend
SAMPLE_F3_datsta,None,None,Feature 3 - datsta
SAMPLE_F3_dsid_dsnm,US3CA52M,US3CA52M,Feature 3 - dsid_dsnm
SAMPLE_F3_dsid_edtn,31,31,Feature 3 - dsid_edtn
SAMPLE_F3_dsid_updn,0,0,Feature 3 - dsid_updn
SAMPLE_F3_exclit,nan,nan,Feature 3 - exclit
SAMPLE_F3_fidn,926740595,926740595,Feature 3 - fidn
SAMPLE_F3_fids,7312,7312,Feature 3 - fids
SAMPLE_F3_geometry,Point(1),Point(1),Feature 3 - geometry
SAMPLE_F3_grup,2,2,Feature 3 - grup
SAMPLE_F3_height,nan,nan,Feature 3 - height
SAMPLE_F3_inform,None,None,Feature 3 - inform
SAMPLE_F3_litchr,2,2,Feature 3 - litchr
SAMPLE_F3_lnam,0226373CF0731C90,0226373CF0731C90,Feature 3 - lnam
SAMPLE_F3_marsys,nan,nan,Feature 3 - marsys
SAMPLE_F3_mltylt,nan,nan,Feature 3 - mltylt
SAMPLE_F3_ninfom,None,None,Feature 3 - ninfom
SAMPLE_F3_nobjnm,None,None,Feature 3 - nobjnm
SAMPLE_F3_ntxtds,None,None,Feature 3 - ntxtds
SAMPLE_F3_objl,75,75,Feature 3 - objl
SAMPLE_F3_objnam,None,None,Feature 3 - objnam
SAMPLE_F3_orient,nan,nan,Feature 3 - orient
SAMPLE_F3_perend,None,None,Feature 3 - perend
SAMPLE_F3_persta,None,None,Feature 3 - persta
SAMPLE_F3_prim,1,1,Feature 3 - prim
SAMPLE_F3_rcid,48,48,Feature 3 - rcid
SAMPLE_F3_recdat,None,None,Feature 3 - recdat
SAMPLE_F3_recind,None,None,Feature 3 - recind
SAMPLE_F3_rver,1,1,Feature 3 - rver
SAMPLE_F3_scamax,nan,nan,Feature 3 - scamax
SAMPLE_F3_scamin,499999,499999,Feature 3 - scamin
SAMPLE_F3_sectr1,nan,nan,Feature 3 - sectr1
SAMPLE_F3_sectr2,nan,nan,Feature 3 - sectr2
SAMPLE_F3_siggrp,(1),(1),Feature 3 - siggrp
SAMPLE_F3_sigper,2.5,2.5,Feature 3 - sigper
SAMPLE_F3_sigseq,00.3+(02.2),00.3+(02.2),Feature 3 - sigseq
SAMPLE_F3_sordat,20231213,20231213,Feature 3 - sordat
SAMPLE_F3_sorind,"US,US,reprt,11thCGD,LNM 50/23","US,US,reprt,11thCGD,LNM 50/23",Feature 3 - sorind
SAMPLE_F3_txtdsc,None,None,Feature 3 - txtdsc
SAMPLE_F3_valnmr,nan,nan,Feature 3 - valnmr
SAMPLE_F3_veracc,nan,nan,Feature 3 - veracc
SAMPLE_F3_verdat,nan,nan,Feature 3 - verdat
SAMPLE_FEATURE_4_SEPARATOR,--- FEATURE 4 ---,--- FEATURE 4 ---,Feature 4 sample
SAMPLE_F4_agen,550,550,Feature 4 - agen
SAMPLE_F4_datend,None,None,Feature 4 - datend
SAMPLE_F4_datsta,None,None,Feature 4 - datsta
SAMPLE_F4_dsid_dsnm,US3CA52M,US3CA52M,Feature 4 - dsid_dsnm
SAMPLE_F4_dsid_edtn,31,31,Feature 4 - dsid_edtn
SAMPLE_F4_dsid_updn,0,0,Feature 4 - dsid_updn
SAMPLE_F4_exclit,4.0,4.0,Feature 4 - exclit
SAMPLE_F4_fidn,4288924,4288924,Feature 4 - fidn
SAMPLE_F4_fids,3914,3914,Feature 4 - fids
SAMPLE_F4_geometry,Point(1),Point(1),Feature 4 - geometry
SAMPLE_F4_grup,2,2,Feature 4 - grup
SAMPLE_F4_height,6.0,6.0,Feature 4 - height
SAMPLE_F4_inform,None,None,Feature 4 - inform
SAMPLE_F4_litchr,8,8,Feature 4 - litchr
SAMPLE_F4_lnam,02260041719C0F4A,02260041719C0F4A,Feature 4 - lnam
SAMPLE_F4_marsys,nan,nan,Feature 4 - marsys
SAMPLE_F4_mltylt,nan,nan,Feature 4 - mltylt
SAMPLE_F4_ninfom,None,None,Feature 4 - ninfom
SAMPLE_F4_nobjnm,None,None,Feature 4 - nobjnm
SAMPLE_F4_ntxtds,None,None,Feature 4 - ntxtds
SAMPLE_F4_objl,75,75,Feature 4 - objl
SAMPLE_F4_objnam,None,None,Feature 4 - objnam
SAMPLE_F4_orient,nan,nan,Feature 4 - orient
SAMPLE_F4_perend,None,None,Feature 4 - perend
SAMPLE_F4_persta,None,None,Feature 4 - persta
SAMPLE_F4_prim,1,1,Feature 4 - prim
SAMPLE_F4_rcid,49,49,Feature 4 - rcid
SAMPLE_F4_recdat,None,None,Feature 4 - recdat
SAMPLE_F4_recind,None,None,Feature 4 - recind
SAMPLE_F4_rver,1,1,Feature 4 - rver
SAMPLE_F4_scamax,nan,nan,Feature 4 - scamax
SAMPLE_F4_scamin,499999,499999,Feature 4 - scamin
SAMPLE_F4_sectr1,nan,nan,Feature 4 - sectr1
SAMPLE_F4_sectr2,nan,nan,Feature 4 - sectr2
SAMPLE_F4_siggrp,(1),(1),Feature 4 - siggrp
SAMPLE_F4_sigper,4.0,4.0,Feature 4 - sigper
SAMPLE_F4_sigseq,(01.0)+03.0,(01.0)+03.0,Feature 4 - sigseq
SAMPLE_F4_sordat,20240320,20240320,Feature 4 - sordat
SAMPLE_F4_sorind,"US,US,reprt,11thCGD,LNM 12/24","US,US,reprt,11thCGD,LNM 12/24",Feature 4 - sorind
SAMPLE_F4_txtdsc,None,None,Feature 4 - txtdsc
SAMPLE_F4_valnmr,6.0,6.0,Feature 4 - valnmr
SAMPLE_F4_veracc,nan,nan,Feature 4 - veracc
SAMPLE_F4_verdat,nan,nan,Feature 4 - verdat
SAMPLE_FEATURE_5_SEPARATOR,--- FEATURE 5 ---,--- FEATURE 5 ---,Feature 5 sample
SAMPLE_F5_agen,550,550,Feature 5 - agen
SAMPLE_F5_datend,None,None,Feature 5 - datend
SAMPLE_F5_datsta,None,None,Feature 5 - datsta
SAMPLE_F5_dsid_dsnm,US3CA52M,US3CA52M,Feature 5 - dsid_dsnm
SAMPLE_F5_dsid_edtn,31,31,Feature 5 - dsid_edtn
SAMPLE_F5_dsid_updn,0,0,Feature 5 - dsid_updn
SAMPLE_F5_exclit,4.0,4.0,Feature 5 - exclit
SAMPLE_F5_fidn,493166581,493166581,Feature 5 - fidn
SAMPLE_F5_fids,7312,7312,Feature 5 - fids
SAMPLE_F5_geometry,Point(1),Point(1),Feature 5 - geometry
SAMPLE_F5_grup,2,2,Feature 5 - grup
SAMPLE_F5_height,nan,nan,Feature 5 - height
SAMPLE_F5_inform,None,None,Feature 5 - inform
SAMPLE_F5_litchr,2,2,Feature 5 - litchr
SAMPLE_F5_lnam,02261D651FF51C90,02261D651FF51C90,Feature 5 - lnam
SAMPLE_F5_marsys,nan,nan,Feature 5 - marsys
SAMPLE_F5_mltylt,nan,nan,Feature 5 - mltylt
SAMPLE_F5_ninfom,None,None,Feature 5 - ninfom
SAMPLE_F5_nobjnm,None,None,Feature 5 - nobjnm
SAMPLE_F5_ntxtds,None,None,Feature 5 - ntxtds
SAMPLE_F5_objl,75,75,Feature 5 - objl
SAMPLE_F5_objnam,None,None,Feature 5 - objnam
SAMPLE_F5_orient,nan,nan,Feature 5 - orient
SAMPLE_F5_perend,None,None,Feature 5 - perend
SAMPLE_F5_persta,None,None,Feature 5 - persta
SAMPLE_F5_prim,1,1,Feature 5 - prim
SAMPLE_F5_rcid,50,50,Feature 5 - rcid
SAMPLE_F5_recdat,None,None,Feature 5 - recdat
SAMPLE_F5_recind,None,None,Feature 5 - recind
SAMPLE_F5_rver,1,1,Feature 5 - rver
SAMPLE_F5_scamax,nan,nan,Feature 5 - scamax
SAMPLE_F5_scamin,499999,499999,Feature 5 - scamin
SAMPLE_F5_sectr1,nan,nan,Feature 5 - sectr1
SAMPLE_F5_sectr2,nan,nan,Feature 5 - sectr2
SAMPLE_F5_siggrp,(1),(1),Feature 5 - siggrp
SAMPLE_F5_sigper,4.0,4.0,Feature 5 - sigper
SAMPLE_F5_sigseq,00.4+(03.6),00.4+(03.6),Feature 5 - sigseq
SAMPLE_F5_sordat,20231025,20231025,Feature 5 - sordat
SAMPLE_F5_sorind,"US,US,reprt,11thCGD,LNM 43/23","US,US,reprt,11thCGD,LNM 43/23",Feature 5 - sorind
SAMPLE_F5_txtdsc,None,None,Feature 5 - txtdsc
SAMPLE_F5_valnmr,nan,nan,Feature 5 - valnmr
SAMPLE_F5_veracc,nan,nan,Feature 5 - veracc
SAMPLE_F5_verdat,nan,nan,Feature 5 - verdat
SAMPLE_FEATURE_6_SEPARATOR,--- FEATURE 6 ---,--- FEATURE 6 ---,Feature 6 sample
SAMPLE_F6_agen,550,550,Feature 6 - agen
SAMPLE_F6_datend,None,None,Feature 6 - datend
SAMPLE_F6_datsta,None,None,Feature 6 - datsta
SAMPLE_F6_dsid_dsnm,US3CA52M,US3CA52M,Feature 6 - dsid_dsnm
SAMPLE_F6_dsid_edtn,31,31,Feature 6 - dsid_edtn
SAMPLE_F6_dsid_updn,0,0,Feature 6 - dsid_updn
SAMPLE_F6_exclit,4.0,4.0,Feature 6 - exclit
SAMPLE_F6_fidn,72550522,72550522,Feature 6 - fidn
SAMPLE_F6_fids,7312,7312,Feature 6 - fids
SAMPLE_F6_geometry,Point(1),Point(1),Feature 6 - geometry
SAMPLE_F6_grup,2,2,Feature 6 - grup
SAMPLE_F6_height,nan,nan,Feature 6 - height
SAMPLE_F6_inform,None,None,Feature 6 - inform
SAMPLE_F6_litchr,2,2,Feature 6 - litchr
SAMPLE_F6_lnam,02260453087A1C90,02260453087A1C90,Feature 6 - lnam
SAMPLE_F6_marsys,nan,nan,Feature 6 - marsys
SAMPLE_F6_mltylt,nan,nan,Feature 6 - mltylt
SAMPLE_F6_ninfom,None,None,Feature 6 - ninfom
SAMPLE_F6_nobjnm,None,None,Feature 6 - nobjnm
SAMPLE_F6_ntxtds,None,None,Feature 6 - ntxtds
SAMPLE_F6_objl,75,75,Feature 6 - objl
SAMPLE_F6_objnam,None,None,Feature 6 - objnam
SAMPLE_F6_orient,nan,nan,Feature 6 - orient
SAMPLE_F6_perend,None,None,Feature 6 - perend
SAMPLE_F6_persta,None,None,Feature 6 - persta
SAMPLE_F6_prim,1,1,Feature 6 - prim
SAMPLE_F6_rcid,51,51,Feature 6 - rcid
SAMPLE_F6_recdat,None,None,Feature 6 - recdat
SAMPLE_F6_recind,None,None,Feature 6 - recind
SAMPLE_F6_rver,1,1,Feature 6 - rver
SAMPLE_F6_scamax,nan,nan,Feature 6 - scamax
SAMPLE_F6_scamin,499999,499999,Feature 6 - scamin
SAMPLE_F6_sectr1,nan,nan,Feature 6 - sectr1
SAMPLE_F6_sectr2,nan,nan,Feature 6 - sectr2
SAMPLE_F6_siggrp,(1),(1),Feature 6 - siggrp
SAMPLE_F6_sigper,4.0,4.0,Feature 6 - sigper
SAMPLE_F6_sigseq,00.4+(03.6),00.4+(03.6),Feature 6 - sigseq
SAMPLE_F6_sordat,20231025,20231025,Feature 6 - sordat
SAMPLE_F6_sorind,"US,US,reprt,11thCGD,LNM 43/23","US,US,reprt,11thCGD,LNM 43/23",Feature 6 - sorind
SAMPLE_F6_txtdsc,None,None,Feature 6 - txtdsc
SAMPLE_F6_valnmr,nan,nan,Feature 6 - valnmr
SAMPLE_F6_veracc,nan,nan,Feature 6 - veracc
SAMPLE_F6_verdat,nan,nan,Feature 6 - verdat
SAMPLE_FEATURE_7_SEPARATOR,--- FEATURE 7 ---,--- FEATURE 7 ---,Feature 7 sample
SAMPLE_F7_agen,550,550,Feature 7 - agen
SAMPLE_F7_datend,None,None,Feature 7 - datend
SAMPLE_F7_datsta,None,None,Feature 7 - datsta
SAMPLE_F7_dsid_dsnm,US3CA52M,US3CA52M,Feature 7 - dsid_dsnm
SAMPLE_F7_dsid_edtn,31,31,Feature 7 - dsid_edtn
SAMPLE_F7_dsid_updn,0,0,Feature 7 - dsid_updn
SAMPLE_F7_exclit,4.0,4.0,Feature 7 - exclit
SAMPLE_F7_fidn,4288957,4288957,Feature 7 - fidn
SAMPLE_F7_fids,3914,3914,Feature 7 - fids
SAMPLE_F7_geometry,Point(1),Point(1),Feature 7 - geometry
SAMPLE_F7_grup,2,2,Feature 7 - grup
SAMPLE_F7_height,nan,nan,Feature 7 - height
SAMPLE_F7_inform,None,None,Feature 7 - inform
SAMPLE_F7_litchr,2,2,Feature 7 - litchr
SAMPLE_F7_lnam,0226004171BD0F4A,0226004171BD0F4A,Feature 7 - lnam
SAMPLE_F7_marsys,nan,nan,Feature 7 - marsys
SAMPLE_F7_mltylt,nan,nan,Feature 7 - mltylt
SAMPLE_F7_ninfom,None,None,Feature 7 - ninfom
SAMPLE_F7_nobjnm,None,None,Feature 7 - nobjnm
SAMPLE_F7_ntxtds,None,None,Feature 7 - ntxtds
SAMPLE_F7_objl,75,75,Feature 7 - objl
SAMPLE_F7_objnam,None,None,Feature 7 - objnam
SAMPLE_F7_orient,nan,nan,Feature 7 - orient
SAMPLE_F7_perend,None,None,Feature 7 - perend
SAMPLE_F7_persta,None,None,Feature 7 - persta
SAMPLE_F7_prim,1,1,Feature 7 - prim
SAMPLE_F7_rcid,52,52,Feature 7 - rcid
SAMPLE_F7_recdat,None,None,Feature 7 - recdat
SAMPLE_F7_recind,None,None,Feature 7 - recind
SAMPLE_F7_rver,1,1,Feature 7 - rver
SAMPLE_F7_scamax,nan,nan,Feature 7 - scamax
SAMPLE_F7_scamin,499999,499999,Feature 7 - scamin
SAMPLE_F7_sectr1,nan,nan,Feature 7 - sectr1
SAMPLE_F7_sectr2,nan,nan,Feature 7 - sectr2
SAMPLE_F7_siggrp,(1),(1),Feature 7 - siggrp
SAMPLE_F7_sigper,4.0,4.0,Feature 7 - sigper
SAMPLE_F7_sigseq,00.4+(03.6),00.4+(03.6),Feature 7 - sigseq
SAMPLE_F7_sordat,200509,200509,Feature 7 - sordat
SAMPLE_F7_sorind,"US,US,graph,Chart 18685","US,US,graph,Chart 18685",Feature 7 - sorind
SAMPLE_F7_txtdsc,None,None,Feature 7 - txtdsc
SAMPLE_F7_valnmr,nan,nan,Feature 7 - valnmr
SAMPLE_F7_veracc,nan,nan,Feature 7 - veracc
SAMPLE_F7_verdat,nan,nan,Feature 7 - verdat
SAMPLE_FEATURE_8_SEPARATOR,--- FEATURE 8 ---,--- FEATURE 8 ---,Feature 8 sample
SAMPLE_F8_agen,550,550,Feature 8 - agen
SAMPLE_F8_datend,None,None,Feature 8 - datend
SAMPLE_F8_datsta,None,None,Feature 8 - datsta
SAMPLE_F8_dsid_dsnm,US3CA52M,US3CA52M,Feature 8 - dsid_dsnm
SAMPLE_F8_dsid_edtn,31,31,Feature 8 - dsid_edtn
SAMPLE_F8_dsid_updn,0,0,Feature 8 - dsid_updn
SAMPLE_F8_exclit,4.0,4.0,Feature 8 - exclit
SAMPLE_F8_fidn,4288947,4288947,Feature 8 - fidn
SAMPLE_F8_fids,3914,3914,Feature 8 - fids
SAMPLE_F8_geometry,Point(1),Point(1),Feature 8 - geometry
SAMPLE_F8_grup,2,2,Feature 8 - grup
SAMPLE_F8_height,nan,nan,Feature 8 - height
SAMPLE_F8_inform,None,None,Feature 8 - inform
SAMPLE_F8_litchr,2,2,Feature 8 - litchr
SAMPLE_F8_lnam,0226004171B30F4A,0226004171B30F4A,Feature 8 - lnam
SAMPLE_F8_marsys,nan,nan,Feature 8 - marsys
SAMPLE_F8_mltylt,nan,nan,Feature 8 - mltylt
SAMPLE_F8_ninfom,None,None,Feature 8 - ninfom
SAMPLE_F8_nobjnm,None,None,Feature 8 - nobjnm
SAMPLE_F8_ntxtds,None,None,Feature 8 - ntxtds
SAMPLE_F8_objl,75,75,Feature 8 - objl
SAMPLE_F8_objnam,None,None,Feature 8 - objnam
SAMPLE_F8_orient,nan,nan,Feature 8 - orient
