attribute,gpkg,spatialite,notes
DATATYPE_dsid_dsnm,object,object,Data type for dsid_dsnm
DATATYPE_dsid_edtn,int32,int32,Data type for dsid_edtn
DATATYPE_dsid_updn,int32,int32,Data type for dsid_updn
DATATYPE_fidn,int32,int32,Data type for fidn
DATATYPE_fids,int32,int32,Data type for fids
DATATYPE_grup,int32,int32,Data type for grup
DATATYPE_inform,object,object,Data type for inform
DATATYPE_lnam,object,object,Data type for lnam
DATATYPE_nation,object,object,Data type for nation
DATATYPE_ninfom,object,object,Data type for ninfom
DATATYPE_ntxtds,object,object,Data type for ntxtds
DATATYPE_objl,int32,int32,Data type for objl
DATATYPE_prim,int32,int32,Data type for prim
DATATYPE_rcid,int32,int32,Data type for rcid
DATATYPE_recdat,object,object,Data type for recdat
DATATYPE_recind,object,object,Data type for recind
DATATYPE_rver,int32,int32,Data type for rver
DATATYPE_scamax,float64,float64,Data type for scamax
DATATYPE_scamin,int32,int32,Data type for scamin
DATATYPE_sordat,object,object,Data type for sordat
DATATYPE_sorind,object,object,Data type for sorind
DATATYPE_txtdsc,object,object,Data type for txtdsc
SEPARATOR_FEATURE_SAMPLES,--- FEATURE SAMPLES (7) ---,--- FEATURE SAMPLES (7) ---,Sample of 7 features from each format
SAMPLE_FEATURE_1_SEPARATOR,--- FEATURE 1 ---,--- FEATURE 1 ---,Feature 1 sample
SAMPLE_F1_agen,550,550,Feature 1 - agen
SAMPLE_F1_dsid_dsnm,US3CA52M,US3CA52M,Feature 1 - dsid_dsnm
SAMPLE_F1_dsid_edtn,31,31,Feature 1 - dsid_edtn
SAMPLE_F1_dsid_updn,0,0,Feature 1 - dsid_updn
SAMPLE_F1_fidn,892583537,892583537,Feature 1 - fidn
SAMPLE_F1_fids,8691,8691,Feature 1 - fids
SAMPLE_F1_geometry,"POLYGON ((-122.095008 36.1666, -122.0897732 36.166...","POLYGON ((-122.095008 36.1666, -122.0897732 36.166...",Feature 1 - geometry
SAMPLE_F1_grup,2,2,Feature 1 - grup
SAMPLE_F1_inform,"For more information about maritime zones, please refer to the Coast Pilot, Chapter 1.","For more information about maritime zones, please refer to the Coast Pilot, Chapter 1.",Feature 1 - inform
SAMPLE_F1_lnam,02263533BE7121F3,02263533BE7121F3,Feature 1 - lnam
SAMPLE_F1_nation,US,US,Feature 1 - nation
SAMPLE_F1_ninfom,None,None,Feature 1 - ninfom
SAMPLE_F1_ntxtds,None,None,Feature 1 - ntxtds
SAMPLE_F1_objl,50,50,Feature 1 - objl
SAMPLE_F1_prim,3,3,Feature 1 - prim
SAMPLE_F1_rcid,1704,1704,Feature 1 - rcid
SAMPLE_F1_recdat,None,None,Feature 1 - recdat
SAMPLE_F1_recind,None,None,Feature 1 - recind
SAMPLE_F1_rver,1,1,Feature 1 - rver
SAMPLE_F1_scamax,nan,nan,Feature 1 - scamax
SAMPLE_F1_scamin,499999,499999,Feature 1 - scamin
SAMPLE_F1_sordat,20240119,20240119,Feature 1 - sordat
SAMPLE_F1_sorind,"US,US,reprt,L-30-2024","US,US,reprt,L-30-2024",Feature 1 - sorind
SAMPLE_F1_txtdsc,None,None,Feature 1 - txtdsc
SAMPLE_FEATURE_2_SEPARATOR,--- FEATURE 2 ---,--- FEATURE 2 ---,Feature 2 sample
SAMPLE_F2_agen,550,550,Feature 2 - agen
SAMPLE_F2_dsid_dsnm,US1EEZ1M,US1EEZ1M,Feature 2 - dsid_dsnm
SAMPLE_F2_dsid_edtn,9,9,Feature 2 - dsid_edtn
SAMPLE_F2_dsid_updn,0,0,Feature 2 - dsid_updn
SAMPLE_F2_fidn,135697061,135697061,Feature 2 - fidn
SAMPLE_F2_fids,1,1,Feature 2 - fids
SAMPLE_F2_geometry,"POLYGON ((170.1732657 19.5404164, 170.1744624 19.5...","POLYGON ((170.1732657 19.5404164, 170.1744624 19.5...",Feature 2 - geometry
SAMPLE_F2_grup,2,2,Feature 2 - grup
SAMPLE_F2_inform,None,None,Feature 2 - inform
SAMPLE_F2_lnam,0226081692A50001,0226081692A50001,Feature 2 - lnam
SAMPLE_F2_nation,US,US,Feature 2 - nation
SAMPLE_F2_ninfom,None,None,Feature 2 - ninfom
SAMPLE_F2_ntxtds,None,None,Feature 2 - ntxtds
SAMPLE_F2_objl,50,50,Feature 2 - objl
SAMPLE_F2_prim,3,3,Feature 2 - prim
SAMPLE_F2_rcid,155,155,Feature 2 - rcid
SAMPLE_F2_recdat,None,None,Feature 2 - recdat
SAMPLE_F2_recind,None,None,Feature 2 - recind
SAMPLE_F2_rver,1,1,Feature 2 - rver
SAMPLE_F2_scamax,nan,nan,Feature 2 - scamax
SAMPLE_F2_scamin,19999999,19999999,Feature 2 - scamin
SAMPLE_F2_sordat,20111116,20111116,Feature 2 - sordat
SAMPLE_F2_sorind,"US,US,reprt,L-1430/11","US,US,reprt,L-1430/11",Feature 2 - sorind
SAMPLE_F2_txtdsc,USMTZONE.TXT,USMTZONE.TXT,Feature 2 - txtdsc
SAMPLE_FEATURE_3_SEPARATOR,--- FEATURE 3 ---,--- FEATURE 3 ---,Feature 3 sample
SAMPLE_F3_agen,550,550,Feature 3 - agen
SAMPLE_F3_dsid_dsnm,US1EEZ1M,US1EEZ1M,Feature 3 - dsid_dsnm
SAMPLE_F3_dsid_edtn,9,9,Feature 3 - dsid_edtn
SAMPLE_F3_dsid_updn,0,0,Feature 3 - dsid_updn
SAMPLE_F3_fidn,396919282,396919282,Feature 3 - fidn
SAMPLE_F3_fids,1,1,Feature 3 - fids
SAMPLE_F3_geometry,"POLYGON ((141.3485195 20.8809829, 141.3479366 20.8...","POLYGON ((141.3485195 20.8809829, 141.3479366 20.8...",Feature 3 - geometry
SAMPLE_F3_grup,2,2,Feature 3 - grup
SAMPLE_F3_inform,None,None,Feature 3 - inform
SAMPLE_F3_lnam,022617A881F20001,022617A881F20001,Feature 3 - lnam
SAMPLE_F3_nation,US,US,Feature 3 - nation
SAMPLE_F3_ninfom,None,None,Feature 3 - ninfom
SAMPLE_F3_ntxtds,None,None,Feature 3 - ntxtds
SAMPLE_F3_objl,50,50,Feature 3 - objl
SAMPLE_F3_prim,3,3,Feature 3 - prim
SAMPLE_F3_rcid,156,156,Feature 3 - rcid
SAMPLE_F3_recdat,None,None,Feature 3 - recdat
SAMPLE_F3_recind,None,None,Feature 3 - recind
SAMPLE_F3_rver,1,1,Feature 3 - rver
SAMPLE_F3_scamax,nan,nan,Feature 3 - scamax
SAMPLE_F3_scamin,19999999,19999999,Feature 3 - scamin
SAMPLE_F3_sordat,20121218,20121218,Feature 3 - sordat
SAMPLE_F3_sorind,"US,US,reprt,L-2369/12","US,US,reprt,L-2369/12",Feature 3 - sorind
SAMPLE_F3_txtdsc,USMTZONE.TXT,USMTZONE.TXT,Feature 3 - txtdsc
SAMPLE_FEATURE_4_SEPARATOR,--- FEATURE 4 ---,--- FEATURE 4 ---,Feature 4 sample
SAMPLE_F4_agen,550,550,Feature 4 - agen
SAMPLE_F4_dsid_dsnm,US2WC12M,US2WC12M,Feature 4 - dsid_dsnm
SAMPLE_F4_dsid_edtn,27,27,Feature 4 - dsid_edtn
SAMPLE_F4_dsid_updn,8,8,Feature 4 - dsid_updn
SAMPLE_F4_fidn,892583537,892583537,Feature 4 - fidn
SAMPLE_F4_fids,8691,8691,Feature 4 - fids
SAMPLE_F4_geometry,"POLYGON ((-128.0833333 38.5678375, -128.0833333 38...","POLYGON ((-128.0833333 38.5678375, -128.0833333 38...",Feature 4 - geometry
SAMPLE_F4_grup,2,2,Feature 4 - grup
SAMPLE_F4_inform,"For more information about maritime zones, please refer to the Coast Pilot, Chapter 1.","For more information about maritime zones, please refer to the Coast Pilot, Chapter 1.",Feature 4 - inform
SAMPLE_F4_lnam,02263533BE7121F3,02263533BE7121F3,Feature 4 - lnam
SAMPLE_F4_nation,US,US,Feature 4 - nation
SAMPLE_F4_ninfom,None,None,Feature 4 - ninfom
SAMPLE_F4_ntxtds,None,None,Feature 4 - ntxtds
SAMPLE_F4_objl,50,50,Feature 4 - objl
SAMPLE_F4_prim,3,3,Feature 4 - prim
SAMPLE_F4_rcid,394,394,Feature 4 - rcid
SAMPLE_F4_recdat,None,None,Feature 4 - recdat
SAMPLE_F4_recind,None,None,Feature 4 - recind
SAMPLE_F4_rver,1,1,Feature 4 - rver
SAMPLE_F4_scamax,nan,nan,Feature 4 - scamax
SAMPLE_F4_scamin,4999999,4999999,Feature 4 - scamin
SAMPLE_F4_sordat,20240119,20240119,Feature 4 - sordat
SAMPLE_F4_sorind,"US,US,reprt,L-30-2024","US,US,reprt,L-30-2024",Feature 4 - sorind
SAMPLE_F4_txtdsc,None,None,Feature 4 - txtdsc
SAMPLE_FEATURE_5_SEPARATOR,--- FEATURE 5 ---,--- FEATURE 5 ---,Feature 5 sample
SAMPLE_F5_agen,550,550,Feature 5 - agen
SAMPLE_F5_dsid_dsnm,US1PO02M,US1PO02M,Feature 5 - dsid_dsnm
SAMPLE_F5_dsid_edtn,21,21,Feature 5 - dsid_edtn
SAMPLE_F5_dsid_updn,1,1,Feature 5 - dsid_updn
SAMPLE_F5_fidn,33341458,33341458,Feature 5 - fidn
SAMPLE_F5_fids,10134,10134,Feature 5 - fids
SAMPLE_F5_geometry,"POLYGON ((-154 15.9745363, -153.9859742 15.9818667...","POLYGON ((-154 15.9745363, -153.9859742 15.9818667...",Feature 5 - geometry
SAMPLE_F5_grup,2,2,Feature 5 - grup
SAMPLE_F5_inform,None,None,Feature 5 - inform
SAMPLE_F5_lnam,022601FCC0122796,022601FCC0122796,Feature 5 - lnam
SAMPLE_F5_nation,US,US,Feature 5 - nation
SAMPLE_F5_ninfom,None,None,Feature 5 - ninfom
SAMPLE_F5_ntxtds,None,None,Feature 5 - ntxtds
SAMPLE_F5_objl,50,50,Feature 5 - objl
SAMPLE_F5_prim,3,3,Feature 5 - prim
SAMPLE_F5_rcid,181,181,Feature 5 - rcid
SAMPLE_F5_recdat,None,None,Feature 5 - recdat
SAMPLE_F5_recind,None,None,Feature 5 - recind
SAMPLE_F5_rver,1,1,Feature 5 - rver
SAMPLE_F5_scamax,nan,nan,Feature 5 - scamax
SAMPLE_F5_scamin,19999999,19999999,Feature 5 - scamin
SAMPLE_F5_sordat,20170720,20170720,Feature 5 - sordat
SAMPLE_F5_sorind,"US,US,graph,Chart 50","US,US,graph,Chart 50",Feature 5 - sorind
SAMPLE_F5_txtdsc,US1PO02B.TXT,US1PO02B.TXT,Feature 5 - txtdsc
SAMPLE_FEATURE_6_SEPARATOR,--- FEATURE 6 ---,--- FEATURE 6 ---,Feature 6 sample
SAMPLE_F6_agen,550,550,Feature 6 - agen
SAMPLE_F6_dsid_dsnm,US4CA60M,US4CA60M,Feature 6 - dsid_dsnm
SAMPLE_F6_dsid_edtn,37,37,Feature 6 - dsid_edtn
SAMPLE_F6_dsid_updn,6,6,Feature 6 - dsid_updn
SAMPLE_F6_fidn,181932351,181932351,Feature 6 - fidn
SAMPLE_F6_fids,1,1,Feature 6 - fids
SAMPLE_F6_geometry,"POLYGON ((-118.0361757 33.258356, -117.9993895 33....","POLYGON ((-118.0361757 33.258356, -117.9993895 33....",Feature 6 - geometry
SAMPLE_F6_grup,2,2,Feature 6 - grup
SAMPLE_F6_inform,None,None,Feature 6 - inform
SAMPLE_F6_lnam,02260AD8113F0001,02260AD8113F0001,Feature 6 - lnam
SAMPLE_F6_nation,US,US,Feature 6 - nation
SAMPLE_F6_ninfom,None,None,Feature 6 - ninfom
SAMPLE_F6_ntxtds,None,None,Feature 6 - ntxtds
SAMPLE_F6_objl,50,50,Feature 6 - objl
SAMPLE_F6_prim,3,3,Feature 6 - prim
SAMPLE_F6_rcid,3258,3258,Feature 6 - rcid
SAMPLE_F6_recdat,None,None,Feature 6 - recdat
SAMPLE_F6_recind,None,None,Feature 6 - recind
SAMPLE_F6_rver,1,1,Feature 6 - rver
SAMPLE_F6_scamax,nan,nan,Feature 6 - scamax
SAMPLE_F6_scamin,179999,179999,Feature 6 - scamin
SAMPLE_F6_sordat,20111114,20111114,Feature 6 - sordat
SAMPLE_F6_sorind,"US,US,reprt,L-1428/11","US,US,reprt,L-1428/11",Feature 6 - sorind
SAMPLE_F6_txtdsc,US4CA60H.TXT,US4CA60H.TXT,Feature 6 - txtdsc
SAMPLE_FEATURE_7_SEPARATOR,--- FEATURE 7 ---,--- FEATURE 7 ---,Feature 7 sample
SAMPLE_F7_agen,550,550,Feature 7 - agen
SAMPLE_F7_dsid_dsnm,US1GC09M,US1GC09M,Feature 7 - dsid_dsnm
SAMPLE_F7_dsid_edtn,65,65,Feature 7 - dsid_edtn
SAMPLE_F7_dsid_updn,5,5,Feature 7 - dsid_updn
SAMPLE_F7_fidn,271575138,271575138,Feature 7 - fidn
SAMPLE_F7_fids,8691,8691,Feature 7 - fids
SAMPLE_F7_geometry,"POLYGON ((-76.1 32.488544, -76.1 32.5000005, -76.1...","POLYGON ((-76.1 32.488544, -76.1 32.5000005, -76.1...",Feature 7 - geometry
SAMPLE_F7_grup,2,2,Feature 7 - grup
SAMPLE_F7_inform,"For more information about maritime zones, please refer to the Coast Pilot, Chapter 1.","For more information about maritime zones, please refer to the Coast Pilot, Chapter 1.",Feature 7 - inform
SAMPLE_F7_lnam,0226102FE86221F3,0226102FE86221F3,Feature 7 - lnam
SAMPLE_F7_nation,US,US,Feature 7 - nation
SAMPLE_F7_ninfom,None,None,Feature 7 - ninfom
SAMPLE_F7_ntxtds,None,None,Feature 7 - ntxtds
SAMPLE_F7_objl,50,50,Feature 7 - objl
SAMPLE_F7_prim,3,3,Feature 7 - prim
SAMPLE_F7_rcid,5336,5336,Feature 7 - rcid
SAMPLE_F7_recdat,None,None,Feature 7 - recdat
SAMPLE_F7_recind,None,None,Feature 7 - recind
SAMPLE_F7_rver,1,1,Feature 7 - rver
SAMPLE_F7_scamax,nan,nan,Feature 7 - scamax
SAMPLE_F7_scamin,9999999,9999999,Feature 7 - scamin
SAMPLE_F7_sordat,20240119,20240119,Feature 7 - sordat
SAMPLE_F7_sorind,"US,US,reprt,L-30-2024","US,US,reprt,L-30-2024",Feature 7 - sorind
SAMPLE_F7_txtdsc,None,None,Feature 7 - txtdsc
