layer_name,format_a_columns,format_b_columns,common_columns,missing_in_a_count,missing_in_b_count,type_mismatches_count,columns_match,missing_in_b
boylat,42,36,36,0,6,0,False,"ffpt_rind, colpat, lnam_refs, status, natcon, colour"
fairwy,37,32,32,0,5,0,False,"ffpt_rind, status, lnam_refs, restrn, quasou"
coalne,35,32,32,0,3,0,False,"lnam_refs, ffpt_rind, colour"
splare,31,27,27,0,4,0,False,"lnam_refs, ffpt_rind, restrn, status"
wrecks,41,36,36,0,5,0,False,"ffpt_rind, tecsou, status, lnam_refs, quasou"
achare,34,29,29,0,5,0,False,"ffpt_rind, status, lnam_refs, restrn, catach"
bcnlat,47,41,41,0,6,0,False,"ffpt_rind, colpat, lnam_refs, status, natcon, colour"
isolatednode,10,10,10,0,0,0,True,
m_covr,22,20,20,0,2,0,False,"lnam_refs, ffpt_rind"
hrbfac,35,30,30,0,5,0,False,"cathaf, ffpt_rind, status, lnam_refs, natcon"
cblare,32,28,28,0,4,0,False,"lnam_refs, ffpt_rind, restrn, status"
lndare,29,26,26,0,3,0,False,"lnam_refs, ffpt_rind, status"
slogrd,34,28,28,0,6,0,False,"ffpt_rind, lnam_refs, natqua, natsur, natcon, colour"
sbdare,31,26,26,0,5,0,False,"ffpt_rind, lnam_refs, natqua, natsur, colour"
bridge,44,38,38,0,6,0,False,"ffpt_rind, colpat, lnam_refs, catbrg, natcon, colour"
daymar,42,35,35,0,7,0,False,"ffpt_rind, colpat, lnam_refs, status, catspm, natcon, colour"
lndmrk,42,34,34,0,8,0,False,"catlmk, ffpt_rind, status, lnam_refs, colpat, functn, natcon, colour"
topmar,39,34,34,0,5,0,False,"ffpt_rind, colpat, lnam_refs, status, colour"
ctsare,32,29,29,0,3,0,False,"lnam_refs, ffpt_rind, status"
fshzne,29,26,26,0,3,0,False,"lnam_refs, ffpt_rind, status"
cgusta,32,29,29,0,3,0,False,"lnam_refs, ffpt_rind, status"
airare,32,28,28,0,4,0,False,"lnam_refs, catair, ffpt_rind, status"
ctnare,29,27,27,0,2,0,False,"lnam_refs, ffpt_rind"
morfac,46,40,40,0,6,0,False,"ffpt_rind, colpat, lnam_refs, status, natcon, colour"
siltnk,43,36,36,0,7,0,False,"ffpt_rind, status, lnam_refs, colpat, prodct, natcon, colour"
depcnt,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
pipsol,39,34,34,0,5,0,False,"ffpt_rind, status, lnam_refs, prodct, catpip"
face,10,10,10,0,0,0,True,
boyspp,42,35,35,0,7,0,False,"ffpt_rind, colpat, lnam_refs, status, catspm, natcon, colour"
edge,22,22,22,0,0,0,True,
lndelv,31,29,29,0,2,0,False,"lnam_refs, ffpt_rind"
lights,49,43,43,0,6,0,False,"ffpt_rind, status, lnam_refs, catlit, litvis, colour"
rtpbcn,39,36,36,0,3,0,False,"lnam_refs, ffpt_rind, status"
mipare,34,29,29,0,5,0,False,"ffpt_rind, catmpa, status, lnam_refs, restrn"
rivers,28,25,25,0,3,0,False,"lnam_refs, ffpt_rind, status"
rdocal,35,32,32,0,3,0,False,"lnam_refs, ffpt_rind, status"
prcare,29,25,25,0,4,0,False,"lnam_refs, ffpt_rind, restrn, status"
cblohd,39,36,36,0,3,0,False,"lnam_refs, ffpt_rind, status"
lndrgn,31,26,26,0,5,0,False,"ffpt_rind, lnam_refs, natqua, natsur, catlnd"
wedklp,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
buaare,34,32,32,0,2,0,False,"lnam_refs, ffpt_rind"
navlne,32,29,29,0,3,0,False,"lnam_refs, ffpt_rind, status"
seaare,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
exezne,26,24,24,0,2,0,False,"lnam_refs, ffpt_rind"
obstrn,44,35,35,0,9,0,False,"ffpt_rind, tecsou, status, lnam_refs, prodct, quasou, natqua, natsur, natcon"
m_nsys,27,25,25,0,2,0,False,"lnam_refs, ffpt_rind"
magvar,28,26,26,0,2,0,False,"lnam_refs, ffpt_rind"
bcnspp,47,40,40,0,7,0,False,"ffpt_rind, colpat, lnam_refs, status, catspm, natcon, colour"
buisgl,42,35,35,0,7,0,False,"ffpt_rind, colpat, lnam_refs, status, functn, natcon, colour"
tssbnd,29,26,26,0,3,0,False,"lnam_refs, ffpt_rind, status"
rectrc,41,36,36,0,5,0,False,"ffpt_rind, tecsou, status, lnam_refs, quasou"
